geoid,name,total,male_total,female_total,total_same_house,male_same_house,female_same_house,total_moved_within_county,male_moved_within_county,female_moved_within_county,total_moved_from_different_county_in_same_state,male_moved_from_different_county_in_same_state,female_moved_from_different_county_in_same_state,total_moved_from_different_state,male_moved_from_different_state,female_moved_from_different_state,total_moved_from_abroad,male_moved_from_abroad,female_moved_from_abroad,county,county subdivision,state
4000193250,"Stilwell East CCD, Adair County, Oklahoma",9716.0,4874.0,4842.0,8655.0,4372.0,4283.0,793.0,403.0,390.0,158.0,47.0,111.0,86.0,40.0,46.0,24.0,12.0,12.0,001,93250,40
4000193796,"Westville CCD, Adair County, Oklahoma",4979.0,2333.0,2646.0,4634.0,2162.0,2472.0,160.0,80.0,80.0,12.0,3.0,9.0,173.0,88.0,85.0,0.0,0.0,0.0,001,93796,40
4000193588,"Watts CCD, Adair County, Oklahoma",2484.0,1239.0,1245.0,2277.0,1162.0,1115.0,71.0,23.0,48.0,60.0,21.0,39.0,76.0,33.0,43.0,0.0,0.0,0.0,001,93588,40
4000193263,"Stilwell West CCD, Adair County, Oklahoma",4639.0,2396.0,2243.0,4371.0,2265.0,2106.0,105.0,53.0,52.0,110.0,66.0,44.0,50.0,9.0,41.0,3.0,3.0,0.0,001,93263,40
4013391612,"Konawa CCD, Seminole County, Oklahoma",2729.0,1363.0,1366.0,2322.0,1178.0,1144.0,181.0,70.0,111.0,203.0,105.0,98.0,23.0,10.0,13.0,0.0,0.0,0.0,133,91612,40
4013392795,"Seminole South CCD, Seminole County, Oklahoma",2199.0,1096.0,1103.0,1912.0,972.0,940.0,95.0,39.0,56.0,119.0,66.0,53.0,73.0,19.0,54.0,0.0,0.0,0.0,133,92795,40
4013393835,"Wewoka CCD, Seminole County, Oklahoma",7384.0,3578.0,3806.0,6349.0,3030.0,3319.0,507.0,277.0,230.0,362.0,185.0,177.0,166.0,86.0,80.0,0.0,0.0,0.0,133,93835,40
4013392782,"Seminole North CCD, Seminole County, Oklahoma",12607.0,6138.0,6469.0,10821.0,5330.0,5491.0,926.0,404.0,522.0,705.0,324.0,381.0,144.0,80.0,64.0,11.0,0.0,11.0,133,92782,40
4013793432,"Velma-Alma CCD, Stephens County, Oklahoma",1868.0,922.0,946.0,1750.0,856.0,894.0,50.0,28.0,22.0,60.0,34.0,26.0,8.0,4.0,4.0,0.0,0.0,0.0,137,93432,40
4013791781,"Marlow CCD, Stephens County, Oklahoma",8347.0,4030.0,4317.0,7151.0,3494.0,3657.0,750.0,366.0,384.0,343.0,128.0,215.0,92.0,42.0,50.0,11.0,0.0,11.0,137,91781,40
4013790650,"Comanche CCD, Stephens County, Oklahoma",5964.0,2930.0,3034.0,5180.0,2552.0,2628.0,383.0,185.0,198.0,329.0,167.0,162.0,56.0,15.0,41.0,16.0,11.0,5.0,137,90650,40
4013790780,"Duncan CCD, Stephens County, Oklahoma",27691.0,13411.0,14280.0,22829.0,11013.0,11816.0,3091.0,1587.0,1504.0,997.0,516.0,481.0,747.0,295.0,452.0,27.0,0.0,27.0,137,90780,40
4002591560,"Keyes CCD, Cimarron County, Oklahoma",392.0,227.0,165.0,351.0,201.0,150.0,34.0,23.0,11.0,0.0,0.0,0.0,6.0,2.0,4.0,1.0,1.0,0.0,025,91560,40
4002590286,"Boise City CCD, Cimarron County, Oklahoma",1815.0,877.0,938.0,1638.0,796.0,842.0,96.0,34.0,62.0,46.0,22.0,24.0,35.0,25.0,10.0,0.0,0.0,0.0,025,90286,40
4001193575,"Watonga CCD, Blaine County, Oklahoma",4598.0,2800.0,1798.0,3586.0,1982.0,1604.0,384.0,247.0,137.0,260.0,243.0,17.0,344.0,304.0,40.0,24.0,24.0,0.0,011,93575,40
4001190416,"Canton CCD, Blaine County, Oklahoma",1535.0,706.0,829.0,1446.0,686.0,760.0,21.0,7.0,14.0,68.0,13.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,011,90416,40
4001191170,"Geary CCD, Blaine County, Oklahoma",1849.0,768.0,1081.0,1648.0,685.0,963.0,82.0,30.0,52.0,117.0,53.0,64.0,2.0,0.0,2.0,0.0,0.0,0.0,011,91170,40
4001192392,"Okeene CCD, Blaine County, Oklahoma",1578.0,741.0,837.0,1367.0,635.0,732.0,164.0,82.0,82.0,23.0,9.0,14.0,24.0,15.0,9.0,0.0,0.0,0.0,011,92392,40
4001990156,"Ardmore CCD, Carter County, Oklahoma",37719.0,18191.0,19528.0,31511.0,15160.0,16351.0,3937.0,1731.0,2206.0,980.0,592.0,388.0,1161.0,641.0,520.0,130.0,67.0,63.0,019,90156,40
4001993861,"Wilson CCD, Carter County, Oklahoma",3278.0,1643.0,1635.0,2803.0,1401.0,1402.0,251.0,125.0,126.0,152.0,82.0,70.0,53.0,35.0,18.0,19.0,0.0,19.0,019,93861,40
4001990169,"Ardmore North CCD, Carter County, Oklahoma",2625.0,1350.0,1275.0,2327.0,1186.0,1141.0,209.0,98.0,111.0,69.0,49.0,20.0,20.0,17.0,3.0,0.0,0.0,0.0,019,90169,40
4001991287,"Healdton North CCD, Carter County, Oklahoma",1309.0,599.0,710.0,1229.0,554.0,675.0,41.0,23.0,18.0,33.0,16.0,17.0,1.0,1.0,0.0,5.0,5.0,0.0,019,91287,40
4001991274,"Healdton Central CCD, Carter County, Oklahoma",2966.0,1404.0,1562.0,2758.0,1295.0,1463.0,188.0,89.0,99.0,7.0,7.0,0.0,11.0,11.0,0.0,2.0,2.0,0.0,019,91274,40
4002993705,"West Coal CCD, Coal County, Oklahoma",1867.0,939.0,928.0,1791.0,901.0,890.0,43.0,23.0,20.0,17.0,6.0,11.0,16.0,9.0,7.0,0.0,0.0,0.0,029,93705,40
4002990871,"East Coal CCD, Coal County, Oklahoma",3751.0,1841.0,1910.0,3166.0,1561.0,1605.0,317.0,148.0,169.0,192.0,82.0,110.0,68.0,42.0,26.0,8.0,8.0,0.0,029,90871,40
4005391625,"Lamont CCD, Grant County, Oklahoma",627.0,342.0,285.0,594.0,322.0,272.0,7.0,5.0,2.0,26.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,053,91625,40
4005391820,"Medford CCD, Grant County, Oklahoma",1764.0,898.0,866.0,1511.0,765.0,746.0,106.0,60.0,46.0,103.0,59.0,44.0,44.0,14.0,30.0,0.0,0.0,0.0,053,91820,40
4005393510,"Wakita CCD, Grant County, Oklahoma",458.0,251.0,207.0,440.0,239.0,201.0,3.0,2.0,1.0,15.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,053,93510,40
4005393159,"Southwest Grant CCD, Grant County, Oklahoma",1591.0,761.0,830.0,1433.0,686.0,747.0,138.0,62.0,76.0,14.0,7.0,7.0,6.0,6.0,0.0,0.0,0.0,0.0,053,93159,40
