geoid,name,total,white_alone,black_alone,american_indian_and_alaska_native,asian_alone,native_hawaiian_and_pacific_islander,other_alone,two_or_more_races,latino_alone,county,county subdivision,state,asian_all,other_all
3010193402,"Sunburst CCD, Toole County, Montana",1054.0,961.0,0.0,56.0,4.0,0.0,0.0,16.0,17.0,101,93402,30,4.0,72.0
3003591460,"Glacier National Park CCD, Glacier County, Montana",70.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,035,91460,30,0.0,0.0
3001991218,"Fort Peck Reservation CCD, Daniels County, Montana",55.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,019,91218,30,0.0,0.0
3003792016,"Lavina CCD, Golden Valley County, Montana",433.0,375.0,0.0,0.0,0.0,0.0,0.0,39.0,19.0,037,92016,30,0.0,39.0
3003590777,"Cut Bank CCD, Glacier County, Montana",3522.0,2279.0,5.0,1007.0,20.0,0.0,0.0,88.0,123.0,035,90777,30,20.0,1095.0
3002590168,"Baker CCD, Fallon County, Montana",2431.0,2270.0,42.0,16.0,25.0,0.0,0.0,42.0,36.0,025,90168,30,25.0,58.0
3002592730,"Plevna CCD, Fallon County, Montana",494.0,475.0,0.0,0.0,3.0,0.0,0.0,0.0,16.0,025,92730,30,3.0,0.0
3003792940,"Ryegate CCD, Golden Valley County, Montana",314.0,265.0,0.0,0.0,0.0,0.0,0.0,3.0,46.0,037,92940,30,0.0,3.0
3004593318,"Stanford CCD, Judith Basin County, Montana",742.0,728.0,0.0,9.0,0.0,0.0,0.0,0.0,5.0,045,93318,30,0.0,9.0
3004591407,"Geyser CCD, Judith Basin County, Montana",446.0,418.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0,045,91407,30,0.0,4.0
3004591785,"Hobson CCD, Judith Basin County, Montana",777.0,732.0,0.0,18.0,0.0,0.0,0.0,10.0,17.0,045,91785,30,0.0,28.0
3009390483,"Butte CCD, Silver Bow County, Montana",33604.0,30540.0,185.0,697.0,267.0,0.0,0.0,478.0,1437.0,093,90483,30,267.0,1175.0
3009592604,"Park City CCD, Stillwater County, Montana",2266.0,2230.0,0.0,0.0,0.0,0.0,0.0,7.0,29.0,095,92604,30,0.0,7.0
3009590693,"Columbus CCD, Stillwater County, Montana",4175.0,3749.0,18.0,24.0,19.0,0.0,0.0,139.0,226.0,095,90693,30,19.0,163.0
3009590021,"Absarokee CCD, Stillwater County, Montana",2192.0,2069.0,2.0,46.0,0.0,0.0,0.0,2.0,73.0,095,90021,30,0.0,48.0
3009592510,"North Stillwater CCD, Stillwater County, Montana",709.0,673.0,0.0,28.0,0.0,0.0,0.0,6.0,2.0,095,92510,30,0.0,34.0
3002390063,"Anaconda CCD, Deer Lodge County, Montana",7679.0,6961.0,28.0,57.0,48.0,0.0,0.0,361.0,224.0,023,90063,30,48.0,418.0
3004390399,"Boulder CCD, Jefferson County, Montana",8059.0,7436.0,6.0,128.0,19.0,0.0,0.0,266.0,204.0,043,90399,30,19.0,394.0
3004393822,"Whitehall CCD, Jefferson County, Montana",3566.0,3374.0,0.0,40.0,5.0,0.0,2.0,81.0,64.0,043,93822,30,5.0,123.0
3003990945,"Drummond CCD, Granite County, Montana",1443.0,1405.0,4.0,5.0,2.0,0.0,0.0,14.0,13.0,039,90945,30,2.0,19.0
3003992625,"Philipsburg CCD, Granite County, Montana",1763.0,1627.0,0.0,9.0,0.0,0.0,0.0,71.0,56.0,039,92625,30,0.0,80.0
3005590630,"Circle CCD, McCone County, Montana",947.0,942.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,055,90630,30,0.0,5.0
3005592487,"North McCone CCD, McCone County, Montana",781.0,592.0,0.0,115.0,8.0,0.0,0.0,10.0,56.0,055,92487,30,8.0,125.0
3010791659,"Harlowton CCD, Wheatland County, Montana",1587.0,1506.0,0.0,27.0,0.0,0.0,0.0,4.0,50.0,107,91659,30,0.0,31.0
3010791869,"Judith Gap-Shawmut CCD, Wheatland County, Montana",521.0,483.0,0.0,0.0,0.0,0.0,0.0,28.0,10.0,107,91869,30,0.0,28.0
3005793633,"Twin Bridges CCD, Madison County, Montana",1387.0,1315.0,0.0,10.0,0.0,0.0,0.0,26.0,36.0,057,93633,30,0.0,36.0
3005793717,"Virginia City CCD, Madison County, Montana",275.0,254.0,0.0,0.0,3.0,0.0,0.0,4.0,14.0,057,93717,30,3.0,4.0
3005791680,"Harrison CCD, Madison County, Montana",1026.0,984.0,0.0,2.0,1.0,0.0,0.0,0.0,39.0,057,91680,30,1.0,2.0
3005793045,"Sheridan CCD, Madison County, Montana",2016.0,1825.0,0.0,15.0,4.0,0.0,0.0,33.0,139.0,057,93045,30,4.0,48.0
3005792184,"Madison Valley CCD, Madison County, Montana",3198.0,3031.0,20.0,11.0,0.0,0.0,0.0,99.0,37.0,057,92184,30,0.0,110.0
3008792856,"Rosebud CCD, Rosebud County, Montana",2969.0,2202.0,0.0,374.0,84.0,0.0,0.0,29.0,280.0,087,92856,30,84.0,403.0
3008790084,"Ashland CCD, Rosebud County, Montana",418.0,349.0,0.0,31.0,0.0,0.0,0.0,38.0,0.0,087,90084,30,0.0,69.0
3008791155,"Forsyth CCD, Rosebud County, Montana",2074.0,1948.0,0.0,11.0,0.0,0.0,0.0,34.0,81.0,087,91155,30,0.0,45.0
