geoid,name,total,male_total,female_total,total_same_house,male_same_house,female_same_house,total_moved_within_county,male_moved_within_county,female_moved_within_county,total_moved_from_different_county_in_same_state,male_moved_from_different_county_in_same_state,female_moved_from_different_county_in_same_state,total_moved_from_different_state,male_moved_from_different_state,female_moved_from_different_state,total_moved_from_abroad,male_moved_from_abroad,female_moved_from_abroad,county,county subdivision,state
3010193402,"Sunburst CCD, Toole County, Montana",1044.0,542.0,502.0,898.0,454.0,444.0,104.0,65.0,39.0,30.0,15.0,15.0,8.0,8.0,0.0,4.0,0.0,4.0,101,93402,30
3003591460,"Glacier National Park CCD, Glacier County, Montana",70.0,44.0,26.0,20.0,17.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,48.0,27.0,21.0,0.0,0.0,0.0,035,91460,30
3001991218,"Fort Peck Reservation CCD, Daniels County, Montana",55.0,32.0,23.0,55.0,32.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,019,91218,30
3003792016,"Lavina CCD, Golden Valley County, Montana",429.0,205.0,224.0,347.0,161.0,186.0,34.0,25.0,9.0,26.0,14.0,12.0,22.0,5.0,17.0,0.0,0.0,0.0,037,92016,30
3003590777,"Cut Bank CCD, Glacier County, Montana",3490.0,1641.0,1849.0,2920.0,1360.0,1560.0,480.0,240.0,240.0,47.0,5.0,42.0,37.0,30.0,7.0,6.0,6.0,0.0,035,90777,30
3002590168,"Baker CCD, Fallon County, Montana",2390.0,1264.0,1126.0,1941.0,960.0,981.0,193.0,122.0,71.0,111.0,90.0,21.0,145.0,92.0,53.0,0.0,0.0,0.0,025,90168,30
3002592730,"Plevna CCD, Fallon County, Montana",488.0,240.0,248.0,386.0,182.0,204.0,77.0,46.0,31.0,12.0,10.0,2.0,13.0,2.0,11.0,0.0,0.0,0.0,025,92730,30
3003792940,"Ryegate CCD, Golden Valley County, Montana",312.0,168.0,144.0,267.0,141.0,126.0,3.0,1.0,2.0,34.0,24.0,10.0,8.0,2.0,6.0,0.0,0.0,0.0,037,92940,30
3004593318,"Stanford CCD, Judith Basin County, Montana",741.0,380.0,361.0,675.0,335.0,340.0,19.0,18.0,1.0,21.0,9.0,12.0,26.0,18.0,8.0,0.0,0.0,0.0,045,93318,30
3004591407,"Geyser CCD, Judith Basin County, Montana",445.0,261.0,184.0,402.0,234.0,168.0,6.0,3.0,3.0,32.0,22.0,10.0,5.0,2.0,3.0,0.0,0.0,0.0,045,91407,30
3004591785,"Hobson CCD, Judith Basin County, Montana",775.0,403.0,372.0,728.0,368.0,360.0,0.0,0.0,0.0,25.0,19.0,6.0,22.0,16.0,6.0,0.0,0.0,0.0,045,91785,30
3009390483,"Butte CCD, Silver Bow County, Montana",33227.0,16631.0,16596.0,27432.0,13658.0,13774.0,2867.0,1483.0,1384.0,1777.0,969.0,808.0,1017.0,455.0,562.0,134.0,66.0,68.0,093,90483,30
3009592604,"Park City CCD, Stillwater County, Montana",2266.0,1207.0,1059.0,2208.0,1158.0,1050.0,21.0,21.0,0.0,32.0,23.0,9.0,5.0,5.0,0.0,0.0,0.0,0.0,095,92604,30
3009590693,"Columbus CCD, Stillwater County, Montana",4139.0,1917.0,2222.0,3593.0,1646.0,1947.0,186.0,100.0,86.0,286.0,131.0,155.0,64.0,30.0,34.0,10.0,10.0,0.0,095,90693,30
3009590021,"Absarokee CCD, Stillwater County, Montana",2172.0,1075.0,1097.0,1916.0,959.0,957.0,71.0,38.0,33.0,63.0,33.0,30.0,117.0,45.0,72.0,5.0,0.0,5.0,095,90021,30
3009592510,"North Stillwater CCD, Stillwater County, Montana",699.0,386.0,313.0,632.0,352.0,280.0,39.0,19.0,20.0,3.0,2.0,1.0,25.0,13.0,12.0,0.0,0.0,0.0,095,92510,30
3002390063,"Anaconda CCD, Deer Lodge County, Montana",7579.0,3812.0,3767.0,6350.0,3067.0,3283.0,662.0,331.0,331.0,204.0,152.0,52.0,356.0,255.0,101.0,7.0,7.0,0.0,023,90063,30
3004390399,"Boulder CCD, Jefferson County, Montana",8001.0,4065.0,3936.0,6876.0,3530.0,3346.0,196.0,113.0,83.0,595.0,251.0,344.0,334.0,171.0,163.0,0.0,0.0,0.0,043,90399,30
3004393822,"Whitehall CCD, Jefferson County, Montana",3543.0,1855.0,1688.0,3124.0,1624.0,1500.0,165.0,118.0,47.0,140.0,65.0,75.0,113.0,48.0,65.0,1.0,0.0,1.0,043,93822,30
3003990945,"Drummond CCD, Granite County, Montana",1434.0,722.0,712.0,1297.0,641.0,656.0,24.0,13.0,11.0,83.0,50.0,33.0,28.0,16.0,12.0,2.0,2.0,0.0,039,90945,30
3003992625,"Philipsburg CCD, Granite County, Montana",1742.0,890.0,852.0,1501.0,742.0,759.0,24.0,16.0,8.0,108.0,68.0,40.0,100.0,55.0,45.0,9.0,9.0,0.0,039,92625,30
3005590630,"Circle CCD, McCone County, Montana",941.0,495.0,446.0,914.0,477.0,437.0,9.0,4.0,5.0,8.0,8.0,0.0,10.0,6.0,4.0,0.0,0.0,0.0,055,90630,30
3005592487,"North McCone CCD, McCone County, Montana",767.0,422.0,345.0,747.0,413.0,334.0,11.0,2.0,9.0,2.0,2.0,0.0,7.0,5.0,2.0,0.0,0.0,0.0,055,92487,30
3010791659,"Harlowton CCD, Wheatland County, Montana",1558.0,785.0,773.0,1398.0,692.0,706.0,142.0,78.0,64.0,10.0,7.0,3.0,7.0,7.0,0.0,1.0,1.0,0.0,107,91659,30
3010791869,"Judith Gap-Shawmut CCD, Wheatland County, Montana",515.0,277.0,238.0,481.0,266.0,215.0,3.0,2.0,1.0,24.0,7.0,17.0,7.0,2.0,5.0,0.0,0.0,0.0,107,91869,30
3005793633,"Twin Bridges CCD, Madison County, Montana",1365.0,680.0,685.0,1245.0,630.0,615.0,50.0,22.0,28.0,65.0,23.0,42.0,5.0,5.0,0.0,0.0,0.0,0.0,057,93633,30
3005793717,"Virginia City CCD, Madison County, Montana",275.0,139.0,136.0,227.0,115.0,112.0,18.0,6.0,12.0,17.0,7.0,10.0,8.0,6.0,2.0,5.0,5.0,0.0,057,93717,30
3005791680,"Harrison CCD, Madison County, Montana",1015.0,559.0,456.0,968.0,539.0,429.0,30.0,11.0,19.0,12.0,5.0,7.0,5.0,4.0,1.0,0.0,0.0,0.0,057,91680,30
3005793045,"Sheridan CCD, Madison County, Montana",2013.0,1029.0,984.0,1574.0,786.0,788.0,156.0,54.0,102.0,67.0,38.0,29.0,116.0,55.0,61.0,100.0,96.0,4.0,057,93045,30
3005792184,"Madison Valley CCD, Madison County, Montana",3190.0,1637.0,1553.0,2592.0,1311.0,1281.0,235.0,84.0,151.0,187.0,130.0,57.0,165.0,101.0,64.0,11.0,11.0,0.0,057,92184,30
3008792856,"Rosebud CCD, Rosebud County, Montana",2966.0,1519.0,1447.0,2746.0,1409.0,1337.0,64.0,11.0,53.0,97.0,55.0,42.0,44.0,44.0,0.0,15.0,0.0,15.0,087,92856,30
