geoid,name,total,male_total,male_no_schooling,male_nursery_to_4th_grade,male_5th_and_6th_grade,male_7th_and_8th_grade,male_9th_grade,male_10th_grade,male_11th_grade,male_12th_grade_no_diploma,male_high_school_graduate,male_less_than_1_year_college,male_1_or_more_years_college,male_associates_degree,male_bachelors_degree,male_masters_degree,male_professional_school_degree,male_doctorate_degree,female_total,female_no_schooling,female_nursery_to_4th_grade,female_5th_and_6th_grade,female_7th_and_8th_grade,female_9th_grade,female_10th_grade,female_11th_grade,female_12th_grade_no_diploma,female_high_school_graduate,female_less_than_1_year_college,female_1_or_more_years_college,female_associates_degree,female_bachelors_degree,female_masters_degree,female_professional_school_degree,female_doctorate_degree,county,county subdivision,state,total_no_schooling,total_nursery_to_4th_grade,total_5th_and_6th_grade,total_7th_and_8th_grade,total_9th_grade,total_10th_grade,total_11th_grade,total_12th_grade_no_diploma,total_high_school_graduate,total_less_than_1_year_college,total_1_or_more_years_college,total_associates_degree,total_bachelors_degree,total_masters_degree,total_professional_school_degree,total_doctorate_degree,total_less_than_high_scool,male_less_than_high_scool,female_less_than_high_scool,total_some_college,male_some_college,female_some_college,total_masters_or_higher,male_masters_or_higher,female_masters_or_higher,total_bachelors_or_higher,male_bachelors_or_higher,female_bachelors_or_higher
2500926150,"Gloucester city, Essex County, Massachusetts",22727.0,10691.0,127.0,51.0,78.0,175.0,151.0,190.0,119.0,150.0,3301.0,482.0,1080.0,703.0,2468.0,1202.0,198.0,216.0,12036.0,109.0,57.0,55.0,170.0,104.0,137.0,217.0,176.0,2890.0,643.0,1471.0,1309.0,2905.0,1380.0,225.0,188.0,009,26150,25,236.0,108.0,133.0,345.0,255.0,327.0,336.0,326.0,6191.0,1125.0,2551.0,2012.0,5373.0,2582.0,423.0,404.0,2066.0,1041.0,1025.0,3676.0,1562.0,2114.0,3409.0,1616.0,1793.0,8782.0,4084.0,4698.0
2500927900,"Hamilton town, Essex County, Massachusetts",5247.0,2430.0,2.0,0.0,11.0,6.0,19.0,0.0,8.0,0.0,328.0,53.0,133.0,156.0,883.0,606.0,167.0,58.0,2817.0,9.0,7.0,0.0,11.0,0.0,0.0,0.0,9.0,240.0,40.0,324.0,275.0,1106.0,660.0,89.0,47.0,009,27900,25,11.0,7.0,11.0,17.0,19.0,0.0,8.0,9.0,568.0,93.0,457.0,431.0,1989.0,1266.0,256.0,105.0,82.0,46.0,36.0,550.0,186.0,364.0,1627.0,831.0,796.0,3616.0,1714.0,1902.0
250115560,"Bernardston town, Franklin County, Massachusetts",1650.0,795.0,0.0,0.0,0.0,0.0,0.0,16.0,5.0,0.0,386.0,66.0,64.0,77.0,100.0,59.0,17.0,5.0,855.0,0.0,4.0,0.0,8.0,0.0,4.0,9.0,31.0,271.0,47.0,117.0,100.0,118.0,116.0,10.0,20.0,011,5560,25,0.0,4.0,0.0,8.0,0.0,20.0,14.0,31.0,657.0,113.0,181.0,177.0,218.0,175.0,27.0,25.0,77.0,21.0,56.0,294.0,130.0,164.0,227.0,81.0,146.0,445.0,181.0,264.0
2501125730,"Gill town, Franklin County, Massachusetts",1322.0,719.0,0.0,0.0,4.0,0.0,3.0,3.0,0.0,10.0,193.0,15.0,77.0,49.0,224.0,104.0,15.0,22.0,603.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,149.0,47.0,53.0,69.0,149.0,112.0,0.0,14.0,011,25730,25,0.0,0.0,4.0,0.0,3.0,6.0,0.0,17.0,342.0,62.0,130.0,118.0,373.0,216.0,15.0,36.0,30.0,20.0,10.0,192.0,92.0,100.0,267.0,141.0,126.0,640.0,365.0,275.0
2501129475,"Hawley town, Franklin County, Massachusetts",318.0,157.0,2.0,0.0,0.0,1.0,2.0,3.0,5.0,1.0,61.0,5.0,18.0,7.0,41.0,2.0,3.0,6.0,161.0,0.0,0.0,0.0,2.0,2.0,3.0,4.0,2.0,40.0,6.0,20.0,8.0,32.0,40.0,1.0,1.0,011,29475,25,2.0,0.0,0.0,3.0,4.0,6.0,9.0,3.0,101.0,11.0,38.0,15.0,73.0,42.0,4.0,7.0,27.0,14.0,13.0,49.0,23.0,26.0,53.0,11.0,42.0,126.0,52.0,74.0
2501161135,"Shelburne town, Franklin County, Massachusetts",1535.0,695.0,10.0,0.0,0.0,8.0,18.0,22.0,5.0,12.0,148.0,23.0,85.0,39.0,210.0,85.0,6.0,24.0,840.0,5.0,0.0,0.0,26.0,0.0,13.0,6.0,8.0,132.0,38.0,77.0,108.0,211.0,177.0,22.0,17.0,011,61135,25,15.0,0.0,0.0,34.0,18.0,35.0,11.0,20.0,280.0,61.0,162.0,147.0,421.0,262.0,28.0,41.0,133.0,75.0,58.0,223.0,108.0,115.0,331.0,115.0,216.0,752.0,325.0,427.0
2501135180,"Leverett town, Franklin County, Massachusetts",1505.0,748.0,6.0,0.0,0.0,0.0,0.0,4.0,6.0,12.0,126.0,22.0,57.0,29.0,185.0,156.0,42.0,103.0,757.0,0.0,0.0,0.0,3.0,2.0,0.0,9.0,0.0,93.0,20.0,83.0,56.0,206.0,197.0,22.0,66.0,011,35180,25,6.0,0.0,0.0,3.0,2.0,4.0,15.0,12.0,219.0,42.0,140.0,85.0,391.0,353.0,64.0,169.0,42.0,28.0,14.0,182.0,79.0,103.0,586.0,301.0,285.0,977.0,486.0,491.0
2501129650,"Heath town, Franklin County, Massachusetts",503.0,258.0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,91.0,16.0,50.0,15.0,25.0,38.0,4.0,9.0,245.0,0.0,0.0,0.0,9.0,0.0,7.0,2.0,0.0,66.0,9.0,26.0,31.0,49.0,33.0,3.0,10.0,011,29650,25,2.0,0.0,0.0,11.0,0.0,7.0,6.0,2.0,157.0,25.0,76.0,46.0,74.0,71.0,7.0,19.0,28.0,10.0,18.0,101.0,66.0,35.0,97.0,51.0,46.0,171.0,76.0,95.0
2501135285,"Leyden town, Franklin County, Massachusetts",546.0,255.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,87.0,21.0,26.0,33.0,67.0,9.0,2.0,7.0,291.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,46.0,17.0,46.0,41.0,73.0,47.0,6.0,4.0,011,35285,25,0.0,0.0,0.0,0.0,3.0,3.0,6.0,2.0,133.0,38.0,72.0,74.0,140.0,56.0,8.0,11.0,14.0,3.0,11.0,110.0,47.0,63.0,75.0,18.0,57.0,215.0,85.0,130.0
2501147835,"Northfield town, Franklin County, Massachusetts",2230.0,1069.0,12.0,0.0,0.0,0.0,19.0,31.0,10.0,0.0,407.0,19.0,66.0,142.0,187.0,140.0,26.0,10.0,1161.0,0.0,0.0,0.0,0.0,9.0,0.0,22.0,10.0,228.0,60.0,76.0,266.0,210.0,218.0,35.0,27.0,011,47835,25,12.0,0.0,0.0,0.0,28.0,31.0,32.0,10.0,635.0,79.0,142.0,408.0,397.0,358.0,61.0,37.0,113.0,72.0,41.0,221.0,85.0,136.0,456.0,176.0,280.0,853.0,363.0,490.0
