geoid,name,total,white_alone,black_alone,american_indian_and_alaska_native,asian_alone,native_hawaiian_and_pacific_islander,other_alone,two_or_more_races,latino_alone,county,county subdivision,state,asian_all,other_all
0900163480,"Redding town, Fairfield County, Connecticut",9274.0,8405.0,90.0,0.0,143.0,0.0,0.0,223.0,413.0,001,63480,09,143.0,223.0
0900174190,"Stratford town, Fairfield County, Connecticut",52529.0,33813.0,7531.0,336.0,1700.0,38.0,31.0,1034.0,8046.0,001,74190,09,1738.0,1401.0
0900173070,"Stamford town, Fairfield County, Connecticut",128851.0,63607.0,17573.0,111.0,10871.0,15.0,375.0,2139.0,34160.0,001,73070,09,10886.0,2625.0
0900150580,"New Canaan town, Fairfield County, Connecticut",20357.0,17990.0,424.0,0.0,529.0,0.0,40.0,299.0,1075.0,001,50580,09,529.0,339.0
0900150860,"New Fairfield town, Fairfield County, Connecticut",14091.0,12558.0,99.0,0.0,183.0,0.0,0.0,213.0,1038.0,001,50860,09,183.0,213.0
0900152980,"Newtown town, Fairfield County, Connecticut",28030.0,24866.0,341.0,39.0,558.0,0.0,0.0,224.0,2002.0,001,52980,09,558.0,263.0
0900183430,"Weston town, Fairfield County, Connecticut",10369.0,9008.0,35.0,0.0,307.0,0.0,12.0,333.0,674.0,001,83430,09,307.0,345.0
090010,"County subdivisions not defined, Fairfield County, Connecticut",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,001,0,09,0.0,0.0
0900123890,"Easton town, Fairfield County, Connecticut",7607.0,7008.0,1.0,0.0,189.0,0.0,0.0,39.0,370.0,001,23890,09,189.0,39.0
0900186370,"Wilton town, Fairfield County, Connecticut",18659.0,15954.0,195.0,5.0,1426.0,0.0,12.0,469.0,598.0,001,86370,09,1426.0,486.0
090018070,"Bridgeport town, Fairfield County, Connecticut",147586.0,31603.0,48807.0,298.0,4542.0,66.0,1057.0,3293.0,57920.0,001,8070,09,4608.0,4648.0
0900118850,"Darien town, Fairfield County, Connecticut",21742.0,19208.0,143.0,30.0,1345.0,0.0,12.0,323.0,681.0,001,18850,09,1345.0,365.0
0900126620,"Fairfield town, Fairfield County, Connecticut",61611.0,52369.0,875.0,16.0,2762.0,18.0,198.0,1464.0,3909.0,001,26620,09,2780.0,1678.0
090014720,"Bethel town, Fairfield County, Connecticut",19526.0,16365.0,423.0,5.0,1083.0,14.0,66.0,192.0,1378.0,001,4720,09,1097.0,263.0
0900163970,"Ridgefield town, Fairfield County, Connecticut",25206.0,22336.0,219.0,0.0,805.0,0.0,72.0,428.0,1346.0,001,63970,09,805.0,500.0
0900168170,"Shelton town, Fairfield County, Connecticut",41282.0,35884.0,610.0,7.0,1508.0,0.0,27.0,484.0,2762.0,001,68170,09,1508.0,518.0
0900183500,"Westport town, Fairfield County, Connecticut",27777.0,23743.0,155.0,12.0,1893.0,0.0,33.0,730.0,1211.0,001,83500,09,1893.0,775.0
0900118500,"Danbury town, Fairfield County, Connecticut",84573.0,43610.0,5195.0,178.0,5152.0,49.0,2996.0,1355.0,26038.0,001,18500,09,5201.0,4529.0
090093250,"Beacon Falls town, New Haven County, Connecticut",6108.0,5476.0,115.0,0.0,38.0,0.0,0.0,46.0,433.0,009,3250,09,38.0,46.0
0900982870,"West Haven town, New Haven County, Connecticut",55044.0,27949.0,11454.0,87.0,2168.0,0.0,266.0,1568.0,11552.0,009,82870,09,2168.0,1921.0
090094580,"Bethany town, New Haven County, Connecticut",5526.0,4752.0,67.0,0.0,288.0,0.0,0.0,65.0,354.0,009,4580,09,288.0,65.0
