geoid,name,total_households,total_with_computer,dialup_internet,broadband_internet,computer_no_internet,total_no_computer,county,county subdivision,state,total_with_internet,total_no_internet
3908948132,"Mary Ann township, Licking County, Ohio",837.0,787.0,0.0,645.0,142.0,50.0,089,48132,39,645.0,192.0
3908910366,"Burlington township, Licking County, Ohio",523.0,446.0,0.0,358.0,88.0,77.0,089,10366,39,358.0,165.0
3908926530,"Fallsbury township, Licking County, Ohio",375.0,283.0,13.0,217.0,53.0,92.0,089,26530,39,230.0,145.0
3908936316,"Hopewell township, Licking County, Ohio",455.0,327.0,0.0,325.0,2.0,128.0,089,36316,39,325.0,130.0
3908954054,"Newark township, Licking County, Ohio",819.0,737.0,0.0,660.0,77.0,82.0,089,54054,39,660.0,159.0
3908961112,"Pataskala city, Licking County, Ohio",5449.0,4933.0,53.0,4576.0,304.0,516.0,089,61112,39,4629.0,820.0
3908969456,"St. Albans township, Licking County, Ohio",1040.0,874.0,0.0,774.0,100.0,166.0,089,69456,39,774.0,266.0
3908981410,"Washington township, Licking County, Ohio",1158.0,970.0,0.0,881.0,89.0,188.0,089,81410,39,881.0,277.0
390895494,"Bennington township, Licking County, Ohio",566.0,517.0,0.0,469.0,48.0,49.0,089,5494,39,469.0,97.0
390897944,"Bowling Green township, Licking County, Ohio",511.0,448.0,13.0,435.0,0.0,63.0,089,7944,39,448.0,63.0
3908946116,"McKean township, Licking County, Ohio",631.0,563.0,0.0,540.0,23.0,68.0,089,46116,39,540.0,91.0
3908924332,"Eden township, Licking County, Ohio",312.0,273.0,0.0,223.0,50.0,39.0,089,24332,39,223.0,89.0
3908925690,"Etna township, Licking County, Ohio",5696.0,5461.0,29.0,5122.0,310.0,235.0,089,25690,39,5151.0,545.0
3908931416,"Granville township, Licking County, Ohio",2737.0,2581.0,61.0,2461.0,59.0,156.0,089,31416,39,2522.0,215.0
3908933894,"Harrison township, Licking County, Ohio",2980.0,2753.0,46.0,2586.0,121.0,227.0,089,33894,39,2632.0,348.0
3908961924,"Perry township, Licking County, Ohio",601.0,507.0,31.0,391.0,85.0,94.0,089,61924,39,422.0,179.0
3908934188,"Hartford township, Licking County, Ohio",513.0,492.0,2.0,339.0,151.0,21.0,089,34188,39,341.0,172.0
3908978400,"Union township, Licking County, Ohio",3481.0,2982.0,14.0,2613.0,355.0,499.0,089,78400,39,2627.0,854.0
3908939102,"Jersey township, Licking County, Ohio",1208.0,1103.0,0.0,996.0,107.0,105.0,089,39102,39,996.0,212.0
3913971830,"Sharon township, Richland County, Ohio",3892.0,3120.0,40.0,2667.0,413.0,772.0,139,71830,39,2707.0,1185.0
3913974128,"Springfield township, Richland County, Ohio",4420.0,3864.0,25.0,3349.0,490.0,556.0,139,74128,39,3374.0,1046.0
391175508,"Bennington township, Morrow County, Ohio",1026.0,879.0,0.0,669.0,210.0,147.0,117,5508,39,669.0,357.0
3911783454,"Westfield township, Morrow County, Ohio",476.0,447.0,13.0,366.0,68.0,29.0,117,83454,39,379.0,97.0
3911711248,"Canaan township, Morrow County, Ohio",410.0,377.0,40.0,261.0,76.0,33.0,117,11248,39,301.0,109.0
3911777602,"Troy township, Morrow County, Ohio",437.0,373.0,0.0,324.0,49.0,64.0,117,77602,39,324.0,113.0
