geoid,name,universe,10_and_under,10_15,15_20,20_25,25_30,30_35,35_40,40_45,45_50,50_60,60_75,75_100,100_125,125_150,150_200,200_and_up,county,county subdivision,state
4902591591,"Kanab CCD, Kane County, Utah",2081.0,143.0,120.0,93.0,118.0,113.0,127.0,168.0,102.0,44.0,179.0,165.0,344.0,162.0,92.0,81.0,30.0,025,91591,49
4905390817,"Enterprise CCD, Washington County, Utah",663.0,32.0,10.0,22.0,50.0,25.0,63.0,31.0,52.0,26.0,67.0,128.0,69.0,30.0,22.0,15.0,21.0,053,90817,49
4905392924,"St. George CCD, Washington County, Utah",43036.0,2007.0,1627.0,2242.0,2212.0,2114.0,2350.0,2347.0,2413.0,1682.0,4267.0,5378.0,5638.0,3388.0,1563.0,1974.0,1834.0,053,92924,49
4902592494,"Orderville CCD, Kane County, Utah",433.0,16.0,28.0,13.0,56.0,23.0,17.0,10.0,38.0,23.0,33.0,48.0,55.0,21.0,12.0,31.0,9.0,025,92494,49
4904392580,"Park City CCD, Summit County, Utah",10415.0,517.0,142.0,166.0,132.0,117.0,367.0,307.0,171.0,191.0,485.0,842.0,1130.0,1105.0,719.0,1427.0,2597.0,043,92580,49
4904391548,"Kamas CCD, Summit County, Utah",2443.0,58.0,111.0,83.0,127.0,57.0,87.0,119.0,84.0,105.0,255.0,268.0,427.0,228.0,215.0,91.0,128.0,043,91548,49
4904390430,"Coalville CCD, Summit County, Utah",1923.0,83.0,6.0,74.0,58.0,40.0,62.0,73.0,80.0,46.0,200.0,218.0,429.0,216.0,88.0,135.0,115.0,043,90430,49
4901993526,"Uintah and Ouray CCD, Grand County, Utah",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,019,93526,49
4901991935,"Moab CCD, Grand County, Utah",3804.0,260.0,185.0,328.0,234.0,165.0,164.0,313.0,123.0,261.0,273.0,425.0,343.0,353.0,167.0,177.0,33.0,019,91935,49
4903190387,"Circleville CCD, Piute County, Utah",353.0,24.0,14.0,21.0,24.0,21.0,12.0,32.0,17.0,10.0,40.0,48.0,45.0,25.0,14.0,6.0,0.0,031,90387,49
4903191849,"Marysvale CCD, Piute County, Utah",163.0,2.0,30.0,19.0,5.0,9.0,11.0,20.0,13.0,3.0,16.0,6.0,17.0,0.0,0.0,12.0,0.0,031,91849,49
