geoid,name,total,county,county subdivision,state
4000193250,"Stilwell East CCD, Adair County, Oklahoma",9859.0,001,93250,40
4000193796,"Westville CCD, Adair County, Oklahoma",5053.0,001,93796,40
4000193588,"Watts CCD, Adair County, Oklahoma",2512.0,001,93588,40
4000193263,"Stilwell West CCD, Adair County, Oklahoma",4712.0,001,93263,40
4013391612,"Konawa CCD, Seminole County, Oklahoma",2758.0,133,91612,40
4013392795,"Seminole South CCD, Seminole County, Oklahoma",2211.0,133,92795,40
4013393835,"Wewoka CCD, Seminole County, Oklahoma",7486.0,133,93835,40
4013392782,"Seminole North CCD, Seminole County, Oklahoma",12791.0,133,92782,40
4013793432,"Velma-Alma CCD, Stephens County, Oklahoma",1898.0,137,93432,40
4013791781,"Marlow CCD, Stephens County, Oklahoma",8433.0,137,91781,40
4013790650,"Comanche CCD, Stephens County, Oklahoma",5992.0,137,90650,40
4013790780,"Duncan CCD, Stephens County, Oklahoma",27970.0,137,90780,40
4002591560,"Keyes CCD, Cimarron County, Oklahoma",399.0,025,91560,40
4002590286,"Boise City CCD, Cimarron County, Oklahoma",1822.0,025,90286,40
4001193575,"Watonga CCD, Blaine County, Oklahoma",4653.0,011,93575,40
4001190416,"Canton CCD, Blaine County, Oklahoma",1548.0,011,90416,40
4001191170,"Geary CCD, Blaine County, Oklahoma",1876.0,011,91170,40
4001192392,"Okeene CCD, Blaine County, Oklahoma",1603.0,011,92392,40
4001990156,"Ardmore CCD, Carter County, Oklahoma",38119.0,019,90156,40
4001993861,"Wilson CCD, Carter County, Oklahoma",3324.0,019,93861,40
4001990169,"Ardmore North CCD, Carter County, Oklahoma",2632.0,019,90169,40
4001991287,"Healdton North CCD, Carter County, Oklahoma",1313.0,019,91287,40
4001991274,"Healdton Central CCD, Carter County, Oklahoma",3019.0,019,91274,40
4002993705,"West Coal CCD, Coal County, Oklahoma",1881.0,029,93705,40
4002990871,"East Coal CCD, Coal County, Oklahoma",3785.0,029,90871,40
4005391625,"Lamont CCD, Grant County, Oklahoma",638.0,053,91625,40
4005391820,"Medford CCD, Grant County, Oklahoma",1769.0,053,91820,40
4005393510,"Wakita CCD, Grant County, Oklahoma",458.0,053,93510,40
4005393159,"Southwest Grant CCD, Grant County, Oklahoma",1593.0,053,93159,40
4005592275,"Northwest Greer CCD, Greer County, Oklahoma",260.0,055,92275,40
4005591768,"Mangum CCD, Greer County, Oklahoma",3383.0,055,91768,40
4005591196,"Granite CCD, Greer County, Oklahoma",2375.0,055,91196,40
4007391586,"Kingfisher CCD, Kingfisher County, Oklahoma",8332.0,073,91586,40
4007391326,"Hennessey CCD, Kingfisher County, Oklahoma",4646.0,073,91326,40
4007392379,"Okarche-Cashion CCD, Kingfisher County, Oklahoma",2532.0,073,92379,40
4008792626,"Purcell CCD, McClain County, Oklahoma",18004.0,087,92626,40
4008790929,"East McClain CCD, McClain County, Oklahoma",1156.0,087,90929,40
4009190520,"Checotah CCD, McIntosh County, Oklahoma",11972.0,091,90520,40
4009191352,"Hitchita-Pierce CCD, McIntosh County, Oklahoma",1598.0,091,91352,40
4009191079,"Eufaula CCD, McIntosh County, Oklahoma",5321.0,091,91079,40
4009191248,"Hanna CCD, McIntosh County, Oklahoma",983.0,091,91248,40
4009593081,"South Marshall CCD, Marshall County, Oklahoma",7480.0,095,93081,40
4009592210,"North Marshall CCD, Marshall County, Oklahoma",8746.0,095,92210,40
4009993770,"West Murray CCD, Murray County, Oklahoma",5053.0,099,93770,40
4009990962,"East Murray CCD, Murray County, Oklahoma",8744.0,099,90962,40
4010390234,"Billings CCD, Noble County, Oklahoma",772.0,103,90234,40
4010392522,"Perry CCD, Noble County, Oklahoma",7472.0,103,92522,40
4010390975,"East Noble CCD, Noble County, Oklahoma",3177.0,103,90975,40
4010592353,"Nowata CCD, Nowata County, Oklahoma",5985.0,105,92353,40
4010592912,"South Coffeyville-Wann CCD, Nowata County, Oklahoma",2167.0,105,92912,40
4010591664,"Lenapah-Delaware CCD, Nowata County, Oklahoma",1659.0,105,91664,40
4011593913,"Wyandotte CCD, Ottawa County, Oklahoma",3432.0,115,93913,40
4011591846,"Miami CCD, Ottawa County, Oklahoma",19798.0,115,91846,40
4011590039,"Afton-Fairland CCD, Ottawa County, Oklahoma",4370.0,115,90039,40
4013190533,"Chelsea CCD, Rogers County, Oklahoma",5087.0,131,90533,40
4013190585,"Claremore CCD, Rogers County, Oklahoma",44540.0,131,90585,40
4013191482,"Inola CCD, Rogers County, Oklahoma",6689.0,131,91482,40
4013190468,"Catoosa CCD, Rogers County, Oklahoma",26239.0,131,90468,40
4013592678,"Roland CCD, Sequoyah County, Oklahoma",9463.0,135,92678,40
4013591911,"Muldrow CCD, Sequoyah County, Oklahoma",10298.0,135,91911,40
4013592730,"Sallisaw North CCD, Sequoyah County, Oklahoma",5035.0,135,92730,40
4013593445,"Vian CCD, Sequoyah County, Oklahoma",7972.0,135,93445,40
4013592717,"Sallisaw CCD, Sequoyah County, Oklahoma",8596.0,135,92717,40
4014590676,"Coweta CCD, Wagoner County, Oklahoma",56507.0,145,90676,40
4014593497,"Wagoner CCD, Wagoner County, Oklahoma",16979.0,145,93497,40
4014593120,"South Wagoner CCD, Wagoner County, Oklahoma",3344.0,145,93120,40
4000390429,"Carmen CCD, Alfalfa County, Oklahoma",787.0,003,90429,40
4000392015,"North Alfalfa CCD, Alfalfa County, Oklahoma",819.0,003,92015,40
4000390546,"Cherokee CCD, Alfalfa County, Oklahoma",2152.0,003,90546,40
4000391313,"Helena CCD, Alfalfa County, Oklahoma",2119.0,003,91313,40
4015193198,"South Woods CCD, Woods County, Oklahoma",1977.0,151,93198,40
4015190091,"Alva CCD, Woods County, Oklahoma",6706.0,151,90091,40
4015193809,"West Woods CCD, Woods County, Oklahoma",449.0,151,93809,40
4001590728,"Cyril-Cement CCD, Caddo County, Oklahoma",2771.0,015,90728,40
4001591456,"Hydro CCD, Caddo County, Oklahoma",1747.0,015,91456,40
4001590247,"Binger-Hinton CCD, Caddo County, Oklahoma",6568.0,015,90247,40
4001591131,"Fort Cobb CCD, Caddo County, Oklahoma",1508.0,015,91131,40
4001590117,"Anadarko CCD, Caddo County, Oklahoma",10782.0,015,90117,40
4001590143,"Apache CCD, Caddo County, Oklahoma",2554.0,015,90143,40
4001590442,"Carnegie CCD, Caddo County, Oklahoma",3507.0,015,90442,40
4002791677,"Lexington CCD, Cleveland County, Oklahoma",3002.0,027,91677,40
4002790858,"East Cleveland CCD, Cleveland County, Oklahoma",22291.0,027,90858,40
4002791989,"Norman CCD, Cleveland County, Oklahoma",112039.0,027,91989,40
4002792093,"North Cleveland CCD, Cleveland County, Oklahoma",129811.0,027,92093,40
4002791976,"Noble CCD, Cleveland County, Oklahoma",6881.0,027,91976,40
4010193627,"Webbers Falls CCD, Muskogee County, Oklahoma",1595.0,101,93627,40
4010191937,"Muskogee Southwest CCD, Muskogee County, Oklahoma",4429.0,101,91937,40
4010190312,"Boynton CCD, Muskogee County, Oklahoma",820.0,101,90312,40
4010191261,"Haskell CCD, Muskogee County, Oklahoma",3717.0,101,91261,40
4010191924,"Muskogee CCD, Muskogee County, Oklahoma",53687.0,101,91924,40
4010192574,"Porum CCD, Muskogee County, Oklahoma",2616.0,101,92574,40
4010193562,"Warner CCD, Muskogee County, Oklahoma",2607.0,101,93562,40
4010793640,"Weleetka CCD, Okfuskee County, Oklahoma",2224.0,107,93640,40
4010790299,"Boley CCD, Okfuskee County, Oklahoma",1616.0,107,90299,40
4010792457,"Paden CCD, Okfuskee County, Oklahoma",1762.0,107,92457,40
4010792405,"Okemah CCD, Okfuskee County, Oklahoma",6558.0,107,92405,40
4000592028,"North Atoka CCD, Atoka County, Oklahoma",1918.0,005,92028,40
4000593666,"West Atoka CCD, Atoka County, Oklahoma",3492.0,005,93666,40
4000590481,"Central Atoka CCD, Atoka County, Oklahoma",8489.0,005,90481,40
4001392873,"South Bryan CCD, Bryan County, Oklahoma",1671.0,013,92873,40
4001390793,"Durant CCD, Bryan County, Oklahoma",31406.0,013,90793,40
4001392054,"North Central Bryan CCD, Bryan County, Oklahoma",3829.0,013,92054,40
4001390624,"Colbert CCD, Bryan County, Oklahoma",5765.0,013,90624,40
4001390819,"East Bryan CCD, Bryan County, Oklahoma",1377.0,013,90819,40
4001392938,"Southeast Bryan CCD, Bryan County, Oklahoma",1020.0,013,92938,40
4004392769,"Seiling CCD, Dewey County, Oklahoma",2220.0,043,92769,40
4004393458,"Vici CCD, Dewey County, Oklahoma",1368.0,043,93458,40
4005991638,"Laverne CCD, Harper County, Oklahoma",2233.0,059,91638,40
4005990377,"Buffalo CCD, Harper County, Oklahoma",1610.0,059,90377,40
4007192561,"Ponca City CCD, Kay County, Oklahoma",28002.0,071,92561,40
4007193367,"Tonkawa CCD, Kay County, Oklahoma",3945.0,071,93367,40
4007191521,"Kaw City CCD, Kay County, Oklahoma",1068.0,071,91521,40
4007190260,"Blackwell CCD, Kay County, Oklahoma",7876.0,071,90260,40
4007191950,"Newkirk CCD, Kay County, Oklahoma",3610.0,071,91950,40
4007190325,"Braman CCD, Kay County, Oklahoma",672.0,071,90325,40
4008390689,"Crescent CCD, Logan County, Oklahoma",3833.0,083,90689,40
4008390910,"East Logan CCD, Logan County, Oklahoma",3712.0,083,90910,40
4008391222,"Guthrie CCD, Logan County, Oklahoma",36562.0,083,91222,40
4008392197,"North Logan CCD, Logan County, Oklahoma",1219.0,083,92197,40
4003592106,"North Craig CCD, Craig County, Oklahoma",3296.0,035,92106,40
4003593484,"Vinita West CCD, Craig County, Oklahoma",2335.0,035,93484,40
4003593471,"Vinita East CCD, Craig County, Oklahoma",8932.0,035,93471,40
4014393107,"South Tulsa CCD, Tulsa County, Oklahoma",24294.0,143,93107,40
4014392236,"North Tulsa CCD, Tulsa County, Oklahoma",14555.0,143,92236,40
4014393380,"Tulsa CCD, Tulsa County, Oklahoma",598274.0,143,93380,40
4014790208,"Bartlesville CCD, Washington County, Oklahoma",43958.0,147,90208,40
4014790663,"Copan CCD, Washington County, Oklahoma",2336.0,147,90663,40
4014792366,"Ochelata-Ramona CCD, Washington County, Oklahoma",5573.0,147,92366,40
4001793679,"West Canadian CCD, Canadian County, Oklahoma",1737.0,017,93679,40
4001790832,"East Canadian CCD, Canadian County, Oklahoma",100374.0,017,90832,40
4001791040,"El Reno CCD, Canadian County, Oklahoma",29883.0,017,91040,40
4001793523,"Walnut CCD, Canadian County, Oklahoma",928.0,017,93523,40
4005791183,"Gould CCD, Harmon County, Oklahoma",292.0,057,91183,40
4005791391,"Hollis CCD, Harmon County, Oklahoma",2466.0,057,91391,40
4006193718,"West Haskell CCD, Haskell County, Oklahoma",3842.0,061,93718,40
4006191547,"Keota CCD, Haskell County, Oklahoma",2128.0,061,91547,40
4006191755,"McCurtain CCD, Haskell County, Oklahoma",2610.0,061,91755,40
4006193224,"Stigler CCD, Haskell County, Oklahoma",4166.0,061,93224,40
4007793848,"Wilburton CCD, Latimer County, Oklahoma",5494.0,077,93848,40
4007793055,"South Latimer CCD, Latimer County, Oklahoma",2845.0,077,93055,40
4007792652,"Red Oak CCD, Latimer County, Oklahoma",2282.0,077,92652,40
4011191339,"Henryetta CCD, Okmulgee County, Oklahoma",10932.0,111,91339,40
4011190221,"Beggs CCD, Okmulgee County, Oklahoma",6834.0,111,90221,40
4011191885,"Morris CCD, Okmulgee County, Oklahoma",3991.0,111,91885,40
4011192431,"Okmulgee CCD, Okmulgee County, Oklahoma",17364.0,111,92431,40
4011391092,"Fairfax CCD, Osage County, Oklahoma",1852.0,113,91092,40
4011391742,"McCord-Braden CCD, Osage County, Oklahoma",2884.0,113,91742,40
