geoid,name,median,male,female,county,county subdivision,state
0610993080,"Sonora CCD, Tuolumne County, California",43.9,40.1,50.1,109,93080,06
0610990835,"East Sonora-Phoenix Lake CCD, Tuolumne County, California",49.8,48.2,52.7,109,90835,06
0607790900,"Escalon CCD, San Joaquin County, California",34.9,34.4,36.2,077,90900,06
0607793340,"Thornton CCD, San Joaquin County, California",36.8,34.8,37.4,077,93340,06
0607791630,"Linden-Farmington CCD, San Joaquin County, California",36.1,34.2,37.8,077,91630,06
0607791690,"Lockeford CCD, San Joaquin County, California",43.9,40.4,47.8,077,91690,06
0607791700,"Lodi CCD, San Joaquin County, California",36.3,35.4,37.4,077,91700,06
0607793240,"Stockton CCD, San Joaquin County, California",32.6,31.1,34.0,077,93240,06
0607791870,"Manteca CCD, San Joaquin County, California",34.4,33.4,35.5,077,91870,06
0607792620,"Ripon CCD, San Joaquin County, California",39.3,40.9,38.3,077,92620,06
0607793400,"Tracy CCD, San Joaquin County, California",33.9,33.5,34.5,077,93400,06
0600593300,"Sutter Creek-Plymouth CCD, Amador County, California",51.5,50.9,52.5,005,93300,06
0600591430,"Jackson CCD, Amador County, California",51.5,51.4,51.6,005,91430,06
0600592470,"Pine Grove-Silver Lake CCD, Amador County, California",57.1,55.4,59.6,005,92470,06
0600591410,"Ione CCD, Amador County, California",44.2,43.1,47.0,005,91410,06
0604790720,"Dos Palos CCD, Merced County, California",30.8,31.2,30.5,047,90720,06
0604792500,"Planada-Le Grand CCD, Merced County, California",33.1,32.6,33.9,047,92500,06
0604791760,"Los Banos CCD, Merced County, California",31.2,30.7,31.9,047,91760,06
0604791960,"Merced CCD, Merced County, California",29.0,27.4,30.7,047,91960,06
0604793050,"Snelling CCD, Merced County, California",38.2,40.8,25.5,047,93050,06
0604791290,"Hilmar-Irwin CCD, Merced County, California",39.5,40.7,37.8,047,91290,06
0604791210,"Gustine CCD, Merced County, California",36.5,38.7,36.0,047,91210,06
0603391540,"Lakeport CCD, Lake County, California",50.9,50.7,51.7,033,91540,06
0604391880,"Mariposa CCD, Mariposa County, California",51.5,50.8,52.4,043,91880,06
0604390600,"Coulterville CCD, Mariposa County, California",56.3,58.3,55.4,043,90600,06
0604993270,"Surprise Valley CCD, Modoc County, California",54.1,58.1,52.6,049,93270,06
0604790150,"Atwater CCD, Merced County, California",31.3,30.9,31.8,047,90150,06
0604791670,"Livingston-Delhi CCD, Merced County, California",30.1,29.6,30.7,047,91670,06
0611593830,"Yuba Foothills CCD, Yuba County, California",54.5,55.1,54.2,115,93830,06
0611591900,"Marysville CCD, Yuba County, California",30.3,27.5,31.7,115,91900,06
0604990010,"Adin-Lookout CCD, Modoc County, California",56.5,59.6,52.5,049,90010,06
0604990040,"Alturas CCD, Modoc County, California",47.0,46.9,47.0,049,90040,06
0611592250,"Olivehurst CCD, Yuba County, California",32.5,32.1,32.8,115,92250,06
0611593720,"Wheatland CCD, Yuba County, California",38.1,34.0,41.7,115,93720,06
0611591610,"Linda CCD, Yuba County, California",29.4,28.8,29.9,115,91610,06
0601390780,"East Contra Costa CCD, Contra Costa County, California",37.3,36.3,38.1,013,90780,06
0601393310,"Tassajara CCD, Contra Costa County, California",39.0,37.6,39.8,013,93310,06
0601393620,"West Contra Costa CCD, Contra Costa County, California",37.8,36.6,39.0,013,93620,06
0601390440,"Central Contra Costa CCD, Contra Costa County, California",42.4,40.9,43.5,013,90440,06
0602790650,"Death Valley CCD, Inyo County, California",45.0,44.9,45.1,027,90650,06
0602791720,"Lone Pine CCD, Inyo County, California",46.4,50.1,39.1,027,91720,06
0602790250,"Bishop CCD, Inyo County, California",45.3,43.5,47.3,027,90250,06
0602791390,"Independence CCD, Inyo County, California",47.8,47.2,48.6,027,91390,06
0603591820,"Madeline Plains CCD, Lassen County, California",39.2,41.2,35.0,035,91820,06
0603593280,"Susanville CCD, Lassen County, California",34.3,32.7,42.4,035,93280,06
0603593710,"Westwood CCD, Lassen County, California",45.2,44.8,45.5,035,93710,06
0603591320,"Honey Lake CCD, Lassen County, California",39.0,38.5,48.2,035,91320,06
0603590240,"Big Valley CCD, Lassen County, California",52.3,49.2,54.0,035,90240,06
0609993580,"Waterford CCD, Stanislaus County, California",37.0,36.4,38.0,099,93580,06
0609991350,"Hughson CCD, Stanislaus County, California",34.8,33.5,35.3,099,91350,06
0609993460,"Turlock CCD, Stanislaus County, California",34.9,33.4,36.4,099,93460,06
0609992210,"Oakdale CCD, Stanislaus County, California",37.9,37.0,38.9,099,92210,06
0609993650,"Westport CCD, Stanislaus County, California",30.9,30.1,33.2,099,93650,06
0609992120,"Newman CCD, Stanislaus County, California",33.2,32.8,33.5,099,92120,06
0609992420,"Patterson CCD, Stanislaus County, California",31.1,31.5,30.6,099,92420,06
0601390080,"Antioch-Pittsburg CCD, Contra Costa County, California",34.4,32.8,35.6,013,90080,06
0601390270,"Briones CCD, Contra Costa County, California",49.3,49.4,49.2,013,90270,06
0609991980,"Modesto CCD, Stanislaus County, California",33.4,32.2,34.7,099,91980,06
0609992720,"Salida CCD, Stanislaus County, California",34.2,33.9,34.6,099,92720,06
0608391200,"Guadalupe CCD, Santa Barbara County, California",28.3,27.1,29.7,083,91200,06
0608392890,"Santa Barbara CCD, Santa Barbara County, California",33.2,32.0,34.7,083,92890,06
0608390630,"Cuyama CCD, Santa Barbara County, California",42.0,43.2,41.4,083,90630,06
0609393600,"Weed CCD, Siskiyou County, California",45.3,44.4,45.9,093,93600,06
0609391800,"McCloud-Medicine Lake CCD, Siskiyou County, California",52.4,51.0,54.3,093,91800,06
0609391340,"Hornbrook-Hilt CCD, Siskiyou County, California",49.4,51.3,49.2,093,91340,06
0609392010,"Montague CCD, Siskiyou County, California",46.2,43.4,49.6,093,92010,06
0609392050,"Mount Shasta CCD, Siskiyou County, California",54.4,50.9,55.6,093,92050,06
0609390290,"Butte Valley CCD, Siskiyou County, California",42.8,39.3,45.1,093,90290,06
0609390740,"Dunsmuir CCD, Siskiyou County, California",53.2,52.2,54.2,093,90740,06
0609393450,"Tulelake CCD, Siskiyou County, California",38.8,40.3,36.1,093,93450,06
0609391040,"Fort Jones CCD, Siskiyou County, California",47.4,46.1,52.9,093,91040,06
0609393810,"Yreka CCD, Siskiyou County, California",42.6,43.2,42.3,093,93810,06
0609391240,"Happy Camp CCD, Siskiyou County, California",53.3,53.4,53.1,093,91240,06
0608990450,"Central Shasta CCD, Shasta County, California",55.8,56.2,55.3,089,90450,06
0608993210,"Southwest Shasta CCD, Shasta County, California",54.3,52.9,55.5,089,93210,06
0609590950,"Fairfield-Suisun City CCD, Solano County, California",35.1,34.0,36.3,095,90950,06
0608990820,"East Shasta CCD, Shasta County, California",42.8,40.3,44.6,089,90820,06
0608992700,"Sacramento Canyon CCD, Shasta County, California",53.1,55.9,50.6,089,92700,06
0609590700,"Dixon CCD, Solano County, California",35.0,33.6,36.9,095,90700,06
0609592610,"Rio Vista CCD, Solano County, California",58.9,59.5,58.3,095,92610,06
0609593520,"Vacaville CCD, Solano County, California",38.4,37.4,39.4,095,93520,06
0609593530,"Vallejo CCD, Solano County, California",39.2,37.5,41.2,095,93530,06
0601591490,"Klamath CCD, Del Norte County, California",42.5,39.7,51.9,015,91490,06
0601593040,"Smith River-Gasquet CCD, Del Norte County, California",45.5,40.4,49.0,015,93040,06
0601590620,"Crescent City CCD, Del Norte County, California",37.7,36.8,41.8,015,90620,06
0601190430,"Central Colusa CCD, Colusa County, California",34.1,32.9,34.9,011,90430,06
0601193610,"West Colusa CCD, Colusa County, California",49.5,50.2,37.9,011,93610,06
0601190770,"East Colusa CCD, Colusa County, California",35.4,33.7,36.5,011,90770,06
0602192280,"Orland CCD, Glenn County, California",34.5,33.1,35.6,021,92280,06
0602193750,"Willows CCD, Glenn County, California",39.5,38.4,40.0,021,93750,06
0600791180,"Gridley CCD, Butte County, California",35.5,33.9,37.6,007,91180,06
0600790970,"Feather Falls CCD, Butte County, California",55.3,55.7,54.9,007,90970,06
0600790230,"Biggs CCD, Butte County, California",35.0,31.9,39.7,007,90230,06
0600790470,"Chico CCD, Butte County, California",31.3,30.3,32.4,007,90470,06
0600792330,"Palermo CCD, Butte County, California",43.7,42.5,46.5,007,92330,06
0600792380,"Paradise CCD, Butte County, California",49.9,47.4,52.1,007,92380,06
0600790750,"Durham CCD, Butte County, California",42.2,42.0,42.4,007,90750,06
0600792300,"Oroville CCD, Butte County, California",36.8,35.0,38.4,007,92300,06
0603190570,"Corcoran CCD, Kings County, California",29.0,27.6,29.9,031,90570,06
0603191230,"Hanford Northeast CCD, Kings County, California",41.0,40.0,42.9,031,91230,06
0603191590,"Lemoore CCD, Kings County, California",27.0,26.2,27.6,031,91590,06
0603193250,"Stratford CCD, Kings County, California",36.8,37.3,30.8,031,93250,06
0603190170,"Avenal CCD, Kings County, California",31.3,34.0,25.8,031,90170,06
0603191220,"Hanford CCD, Kings County, California",33.1,32.5,33.7,031,91220,06
0606391135,"Graeagle CCD, Plumas County, California",62.5,64.2,62.0,063,91135,06
0606392540,"Quincy CCD, Plumas County, California",49.3,48.2,50.2,063,92540,06
