geoid,name,total,white_alone,black_alone,american_indian_and_alaska_native,asian_alone,native_hawaiian_and_pacific_islander,other_alone,two_or_more_races,latino_alone,county,county subdivision,state,asian_all,other_all
3200194238,"Dixie Valley CCD, Churchill County, Nevada",77.0,37.0,0.0,8.0,10.0,0.0,0.0,12.0,10.0,001,94238,32,10.0,20.0
3200194308,"Fallon CCD, Churchill County, Nevada",23945.0,17709.0,585.0,958.0,576.0,51.0,49.0,813.0,3204.0,001,94308,32,627.0,1820.0
3200194154,"Carson Sink CCD, Churchill County, Nevada",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,001,94154,32,0.0,0.0
3200594378,"Genoa-Jacks Valley CCD, Douglas County, Nevada",8530.0,6778.0,18.0,97.0,81.0,0.0,0.0,176.0,1380.0,005,94378,32,81.0,273.0
3200594658,"Pine Nut CCD, Douglas County, Nevada",804.0,767.0,5.0,2.0,0.0,0.0,0.0,0.0,30.0,005,94658,32,0.0,2.0
3200594952,"Zephyr Cove CCD, Douglas County, Nevada",5273.0,4140.0,49.0,28.0,119.0,13.0,14.0,158.0,752.0,005,94952,32,132.0,200.0
3200594364,"Gardnerville-Minden CCD, Douglas County, Nevada",30680.0,25097.0,194.0,725.0,389.0,58.0,62.0,792.0,3363.0,005,94364,32,447.0,1579.0
3200594826,"Topaz Lake CCD, Douglas County, Nevada",2345.0,1866.0,12.0,22.0,31.0,5.0,0.0,88.0,321.0,005,94826,32,36.0,110.0
3201594070,"Battle Mountain CCD, Lander County, Nevada",5476.0,3581.0,3.0,245.0,3.0,29.0,0.0,39.0,1576.0,015,94070,32,32.0,284.0
3201594042,"Austin CCD, Lander County, Nevada",411.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,015,94042,32,0.0,0.0
3202794518,"Lovelock CCD, Pershing County, Nevada",5152.0,3144.0,310.0,180.0,23.0,30.0,3.0,56.0,1406.0,027,94518,32,53.0,239.0
3202794448,"Imlay CCD, Pershing County, Nevada",1509.0,1260.0,1.0,4.0,64.0,0.0,0.0,0.0,180.0,027,94448,32,64.0,4.0
