geoid,name,total,male_total,female_total,total_same_house,male_same_house,female_same_house,total_moved_within_county,male_moved_within_county,female_moved_within_county,total_moved_from_different_county_in_same_state,male_moved_from_different_county_in_same_state,female_moved_from_different_county_in_same_state,total_moved_from_different_state,male_moved_from_different_state,female_moved_from_different_state,total_moved_from_abroad,male_moved_from_abroad,female_moved_from_abroad,county,county subdivision,state
2302556520,"Palmyra town, Somerset County, Maine",2029.0,998.0,1031.0,1837.0,921.0,916.0,40.0,13.0,27.0,106.0,46.0,60.0,46.0,18.0,28.0,0.0,0.0,0.0,025,56520,23
2302569505,"Solon town, Somerset County, Maine",914.0,457.0,457.0,819.0,412.0,407.0,71.0,32.0,39.0,16.0,5.0,11.0,8.0,8.0,0.0,0.0,0.0,0.0,025,69505,23
230257380,"Brighton plantation, Somerset County, Maine",57.0,36.0,21.0,55.0,34.0,21.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,025,7380,23
2302549205,"New Portland town, Somerset County, Maine",663.0,340.0,323.0,634.0,330.0,304.0,11.0,4.0,7.0,8.0,3.0,5.0,10.0,3.0,7.0,0.0,0.0,0.0,025,49205,23
2302569155,"Smithfield town, Somerset County, Maine",867.0,436.0,431.0,803.0,398.0,405.0,32.0,25.0,7.0,13.0,6.0,7.0,15.0,7.0,8.0,4.0,0.0,4.0,025,69155,23
2302523410,"Embden town, Somerset County, Maine",899.0,466.0,433.0,812.0,434.0,378.0,41.0,24.0,17.0,35.0,5.0,30.0,11.0,3.0,8.0,0.0,0.0,0.0,025,23410,23
2302553636,"Northwest Somerset UT, Somerset County, Maine",8.0,4.0,4.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,025,53636,23
2302564850,"St. Albans town, Somerset County, Maine",2155.0,1067.0,1088.0,2068.0,1039.0,1029.0,34.0,10.0,24.0,37.0,10.0,27.0,16.0,8.0,8.0,0.0,0.0,0.0,025,64850,23
2302582840,"West Forks plantation, Somerset County, Maine",20.0,12.0,8.0,20.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,025,82840,23
2302542660,"Madison town, Somerset County, Maine",4712.0,2297.0,2415.0,3839.0,1795.0,2044.0,480.0,265.0,215.0,365.0,209.0,156.0,28.0,28.0,0.0,0.0,0.0,0.0,025,42660,23
230251395,"Anson town, Somerset County, Maine",2621.0,1345.0,1276.0,2336.0,1182.0,1154.0,183.0,113.0,70.0,61.0,14.0,47.0,41.0,36.0,5.0,0.0,0.0,0.0,025,1395,23
2302517285,"Dennistown plantation, Somerset County, Maine",27.0,17.0,10.0,27.0,17.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,025,17285,23
2302524320,"Fairfield town, Somerset County, Maine",6526.0,3098.0,3428.0,5381.0,2634.0,2747.0,481.0,180.0,301.0,558.0,248.0,310.0,93.0,36.0,57.0,13.0,0.0,13.0,025,24320,23
2302531740,"Hartland town, Somerset County, Maine",1642.0,870.0,772.0,1449.0,785.0,664.0,89.0,45.0,44.0,81.0,40.0,41.0,17.0,0.0,17.0,6.0,0.0,6.0,025,31740,23
2302547455,"Moscow town, Somerset County, Maine",570.0,348.0,222.0,549.0,332.0,217.0,7.0,5.0,2.0,11.0,8.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,025,47455,23
2302559705,"Pleasant Ridge plantation, Somerset County, Maine",96.0,45.0,51.0,85.0,42.0,43.0,0.0,0.0,0.0,6.0,3.0,3.0,5.0,0.0,5.0,0.0,0.0,0.0,025,59705,23
2302567238,"Seboomook Lake UT, Somerset County, Maine",59.0,29.0,30.0,59.0,29.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,025,67238,23
2300928450,"Gouldsboro town, Hancock County, Maine",1582.0,769.0,813.0,1458.0,696.0,762.0,86.0,56.0,30.0,22.0,3.0,19.0,16.0,14.0,2.0,0.0,0.0,0.0,009,28450,23
2300953620,"Northwest Hancock UT, Hancock County, Maine",2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,009,53620,23
