geoid,name,total,male_total,female_total,total_same_house,male_same_house,female_same_house,total_moved_within_county,male_moved_within_county,female_moved_within_county,total_moved_from_different_county_in_same_state,male_moved_from_different_county_in_same_state,female_moved_from_different_county_in_same_state,total_moved_from_different_state,male_moved_from_different_state,female_moved_from_different_state,total_moved_from_abroad,male_moved_from_abroad,female_moved_from_abroad,county,county subdivision,state
5601593465,"Torrington CCD, Goshen County, Wyoming",11807.0,6103.0,5704.0,9552.0,4771.0,4781.0,1318.0,716.0,602.0,350.0,231.0,119.0,572.0,377.0,195.0,15.0,8.0,7.0,015,93465,56
5601591430,"Goshen Hole CCD, Goshen County, Wyoming",1146.0,589.0,557.0,968.0,497.0,471.0,60.0,37.0,23.0,3.0,0.0,3.0,114.0,55.0,59.0,1.0,0.0,1.0,015,91430,56
5601592585,"Rawhide Creek CCD, Goshen County, Wyoming",383.0,220.0,163.0,374.0,215.0,159.0,9.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,015,92585,56
5604191155,"Evanston CCD, Uinta County, Wyoming",14225.0,7244.0,6981.0,11444.0,5930.0,5514.0,1821.0,875.0,946.0,572.0,280.0,292.0,343.0,135.0,208.0,45.0,24.0,21.0,041,91155,56
5604190440,"Bridger Valley CCD, Uinta County, Wyoming",6161.0,3120.0,3041.0,5637.0,2829.0,2808.0,232.0,124.0,108.0,109.0,75.0,34.0,183.0,92.0,91.0,0.0,0.0,0.0,041,90440,56
5604393300,"Ten Sleep CCD, Washakie County, Wyoming",725.0,367.0,358.0,690.0,359.0,331.0,23.0,5.0,18.0,8.0,3.0,5.0,4.0,0.0,4.0,0.0,0.0,0.0,043,93300,56
5604393795,"Worland CCD, Washakie County, Wyoming",7442.0,3705.0,3737.0,6382.0,3125.0,3257.0,679.0,383.0,296.0,260.0,137.0,123.0,112.0,51.0,61.0,9.0,9.0,0.0,043,93795,56
5601793410,"Thermopolis West CCD, Hot Springs County, Wyoming",4027.0,2015.0,2012.0,3384.0,1702.0,1682.0,203.0,57.0,146.0,189.0,121.0,68.0,224.0,114.0,110.0,27.0,21.0,6.0,017,93410,56
5601793355,"Thermopolis East CCD, Hot Springs County, Wyoming",410.0,214.0,196.0,347.0,170.0,177.0,22.0,19.0,3.0,26.0,18.0,8.0,11.0,5.0,6.0,4.0,2.0,2.0,017,93355,56
5601391045,"Dubois CCD, Fremont County, Wyoming",1590.0,795.0,795.0,1399.0,713.0,686.0,119.0,65.0,54.0,13.0,0.0,13.0,59.0,17.0,42.0,0.0,0.0,0.0,013,91045,56
5601392035,"Lander CCD, Fremont County, Wyoming",11089.0,5370.0,5719.0,9390.0,4466.0,4924.0,1103.0,577.0,526.0,208.0,75.0,133.0,388.0,252.0,136.0,0.0,0.0,0.0,013,92035,56
5601393080,"Shoshoni CCD, Fremont County, Wyoming",653.0,344.0,309.0,592.0,310.0,282.0,35.0,18.0,17.0,0.0,0.0,0.0,25.0,16.0,9.0,1.0,0.0,1.0,013,93080,56
5603592475,"Pinedale CCD, Sublette County, Wyoming",6958.0,3717.0,3241.0,5306.0,2842.0,2464.0,849.0,261.0,588.0,314.0,175.0,139.0,417.0,367.0,50.0,72.0,72.0,0.0,035,92475,56
