geoid,name,total,white_alone,black_alone,american_indian_and_alaska_native,asian_alone,native_hawaiian_and_pacific_islander,other_alone,two_or_more_races,latino_alone,county,county subdivision,state,asian_all,other_all
5103196087,"Timberlake district, Campbell County, Virginia",8260.0,6846.0,456.0,0.0,272.0,15.0,9.0,471.0,191.0,031,96087,51,287.0,480.0
5103190968,"Concord district, Campbell County, Virginia",8289.0,6647.0,1252.0,9.0,17.0,0.0,41.0,94.0,229.0,031,90968,51,17.0,144.0
5103195623,"Seneca district, Campbell County, Virginia",7122.0,6249.0,682.0,28.0,4.0,0.0,0.0,89.0,70.0,031,95623,51,4.0,117.0
5103190504,"Brookneal district, Campbell County, Virginia",6518.0,4939.0,1297.0,25.0,0.0,0.0,4.0,188.0,65.0,031,90504,51,0.0,217.0
5103195503,"Rustburg district, Campbell County, Virginia",8139.0,6769.0,1243.0,34.0,0.0,0.0,0.0,38.0,55.0,031,95503,51,0.0,72.0
5108796119,"Tuckahoe district, Henrico County, Virginia",66277.0,48933.0,6436.0,11.0,4972.0,29.0,206.0,1136.0,4554.0,087,96119,51,5001.0,1353.0
5108793511,"Fairfield district, Henrico County, Virginia",61516.0,17377.0,38427.0,6.0,1687.0,17.0,313.0,1395.0,2294.0,087,93511,51,1704.0,1714.0
5108796079,"Three Chopt district, Henrico County, Virginia",67391.0,43775.0,5305.0,246.0,13798.0,6.0,8.0,1825.0,2428.0,087,96079,51,13804.0,2079.0
5108993975,"Iriswood district, Henry County, Virginia",9511.0,4994.0,3447.0,0.0,36.0,0.0,0.0,289.0,745.0,089,93975,51,36.0,289.0
5108790496,"Brookland district, Henrico County, Virginia",67912.0,41333.0,11734.0,76.0,5063.0,89.0,35.0,2768.0,6814.0,087,90496,51,5152.0,2879.0
5108796175,"Varina district, Henrico County, Virginia",60977.0,24229.0,33149.0,257.0,262.0,0.0,249.0,1365.0,1466.0,087,96175,51,262.0,1871.0
5108990944,"Collinsville district, Henry County, Virginia",8689.0,6494.0,1583.0,0.0,74.0,0.0,0.0,85.0,453.0,089,90944,51,74.0,85.0
5108995263,"Reed Creek district, Henry County, Virginia",8214.0,6345.0,1268.0,0.0,0.0,0.0,0.0,120.0,481.0,089,95263,51,0.0,120.0
5108990288,"Blackberry district, Henry County, Virginia",8424.0,6548.0,1073.0,0.0,7.0,0.0,142.0,76.0,578.0,089,90288,51,7.0,218.0
5108995295,"Ridgeway district, Henry County, Virginia",9107.0,6906.0,1502.0,16.0,182.0,0.0,0.0,227.0,274.0,089,95295,51,182.0,243.0
5108993919,"Horsepasture district, Henry County, Virginia",8011.0,5219.0,2410.0,46.0,40.0,0.0,0.0,118.0,178.0,089,93919,51,40.0,164.0
5109991080,"Dahlgren district, King George County, Virginia",5429.0,3326.0,1421.0,0.0,69.0,0.0,0.0,154.0,459.0,099,91080,51,69.0,154.0
5109994039,"James Monroe district, King George County, Virginia",8486.0,7125.0,878.0,0.0,55.0,0.0,6.0,227.0,195.0,099,94039,51,55.0,233.0
5109995687,"Shiloh district, King George County, Virginia",4954.0,3634.0,962.0,0.0,0.0,17.0,0.0,102.0,239.0,099,95687,51,17.0,102.0
5109994031,"James Madison district, King George County, Virginia",6695.0,4779.0,927.0,50.0,148.0,0.0,17.0,479.0,295.0,099,94031,51,148.0,546.0
5110196327,"West Point district, King William County, Virginia",5530.0,4140.0,870.0,114.0,117.0,0.0,5.0,206.0,78.0,101,96327,51,117.0,325.0
5110190016,"Acquinton district, King William County, Virginia",7099.0,5707.0,1056.0,0.0,54.0,0.0,37.0,209.0,36.0,101,90016,51,54.0,246.0
5110194479,"Mangohick district, King William County, Virginia",3700.0,2591.0,1045.0,15.0,9.0,0.0,0.0,25.0,15.0,101,94479,51,9.0,40.0
