geoid,name,total,white_alone,black_alone,american_indian_and_alaska_native,asian_alone,native_hawaiian_and_pacific_islander,other_alone,two_or_more_races,latino_alone,county,county subdivision,state,asian_all,other_all
5601593465,"Torrington CCD, Goshen County, Wyoming",11940.0,10186.0,9.0,128.0,54.0,0.0,0.0,227.0,1336.0,015,93465,56,54.0,355.0
5601591430,"Goshen Hole CCD, Goshen County, Wyoming",1156.0,1096.0,0.0,0.0,0.0,0.0,0.0,5.0,55.0,015,91430,56,0.0,5.0
5601592585,"Rawhide Creek CCD, Goshen County, Wyoming",383.0,340.0,0.0,0.0,3.0,0.0,0.0,7.0,33.0,015,92585,56,3.0,7.0
5604191155,"Evanston CCD, Uinta County, Wyoming",14473.0,12161.0,18.0,196.0,23.0,0.0,0.0,311.0,1764.0,041,91155,56,23.0,507.0
5604190440,"Bridger Valley CCD, Uinta County, Wyoming",6285.0,6035.0,11.0,0.0,2.0,0.0,0.0,118.0,119.0,041,90440,56,2.0,118.0
5604393300,"Ten Sleep CCD, Washakie County, Wyoming",735.0,711.0,0.0,0.0,0.0,0.0,0.0,20.0,4.0,043,93300,56,0.0,20.0
5604393795,"Worland CCD, Washakie County, Wyoming",7518.0,6072.0,25.0,29.0,11.0,0.0,0.0,210.0,1171.0,043,93795,56,11.0,239.0
5601793410,"Thermopolis West CCD, Hot Springs County, Wyoming",4062.0,3867.0,0.0,104.0,0.0,0.0,0.0,15.0,76.0,017,93410,56,0.0,119.0
5601793355,"Thermopolis East CCD, Hot Springs County, Wyoming",410.0,367.0,0.0,3.0,0.0,0.0,0.0,24.0,16.0,017,93355,56,0.0,27.0
5601391045,"Dubois CCD, Fremont County, Wyoming",1590.0,1477.0,56.0,16.0,4.0,0.0,0.0,0.0,37.0,013,91045,56,4.0,16.0
5601392035,"Lander CCD, Fremont County, Wyoming",11203.0,9748.0,26.0,587.0,5.0,22.0,0.0,488.0,327.0,013,92035,56,27.0,1075.0
5601393080,"Shoshoni CCD, Fremont County, Wyoming",657.0,537.0,10.0,2.0,0.0,0.0,0.0,25.0,83.0,013,93080,56,0.0,27.0
5603592475,"Pinedale CCD, Sublette County, Wyoming",6988.0,6355.0,0.0,15.0,5.0,0.0,0.0,15.0,598.0,035,92475,56,5.0,30.0
5603590385,"Boulder CCD, Sublette County, Wyoming",190.0,173.0,0.0,0.0,4.0,0.0,0.0,4.0,9.0,035,90385,56,4.0,4.0
5603590330,"Big Piney CCD, Sublette County, Wyoming",2859.0,2428.0,0.0,0.0,1.0,0.0,0.0,306.0,124.0,035,90330,56,1.0,306.0
5604593520,"Upton CCD, Weston County, Wyoming",1355.0,1163.0,20.0,0.0,34.0,0.0,0.0,94.0,44.0,045,93520,56,34.0,94.0
5604592255,"Newcastle CCD, Weston County, Wyoming",5762.0,5359.0,13.0,6.0,271.0,0.0,0.0,54.0,59.0,045,92255,56,271.0,60.0
5600390688,"Central Big Horn CCD, Big Horn County, Wyoming",3392.0,2876.0,19.0,21.0,4.0,17.0,0.0,42.0,413.0,003,90688,56,21.0,63.0
5600392393,"North Big Horn CCD, Big Horn County, Wyoming",5406.0,4687.0,49.0,40.0,34.0,0.0,3.0,54.0,539.0,003,92393,56,34.0,97.0
5601393742,"Wind River Reservation CCD, Fremont County, Wyoming",26819.0,16453.0,125.0,7322.0,31.0,2.0,0.0,597.0,2289.0,013,93742,56,33.0,7919.0
5601793744,"Wind River Reservation CCD, Hot Springs County, Wyoming",269.0,244.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,017,93744,56,0.0,25.0
5600393142,"South Big Horn CCD, Big Horn County, Wyoming",3122.0,2946.0,4.0,46.0,4.0,0.0,0.0,29.0,93.0,003,93142,56,4.0,75.0
5602791128,"East Niobrara CCD, Niobrara County, Wyoming",902.0,823.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,027,91128,56,0.0,79.0
5602793603,"West Niobrara CCD, Niobrara County, Wyoming",1577.0,1384.0,3.0,23.0,17.0,0.0,0.0,43.0,107.0,027,93603,56,17.0,66.0
5600591265,"Gillette South CCD, Campbell County, Wyoming",18042.0,15737.0,38.0,171.0,103.0,0.0,16.0,356.0,1621.0,005,91265,56,103.0,543.0
5600591210,"Gillette North CCD, Campbell County, Wyoming",30074.0,26445.0,104.0,223.0,126.0,0.0,0.0,745.0,2431.0,005,91210,56,126.0,968.0
5602390055,"Afton CCD, Lincoln County, Wyoming",13111.0,12271.0,31.0,16.0,32.0,0.0,0.0,246.0,515.0,023,90055,56,32.0,262.0
5602391980,"Kemmerer West CCD, Lincoln County, Wyoming",1374.0,1292.0,0.0,0.0,0.0,0.0,0.0,22.0,60.0,023,91980,56,0.0,22.0
5602391925,"Kemmerer East CCD, Lincoln County, Wyoming",4306.0,3827.0,25.0,36.0,17.0,6.0,0.0,128.0,267.0,023,91925,56,23.0,164.0
5601991870,"Kaycee CCD, Johnson County, Wyoming",872.0,718.0,0.0,22.0,0.0,0.0,0.0,46.0,86.0,019,91870,56,0.0,68.0
5601990495,"Buffalo CCD, Johnson County, Wyoming",7690.0,7136.0,122.0,205.0,0.0,0.0,0.0,131.0,96.0,019,90495,56,0.0,336.0
5602590550,"Casper CCD, Natrona County, Wyoming",54814.0,46758.0,887.0,411.0,353.0,5.0,0.0,1173.0,5227.0,025,90550,56,358.0,1584.0
5602590660,"Casper South CCD, Natrona County, Wyoming",13478.0,12386.0,15.0,17.0,77.0,0.0,12.0,155.0,816.0,025,90660,56,77.0,184.0
5602590605,"Casper North CCD, Natrona County, Wyoming",5959.0,5246.0,0.0,18.0,114.0,0.0,0.0,216.0,365.0,025,90605,56,114.0,234.0
5602591705,"Hells Half Acre CCD, Natrona County, Wyoming",6772.0,6098.0,76.0,73.0,103.0,0.0,0.0,164.0,258.0,025,91705,56,103.0,237.0
5602190770,"Cheyenne East CCD, Laramie County, Wyoming",10511.0,9155.0,276.0,7.0,78.0,0.0,0.0,182.0,813.0,021,90770,56,78.0,189.0
