geoid,name,total,county,county subdivision,state
0610993080,"Sonora CCD, Tuolumne County, California",18742.0,109,93080,06
0610990835,"East Sonora-Phoenix Lake CCD, Tuolumne County, California",13564.0,109,90835,06
0607790900,"Escalon CCD, San Joaquin County, California",13697.0,077,90900,06
0607793340,"Thornton CCD, San Joaquin County, California",14197.0,077,93340,06
0607791630,"Linden-Farmington CCD, San Joaquin County, California",6230.0,077,91630,06
0607791690,"Lockeford CCD, San Joaquin County, California",11533.0,077,91690,06
0607791700,"Lodi CCD, San Joaquin County, California",85025.0,077,91700,06
0607793240,"Stockton CCD, San Joaquin County, California",354346.0,077,93240,06
0607791870,"Manteca CCD, San Joaquin County, California",106493.0,077,91870,06
0607792620,"Ripon CCD, San Joaquin County, California",17394.0,077,92620,06
0607793400,"Tracy CCD, San Joaquin County, California",115238.0,077,93400,06
0600593300,"Sutter Creek-Plymouth CCD, Amador County, California",8441.0,005,93300,06
0600591430,"Jackson CCD, Amador County, California",7470.0,005,91430,06
0600592470,"Pine Grove-Silver Lake CCD, Amador County, California",9838.0,005,92470,06
0600591410,"Ione CCD, Amador County, California",11557.0,005,91410,06
0604790720,"Dos Palos CCD, Merced County, California",9576.0,047,90720,06
0604792500,"Planada-Le Grand CCD, Merced County, California",7785.0,047,92500,06
0604791760,"Los Banos CCD, Merced County, California",42126.0,047,91760,06
0604791960,"Merced CCD, Merced County, California",104678.0,047,91960,06
0604793050,"Snelling CCD, Merced County, California",984.0,047,93050,06
0604791290,"Hilmar-Irwin CCD, Merced County, California",9758.0,047,91290,06
0604791210,"Gustine CCD, Merced County, California",8241.0,047,91210,06
0603391540,"Lakeport CCD, Lake County, California",9363.0,033,91540,06
0604391880,"Mariposa CCD, Mariposa County, California",12817.0,043,91880,06
0604390600,"Coulterville CCD, Mariposa County, California",3040.0,043,90600,06
0604993270,"Surprise Valley CCD, Modoc County, California",1124.0,049,93270,06
0604790150,"Atwater CCD, Merced County, California",51427.0,047,90150,06
0604791670,"Livingston-Delhi CCD, Merced County, California",32815.0,047,91670,06
0611593830,"Yuba Foothills CCD, Yuba County, California",4365.0,115,93830,06
0611591900,"Marysville CCD, Yuba County, California",12725.0,115,91900,06
0604990010,"Adin-Lookout CCD, Modoc County, California",650.0,049,90010,06
0604990040,"Alturas CCD, Modoc County, California",6494.0,049,90040,06
0611592250,"Olivehurst CCD, Yuba County, California",22264.0,115,92250,06
0611593720,"Wheatland CCD, Yuba County, California",4508.0,115,93720,06
0611591610,"Linda CCD, Yuba County, California",18807.0,115,91610,06
0601390780,"East Contra Costa CCD, Contra Costa County, California",136046.0,013,90780,06
0601393310,"Tassajara CCD, Contra Costa County, California",63571.0,013,93310,06
0601393620,"West Contra Costa CCD, Contra Costa County, California",259721.0,013,93620,06
0601390440,"Central Contra Costa CCD, Contra Costa County, California",500484.0,013,90440,06
0602790650,"Death Valley CCD, Inyo County, California",569.0,027,90650,06
0602791720,"Lone Pine CCD, Inyo County, California",2227.0,027,91720,06
0602790250,"Bishop CCD, Inyo County, California",13010.0,027,90250,06
0602791390,"Independence CCD, Inyo County, California",2389.0,027,91390,06
0603591820,"Madeline Plains CCD, Lassen County, California",295.0,035,91820,06
0603593280,"Susanville CCD, Lassen County, California",24125.0,035,93280,06
0603593710,"Westwood CCD, Lassen County, California",2712.0,035,93710,06
0603591320,"Honey Lake CCD, Lassen County, California",3209.0,035,91320,06
0603590240,"Big Valley CCD, Lassen County, California",1129.0,035,90240,06
0609993580,"Waterford CCD, Stanislaus County, California",14658.0,099,93580,06
0609991350,"Hughson CCD, Stanislaus County, California",12318.0,099,91350,06
0609993460,"Turlock CCD, Stanislaus County, California",85733.0,099,93460,06
0609992210,"Oakdale CCD, Stanislaus County, California",32572.0,099,92210,06
0609993650,"Westport CCD, Stanislaus County, California",4195.0,099,93650,06
0609992120,"Newman CCD, Stanislaus County, California",13042.0,099,92120,06
0609992420,"Patterson CCD, Stanislaus County, California",27633.0,099,92420,06
0601390080,"Antioch-Pittsburg CCD, Contra Costa County, California",158725.0,013,90080,06
0601390270,"Briones CCD, Contra Costa County, California",5131.0,013,90270,06
0609991980,"Modesto CCD, Stanislaus County, California",325278.0,099,91980,06
0609992720,"Salida CCD, Stanislaus County, California",20255.0,099,92720,06
0608391200,"Guadalupe CCD, Santa Barbara County, California",7581.0,083,91200,06
0608392890,"Santa Barbara CCD, Santa Barbara County, California",193787.0,083,92890,06
0608390630,"Cuyama CCD, Santa Barbara County, California",941.0,083,90630,06
0609393600,"Weed CCD, Siskiyou County, California",7305.0,093,93600,06
0609391800,"McCloud-Medicine Lake CCD, Siskiyou County, California",1375.0,093,91800,06
0609391340,"Hornbrook-Hilt CCD, Siskiyou County, California",580.0,093,91340,06
0609392010,"Montague CCD, Siskiyou County, California",4170.0,093,92010,06
0609392050,"Mount Shasta CCD, Siskiyou County, California",6697.0,093,92050,06
0609390290,"Butte Valley CCD, Siskiyou County, California",1753.0,093,90290,06
0609390740,"Dunsmuir CCD, Siskiyou County, California",1948.0,093,90740,06
0609393450,"Tulelake CCD, Siskiyou County, California",1202.0,093,93450,06
0609391040,"Fort Jones CCD, Siskiyou County, California",1874.0,093,91040,06
0609393810,"Yreka CCD, Siskiyou County, California",11469.0,093,93810,06
0609391240,"Happy Camp CCD, Siskiyou County, California",1816.0,093,91240,06
0608990450,"Central Shasta CCD, Shasta County, California",11095.0,089,90450,06
0608993210,"Southwest Shasta CCD, Shasta County, California",3771.0,089,93210,06
0609590950,"Fairfield-Suisun City CCD, Solano County, California",147108.0,095,90950,06
0608990820,"East Shasta CCD, Shasta County, California",7918.0,089,90820,06
0608992700,"Sacramento Canyon CCD, Shasta County, California",1499.0,089,92700,06
0609590700,"Dixon CCD, Solano County, California",22541.0,095,90700,06
0609592610,"Rio Vista CCD, Solano County, California",10075.0,095,92610,06
0609593520,"Vacaville CCD, Solano County, California",104902.0,095,93520,06
0609593530,"Vallejo CCD, Solano County, California",150355.0,095,93530,06
0601591490,"Klamath CCD, Del Norte County, California",1228.0,015,91490,06
0601593040,"Smith River-Gasquet CCD, Del Norte County, California",4126.0,015,93040,06
0601590620,"Crescent City CCD, Del Norte County, California",22088.0,015,90620,06
0601190430,"Central Colusa CCD, Colusa County, California",12049.0,011,90430,06
0601193610,"West Colusa CCD, Colusa County, California",877.0,011,93610,06
0601190770,"East Colusa CCD, Colusa County, California",8553.0,011,90770,06
0602192280,"Orland CCD, Glenn County, California",17567.0,021,92280,06
0602193750,"Willows CCD, Glenn County, California",10368.0,021,93750,06
0600791180,"Gridley CCD, Butte County, California",11110.0,007,91180,06
0600790970,"Feather Falls CCD, Butte County, California",4798.0,007,90970,06
0600790230,"Biggs CCD, Butte County, California",3736.0,007,90230,06
0600790470,"Chico CCD, Butte County, California",105397.0,007,90470,06
0600792330,"Palermo CCD, Butte County, California",8625.0,007,92330,06
0600792380,"Paradise CCD, Butte County, California",46766.0,007,92380,06
0600790750,"Durham CCD, Butte County, California",5667.0,007,90750,06
0600792300,"Oroville CCD, Butte County, California",39108.0,007,92300,06
0603190570,"Corcoran CCD, Kings County, California",14989.0,031,90570,06
0603191230,"Hanford Northeast CCD, Kings County, California",2973.0,031,91230,06
0603191590,"Lemoore CCD, Kings County, California",36983.0,031,91590,06
0603193250,"Stratford CCD, Kings County, California",13742.0,031,93250,06
0603190170,"Avenal CCD, Kings County, California",13149.0,031,90170,06
0603191220,"Hanford CCD, Kings County, California",68347.0,031,91220,06
0606391135,"Graeagle CCD, Plumas County, California",1423.0,063,91135,06
0606392540,"Quincy CCD, Plumas County, California",6391.0,063,92540,06
0606391170,"Greenville CCD, Plumas County, California",2638.0,063,91170,06
0606390460,"Chester CCD, Plumas County, California",4107.0,063,90460,06
0606392530,"Portola CCD, Plumas County, California",4124.0,063,92530,06
0607992410,"Paso Robles CCD, San Luis Obispo County, California",51273.0,079,92410,06
0607992860,"San Luis Obispo CCD, San Luis Obispo County, California",65148.0,079,92860,06
0607990120,"Arroyo Grande CCD, San Luis Obispo County, California",79839.0,079,90120,06
0607992160,"North Coast CCD, San Luis Obispo County, California",37460.0,079,92160,06
0607990140,"Atascadero CCD, San Luis Obispo County, California",46399.0,079,90140,06
0601990390,"Caruthers-Raisin City CCD, Fresno County, California",10059.0,019,90390,06
0601991570,"Laton CCD, Fresno County, California",3379.0,019,91570,06
0601992800,"Sanger CCD, Fresno County, California",35769.0,019,92800,06
0601991000,"Firebaugh CCD, Fresno County, California",9980.0,019,91000,06
0601993010,"Sierra CCD, Fresno County, California",19142.0,019,93010,06
0601991460,"Kerman CCD, Fresno County, California",24659.0,019,91460,06
0601991480,"Kingsburg CCD, Fresno County, California",13140.0,019,91480,06
0601992820,"San Joaquin-Tranquillity CCD, Fresno County, California",6635.0,019,92820,06
0601991950,"Mendota CCD, Fresno County, California",13057.0,019,91950,06
0601992600,"Reedley CCD, Fresno County, California",31100.0,019,92600,06
0601992270,"Orange Cove CCD, Fresno County, California",11213.0,019,92270,06
0601992990,"Selma CCD, Fresno County, California",30649.0,019,92990,06
0601990530,"Coalinga CCD, Fresno County, California",18011.0,019,90530,06
0601991060,"Fowler CCD, Fresno County, California",11467.0,019,91060,06
0601991080,"Fresno CCD, Fresno County, California",698889.0,019,91080,06
0601991360,"Huron CCD, Fresno County, California",8023.0,019,91360,06
0602991160,"Greenfield-Panama CCD, Kern County, California",58129.0,029,91160,06
0601992630,"Riverdale CCD, Fresno County, California",6765.0,019,92630,06
0601992390,"Parlier-Del Rey CCD, Fresno County, California",19679.0,019,92390,06
0602990180,"Bakersfield CCD, Kern County, California",412743.0,029,90180,06
0602991520,"Lake Isabella CCD, Kern County, California",15673.0,029,91520,06
0602990130,"Arvin-Lamont CCD, Kern County, California",43273.0,029,90130,06
0602993320,"Tehachapi CCD, Kern County, California",35517.0,029,93320,06
0602993570,"Wasco CCD, Kern County, California",29648.0,029,93570,06
0602993000,"Shafter CCD, Kern County, California",22345.0,029,93000,06
0602990800,"East Kern CCD, Kern County, California",81021.0,029,90800,06
0602990300,"Buttonwillow CCD, Kern County, California",3630.0,029,90300,06
0602992650,"Rosedale CCD, Kern County, California",76122.0,029,92650,06
0605990050,"Anaheim-Santa Ana-Garden Grove CCD, Orange County, California",1704937.0,059,90050,06
0605992150,"North Coast CCD, Orange County, California",380103.0,059,92150,06
0611192020,"Moorpark CCD, Ventura County, California",37633.0,111,92020,06
0605990420,"Central Coast CCD, Orange County, California",258239.0,059,90420,06
0605993110,"South Coast CCD, Orange County, California",318763.0,059,93110,06
0611191770,"Los Padres CCD, Ventura County, California",557.0,111,91770,06
0611193550,"Ventura CCD, Ventura County, California",115218.0,111,93550,06
0611191560,"Las Posas CCD, Ventura County, California",3833.0,111,91560,06
0611190350,"Camarillo CCD, Ventura County, California",70123.0,111,90350,06
0611192310,"Oxnard CCD, Ventura County, California",244115.0,111,92310,06
0611192930,"Santa Paula CCD, Ventura County, California",33626.0,111,92930,06
0611193350,"Thousand Oaks CCD, Ventura County, California",161410.0,111,93350,06
0611193020,"Simi Valley CCD, Ventura County, California",131456.0,111,93020,06
0600990060,"Angels City CCD, Calaveras County, California",12831.0,009,90060,06
0600992740,"San Andreas CCD, Calaveras County, California",23828.0,009,92740,06
0610191970,"Meridian-Robbins CCD, Sutter County, California",1548.0,101,91970,06
0610193290,"Sutter CCD, Sutter County, California",3367.0,101,93290,06
0610193180,"South Sutter CCD, Sutter County, California",2553.0,101,93180,06
0610191650,"Live Oak CCD, Sutter County, California",10475.0,101,91650,06
0610193820,"Yuba City CCD, Sutter County, California",75016.0,101,93820,06
0608193170,"South San Francisco CCD, San Mateo County, California",322579.0,081,93170,06
0608192870,"San Mateo CCD, San Mateo County, California",409226.0,081,92870,06
0610991190,"Groveland CCD, Tuolumne County, California",4352.0,109,91190,06
0610993470,"Twain Harte-Tuolumne City CCD, Tuolumne County, California",17241.0,109,93470,06
0609793070,"Sonoma CCD, Sonoma County, California",42009.0,097,93070,06
0609791270,"Healdsburg CCD, Sonoma County, California",45904.0,097,91270,06
0609790510,"Cloverdale-Geyserville CCD, Sonoma County, California",13723.0,097,90510,06
0609792460,"Petaluma CCD, Sonoma County, California",129451.0,097,92460,06
0609792940,"Santa Rosa CCD, Sonoma County, California",217322.0,097,92940,06
0609792980,"Sebastopol CCD, Sonoma County, California",29944.0,097,92980,06
0610390580,"Corning CCD, Tehama County, California",14652.0,103,90580,06
0610390840,"East Tehama CCD, Tehama County, California",3813.0,103,90840,06
0610392560,"Red Bluff CCD, Tehama County, California",39911.0,103,92560,06
0610393690,"West Tehama CCD, Tehama County, California",4871.0,103,93690,06
0602590330,"Calipatria-Westmorland CCD, Imperial County, California",11345.0,025,90330,06
0602593630,"West Imperial CCD, Imperial County, California",11129.0,025,93630,06
0602590860,"El Centro CCD, Imperial County, California",65822.0,025,90860,06
0602590260,"Brawley CCD, Imperial County, California",27182.0,025,90260,06
0602591380,"Imperial CCD, Imperial County, California",12986.0,025,91380,06
0602591310,"Holtville CCD, Imperial County, California",8543.0,025,91310,06
0602593760,"Winterhaven-Bard CCD, Imperial County, California",1917.0,025,93760,06
0602590320,"Calexico CCD, Imperial County, California",40148.0,025,90320,06
0602590790,"East Imperial CCD, Imperial County, California",885.0,025,90790,06
0606992840,"San Juan Bautista CCD, San Benito County, California",6445.0,069,92840,06
0606992760,"San Benito-Bitterwater CCD, San Benito County, California",770.0,069,92760,06
0606991300,"Hollister CCD, San Benito County, California",51456.0,069,91300,06
0600190020,"Alameda CCD, Alameda County, California",78246.0,001,90020,06
0600191260,"Hayward CCD, Alameda County, California",392663.0,001,91260,06
0600191660,"Livermore-Pleasanton CCD, Alameda County, California",229149.0,001,91660,06
0600190200,"Berkeley CCD, Alameda County, California",139861.0,001,90200,06
0600191070,"Fremont CCD, Alameda County, California",349434.0,001,91070,06
0600192230,"Oakland CCD, Alameda County, California",440262.0,001,92230,06
0606791010,"Folsom CCD, Sacramento County, California",75864.0,067,91010,06
0606793030,"Sloughhouse CCD, Sacramento County, California",6991.0,067,93030,06
0606792690,"Sacramento CCD, Sacramento County, California",1131613.0,067,92690,06
0606791090,"Galt CCD, Sacramento County, California",38495.0,067,91090,06
0606790870,"Elk Grove CCD, Sacramento County, California",120614.0,067,90870,06
0601793160,"South Lake Tahoe CCD, El Dorado County, California",29666.0,017,93160,06
0601793150,"South El Dorado CCD, El Dorado County, California",106805.0,017,93150,06
0601792490,"Placerville CCD, El Dorado County, California",15903.0,017,92490,06
0601792190,"North El Dorado CCD, El Dorado County, California",32641.0,017,92190,06
0605590340,"Calistoga CCD, Napa County, California",6646.0,055,90340,06
0605592070,"Napa CCD, Napa County, California",118587.0,055,92070,06
0605592710,"St. Helena CCD, Napa County, California",8176.0,055,92710,06
0605590070,"Angwin CCD, Napa County, California",5852.0,055,90070,06
0605392320,"Pajaro CCD, Monterey County, California",19515.0,053,92320,06
0605391130,"Gonzales CCD, Monterey County, California",20769.0,053,91130,06
0605391470,"King City CCD, Monterey County, California",17129.0,053,91470,06
