geoid,name,total,same_house,moved_within_county,moved_from_different_county_in_same_state,moved_from_different_state,moved_from_abroad,county,county subdivision,state
0212238460,"Kenai-Cook Inlet census subarea, Kenai Peninsula Borough, Alaska",2076.0,1411.0,524.0,43.0,81.0,17.0,122,38460,02
0226114420,"Chugach census subarea, Valdez-Cordova Census Area, Alaska",403.0,132.0,12.0,102.0,157.0,0.0,261,14420,02
0206818765,"Denali census subarea, Denali Borough, Alaska",17.0,17.0,0.0,0.0,0.0,0.0,068,18765,02
0226117350,"Copper River census subarea, Valdez-Cordova Census Area, Alaska",50.0,39.0,2.0,7.0,2.0,0.0,261,17350,02
0212268610,"Seward-Hope census subarea, Kenai Peninsula Borough, Alaska",166.0,89.0,0.0,26.0,51.0,0.0,122,68610,02
0229046060,"McGrath-Holy Cross census subarea, Yukon-Koyukuk Census Area, Alaska",31.0,14.0,13.0,3.0,1.0,0.0,290,46060,02
0216442780,"Lake and Peninsula census subarea, Lake and Peninsula Borough, Alaska",20.0,19.0,0.0,1.0,0.0,0.0,164,42780,02
0224072030,"Southeast Fairbanks census subarea, Southeast Fairbanks Census Area, Alaska",326.0,152.0,91.0,49.0,25.0,9.0,240,72030,02
0229042080,"Koyukuk-Middle Yukon census subarea, Yukon-Koyukuk Census Area, Alaska",52.0,16.0,4.0,16.0,16.0,0.0,290,42080,02
0229086690,"Yukon Flats census subarea, Yukon-Koyukuk Census Area, Alaska",31.0,31.0,0.0,0.0,0.0,0.0,290,86690,02
020203050,"Anchorage census subarea, Anchorage Municipality, Alaska",25735.0,18814.0,4584.0,128.0,1815.0,394.0,020,3050,02
020131598,"Aleutians East census subarea, Aleutians East Borough, Alaska",324.0,241.0,21.0,10.0,25.0,27.0,013,1598,02
0219864310,"Prince of Wales census subarea, Prince of Wales-Hyder Census Area, Alaska",103.0,40.0,58.0,0.0,5.0,0.0,198,64310,02
0223070810,"Skagway census subarea, Skagway Municipality, Alaska",71.0,32.0,15.0,8.0,16.0,0.0,230,70810,02
0219834575,"Hyder census subarea, Prince of Wales-Hyder Census Area, Alaska",0.0,0.0,0.0,0.0,0.0,0.0,198,34575,02
0219848873,"Metlakatla Indian Community census subarea, Prince of Wales-Hyder Census Area, Alaska",129.0,106.0,23.0,0.0,0.0,0.0,198,48873,02
0227586420,"Wrangell census subarea, Wrangell City and Borough, Alaska",78.0,56.0,8.0,5.0,1.0,8.0,275,86420,02
0210533390,"Hoonah-Angoon census subarea, Hoonah-Angoon Census Area, Alaska",117.0,117.0,0.0,0.0,0.0,0.0,105,33390,02
0210540560,"Klukwan census subarea, Hoonah-Angoon Census Area, Alaska",0.0,0.0,0.0,0.0,0.0,0.0,105,40560,02
020161615,"Aleutians West census subarea, Aleutians West Census Area, Alaska",773.0,593.0,39.0,3.0,63.0,75.0,016,1615,02
020609050,"Bristol Bay census subarea, Bristol Bay Borough, Alaska",39.0,21.0,2.0,4.0,12.0,0.0,060,9050,02
0215041200,"Kodiak Island census subarea, Kodiak Island Borough, Alaska",1204.0,999.0,73.0,57.0,55.0,20.0,150,41200,02
0218856270,"Northwest Arctic census subarea, Northwest Arctic Borough, Alaska",196.0,180.0,13.0,3.0,0.0,0.0,188,56270,02
0222070590,"Sitka census subarea, Sitka City and Borough, Alaska",540.0,342.0,88.0,88.0,11.0,11.0,220,70590,02
020503580,"Aniak census subarea, Bethel Census Area, Alaska",21.0,5.0,16.0,0.0,0.0,0.0,050,3580,02
0205045510,"Lower Kuskokwim census subarea, Bethel Census Area, Alaska",367.0,240.0,103.0,0.0,24.0,0.0,050,45510,02
0218555970,"North Slope census subarea, North Slope Borough, Alaska",396.0,292.0,23.0,28.0,52.0,1.0,185,55970,02
0215842185,"Kusilvak census subarea, Kusilvak Census Area, Alaska",132.0,117.0,0.0,15.0,0.0,0.0,158,42185,02
0219560360,"Petersburg census subarea, Petersburg Borough, Alaska",343.0,317.0,16.0,2.0,8.0,0.0,195,60360,02
0209024450,"Fairbanks North Star census subarea, Fairbanks North Star Borough, Alaska",7522.0,4864.0,989.0,101.0,1157.0,411.0,090,24450,02
0213039010,"Ketchikan census subarea, Ketchikan Gateway Borough, Alaska",635.0,480.0,103.0,10.0,10.0,32.0,130,39010,02
0217047440,"Matanuska-Susitna census subarea, Matanuska-Susitna Borough, Alaska",4589.0,3597.0,542.0,251.0,163.0,36.0,170,47440,02
0218054970,"Nome census subarea, Nome Census Area, Alaska",234.0,178.0,34.0,16.0,6.0,0.0,180,54970,02
0207019000,"Dillingham census subarea, Dillingham Census Area, Alaska",150.0,117.0,26.0,7.0,0.0,0.0,070,19000,02
0210031160,"Haines census subarea, Haines Borough, Alaska",71.0,48.0,22.0,0.0,1.0,0.0,100,31160,02
0228286498,"Yakutat census subarea, Yakutat City and Borough, Alaska",36.0,28.0,8.0,0.0,0.0,0.0,282,86498,02
0211036450,"Juneau census subarea, Juneau City and Borough, Alaska",2059.0,1626.0,171.0,61.0,191.0,10.0,110,36450,02
