geoid,name,total,male_total,male_no_schooling,male_nursery_to_4th_grade,male_5th_and_6th_grade,male_7th_and_8th_grade,male_9th_grade,male_10th_grade,male_11th_grade,male_12th_grade_no_diploma,male_high_school_graduate,male_less_than_1_year_college,male_1_or_more_years_college,male_associates_degree,male_bachelors_degree,male_masters_degree,male_professional_school_degree,male_doctorate_degree,female_total,female_no_schooling,female_nursery_to_4th_grade,female_5th_and_6th_grade,female_7th_and_8th_grade,female_9th_grade,female_10th_grade,female_11th_grade,female_12th_grade_no_diploma,female_high_school_graduate,female_less_than_1_year_college,female_1_or_more_years_college,female_associates_degree,female_bachelors_degree,female_masters_degree,female_professional_school_degree,female_doctorate_degree,county,county subdivision,state,total_no_schooling,total_nursery_to_4th_grade,total_5th_and_6th_grade,total_7th_and_8th_grade,total_9th_grade,total_10th_grade,total_11th_grade,total_12th_grade_no_diploma,total_high_school_graduate,total_less_than_1_year_college,total_1_or_more_years_college,total_associates_degree,total_bachelors_degree,total_masters_degree,total_professional_school_degree,total_doctorate_degree,total_less_than_high_scool,male_less_than_high_scool,female_less_than_high_scool,total_some_college,male_some_college,female_some_college,total_masters_or_higher,male_masters_or_higher,female_masters_or_higher,total_bachelors_or_higher,male_bachelors_or_higher,female_bachelors_or_higher
1914992484,"Liberty township, Plymouth County, Iowa",204.0,93.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,23.0,0.0,25.0,10.0,31.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,24.0,17.0,17.0,26.0,0.0,0.0,4.0,149,92484,19,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,46.0,24.0,42.0,27.0,57.0,0.0,0.0,4.0,4.0,4.0,0.0,66.0,25.0,41.0,4.0,0.0,4.0,61.0,31.0,30.0
1914993925,"Sioux City city, Plymouth County, Iowa",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149,93925,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1914994254,"Union township, Plymouth County, Iowa",111.0,60.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,22.0,0.0,8.0,5.0,15.0,5.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,4.0,0.0,0.0,18.0,12.0,0.0,0.0,149,94254,19,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,39.0,4.0,8.0,5.0,33.0,17.0,0.0,0.0,5.0,5.0,0.0,12.0,8.0,4.0,17.0,5.0,12.0,50.0,20.0,30.0
1914991908,"Henry township, Plymouth County, Iowa",102.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,3.0,30.0,5.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,12.0,24.0,0.0,0.0,0.0,149,91908,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,7.0,3.0,42.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,29.0,5.0,24.0
1914993507,"Preston township, Plymouth County, Iowa",107.0,64.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,32.0,0.0,6.0,6.0,14.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,149,93507,19,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,69.0,0.0,6.0,6.0,20.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,20.0,14.0,6.0
1914993564,"Remsen township, Plymouth County, Iowa",1163.0,526.0,3.0,0.0,2.0,25.0,0.0,0.0,2.0,2.0,278.0,46.0,77.0,35.0,51.0,3.0,2.0,0.0,637.0,2.0,0.0,0.0,9.0,3.0,3.0,0.0,8.0,189.0,99.0,120.0,91.0,103.0,10.0,0.0,0.0,149,93564,19,5.0,0.0,2.0,34.0,3.0,3.0,2.0,10.0,467.0,145.0,197.0,126.0,154.0,13.0,2.0,0.0,59.0,34.0,25.0,342.0,123.0,219.0,15.0,5.0,10.0,169.0,56.0,113.0
1914992274,"Johnson township, Plymouth County, Iowa",199.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,9.0,8.0,0.0,22.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,9.0,0.0,49.0,10.0,0.0,0.0,149,92274,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,9.0,17.0,0.0,71.0,10.0,0.0,0.0,0.0,0.0,0.0,26.0,17.0,9.0,10.0,0.0,10.0,81.0,22.0,59.0
1914992865,"Marion township, Plymouth County, Iowa",391.0,205.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,98.0,17.0,9.0,38.0,31.0,4.0,2.0,0.0,186.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,43.0,32.0,40.0,11.0,28.0,15.0,9.0,0.0,149,92865,19,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,141.0,49.0,49.0,49.0,59.0,19.0,11.0,0.0,14.0,6.0,8.0,98.0,26.0,72.0,30.0,6.0,24.0,89.0,37.0,52.0
1914994545,"Washington township, Plymouth County, Iowa",223.0,114.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,39.0,5.0,31.0,3.0,30.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,45.0,3.0,10.0,11.0,36.0,2.0,0.0,0.0,149,94545,19,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,84.0,8.0,41.0,14.0,66.0,2.0,0.0,0.0,8.0,6.0,2.0,49.0,36.0,13.0,2.0,0.0,2.0,68.0,30.0,38.0
1914992589,"Lincoln township, Plymouth County, Iowa",135.0,62.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,9.0,20.0,0.0,16.0,5.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,10.0,24.0,22.0,0.0,0.0,0.0,149,92589,19,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,10.0,22.0,30.0,24.0,38.0,5.0,0.0,0.0,6.0,6.0,0.0,52.0,29.0,23.0,5.0,5.0,0.0,43.0,21.0,22.0
1914993921,"Sioux township, Plymouth County, Iowa",229.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,45.0,13.0,35.0,15.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,149,93921,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,91.0,13.0,35.0,15.0,0.0,0.0,0.0,0.0,0.0,91.0,45.0,46.0,15.0,15.0,0.0,50.0,50.0,0.0
