geoid,name,total,male_total,male_no_schooling,male_nursery_to_4th_grade,male_5th_and_6th_grade,male_7th_and_8th_grade,male_9th_grade,male_10th_grade,male_11th_grade,male_12th_grade_no_diploma,male_high_school_graduate,male_less_than_1_year_college,male_1_or_more_years_college,male_associates_degree,male_bachelors_degree,male_masters_degree,male_professional_school_degree,male_doctorate_degree,female_total,female_no_schooling,female_nursery_to_4th_grade,female_5th_and_6th_grade,female_7th_and_8th_grade,female_9th_grade,female_10th_grade,female_11th_grade,female_12th_grade_no_diploma,female_high_school_graduate,female_less_than_1_year_college,female_1_or_more_years_college,female_associates_degree,female_bachelors_degree,female_masters_degree,female_professional_school_degree,female_doctorate_degree,county,county subdivision,state,total_no_schooling,total_nursery_to_4th_grade,total_5th_and_6th_grade,total_7th_and_8th_grade,total_9th_grade,total_10th_grade,total_11th_grade,total_12th_grade_no_diploma,total_high_school_graduate,total_less_than_1_year_college,total_1_or_more_years_college,total_associates_degree,total_bachelors_degree,total_masters_degree,total_professional_school_degree,total_doctorate_degree,total_less_than_high_scool,male_less_than_high_scool,female_less_than_high_scool,total_some_college,male_some_college,female_some_college,total_masters_or_higher,male_masters_or_higher,female_masters_or_higher,total_bachelors_or_higher,male_bachelors_or_higher,female_bachelors_or_higher
2011962925,"Sand Creek township, Meade County, Kansas",26.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,4.0,0.0,0.0,0.0,119,62925,20,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,3.0,0.0,8.0,0.0,0.0,0.0,3.0,0.0,3.0,6.0,0.0,6.0,0.0,0.0,0.0,8.0,4.0,4.0
2012514600,"Coffeyville city, Montgomery County, Kansas",6227.0,2861.0,78.0,0.0,61.0,59.0,63.0,108.0,109.0,86.0,788.0,305.0,529.0,187.0,357.0,115.0,16.0,0.0,3366.0,55.0,14.0,22.0,77.0,63.0,30.0,115.0,54.0,928.0,343.0,650.0,485.0,366.0,151.0,13.0,0.0,125,14600,20,133.0,14.0,83.0,136.0,126.0,138.0,224.0,140.0,1716.0,648.0,1179.0,672.0,723.0,266.0,29.0,0.0,994.0,564.0,430.0,1827.0,834.0,993.0,295.0,131.0,164.0,1018.0,488.0,530.0
2011945350,"Meade Center township, Meade County, Kansas",1227.0,578.0,0.0,0.0,6.0,25.0,0.0,0.0,16.0,0.0,241.0,63.0,63.0,57.0,80.0,16.0,11.0,0.0,649.0,0.0,0.0,36.0,21.0,3.0,8.0,4.0,0.0,179.0,64.0,94.0,80.0,117.0,43.0,0.0,0.0,119,45350,20,0.0,0.0,42.0,46.0,3.0,8.0,20.0,0.0,420.0,127.0,157.0,137.0,197.0,59.0,11.0,0.0,119.0,47.0,72.0,284.0,126.0,158.0,70.0,27.0,43.0,267.0,107.0,160.0
2011952075,"Odee township, Meade County, Kansas",29.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,119,52075,20,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,21.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
2012561925,"Rutland township, Montgomery County, Kansas",262.0,136.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,89.0,11.0,0.0,8.0,6.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,36.0,53.0,5.0,0.0,15.0,7.0,0.0,0.0,125,61925,20,0.0,0.0,0.0,22.0,0.0,10.0,0.0,0.0,125.0,64.0,5.0,8.0,21.0,7.0,0.0,0.0,32.0,22.0,10.0,69.0,11.0,58.0,7.0,0.0,7.0,28.0,6.0,22.0
2011924200,"Fowler township, Meade County, Kansas",419.0,195.0,0.0,0.0,16.0,5.0,6.0,2.0,18.0,1.0,55.0,27.0,28.0,13.0,22.0,2.0,0.0,0.0,224.0,0.0,4.0,0.0,6.0,8.0,0.0,22.0,0.0,33.0,22.0,34.0,24.0,35.0,34.0,2.0,0.0,119,24200,20,0.0,4.0,16.0,11.0,14.0,2.0,40.0,1.0,88.0,49.0,62.0,37.0,57.0,36.0,2.0,0.0,88.0,48.0,40.0,111.0,55.0,56.0,38.0,2.0,36.0,95.0,24.0,71.0
2012518700,"Drum Creek township, Montgomery County, Kansas",173.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,31.0,18.0,5.0,0.0,12.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,16.0,19.0,0.0,28.0,0.0,0.0,0.0,125,18700,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,71.0,34.0,24.0,0.0,40.0,0.0,0.0,0.0,4.0,4.0,0.0,58.0,23.0,35.0,0.0,0.0,0.0,40.0,12.0,28.0
2012540275,"Liberty township, Montgomery County, Kansas",328.0,156.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,10.0,71.0,36.0,27.0,0.0,4.0,0.0,0.0,0.0,172.0,0.0,0.0,0.0,8.0,0.0,13.0,2.0,0.0,59.0,39.0,13.0,26.0,12.0,0.0,0.0,0.0,125,40275,20,0.0,0.0,0.0,14.0,0.0,13.0,4.0,10.0,130.0,75.0,40.0,26.0,16.0,0.0,0.0,0.0,41.0,18.0,23.0,115.0,63.0,52.0,0.0,0.0,0.0,16.0,4.0,12.0
2012569750,"Sycamore township, Montgomery County, Kansas",668.0,356.0,35.0,0.0,0.0,9.0,0.0,5.0,17.0,0.0,125.0,39.0,41.0,40.0,25.0,20.0,0.0,0.0,312.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,16.0,127.0,30.0,33.0,50.0,34.0,4.0,0.0,5.0,125,69750,20,35.0,0.0,0.0,9.0,11.0,7.0,17.0,16.0,252.0,69.0,74.0,90.0,59.0,24.0,0.0,5.0,95.0,66.0,29.0,143.0,80.0,63.0,29.0,20.0,9.0,88.0,45.0,43.0
2011942000,"Logan township, Meade County, Kansas",70.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,9.0,2.0,2.0,0.0,0.0,5.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,16.0,2.0,0.0,0.0,0.0,119,42000,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,13.0,9.0,18.0,4.0,0.0,0.0,5.0,1.0,0.0,1.0,22.0,22.0,0.0,5.0,5.0,0.0,9.0,7.0,2.0
