geoid,name,total,male_total,female_total,total_same_house,male_same_house,female_same_house,total_moved_within_county,male_moved_within_county,female_moved_within_county,total_moved_from_different_county_in_same_state,male_moved_from_different_county_in_same_state,female_moved_from_different_county_in_same_state,total_moved_from_different_state,male_moved_from_different_state,female_moved_from_different_state,total_moved_from_abroad,male_moved_from_abroad,female_moved_from_abroad,county,county subdivision,state
4106991938,"Mitchell CCD, Wheeler County, Oregon",737.0,350.0,387.0,668.0,319.0,349.0,1.0,1.0,0.0,64.0,29.0,35.0,3.0,0.0,3.0,1.0,1.0,0.0,069,91938,41
4104991411,"Ione-Lexington CCD, Morrow County, Oregon",1031.0,541.0,490.0,922.0,477.0,445.0,59.0,25.0,34.0,29.0,19.0,10.0,6.0,5.0,1.0,15.0,15.0,0.0,049,91411,41
4104990323,"Boardman CCD, Morrow County, Oregon",8145.0,4201.0,3944.0,6808.0,3464.0,3344.0,558.0,331.0,227.0,466.0,242.0,224.0,258.0,135.0,123.0,55.0,29.0,26.0,049,90323,41
4104991309,"Heppner CCD, Morrow County, Oregon",1746.0,879.0,867.0,1400.0,745.0,655.0,128.0,51.0,77.0,19.0,16.0,3.0,199.0,67.0,132.0,0.0,0.0,0.0,049,91309,41
4100792839,"Seaside CCD, Clatsop County, Oregon",8812.0,4155.0,4657.0,6938.0,3293.0,3645.0,725.0,408.0,317.0,671.0,219.0,452.0,469.0,226.0,243.0,9.0,9.0,0.0,007,92839,41
4100790153,"Astoria CCD, Clatsop County, Oregon",25656.0,12986.0,12670.0,20461.0,10462.0,9999.0,2671.0,1193.0,1478.0,1046.0,544.0,502.0,1437.0,760.0,677.0,41.0,27.0,14.0,007,90153,41
4100791598,"Knappa-Brownsmead CCD, Clatsop County, Oregon",2135.0,1054.0,1081.0,1963.0,980.0,983.0,100.0,39.0,61.0,27.0,7.0,20.0,45.0,28.0,17.0,0.0,0.0,0.0,007,91598,41
4100791445,"Jewell CCD, Clatsop County, Oregon",999.0,517.0,482.0,859.0,468.0,391.0,30.0,8.0,22.0,76.0,33.0,43.0,34.0,8.0,26.0,0.0,0.0,0.0,007,91445,41
4101192567,"Powers CCD, Coos County, Oregon",1043.0,498.0,545.0,844.0,444.0,400.0,174.0,47.0,127.0,0.0,0.0,0.0,25.0,7.0,18.0,0.0,0.0,0.0,011,92567,41
4101190221,"Bandon CCD, Coos County, Oregon",6511.0,3168.0,3343.0,5612.0,2711.0,2901.0,536.0,300.0,236.0,46.0,36.0,10.0,267.0,121.0,146.0,50.0,0.0,50.0,011,90221,41
4101192074,"Myrtle Point CCD, Coos County, Oregon",4667.0,2333.0,2334.0,4211.0,2092.0,2119.0,270.0,131.0,139.0,112.0,80.0,32.0,68.0,24.0,44.0,6.0,6.0,0.0,011,92074,41
4101190629,"Coos Bay CCD, Coos County, Oregon",30525.0,14453.0,16072.0,25433.0,11615.0,13818.0,2835.0,1432.0,1403.0,787.0,509.0,278.0,1413.0,881.0,532.0,57.0,16.0,41.0,011,90629,41
4101191003,"Eastside CCD, Coos County, Oregon",6055.0,3107.0,2948.0,5151.0,2667.0,2484.0,776.0,377.0,399.0,21.0,11.0,10.0,94.0,52.0,42.0,13.0,0.0,13.0,011,91003,41
4101190646,"Coquille CCD, Coos County, Oregon",7979.0,4055.0,3924.0,6530.0,3243.0,3287.0,1041.0,515.0,526.0,250.0,166.0,84.0,102.0,75.0,27.0,56.0,56.0,0.0,011,90646,41
4101192159,"North Bayside CCD, Coos County, Oregon",5641.0,2996.0,2645.0,4873.0,2517.0,2356.0,422.0,232.0,190.0,210.0,191.0,19.0,136.0,56.0,80.0,0.0,0.0,0.0,011,92159,41
4101592533,"Port Orford CCD, Curry County, Oregon",2955.0,1434.0,1521.0,2519.0,1186.0,1333.0,246.0,88.0,158.0,80.0,58.0,22.0,102.0,94.0,8.0,8.0,8.0,0.0,015,92533,41
4101590051,"Agness CCD, Curry County, Oregon",7.0,7.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,015,90051,41
4101590357,"Brookings CCD, Curry County, Oregon",8969.0,4268.0,4701.0,6861.0,3359.0,3502.0,605.0,304.0,301.0,220.0,67.0,153.0,1267.0,538.0,729.0,16.0,0.0,16.0,015,90357,41
4101591207,"Gold Beach CCD, Curry County, Oregon",5409.0,2619.0,2790.0,4604.0,2299.0,2305.0,375.0,162.0,213.0,146.0,76.0,70.0,267.0,65.0,202.0,17.0,17.0,0.0,015,91207,41
4101591275,"Harbor CCD, Curry County, Oregon",4921.0,2563.0,2358.0,3903.0,1906.0,1997.0,627.0,391.0,236.0,180.0,145.0,35.0,185.0,105.0,80.0,26.0,16.0,10.0,015,91275,41
4102190612,"Condon CCD, Gilliam County, Oregon",991.0,492.0,499.0,883.0,448.0,435.0,59.0,27.0,32.0,39.0,17.0,22.0,10.0,0.0,10.0,0.0,0.0,0.0,021,90612,41
4102190102,"Arlington CCD, Gilliam County, Oregon",912.0,463.0,449.0,798.0,386.0,412.0,84.0,59.0,25.0,19.0,8.0,11.0,11.0,10.0,1.0,0.0,0.0,0.0,021,90102,41
4102792431,"Parkdale CCD, Hood River County, Oregon",1855.0,1124.0,731.0,1704.0,1025.0,679.0,71.0,49.0,22.0,25.0,17.0,8.0,55.0,33.0,22.0,0.0,0.0,0.0,027,92431,41
4102792380,"Odell CCD, Hood River County, Oregon",5986.0,2989.0,2997.0,5644.0,2815.0,2829.0,202.0,91.0,111.0,67.0,47.0,20.0,50.0,27.0,23.0,23.0,9.0,14.0,027,92380,41
4102790850,"Dee CCD, Hood River County, Oregon",1009.0,506.0,503.0,911.0,459.0,452.0,52.0,25.0,27.0,7.0,0.0,7.0,39.0,22.0,17.0,0.0,0.0,0.0,027,90850,41
4102790476,"Cascade Locks CCD, Hood River County, Oregon",1296.0,702.0,594.0,1243.0,684.0,559.0,17.0,0.0,17.0,23.0,11.0,12.0,6.0,3.0,3.0,7.0,4.0,3.0,027,90476,41
4102791343,"Hood River CCD, Hood River County, Oregon",12618.0,6125.0,6493.0,11230.0,5441.0,5789.0,493.0,219.0,274.0,153.0,60.0,93.0,574.0,296.0,278.0,168.0,109.0,59.0,027,91343,41
4103792924,"Silver Lake-Fort Rock CCD, Lake County, Oregon",1764.0,856.0,908.0,1482.0,758.0,724.0,124.0,48.0,76.0,29.0,11.0,18.0,129.0,39.0,90.0,0.0,0.0,0.0,037,92924,41
4103793417,"Warner Valley CCD, Lake County, Oregon",281.0,149.0,132.0,249.0,133.0,116.0,32.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,037,93417,41
4103793145,"Summer Lake CCD, Lake County, Oregon",544.0,270.0,274.0,460.0,216.0,244.0,47.0,36.0,11.0,27.0,17.0,10.0,10.0,1.0,9.0,0.0,0.0,0.0,037,93145,41
4103791632,"Lakeview CCD, Lake County, Oregon",5165.0,2844.0,2321.0,4141.0,2205.0,1936.0,371.0,190.0,181.0,423.0,288.0,135.0,207.0,155.0,52.0,23.0,6.0,17.0,037,91632,41
4105190663,"Corbett CCD, Multnomah County, Oregon",3851.0,1961.0,1890.0,3367.0,1747.0,1620.0,85.0,48.0,37.0,56.0,25.0,31.0,343.0,141.0,202.0,0.0,0.0,0.0,051,90663,41
4105192975,"Skyline CCD, Multnomah County, Oregon",2669.0,1392.0,1277.0,2297.0,1150.0,1147.0,56.0,14.0,42.0,211.0,152.0,59.0,105.0,76.0,29.0,0.0,0.0,0.0,051,92975,41
4106190714,"Cove CCD, Union County, Oregon",2471.0,1245.0,1226.0,2172.0,1073.0,1099.0,110.0,51.0,59.0,50.0,32.0,18.0,59.0,9.0,50.0,80.0,80.0,0.0,061,90714,41
