geoid,name,total_population_16over,in_labor_force,civilian,civilian_employed,civilian_unemployed,armed_forces,not_in_labor_force,county,county subdivision,state
1210190481,"Central Pasco CCD, Pasco County, Florida",109605.0,70486.0,70244.0,66387.0,3857.0,242.0,39119.0,101,90481,12
1204190130,"Bell CCD, Gilchrist County, Florida",4606.0,2429.0,2429.0,2176.0,253.0,0.0,2177.0,041,90130,12
1212191950,"Live Oak CCD, Suwannee County, Florida",14464.0,8307.0,8307.0,7390.0,917.0,0.0,6157.0,121,91950,12
1210192860,"Port Richey CCD, Pasco County, Florida",96999.0,46149.0,46088.0,41923.0,4165.0,61.0,50850.0,101,92860,12
1205593120,"Sebring CCD, Highlands County, Florida",36847.0,15129.0,15129.0,13528.0,1601.0,0.0,21718.0,055,93120,12
1205591846,"Lake Placid CCD, Highlands County, Florida",19851.0,8586.0,8556.0,7723.0,833.0,30.0,11265.0,055,91846,12
1205590091,"Avon Park CCD, Highlands County, Florida",27935.0,12461.0,12461.0,10729.0,1732.0,0.0,15474.0,055,90091,12
1212190299,"Branford CCD, Suwannee County, Florida",5592.0,2931.0,2931.0,2834.0,97.0,0.0,2661.0,121,90299,12
1210190741,"Dade City CCD, Pasco County, Florida",12079.0,6804.0,6804.0,6298.0,506.0,0.0,5275.0,101,90741,12
1210192327,"New Port Richey CCD, Pasco County, Florida",139099.0,74101.0,73931.0,68927.0,5004.0,170.0,64998.0,101,92327,12
1204193432,"Trenton CCD, Gilchrist County, Florida",9641.0,4531.0,4531.0,4268.0,263.0,0.0,5110.0,041,93432,12
1212190858,"Dowling Park CCD, Suwannee County, Florida",7197.0,3388.0,3388.0,3099.0,289.0,0.0,3809.0,121,90858,12
1212192002,"McAlpin-Wellborn CCD, Suwannee County, Florida",8249.0,3662.0,3662.0,3306.0,356.0,0.0,4587.0,121,92002,12
1200191248,"Gainesville CCD, Alachua County, Florida",154274.0,89389.0,89292.0,82934.0,6358.0,97.0,64885.0,001,91248,12
1200191469,"Hawthorne CCD, Alachua County, Florida",4862.0,2375.0,2375.0,2092.0,283.0,0.0,2487.0,001,91469,12
1200192314,"Newberry-Archer CCD, Alachua County, Florida",18646.0,12275.0,12259.0,11905.0,354.0,16.0,6371.0,001,92314,12
1200192184,"Micanopy CCD, Alachua County, Florida",2415.0,1395.0,1393.0,1319.0,74.0,2.0,1020.0,001,92184,12
1200191495,"High Springs-Alachua CCD, Alachua County, Florida",32246.0,20294.0,20273.0,19200.0,1073.0,21.0,11952.0,001,91495,12
1200193536,"Waldo CCD, Alachua County, Florida",5779.0,3455.0,3455.0,3016.0,439.0,0.0,2324.0,001,93536,12
1202790078,"Arcadia West CCD, DeSoto County, Florida",10015.0,4629.0,4618.0,4370.0,248.0,11.0,5386.0,027,90078,12
1202790065,"Arcadia East CCD, DeSoto County, Florida",19331.0,8867.0,8867.0,8297.0,570.0,0.0,10464.0,027,90065,12
1201390026,"Altha CCD, Calhoun County, Florida",1824.0,956.0,956.0,898.0,58.0,0.0,868.0,013,90026,12
1201390169,"Blountstown CCD, Calhoun County, Florida",6839.0,2547.0,2547.0,2367.0,180.0,0.0,4292.0,013,90169,12
1202391183,"Fort White CCD, Columbia County, Florida",12620.0,7054.0,7054.0,6358.0,696.0,0.0,5566.0,023,91183,12
1201592899,"Punta Gorda CCD, Charlotte County, Florida",38073.0,13937.0,13937.0,12581.0,1356.0,0.0,24136.0,015,92899,12
1201591352,"Grove City-Rotonda CCD, Charlotte County, Florida",36136.0,13604.0,13593.0,12582.0,1011.0,11.0,22532.0,015,91352,12
1201592834,"Port Charlotte CCD, Charlotte County, Florida",79633.0,37274.0,37256.0,33870.0,3386.0,18.0,42359.0,015,92834,12
1202392366,"North Columbia CCD, Columbia County, Florida",1318.0,737.0,737.0,622.0,115.0,0.0,581.0,023,92366,12
1202391820,"Lake City CCD, Columbia County, Florida",41366.0,20864.0,20847.0,18931.0,1916.0,17.0,20502.0,023,91820,12
1202990702,"Cross City South CCD, Dixie County, Florida",3493.0,1631.0,1631.0,1497.0,134.0,0.0,1862.0,029,90702,12
1202990689,"Cross City North CCD, Dixie County, Florida",10143.0,3486.0,3486.0,3301.0,185.0,0.0,6657.0,029,90689,12
1208593250,"Stuart CCD, Martin County, Florida",59962.0,30234.0,30100.0,28172.0,1928.0,134.0,29728.0,085,93250,12
1208591586,"Indiantown CCD, Martin County, Florida",17087.0,9101.0,9018.0,8234.0,784.0,83.0,7986.0,085,91586,12
1208592873,"Port Salerno-Hobe Sound CCD, Martin County, Florida",55902.0,30119.0,30023.0,28208.0,1815.0,96.0,25783.0,085,92873,12
1211593484,"Venice CCD, Sarasota County, Florida",64149.0,25790.0,25790.0,23830.0,1960.0,0.0,38359.0,115,93484,12
1210791612,"Interlachen-Florahome CCD, Putnam County, Florida",20284.0,9568.0,9543.0,8469.0,1074.0,25.0,10716.0,107,91612,12
1210790663,"Crescent City CCD, Putnam County, Florida",12686.0,5310.0,5310.0,4754.0,556.0,0.0,7376.0,107,90663,12
1210792574,"Palatka CCD, Putnam County, Florida",18006.0,9581.0,9581.0,8632.0,949.0,0.0,8425.0,107,92574,12
1211591599,"Interior County CCD, Sarasota County, Florida",30901.0,10609.0,10609.0,10191.0,418.0,0.0,20292.0,115,91599,12
1210790923,"East Palatka CCD, Putnam County, Florida",7479.0,3483.0,3483.0,3175.0,308.0,0.0,3996.0,107,90923,12
1211590975,"Englewood CCD, Sarasota County, Florida",10980.0,3742.0,3742.0,3338.0,404.0,0.0,7238.0,115,90975,12
1211591963,"Longboat Key CCD, Sarasota County, Florida",4568.0,1039.0,1039.0,1026.0,13.0,0.0,3529.0,115,91963,12
1211592431,"North Port CCD, Sarasota County, Florida",55367.0,27442.0,27412.0,25861.0,1551.0,30.0,27925.0,115,92431,12
1211593107,"Sarasota CCD, Sarasota County, Florida",160959.0,89273.0,89244.0,84751.0,4493.0,29.0,71686.0,115,93107,12
1212592925,"Raiford CCD, Union County, Florida",3333.0,631.0,631.0,578.0,53.0,0.0,2702.0,125,92925,12
1212591807,"Lake Butler CCD, Union County, Florida",6412.0,1931.0,1926.0,1777.0,149.0,5.0,4481.0,125,91807,12
1212593731,"Worthington Springs CCD, Union County, Florida",3023.0,1654.0,1654.0,1445.0,209.0,0.0,1369.0,125,93731,12
1205393230,"Spring Hill CCD, Hernando County, Florida",105815.0,49909.0,49896.0,45527.0,4369.0,13.0,55906.0,053,93230,12
1212790832,"DeLand CCD, Volusia County, Florida",55451.0,28060.0,28045.0,25845.0,2200.0,15.0,27391.0,127,90832,12
1201191417,"Hallandale Beach CCD, Broward County, Florida",43403.0,26124.0,26104.0,23958.0,2146.0,20.0,17279.0,011,91417,12
1205191781,"LaBelle CCD, Hendry County, Florida",14655.0,8810.0,8810.0,7989.0,821.0,0.0,5845.0,051,91781,12
1212790793,"DeBary-Orange City CCD, Volusia County, Florida",36524.0,20010.0,19987.0,18820.0,1167.0,23.0,16514.0,127,90793,12
1211392218,"Midway CCD, Santa Rosa County, Florida",19901.0,12721.0,12501.0,11813.0,688.0,220.0,7180.0,113,92218,12
1211393659,"Whiting Field CCD, Santa Rosa County, Florida",29.0,29.0,0.0,0.0,0.0,29.0,0.0,113,93659,12
1211393127,"Skyline CCD, Santa Rosa County, Florida",12680.0,6911.0,6632.0,6155.0,477.0,279.0,5769.0,113,93127,12
1211392309,"Navarre Beach CCD, Santa Rosa County, Florida",929.0,481.0,458.0,430.0,28.0,23.0,448.0,113,92309,12
1211391500,"Holley-Navarre CCD, Santa Rosa County, Florida",28038.0,18273.0,16666.0,15726.0,940.0,1607.0,9765.0,113,91500,12
1212990949,"East Wakulla CCD, Wakulla County, Florida",21609.0,12369.0,12304.0,11412.0,892.0,65.0,9240.0,129,90949,12
1213390442,"Caryville CCD, Washington County, Florida",2701.0,1407.0,1407.0,1220.0,187.0,0.0,1294.0,133,90442,12
1213393497,"Vernon CCD, Washington County, Florida",11274.0,4861.0,4861.0,4455.0,406.0,0.0,6413.0,133,93497,12
1212993627,"West Wakulla CCD, Wakulla County, Florida",4269.0,2292.0,2292.0,2177.0,115.0,0.0,1977.0,129,93627,12
1213390546,"Chipley CCD, Washington County, Florida",6227.0,3620.0,3585.0,3185.0,400.0,35.0,2607.0,133,90546,12
1200793237,"Starke CCD, Bradford County, Florida",11662.0,5161.0,5161.0,4930.0,231.0,0.0,6501.0,007,93237,12
1200790312,"Brooker CCD, Bradford County, Florida",850.0,393.0,393.0,326.0,67.0,0.0,457.0,007,90312,12
1200791430,"Hampton CCD, Bradford County, Florida",4910.0,2737.0,2730.0,2493.0,237.0,7.0,2173.0,007,91430,12
1200791898,"Lawtey CCD, Bradford County, Florida",4498.0,1584.0,1579.0,1369.0,210.0,5.0,2914.0,007,91898,12
1200992106,"Melbourne CCD, Brevard County, Florida",109197.0,59523.0,59347.0,55079.0,4268.0,176.0,49674.0,009,92106,12
1200993224,"Space Center CCD, Brevard County, Florida",0.0,0.0,0.0,0.0,0.0,0.0,0.0,009,93224,12
1200993419,"Titusville CCD, Brevard County, Florida",55639.0,29015.0,28940.0,26234.0,2706.0,75.0,26624.0,009,93419,12
1200990624,"Cocoa-Rockledge CCD, Brevard County, Florida",100705.0,57195.0,57014.0,52493.0,4521.0,181.0,43510.0,009,90624,12
1200992119,"Melbourne Shores-Floridana Beach CCD, Brevard County, Florida",6079.0,2567.0,2567.0,2331.0,236.0,0.0,3512.0,009,92119,12
1200992132,"Merritt Island CCD, Brevard County, Florida",37466.0,21561.0,21516.0,19823.0,1693.0,45.0,15905.0,009,92132,12
1200990611,"Cocoa Beach-Cape Canaveral CCD, Brevard County, Florida",22009.0,10322.0,10187.0,9633.0,554.0,135.0,11687.0,009,90611,12
1200992587,"Palm Bay CCD, Brevard County, Florida",87389.0,50067.0,49961.0,46054.0,3907.0,106.0,37322.0,009,92587,12
1200991573,"Indialantic-Melbourne Beach CCD, Brevard County, Florida",38722.0,22052.0,21586.0,20323.0,1263.0,466.0,16670.0,009,91573,12
1200992028,"Malabar CCD, Brevard County, Florida",14521.0,5772.0,5772.0,5210.0,562.0,0.0,8749.0,009,92028,12
1200993588,"West Brevard CCD, Brevard County, Florida",4133.0,2091.0,2068.0,2015.0,53.0,23.0,2042.0,009,93588,12
1201992509,"Orange Park CCD, Clay County, Florida",75779.0,48712.0,47730.0,44088.0,3642.0,982.0,27067.0,019,92509,12
1201992197,"Middleburg-Clay Hill CCD, Clay County, Florida",46984.0,31555.0,30980.0,28665.0,2315.0,575.0,15429.0,019,92197,12
1201992678,"Penney Farms CCD, Clay County, Florida",11634.0,6929.0,6743.0,6003.0,740.0,186.0,4705.0,019,92678,12
1201991300,"Green Cove Springs CCD, Clay County, Florida",11682.0,6475.0,6352.0,5728.0,624.0,123.0,5207.0,019,91300,12
1201991742,"Keystone Heights CCD, Clay County, Florida",14620.0,8047.0,8001.0,7221.0,780.0,46.0,6573.0,019,91742,12
1206790767,"Day CCD, Lafayette County, Florida",2434.0,544.0,544.0,489.0,55.0,0.0,1890.0,067,90767,12
1206792093,"Mayo CCD, Lafayette County, Florida",4692.0,2359.0,2359.0,2043.0,316.0,0.0,2333.0,067,92093,12
1206991235,"Fruitland Park-Lady Lake CCD, Lake County, Florida",27011.0,12418.0,12418.0,11492.0,926.0,0.0,14593.0,069,91235,12
1206991365,"Groveland-Mascotte CCD, Lake County, Florida",24989.0,12851.0,12827.0,11852.0,975.0,24.0,12138.0,069,91365,12
1206991924,"Leesburg East CCD, Lake County, Florida",19660.0,8896.0,8896.0,8187.0,709.0,0.0,10764.0,069,91924,12
1206991014,"Eustis CCD, Lake County, Florida",25025.0,13050.0,13024.0,12357.0,667.0,26.0,11975.0,069,91014,12
1206990585,"Clermont CCD, Lake County, Florida",72526.0,46488.0,46488.0,43575.0,2913.0,0.0,26038.0,069,90585,12
1206991541,"Howey-in-the-Hills-Okahumpka CCD, Lake County, Florida",15477.0,4157.0,4157.0,3786.0,371.0,0.0,11320.0,069,91541,12
1206993445,"Umatilla CCD, Lake County, Florida",21416.0,11427.0,11392.0,10210.0,1182.0,35.0,9989.0,069,93445,12
1206993393,"Tavares CCD, Lake County, Florida",20268.0,9188.0,9183.0,8471.0,712.0,5.0,11080.0,069,93393,12
