geoid,name,total_households,total_with_computer,dialup_internet,broadband_internet,computer_no_internet,total_no_computer,county,county subdivision,state,total_with_internet,total_no_internet
4000193250,"Stilwell East CCD, Adair County, Oklahoma",3322.0,2240.0,34.0,1576.0,630.0,1082.0,001,93250,40,1610.0,1712.0
4000193796,"Westville CCD, Adair County, Oklahoma",1877.0,1375.0,29.0,895.0,451.0,502.0,001,93796,40,924.0,953.0
4000193588,"Watts CCD, Adair County, Oklahoma",954.0,674.0,9.0,502.0,163.0,280.0,001,93588,40,511.0,443.0
4000193263,"Stilwell West CCD, Adair County, Oklahoma",1643.0,1127.0,19.0,806.0,302.0,516.0,001,93263,40,825.0,818.0
4013391612,"Konawa CCD, Seminole County, Oklahoma",1046.0,786.0,37.0,595.0,154.0,260.0,133,91612,40,632.0,414.0
4013392795,"Seminole South CCD, Seminole County, Oklahoma",806.0,633.0,14.0,507.0,112.0,173.0,133,92795,40,521.0,285.0
4013393835,"Wewoka CCD, Seminole County, Oklahoma",2874.0,2120.0,59.0,1537.0,524.0,754.0,133,93835,40,1596.0,1278.0
4013392782,"Seminole North CCD, Seminole County, Oklahoma",4514.0,3560.0,30.0,2784.0,746.0,954.0,133,92782,40,2814.0,1700.0
4013793432,"Velma-Alma CCD, Stephens County, Oklahoma",744.0,584.0,22.0,430.0,132.0,160.0,137,93432,40,452.0,292.0
4013791781,"Marlow CCD, Stephens County, Oklahoma",3265.0,2679.0,18.0,2201.0,460.0,586.0,137,91781,40,2219.0,1046.0
4013790650,"Comanche CCD, Stephens County, Oklahoma",2295.0,1881.0,66.0,1510.0,305.0,414.0,137,90650,40,1576.0,719.0
4013790780,"Duncan CCD, Stephens County, Oklahoma",10948.0,8971.0,74.0,7352.0,1545.0,1977.0,137,90780,40,7426.0,3522.0
4002591560,"Keyes CCD, Cimarron County, Oklahoma",184.0,150.0,0.0,111.0,39.0,34.0,025,91560,40,111.0,73.0
