geoid,name,total,male_total,male_no_schooling,male_nursery_to_4th_grade,male_5th_and_6th_grade,male_7th_and_8th_grade,male_9th_grade,male_10th_grade,male_11th_grade,male_12th_grade_no_diploma,male_high_school_graduate,male_less_than_1_year_college,male_1_or_more_years_college,male_associates_degree,male_bachelors_degree,male_masters_degree,male_professional_school_degree,male_doctorate_degree,female_total,female_no_schooling,female_nursery_to_4th_grade,female_5th_and_6th_grade,female_7th_and_8th_grade,female_9th_grade,female_10th_grade,female_11th_grade,female_12th_grade_no_diploma,female_high_school_graduate,female_less_than_1_year_college,female_1_or_more_years_college,female_associates_degree,female_bachelors_degree,female_masters_degree,female_professional_school_degree,female_doctorate_degree,county,county subdivision,state,total_no_schooling,total_nursery_to_4th_grade,total_5th_and_6th_grade,total_7th_and_8th_grade,total_9th_grade,total_10th_grade,total_11th_grade,total_12th_grade_no_diploma,total_high_school_graduate,total_less_than_1_year_college,total_1_or_more_years_college,total_associates_degree,total_bachelors_degree,total_masters_degree,total_professional_school_degree,total_doctorate_degree,total_less_than_high_scool,male_less_than_high_scool,female_less_than_high_scool,total_some_college,male_some_college,female_some_college,total_masters_or_higher,male_masters_or_higher,female_masters_or_higher,total_bachelors_or_higher,male_bachelors_or_higher,female_bachelors_or_higher
0610993080,"Sonora CCD, Tuolumne County, California",14146.0,7851.0,74.0,42.0,67.0,81.0,178.0,176.0,435.0,184.0,2522.0,894.0,1608.0,462.0,684.0,283.0,70.0,91.0,6295.0,83.0,8.0,19.0,40.0,95.0,98.0,28.0,89.0,1726.0,993.0,1139.0,695.0,795.0,401.0,86.0,0.0,109,93080,06,157.0,50.0,86.0,121.0,273.0,274.0,463.0,273.0,4248.0,1887.0,2747.0,1157.0,1479.0,684.0,156.0,91.0,1697.0,1237.0,460.0,4634.0,2502.0,2132.0,931.0,444.0,487.0,2410.0,1128.0,1282.0
0610990835,"East Sonora-Phoenix Lake CCD, Tuolumne County, California",10222.0,4932.0,4.0,5.0,26.0,12.0,11.0,97.0,218.0,72.0,1539.0,374.0,824.0,508.0,734.0,292.0,142.0,74.0,5290.0,24.0,0.0,0.0,50.0,24.0,23.0,111.0,158.0,1623.0,478.0,1014.0,640.0,823.0,243.0,58.0,21.0,109,90835,06,28.0,5.0,26.0,62.0,35.0,120.0,329.0,230.0,3162.0,852.0,1838.0,1148.0,1557.0,535.0,200.0,95.0,835.0,445.0,390.0,2690.0,1198.0,1492.0,830.0,508.0,322.0,2387.0,1242.0,1145.0
0607790900,"Escalon CCD, San Joaquin County, California",8767.0,4280.0,108.0,102.0,127.0,59.0,0.0,32.0,52.0,112.0,1104.0,529.0,912.0,354.0,546.0,189.0,12.0,42.0,4487.0,83.0,68.0,145.0,108.0,24.0,55.0,28.0,14.0,1704.0,349.0,903.0,407.0,399.0,170.0,14.0,16.0,077,90900,06,191.0,170.0,272.0,167.0,24.0,87.0,80.0,126.0,2808.0,878.0,1815.0,761.0,945.0,359.0,26.0,58.0,1117.0,592.0,525.0,2693.0,1441.0,1252.0,443.0,243.0,200.0,1388.0,789.0,599.0
0607793340,"Thornton CCD, San Joaquin County, California",8968.0,4221.0,98.0,31.0,132.0,73.0,4.0,84.0,26.0,160.0,873.0,366.0,709.0,508.0,664.0,221.0,112.0,160.0,4747.0,143.0,38.0,96.0,76.0,7.0,16.0,34.0,143.0,1034.0,293.0,752.0,478.0,1051.0,398.0,126.0,62.0,077,93340,06,241.0,69.0,228.0,149.0,11.0,100.0,60.0,303.0,1907.0,659.0,1461.0,986.0,1715.0,619.0,238.0,222.0,1161.0,608.0,553.0,2120.0,1075.0,1045.0,1079.0,493.0,586.0,2794.0,1157.0,1637.0
0607791630,"Linden-Farmington CCD, San Joaquin County, California",3843.0,1961.0,26.0,14.0,78.0,91.0,53.0,26.0,34.0,29.0,698.0,96.0,225.0,260.0,201.0,84.0,21.0,25.0,1882.0,4.0,23.0,95.0,35.0,51.0,35.0,8.0,20.0,559.0,159.0,372.0,201.0,212.0,83.0,13.0,12.0,077,91630,06,30.0,37.0,173.0,126.0,104.0,61.0,42.0,49.0,1257.0,255.0,597.0,461.0,413.0,167.0,34.0,37.0,622.0,351.0,271.0,852.0,321.0,531.0,238.0,130.0,108.0,651.0,331.0,320.0
0607791690,"Lockeford CCD, San Joaquin County, California",8121.0,4028.0,153.0,113.0,126.0,190.0,31.0,75.0,137.0,114.0,1103.0,239.0,617.0,366.0,483.0,149.0,64.0,68.0,4093.0,177.0,83.0,213.0,61.0,32.0,30.0,83.0,60.0,1079.0,335.0,751.0,469.0,489.0,181.0,50.0,0.0,077,91690,06,330.0,196.0,339.0,251.0,63.0,105.0,220.0,174.0,2182.0,574.0,1368.0,835.0,972.0,330.0,114.0,68.0,1678.0,939.0,739.0,1942.0,856.0,1086.0,512.0,281.0,231.0,1484.0,764.0,720.0
0607791700,"Lodi CCD, San Joaquin County, California",54858.0,26513.0,747.0,344.0,1135.0,620.0,537.0,565.0,570.0,905.0,7416.0,1825.0,3994.0,2693.0,3230.0,1228.0,456.0,248.0,28345.0,946.0,320.0,1263.0,469.0,377.0,302.0,808.0,702.0,7495.0,2293.0,3994.0,3578.0,3792.0,1379.0,460.0,167.0,077,91700,06,1693.0,664.0,2398.0,1089.0,914.0,867.0,1378.0,1607.0,14911.0,4118.0,7988.0,6271.0,7022.0,2607.0,916.0,415.0,10610.0,5423.0,5187.0,12106.0,5819.0,6287.0,3938.0,1932.0,2006.0,10960.0,5162.0,5798.0
0607793240,"Stockton CCD, San Joaquin County, California",217476.0,104912.0,5077.0,2320.0,6702.0,2210.0,2189.0,2912.0,3695.0,4025.0,29767.0,7414.0,14472.0,8143.0,10700.0,2661.0,1674.0,951.0,112564.0,5850.0,2254.0,5676.0,2336.0,2030.0,2705.0,4333.0,3861.0,28257.0,9090.0,17158.0,10545.0,12555.0,4535.0,891.0,488.0,077,93240,06,10927.0,4574.0,12378.0,4546.0,4219.0,5617.0,8028.0,7886.0,58024.0,16504.0,31630.0,18688.0,23255.0,7196.0,2565.0,1439.0,58175.0,29130.0,29045.0,48134.0,21886.0,26248.0,11200.0,5286.0,5914.0,34455.0,15986.0,18469.0
0607791870,"Manteca CCD, San Joaquin County, California",67138.0,32491.0,857.0,336.0,840.0,458.0,605.0,571.0,917.0,1430.0,10592.0,2462.0,5285.0,3354.0,3401.0,1094.0,231.0,58.0,34647.0,959.0,346.0,847.0,508.0,523.0,939.0,974.0,1042.0,10729.0,2528.0,6488.0,3217.0,4087.0,1147.0,240.0,73.0,077,91870,06,1816.0,682.0,1687.0,966.0,1128.0,1510.0,1891.0,2472.0,21321.0,4990.0,11773.0,6571.0,7488.0,2241.0,471.0,131.0,12152.0,6014.0,6138.0,16763.0,7747.0,9016.0,2843.0,1383.0,1460.0,10331.0,4784.0,5547.0
0607792620,"Ripon CCD, San Joaquin County, California",11488.0,5659.0,114.0,10.0,81.0,0.0,61.0,49.0,69.0,137.0,1418.0,463.0,1160.0,595.0,941.0,439.0,89.0,33.0,5829.0,114.0,122.0,74.0,72.0,10.0,8.0,89.0,101.0,1470.0,609.0,1081.0,537.0,983.0,441.0,118.0,0.0,077,92620,06,228.0,132.0,155.0,72.0,71.0,57.0,158.0,238.0,2888.0,1072.0,2241.0,1132.0,1924.0,880.0,207.0,33.0,1111.0,521.0,590.0,3313.0,1623.0,1690.0,1120.0,561.0,559.0,3044.0,1502.0,1542.0
0607793400,"Tracy CCD, San Joaquin County, California",70198.0,35934.0,794.0,339.0,561.0,711.0,443.0,490.0,1100.0,1209.0,9773.0,3132.0,6544.0,2867.0,5550.0,1687.0,476.0,258.0,34264.0,846.0,452.0,798.0,454.0,344.0,273.0,623.0,1127.0,8328.0,2847.0,6378.0,3369.0,6193.0,1634.0,327.0,271.0,077,93400,06,1640.0,791.0,1359.0,1165.0,787.0,763.0,1723.0,2336.0,18101.0,5979.0,12922.0,6236.0,11743.0,3321.0,803.0,529.0,10564.0,5647.0,4917.0,18901.0,9676.0,9225.0,4653.0,2421.0,2232.0,16396.0,7971.0,8425.0
0600593300,"Sutter Creek-Plymouth CCD, Amador County, California",6807.0,3449.0,50.0,8.0,52.0,42.0,41.0,79.0,97.0,18.0,985.0,326.0,590.0,323.0,600.0,178.0,36.0,24.0,3358.0,57.0,11.0,19.0,0.0,17.0,19.0,42.0,33.0,835.0,300.0,630.0,531.0,525.0,242.0,74.0,23.0,005,93300,06,107.0,19.0,71.0,42.0,58.0,98.0,139.0,51.0,1820.0,626.0,1220.0,854.0,1125.0,420.0,110.0,47.0,585.0,387.0,198.0,1846.0,916.0,930.0,577.0,238.0,339.0,1702.0,838.0,864.0
0600591430,"Jackson CCD, Amador County, California",5528.0,2413.0,10.0,0.0,8.0,0.0,10.0,14.0,67.0,48.0,702.0,211.0,567.0,267.0,276.0,83.0,89.0,61.0,3115.0,27.0,0.0,30.0,27.0,13.0,13.0,34.0,35.0,865.0,248.0,785.0,290.0,523.0,108.0,66.0,51.0,005,91430,06,37.0,0.0,38.0,27.0,23.0,27.0,101.0,83.0,1567.0,459.0,1352.0,557.0,799.0,191.0,155.0,112.0,336.0,157.0,179.0,1811.0,778.0,1033.0,458.0,233.0,225.0,1257.0,509.0,748.0
0600592470,"Pine Grove-Silver Lake CCD, Amador County, California",7967.0,3931.0,0.0,9.0,11.0,65.0,21.0,28.0,74.0,29.0,1153.0,351.0,806.0,432.0,666.0,230.0,26.0,30.0,4036.0,34.0,11.0,0.0,0.0,7.0,48.0,30.0,85.0,909.0,442.0,1011.0,425.0,752.0,108.0,122.0,52.0,005,92470,06,34.0,20.0,11.0,65.0,28.0,76.0,104.0,114.0,2062.0,793.0,1817.0,857.0,1418.0,338.0,148.0,82.0,452.0,237.0,215.0,2610.0,1157.0,1453.0,568.0,286.0,282.0,1986.0,952.0,1034.0
0600591410,"Ione CCD, Amador County, California",8651.0,5735.0,24.0,27.0,66.0,124.0,214.0,163.0,489.0,190.0,1486.0,573.0,1126.0,441.0,548.0,155.0,75.0,34.0,2916.0,54.0,31.0,26.0,39.0,5.0,28.0,96.0,29.0,897.0,222.0,523.0,325.0,395.0,136.0,96.0,14.0,005,91410,06,78.0,58.0,92.0,163.0,219.0,191.0,585.0,219.0,2383.0,795.0,1649.0,766.0,943.0,291.0,171.0,48.0,1605.0,1297.0,308.0,2444.0,1699.0,745.0,510.0,264.0,246.0,1453.0,812.0,641.0
0604790720,"Dos Palos CCD, Merced County, California",5532.0,2813.0,120.0,145.0,354.0,68.0,99.0,58.0,98.0,132.0,810.0,201.0,402.0,96.0,219.0,6.0,0.0,5.0,2719.0,62.0,165.0,277.0,92.0,125.0,10.0,53.0,45.0,838.0,138.0,452.0,149.0,144.0,118.0,46.0,5.0,047,90720,06,182.0,310.0,631.0,160.0,224.0,68.0,151.0,177.0,1648.0,339.0,854.0,245.0,363.0,124.0,46.0,10.0,1903.0,1074.0,829.0,1193.0,603.0,590.0,180.0,11.0,169.0,543.0,230.0,313.0
