geoid,name,total,male_total,female_total,total_same_house,male_same_house,female_same_house,total_moved_within_county,male_moved_within_county,female_moved_within_county,total_moved_from_different_county_in_same_state,male_moved_from_different_county_in_same_state,female_moved_from_different_county_in_same_state,total_moved_from_different_state,male_moved_from_different_state,female_moved_from_different_state,total_moved_from_abroad,male_moved_from_abroad,female_moved_from_abroad,county,county subdivision,state
0212238460,"Kenai-Cook Inlet census subarea, Kenai Peninsula Borough, Alaska",51780.0,26824.0,24956.0,42643.0,22277.0,20366.0,5924.0,2782.0,3142.0,1441.0,800.0,641.0,1678.0,898.0,780.0,94.0,67.0,27.0,122,38460,02
0226114420,"Chugach census subarea, Valdez-Cordova Census Area, Alaska",7671.0,4132.0,3539.0,6063.0,3069.0,2994.0,464.0,210.0,254.0,250.0,149.0,101.0,886.0,699.0,187.0,8.0,5.0,3.0,261,14420,02
0206818765,"Denali census subarea, Denali Borough, Alaska",2287.0,1164.0,1123.0,1539.0,793.0,746.0,70.0,36.0,34.0,118.0,57.0,61.0,400.0,177.0,223.0,160.0,101.0,59.0,068,18765,02
0226117350,"Copper River census subarea, Valdez-Cordova Census Area, Alaska",1705.0,758.0,947.0,1390.0,652.0,738.0,118.0,29.0,89.0,167.0,67.0,100.0,24.0,4.0,20.0,6.0,6.0,0.0,261,17350,02
0212268610,"Seward-Hope census subarea, Kenai Peninsula Borough, Alaska",5611.0,3113.0,2498.0,4590.0,2536.0,2054.0,285.0,162.0,123.0,299.0,214.0,85.0,321.0,140.0,181.0,116.0,61.0,55.0,122,68610,02
0229046060,"McGrath-Holy Cross census subarea, Yukon-Koyukuk Census Area, Alaska",1007.0,575.0,432.0,866.0,491.0,375.0,95.0,56.0,39.0,36.0,24.0,12.0,7.0,4.0,3.0,3.0,0.0,3.0,290,46060,02
0216442780,"Lake and Peninsula census subarea, Lake and Peninsula Borough, Alaska",1286.0,653.0,633.0,1127.0,571.0,556.0,81.0,42.0,39.0,54.0,31.0,23.0,22.0,8.0,14.0,2.0,1.0,1.0,164,42780,02
0224072030,"Southeast Fairbanks census subarea, Southeast Fairbanks Census Area, Alaska",6772.0,3749.0,3023.0,5483.0,3072.0,2411.0,602.0,300.0,302.0,432.0,272.0,160.0,196.0,72.0,124.0,59.0,33.0,26.0,240,72030,02
0229042080,"Koyukuk-Middle Yukon census subarea, Yukon-Koyukuk Census Area, Alaska",3166.0,1674.0,1492.0,2714.0,1446.0,1268.0,206.0,110.0,96.0,114.0,56.0,58.0,96.0,55.0,41.0,36.0,7.0,29.0,290,42080,02
0229086690,"Yukon Flats census subarea, Yukon-Koyukuk Census Area, Alaska",1209.0,647.0,562.0,1100.0,582.0,518.0,52.0,30.0,22.0,27.0,18.0,9.0,22.0,12.0,10.0,8.0,5.0,3.0,290,86690,02
020203050,"Anchorage census subarea, Anchorage Municipality, Alaska",294072.0,150308.0,143764.0,235360.0,119172.0,116188.0,37387.0,19687.0,17700.0,5503.0,3113.0,2390.0,12934.0,6820.0,6114.0,2888.0,1516.0,1372.0,020,3050,02
020131598,"Aleutians East census subarea, Aleutians East Borough, Alaska",3323.0,2046.0,1277.0,2725.0,1671.0,1054.0,173.0,103.0,70.0,131.0,89.0,42.0,206.0,127.0,79.0,88.0,56.0,32.0,013,1598,02
0219864310,"Prince of Wales census subarea, Prince of Wales-Hyder Census Area, Alaska",4725.0,2582.0,2143.0,4007.0,2211.0,1796.0,396.0,189.0,207.0,106.0,73.0,33.0,216.0,109.0,107.0,0.0,0.0,0.0,198,64310,02
0223070810,"Skagway census subarea, Skagway Municipality, Alaska",1027.0,592.0,435.0,747.0,427.0,320.0,98.0,55.0,43.0,62.0,24.0,38.0,107.0,77.0,30.0,13.0,9.0,4.0,230,70810,02
0219834575,"Hyder census subarea, Prince of Wales-Hyder Census Area, Alaska",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198,34575,02
