geoid,name,total_population_16over,in_labor_force,civilian,civilian_employed,civilian_unemployed,armed_forces,not_in_labor_force,county,county subdivision,state
2500926150,"Gloucester city, Essex County, Massachusetts",25686.0,16294.0,16244.0,15249.0,995.0,50.0,9392.0,009,26150,25
2500927900,"Hamilton town, Essex County, Massachusetts",6069.0,3903.0,3903.0,3754.0,149.0,0.0,2166.0,009,27900,25
250115560,"Bernardston town, Franklin County, Massachusetts",1799.0,1167.0,1167.0,1117.0,50.0,0.0,632.0,011,5560,25
2501125730,"Gill town, Franklin County, Massachusetts",1452.0,1102.0,1102.0,1056.0,46.0,0.0,350.0,011,25730,25
2501129475,"Hawley town, Franklin County, Massachusetts",364.0,229.0,229.0,216.0,13.0,0.0,135.0,011,29475,25
2501161135,"Shelburne town, Franklin County, Massachusetts",1664.0,991.0,991.0,923.0,68.0,0.0,673.0,011,61135,25
2501135180,"Leverett town, Franklin County, Massachusetts",1666.0,1096.0,1096.0,1056.0,40.0,0.0,570.0,011,35180,25
2501129650,"Heath town, Franklin County, Massachusetts",589.0,353.0,353.0,349.0,4.0,0.0,236.0,011,29650,25
2501135285,"Leyden town, Franklin County, Massachusetts",585.0,420.0,420.0,406.0,14.0,0.0,165.0,011,35285,25
2501147835,"Northfield town, Franklin County, Massachusetts",2453.0,1713.0,1713.0,1589.0,124.0,0.0,740.0,011,47835,25
2501572880,"Ware town, Hampshire County, Massachusetts",8163.0,5332.0,5295.0,4912.0,383.0,37.0,2831.0,015,72880,25
2501546330,"Northampton city, Hampshire County, Massachusetts",24383.0,15933.0,15933.0,15012.0,921.0,0.0,8450.0,015,46330,25
2501554030,"Plainfield town, Hampshire County, Massachusetts",574.0,406.0,406.0,386.0,20.0,0.0,168.0,015,54030,25
2501576380,"Westhampton town, Hampshire County, Massachusetts",1487.0,1141.0,1137.0,1076.0,61.0,4.0,346.0,015,76380,25
2501582175,"Worthington town, Hampshire County, Massachusetts",1078.0,756.0,756.0,746.0,10.0,0.0,322.0,015,82175,25
250151325,"Amherst town, Hampshire County, Massachusetts",36782.0,20771.0,20771.0,18716.0,2055.0,0.0,16011.0,015,1325,25
2501526535,"Granby town, Hampshire County, Massachusetts",5314.0,3713.0,3693.0,3514.0,179.0,20.0,1601.0,015,26535,25
2501526290,"Goshen town, Hampshire County, Massachusetts",918.0,693.0,693.0,674.0,19.0,0.0,225.0,015,26290,25
2501513590,"Chesterfield town, Hampshire County, Massachusetts",1071.0,798.0,790.0,718.0,72.0,8.0,273.0,015,13590,25
2501527690,"Hadley town, Hampshire County, Massachusetts",4629.0,2664.0,2664.0,2632.0,32.0,0.0,1965.0,015,27690,25
2501531785,"Huntington town, Hampshire County, Massachusetts",1652.0,1132.0,1127.0,1113.0,14.0,5.0,520.0,015,31785,25
2501552560,"Pelham town, Hampshire County, Massachusetts",1060.0,690.0,690.0,647.0,43.0,0.0,370.0,015,52560,25
2501564145,"South Hadley town, Hampshire County, Massachusetts",15635.0,10026.0,9975.0,9360.0,615.0,51.0,5609.0,015,64145,25
250154825,"Belchertown town, Hampshire County, Massachusetts",12173.0,8953.0,8953.0,8554.0,399.0,0.0,3220.0,015,4825,25
2501540990,"Middlefield town, Hampshire County, Massachusetts",427.0,321.0,321.0,312.0,9.0,0.0,106.0,015,40990,25
2501562745,"Southampton town, Hampshire County, Massachusetts",5077.0,3423.0,3423.0,3212.0,211.0,0.0,1654.0,015,62745,25
2501516040,"Cummington town, Hampshire County, Massachusetts",721.0,447.0,447.0,425.0,22.0,0.0,274.0,015,16040,25
2501579915,"Williamsburg town, Hampshire County, Massachusetts",2104.0,1527.0,1527.0,1434.0,93.0,0.0,577.0,015,79915,25
2501529265,"Hatfield town, Hampshire County, Massachusetts",2969.0,1953.0,1953.0,1914.0,39.0,0.0,1016.0,015,29265,25
250190,"County subdivisions not defined, Nantucket County, Massachusetts",0.0,0.0,0.0,0.0,0.0,0.0,0.0,019,0,25
2501943790,"Nantucket town, Nantucket County, Massachusetts",8914.0,6679.0,6659.0,6408.0,251.0,20.0,2235.0,019,43790,25
