geoid,name,total,only_english,spanish_and_english,spanish_no_english,french_and_english,french_no_english,germanic_and_english,germanic_no_english,slavic_and_english,slavic_no_english,other_indoeuropean_and_english,other_indoeuropean_no_english,korean_and_english,korean_no_english,chinese_and_english,chinese_no_english,vietnamese_and_english,vietnamese_no_english,tagalog_and_english,tagalog_no_english,other_asian_and_english,other_asian_no_english,arabic_and_english,arabic_no_english,other_and_english,other_no_english,county,county subdivision,state,total_english,total_no_english
4506592262,"Mount Carmel CCD, McCormick County, South Carolina",2167.0,2161.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,065,92262,45,2167.0,0.0
4505990663,"Clinton CCD, Laurens County, South Carolina",14234.0,13723.0,208.0,154.0,22.0,25.0,2.0,0.0,0.0,0.0,9.0,2.0,34.0,0.0,0.0,18.0,0.0,3.0,2.0,0.0,0.0,21.0,11.0,0.0,0.0,0.0,059,90663,45,14011.0,223.0
4505991924,"Laurens CCD, Laurens County, South Carolina",19562.0,18219.0,561.0,575.0,41.0,0.0,112.0,0.0,0.0,0.0,36.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,059,91924,45,18969.0,593.0
4505991690,"Joanna CCD, Laurens County, South Carolina",2153.0,2146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,059,91690,45,2149.0,4.0
4506592561,"Parksville CCD, McCormick County, South Carolina",2058.0,2036.0,17.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,065,92561,45,2058.0,0.0
4506592119,"McCormick CCD, McCormick County, South Carolina",5173.0,4974.0,114.0,0.0,9.0,4.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,17.0,0.0,17.0,0.0,11.0,0.0,065,92119,45,5166.0,7.0
4507790533,"Central CCD, Pickens County, South Carolina",11044.0,10090.0,295.0,281.0,10.0,0.0,28.0,0.0,28.0,7.0,38.0,8.0,0.0,0.0,31.0,121.0,0.0,0.0,38.0,0.0,39.0,25.0,0.0,0.0,5.0,0.0,077,90533,45,10602.0,442.0
4507790936,"Easley CCD, Pickens County, South Carolina",35195.0,33851.0,640.0,215.0,69.0,0.0,21.0,32.0,0.0,0.0,39.0,11.0,0.0,23.0,54.0,144.0,0.0,51.0,9.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,077,90936,45,34719.0,476.0
4507792639,"Pickens CCD, Pickens County, South Carolina",14603.0,14379.0,69.0,41.0,16.0,0.0,63.0,0.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,077,92639,45,14552.0,51.0
4507790949,"Easley East CCD, Pickens County, South Carolina",9894.0,9630.0,12.0,0.0,14.0,0.0,15.0,0.0,78.0,0.0,75.0,0.0,14.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,11.0,0.0,077,90949,45,9849.0,45.0
4507793146,"Six Mile CCD, Pickens County, South Carolina",9992.0,9726.0,144.0,57.0,10.0,0.0,0.0,0.0,17.0,0.0,3.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,077,93146,45,9933.0,59.0
4507790650,"Clemson CCD, Pickens County, South Carolina",19350.0,17692.0,165.0,189.0,31.0,0.0,49.0,0.0,96.0,0.0,189.0,243.0,5.0,0.0,150.0,168.0,21.0,0.0,0.0,0.0,124.0,56.0,120.0,29.0,23.0,0.0,077,90650,45,18665.0,685.0
4507791950,"Liberty CCD, Pickens County, South Carolina",12186.0,11756.0,235.0,153.0,6.0,0.0,0.0,0.0,0.0,0.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,077,91950,45,12029.0,157.0
4508791742,"Jonesville CCD, Union County, South Carolina",3627.0,3533.0,23.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,087,91742,45,3571.0,56.0
4508790507,"Carlisle CCD, Union County, South Carolina",1626.0,1599.0,2.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,087,90507,45,1626.0,0.0
4508790832,"Cross Keys CCD, Union County, South Carolina",951.0,951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,087,90832,45,951.0,0.0
4508793679,"West Springs CCD, Union County, South Carolina",2157.0,2120.0,16.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,087,93679,45,2136.0,21.0
4508791989,"Lockhart CCD, Union County, South Carolina",2445.0,2435.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,087,91989,45,2445.0,0.0
4508793497,"Union CCD, Union County, South Carolina",15454.0,15291.0,36.0,71.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,087,93497,45,15337.0,117.0
4508991495,"Hemingway CCD, Williamsburg County, South Carolina",4369.0,4337.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,089,91495,45,4369.0,0.0
4508993458,"Trio CCD, Williamsburg County, South Carolina",2455.0,2406.0,32.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,089,93458,45,2455.0,0.0
4508991339,"Greeleyville CCD, Williamsburg County, South Carolina",2353.0,2256.0,80.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,089,91339,45,2353.0,0.0
4508991768,"Kingstree CCD, Williamsburg County, South Carolina",11936.0,11607.0,156.0,39.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,6.0,0.0,15.0,0.0,089,91768,45,11897.0,39.0
4508992353,"Nesmith CCD, Williamsburg County, South Carolina",2285.0,2244.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,089,92353,45,2266.0,19.0
4508991898,"Lane CCD, Williamsburg County, South Carolina",3948.0,3485.0,194.0,217.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,089,91898,45,3731.0,217.0
4500390026,"Aiken CCD, Aiken County, South Carolina",59893.0,56359.0,1020.0,1052.0,6.0,20.0,276.0,46.0,88.0,14.0,223.0,95.0,0.0,13.0,45.0,13.0,0.0,57.0,123.0,131.0,82.0,130.0,6.0,47.0,33.0,14.0,003,90026,45,58261.0,1632.0
4500391651,"Jackson CCD, Aiken County, South Carolina",3336.0,3262.0,48.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,003,91651,45,3333.0,3.0
4500390208,"Beech Island CCD, Aiken County, South Carolina",7866.0,7240.0,323.0,204.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,003,90208,45,7662.0,204.0
4500392379,"New Ellenton CCD, Aiken County, South Carolina",10975.0,10287.0,301.0,281.0,0.0,0.0,0.0,0.0,39.0,19.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,003,92379,45,10666.0,309.0
4500392418,"North Augusta CCD, Aiken County, South Carolina",52451.0,48546.0,1750.0,1546.0,23.0,6.0,170.0,0.0,0.0,0.0,69.0,32.0,11.0,59.0,10.0,74.0,28.0,66.0,13.0,41.0,0.0,0.0,7.0,0.0,0.0,0.0,003,92418,45,50627.0,1824.0
4500392977,"Salley CCD, Aiken County, South Carolina",2385.0,2359.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,003,92977,45,2365.0,20.0
4500393562,"Wagener CCD, Aiken County, South Carolina",4416.0,4303.0,34.0,24.0,0.0,0.0,41.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,003,93562,45,4378.0,38.0
