geoid,name,total,male_total,female_total,total_same_house,male_same_house,female_same_house,total_moved_within_county,male_moved_within_county,female_moved_within_county,total_moved_from_different_county_in_same_state,male_moved_from_different_county_in_same_state,female_moved_from_different_county_in_same_state,total_moved_from_different_state,male_moved_from_different_state,female_moved_from_different_state,total_moved_from_abroad,male_moved_from_abroad,female_moved_from_abroad,county,county subdivision,state
0900163480,"Redding town, Fairfield County, Connecticut",9217.0,4622.0,4595.0,8145.0,4082.0,4063.0,817.0,447.0,370.0,21.0,0.0,21.0,197.0,93.0,104.0,37.0,0.0,37.0,001,63480,09
0900174190,"Stratford town, Fairfield County, Connecticut",52242.0,24267.0,27975.0,48758.0,22762.0,25996.0,2059.0,862.0,1197.0,580.0,291.0,289.0,764.0,334.0,430.0,81.0,18.0,63.0,001,74190,09
0900173070,"Stamford town, Fairfield County, Connecticut",126922.0,63250.0,63672.0,109200.0,53996.0,55204.0,10656.0,5506.0,5150.0,764.0,468.0,296.0,4668.0,2287.0,2381.0,1634.0,993.0,641.0,001,73070,09
0900150580,"New Canaan town, Fairfield County, Connecticut",20291.0,9873.0,10418.0,17474.0,8515.0,8959.0,2272.0,1069.0,1203.0,39.0,16.0,23.0,462.0,259.0,203.0,44.0,14.0,30.0,001,50580,09
0900150860,"New Fairfield town, Fairfield County, Connecticut",13934.0,7005.0,6929.0,13026.0,6500.0,6526.0,461.0,275.0,186.0,2.0,2.0,0.0,399.0,194.0,205.0,46.0,34.0,12.0,001,50860,09
0900152980,"Newtown town, Fairfield County, Connecticut",27900.0,13827.0,14073.0,25651.0,12659.0,12992.0,1189.0,534.0,655.0,447.0,285.0,162.0,528.0,305.0,223.0,85.0,44.0,41.0,001,52980,09
0900183430,"Weston town, Fairfield County, Connecticut",10305.0,5291.0,5014.0,9517.0,4891.0,4626.0,476.0,229.0,247.0,32.0,32.0,0.0,188.0,115.0,73.0,92.0,24.0,68.0,001,83430,09
090010,"County subdivisions not defined, Fairfield County, Connecticut",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,001,0,09
0900123890,"Easton town, Fairfield County, Connecticut",7584.0,3833.0,3751.0,7104.0,3612.0,3492.0,383.0,149.0,234.0,12.0,12.0,0.0,74.0,49.0,25.0,11.0,11.0,0.0,001,23890,09
0900186370,"Wilton town, Fairfield County, Connecticut",18544.0,9202.0,9342.0,16561.0,8241.0,8320.0,1078.0,574.0,504.0,22.0,10.0,12.0,760.0,359.0,401.0,123.0,18.0,105.0,001,86370,09
090018070,"Bridgeport town, Fairfield County, Connecticut",145638.0,71044.0,74594.0,119378.0,57466.0,61912.0,18550.0,9574.0,8976.0,1798.0,975.0,823.0,3655.0,1910.0,1745.0,2257.0,1119.0,1138.0,001,8070,09
0900118850,"Darien town, Fairfield County, Connecticut",21461.0,10307.0,11154.0,19339.0,9328.0,10011.0,1100.0,505.0,595.0,68.0,29.0,39.0,768.0,388.0,380.0,186.0,57.0,129.0,001,18850,09
0900126620,"Fairfield town, Fairfield County, Connecticut",61077.0,29262.0,31815.0,53765.0,25852.0,27913.0,4210.0,2061.0,2149.0,531.0,243.0,288.0,2088.0,909.0,1179.0,483.0,197.0,286.0,001,26620,09
090014720,"Bethel town, Fairfield County, Connecticut",19249.0,9513.0,9736.0,18002.0,8899.0,9103.0,983.0,475.0,508.0,156.0,58.0,98.0,108.0,81.0,27.0,0.0,0.0,0.0,001,4720,09
0900163970,"Ridgefield town, Fairfield County, Connecticut",25086.0,12154.0,12932.0,23048.0,11184.0,11864.0,1165.0,604.0,561.0,170.0,55.0,115.0,522.0,196.0,326.0,181.0,115.0,66.0,001,63970,09
0900168170,"Shelton town, Fairfield County, Connecticut",41089.0,19781.0,21308.0,36685.0,17752.0,18933.0,2600.0,1179.0,1421.0,751.0,377.0,374.0,961.0,455.0,506.0,92.0,18.0,74.0,001,68170,09
0900183500,"Westport town, Fairfield County, Connecticut",27588.0,13133.0,14455.0,24671.0,11725.0,12946.0,1502.0,860.0,642.0,97.0,67.0,30.0,1115.0,421.0,694.0,203.0,60.0,143.0,001,83500,09
0900118500,"Danbury town, Fairfield County, Connecticut",83493.0,41097.0,42396.0,73132.0,35935.0,37197.0,6048.0,2872.0,3176.0,549.0,203.0,346.0,2642.0,1325.0,1317.0,1122.0,762.0,360.0,001,18500,09
090093250,"Beacon Falls town, New Haven County, Connecticut",6032.0,2709.0,3323.0,5740.0,2520.0,3220.0,254.0,151.0,103.0,0.0,0.0,0.0,38.0,38.0,0.0,0.0,0.0,0.0,009,3250,09
0900982870,"West Haven town, New Haven County, Connecticut",54663.0,27652.0,27011.0,46347.0,23346.0,23001.0,5229.0,2708.0,2521.0,1042.0,519.0,523.0,1049.0,563.0,486.0,996.0,516.0,480.0,009,82870,09
090094580,"Bethany town, New Haven County, Connecticut",5514.0,2656.0,2858.0,5044.0,2454.0,2590.0,385.0,177.0,208.0,24.0,0.0,24.0,12.0,0.0,12.0,49.0,25.0,24.0,009,4580,09
