geoid,name,total,male_total,male_no_schooling,male_nursery_to_4th_grade,male_5th_and_6th_grade,male_7th_and_8th_grade,male_9th_grade,male_10th_grade,male_11th_grade,male_12th_grade_no_diploma,male_high_school_graduate,male_less_than_1_year_college,male_1_or_more_years_college,male_associates_degree,male_bachelors_degree,male_masters_degree,male_professional_school_degree,male_doctorate_degree,female_total,female_no_schooling,female_nursery_to_4th_grade,female_5th_and_6th_grade,female_7th_and_8th_grade,female_9th_grade,female_10th_grade,female_11th_grade,female_12th_grade_no_diploma,female_high_school_graduate,female_less_than_1_year_college,female_1_or_more_years_college,female_associates_degree,female_bachelors_degree,female_masters_degree,female_professional_school_degree,female_doctorate_degree,county,county subdivision,state,total_no_schooling,total_nursery_to_4th_grade,total_5th_and_6th_grade,total_7th_and_8th_grade,total_9th_grade,total_10th_grade,total_11th_grade,total_12th_grade_no_diploma,total_high_school_graduate,total_less_than_1_year_college,total_1_or_more_years_college,total_associates_degree,total_bachelors_degree,total_masters_degree,total_professional_school_degree,total_doctorate_degree,total_less_than_high_scool,male_less_than_high_scool,female_less_than_high_scool,total_some_college,male_some_college,female_some_college,total_masters_or_higher,male_masters_or_higher,female_masters_or_higher,total_bachelors_or_higher,male_bachelors_or_higher,female_bachelors_or_higher
4106991938,"Mitchell CCD, Wheeler County, Oregon",610.0,284.0,0.0,0.0,0.0,2.0,5.0,2.0,3.0,4.0,123.0,31.0,42.0,22.0,37.0,2.0,7.0,4.0,326.0,0.0,0.0,0.0,7.0,8.0,3.0,11.0,1.0,130.0,23.0,55.0,30.0,26.0,23.0,3.0,6.0,069,91938,41,0.0,0.0,0.0,9.0,13.0,5.0,14.0,5.0,253.0,54.0,97.0,52.0,63.0,25.0,10.0,10.0,46.0,16.0,30.0,151.0,73.0,78.0,45.0,13.0,32.0,108.0,50.0,58.0
4104991411,"Ione-Lexington CCD, Morrow County, Oregon",718.0,385.0,0.0,3.0,8.0,7.0,13.0,0.0,3.0,2.0,106.0,17.0,97.0,72.0,39.0,11.0,0.0,7.0,333.0,0.0,0.0,3.0,8.0,0.0,9.0,0.0,0.0,101.0,35.0,36.0,67.0,58.0,16.0,0.0,0.0,049,91411,41,0.0,3.0,11.0,15.0,13.0,9.0,3.0,2.0,207.0,52.0,133.0,139.0,97.0,27.0,0.0,7.0,56.0,36.0,20.0,185.0,114.0,71.0,34.0,18.0,16.0,131.0,57.0,74.0
4104990323,"Boardman CCD, Morrow County, Oregon",5062.0,2606.0,68.0,54.0,50.0,70.0,232.0,113.0,134.0,23.0,902.0,235.0,402.0,201.0,66.0,49.0,0.0,7.0,2456.0,32.0,69.0,174.0,103.0,93.0,116.0,185.0,44.0,880.0,178.0,277.0,128.0,134.0,43.0,0.0,0.0,049,90323,41,100.0,123.0,224.0,173.0,325.0,229.0,319.0,67.0,1782.0,413.0,679.0,329.0,200.0,92.0,0.0,7.0,1560.0,744.0,816.0,1092.0,637.0,455.0,99.0,56.0,43.0,299.0,122.0,177.0
4104991309,"Heppner CCD, Morrow County, Oregon",1311.0,595.0,0.0,9.0,0.0,9.0,11.0,28.0,18.0,34.0,158.0,33.0,148.0,32.0,104.0,11.0,0.0,0.0,716.0,4.0,0.0,0.0,0.0,1.0,7.0,5.0,7.0,255.0,56.0,116.0,116.0,143.0,6.0,0.0,0.0,049,91309,41,4.0,9.0,0.0,9.0,12.0,35.0,23.0,41.0,413.0,89.0,264.0,148.0,247.0,17.0,0.0,0.0,133.0,109.0,24.0,353.0,181.0,172.0,17.0,11.0,6.0,264.0,115.0,149.0
4100792839,"Seaside CCD, Clatsop County, Oregon",6355.0,3021.0,0.0,0.0,49.0,25.0,7.0,48.0,7.0,83.0,806.0,451.0,514.0,178.0,472.0,305.0,7.0,69.0,3334.0,2.0,44.0,20.0,85.0,18.0,96.0,81.0,32.0,791.0,429.0,679.0,426.0,404.0,169.0,21.0,37.0,007,92839,41,2.0,44.0,69.0,110.0,25.0,144.0,88.0,115.0,1597.0,880.0,1193.0,604.0,876.0,474.0,28.0,106.0,597.0,219.0,378.0,2073.0,965.0,1108.0,608.0,381.0,227.0,1484.0,853.0,631.0
4100790153,"Astoria CCD, Clatsop County, Oregon",18759.0,9218.0,23.0,17.0,52.0,97.0,91.0,97.0,155.0,142.0,2408.0,1093.0,2108.0,721.0,1419.0,542.0,130.0,123.0,9541.0,59.0,28.0,32.0,95.0,73.0,144.0,206.0,127.0,2105.0,979.0,1834.0,1217.0,1578.0,866.0,147.0,51.0,007,90153,41,82.0,45.0,84.0,192.0,164.0,241.0,361.0,269.0,4513.0,2072.0,3942.0,1938.0,2997.0,1408.0,277.0,174.0,1438.0,674.0,764.0,6014.0,3201.0,2813.0,1859.0,795.0,1064.0,4856.0,2214.0,2642.0
4100791598,"Knappa-Brownsmead CCD, Clatsop County, Oregon",1522.0,771.0,7.0,0.0,0.0,14.0,0.0,8.0,7.0,12.0,289.0,94.0,159.0,82.0,51.0,9.0,21.0,18.0,751.0,9.0,0.0,0.0,34.0,10.0,25.0,25.0,8.0,191.0,93.0,149.0,71.0,95.0,30.0,11.0,0.0,007,91598,41,16.0,0.0,0.0,48.0,10.0,33.0,32.0,20.0,480.0,187.0,308.0,153.0,146.0,39.0,32.0,18.0,159.0,48.0,111.0,495.0,253.0,242.0,89.0,48.0,41.0,235.0,99.0,136.0
4100791445,"Jewell CCD, Clatsop County, Oregon",761.0,412.0,3.0,0.0,0.0,3.0,5.0,8.0,19.0,36.0,121.0,57.0,77.0,26.0,30.0,10.0,3.0,14.0,349.0,4.0,0.0,0.0,0.0,0.0,17.0,25.0,19.0,85.0,32.0,82.0,18.0,52.0,15.0,0.0,0.0,007,91445,41,7.0,0.0,0.0,3.0,5.0,25.0,44.0,55.0,206.0,89.0,159.0,44.0,82.0,25.0,3.0,14.0,139.0,74.0,65.0,248.0,134.0,114.0,42.0,27.0,15.0,124.0,57.0,67.0
4101192567,"Powers CCD, Coos County, Oregon",802.0,356.0,0.0,0.0,0.0,3.0,6.0,17.0,74.0,0.0,90.0,24.0,82.0,5.0,55.0,0.0,0.0,0.0,446.0,0.0,0.0,7.0,9.0,0.0,22.0,22.0,0.0,147.0,23.0,145.0,57.0,4.0,10.0,0.0,0.0,011,92567,41,0.0,0.0,7.0,12.0,6.0,39.0,96.0,0.0,237.0,47.0,227.0,62.0,59.0,10.0,0.0,0.0,160.0,100.0,60.0,274.0,106.0,168.0,10.0,0.0,10.0,69.0,55.0,14.0
4101190221,"Bandon CCD, Coos County, Oregon",5294.0,2665.0,58.0,0.0,0.0,8.0,22.0,36.0,111.0,148.0,582.0,229.0,646.0,136.0,286.0,211.0,124.0,68.0,2629.0,49.0,0.0,0.0,24.0,47.0,55.0,11.0,120.0,860.0,223.0,577.0,203.0,348.0,92.0,20.0,0.0,011,90221,41,107.0,0.0,0.0,32.0,69.0,91.0,122.0,268.0,1442.0,452.0,1223.0,339.0,634.0,303.0,144.0,68.0,689.0,383.0,306.0,1675.0,875.0,800.0,515.0,403.0,112.0,1149.0,689.0,460.0
