geoid,name,total_households,total_with_computer,dialup_internet,broadband_internet,computer_no_internet,total_no_computer,county,county subdivision,state,total_with_internet,total_no_internet
551258950,"Boulder Junction town, Vilas County, Wisconsin",486.0,431.0,8.0,391.0,32.0,55.0,125,8950,55,399.0,87.0
5512563625,"Plum Lake town, Vilas County, Wisconsin",293.0,263.0,13.0,198.0,52.0,30.0,125,63625,55,211.0,82.0
5512544525,"Lincoln town, Vilas County, Wisconsin",1184.0,1018.0,8.0,882.0,128.0,166.0,125,44525,55,890.0,294.0
5512570725,"St. Germain town, Vilas County, Wisconsin",960.0,816.0,6.0,694.0,116.0,144.0,125,70725,55,700.0,260.0
551252450,"Arbor Vitae town, Vilas County, Wisconsin",1589.0,1113.0,17.0,976.0,120.0,476.0,125,2450,55,993.0,596.0
5502365050,"Prairie du Chien city, Crawford County, Wisconsin",2417.0,1872.0,1.0,1685.0,186.0,545.0,023,65050,55,1686.0,731.0
5502346675,"Lynxville village, Crawford County, Wisconsin",78.0,57.0,1.0,51.0,5.0,21.0,023,46675,55,52.0,26.0
5502349275,"Marietta town, Crawford County, Wisconsin",184.0,141.0,0.0,115.0,26.0,43.0,023,49275,55,115.0,69.0
5502321900,"Eastman village, Crawford County, Wisconsin",171.0,131.0,5.0,113.0,13.0,40.0,023,21900,55,118.0,53.0
5502377175,"Steuben village, Crawford County, Wisconsin",34.0,24.0,4.0,19.0,1.0,10.0,023,77175,55,23.0,11.0
5502384725,"Wauzeka village, Crawford County, Wisconsin",279.0,229.0,3.0,192.0,34.0,50.0,023,84725,55,195.0,84.0
550239550,"Bridgeport town, Crawford County, Wisconsin",375.0,326.0,7.0,292.0,27.0,49.0,023,9550,55,299.0,76.0
5502354900,"Mount Sterling village, Crawford County, Wisconsin",80.0,61.0,3.0,48.0,10.0,19.0,023,54900,55,51.0,29.0
5502319850,"De Soto village, Crawford County, Wisconsin",39.0,32.0,0.0,28.0,4.0,7.0,023,19850,55,28.0,11.0
5502315075,"Clayton town, Crawford County, Wisconsin",360.0,295.0,7.0,241.0,47.0,65.0,023,15075,55,248.0,112.0
5502321925,"Eastman town, Crawford County, Wisconsin",276.0,199.0,8.0,166.0,25.0,77.0,023,21925,55,174.0,102.0
5502332500,"Haney town, Crawford County, Wisconsin",107.0,77.0,5.0,63.0,9.0,30.0,023,32500,55,68.0,39.0
5502372275,"Scott town, Crawford County, Wisconsin",209.0,181.0,6.0,148.0,27.0,28.0,023,72275,55,154.0,55.0
5502374550,"Soldiers Grove village, Crawford County, Wisconsin",232.0,171.0,0.0,155.0,16.0,61.0,023,74550,55,155.0,77.0
5502384750,"Wauzeka town, Crawford County, Wisconsin",129.0,106.0,0.0,101.0,5.0,23.0,023,84750,55,101.0,28.0
5502327700,"Freeman town, Crawford County, Wisconsin",292.0,225.0,0.0,192.0,33.0,67.0,023,27700,55,192.0,100.0
550236225,"Bell Center village, Crawford County, Wisconsin",60.0,43.0,0.0,38.0,5.0,17.0,023,6225,55,38.0,22.0
5505712350,"Camp Douglas village, Juneau County, Wisconsin",227.0,206.0,2.0,183.0,21.0,21.0,057,12350,55,185.0,42.0
5505725850,"Finley town, Juneau County, Wisconsin",42.0,32.0,0.0,31.0,1.0,10.0,057,25850,55,31.0,11.0
5505755725,"Necedah town, Juneau County, Wisconsin",964.0,836.0,30.0,697.0,109.0,128.0,057,55725,55,727.0,237.0
5505728850,"Germantown town, Juneau County, Wisconsin",651.0,556.0,14.0,465.0,77.0,95.0,057,28850,55,479.0,172.0
5505736675,"Hustler village, Juneau County, Wisconsin",97.0,73.0,0.0,72.0,1.0,24.0,057,36675,55,72.0,25.0
5505739800,"Kingston town, Juneau County, Wisconsin",27.0,20.0,0.0,18.0,2.0,7.0,057,39800,55,18.0,9.0
5505718225,"Cutler town, Juneau County, Wisconsin",123.0,96.0,0.0,87.0,9.0,27.0,057,18225,55,87.0,36.0
5505746600,"Lyndon Station village, Juneau County, Wisconsin",209.0,159.0,0.0,140.0,19.0,50.0,057,46600,55,140.0,69.0
5505772625,"Seven Mile Creek town, Juneau County, Wisconsin",138.0,94.0,0.0,83.0,11.0,44.0,057,72625,55,83.0,55.0
5505781725,"Union Center village, Juneau County, Wisconsin",79.0,58.0,2.0,50.0,6.0,21.0,057,81725,55,52.0,27.0
5505726825,"Fountain town, Juneau County, Wisconsin",244.0,203.0,2.0,183.0,18.0,41.0,057,26825,55,185.0,59.0
5505743300,"Lemonweir town, Juneau County, Wisconsin",641.0,513.0,11.0,443.0,59.0,128.0,057,43300,55,454.0,187.0
5505788525,"Wonewoc town, Juneau County, Wisconsin",293.0,225.0,2.0,192.0,31.0,68.0,057,88525,55,194.0,99.0
5505715225,"Clearfield town, Juneau County, Wisconsin",284.0,239.0,2.0,216.0,21.0,45.0,057,15225,55,218.0,66.0
5505739575,"Kildare town, Juneau County, Wisconsin",235.0,183.0,9.0,148.0,26.0,52.0,057,39575,55,157.0,78.0
5505750025,"Mauston city, Juneau County, Wisconsin",1667.0,1376.0,8.0,1173.0,195.0,291.0,057,50025,55,1181.0,486.0
5505744825,"Lisbon town, Juneau County, Wisconsin",361.0,305.0,2.0,268.0,35.0,56.0,057,44825,55,270.0,91.0
5505788500,"Wonewoc village, Juneau County, Wisconsin",362.0,269.0,14.0,224.0,31.0,93.0,057,88500,55,238.0,124.0
5505756900,"New Lisbon city, Juneau County, Wisconsin",640.0,542.0,18.0,450.0,74.0,98.0,057,56900,55,468.0,172.0
