geoid,name,total,only_english,spanish_and_english,spanish_no_english,french_and_english,french_no_english,germanic_and_english,germanic_no_english,slavic_and_english,slavic_no_english,other_indoeuropean_and_english,other_indoeuropean_no_english,korean_and_english,korean_no_english,chinese_and_english,chinese_no_english,vietnamese_and_english,vietnamese_no_english,tagalog_and_english,tagalog_no_english,other_asian_and_english,other_asian_no_english,arabic_and_english,arabic_no_english,other_and_english,other_no_english,county,county subdivision,state,total_english,total_no_english
2500926150,"Gloucester city, Essex County, Massachusetts",28571.0,25798.0,180.0,163.0,189.0,33.0,40.0,11.0,25.0,17.0,1172.0,679.0,0.0,0.0,15.0,23.0,8.0,29.0,13.0,0.0,0.0,8.0,61.0,20.0,54.0,33.0,009,26150,25,27555.0,1016.0
2500927900,"Hamilton town, Essex County, Massachusetts",7518.0,6958.0,10.0,12.0,33.0,0.0,40.0,0.0,8.0,0.0,63.0,38.0,29.0,138.0,56.0,44.0,0.0,0.0,0.0,0.0,16.0,0.0,23.0,0.0,50.0,0.0,009,27900,25,7286.0,232.0
250115560,"Bernardston town, Franklin County, Massachusetts",2091.0,2057.0,5.0,11.0,5.0,0.0,0.0,0.0,5.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,011,5560,25,2080.0,11.0
2501125730,"Gill town, Franklin County, Massachusetts",1553.0,1474.0,8.0,2.0,3.0,0.0,15.0,0.0,4.0,0.0,9.0,30.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,011,25730,25,1521.0,32.0
2501129475,"Hawley town, Franklin County, Massachusetts",407.0,377.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,6.0,011,29475,25,400.0,7.0
2501161135,"Shelburne town, Franklin County, Massachusetts",1860.0,1811.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,27.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,011,61135,25,1844.0,16.0
2501135180,"Leverett town, Franklin County, Massachusetts",1918.0,1802.0,10.0,5.0,11.0,0.0,7.0,0.0,14.0,0.0,29.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,19.0,9.0,0.0,011,35180,25,1894.0,24.0
2501129650,"Heath town, Franklin County, Massachusetts",708.0,704.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,011,29650,25,706.0,2.0
2501135285,"Leyden town, Franklin County, Massachusetts",646.0,639.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,011,35285,25,646.0,0.0
2501147835,"Northfield town, Franklin County, Massachusetts",2879.0,2779.0,6.0,0.0,0.0,0.0,14.0,0.0,17.0,10.0,10.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,011,47835,25,2849.0,30.0
2501572880,"Ware town, Hampshire County, Massachusetts",9325.0,8812.0,178.0,66.0,102.0,0.0,0.0,0.0,18.0,47.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,015,72880,25,9177.0,148.0
2501546330,"Northampton city, Hampshire County, Massachusetts",27509.0,24035.0,1301.0,351.0,316.0,0.0,128.0,0.0,138.0,16.0,376.0,72.0,57.0,41.0,168.0,63.0,47.0,72.0,0.0,0.0,106.0,69.0,76.0,10.0,67.0,0.0,015,46330,25,26815.0,694.0
2501554030,"Plainfield town, Hampshire County, Massachusetts",640.0,598.0,8.0,0.0,3.0,0.0,3.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,3.0,6.0,0.0,0.0,0.0,3.0,015,54030,25,626.0,14.0
2501576380,"Westhampton town, Hampshire County, Massachusetts",1711.0,1678.0,3.0,8.0,16.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,015,76380,25,1703.0,8.0
2501582175,"Worthington town, Hampshire County, Massachusetts",1223.0,1193.0,4.0,0.0,6.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,015,82175,25,1220.0,3.0
