geoid,name,total_population_16over,in_labor_force,civilian,civilian_employed,civilian_unemployed,armed_forces,not_in_labor_force,county,county subdivision,state
1604393128,"St. Anthony CCD, Fremont County, Idaho",6055.0,3304.0,3301.0,3129.0,172.0,3.0,2751.0,043,93128,16
1606593381,"Sugar City CCD, Madison County, Idaho",4292.0,2719.0,2712.0,2526.0,186.0,7.0,1573.0,065,93381,16
1607992346,"Mullan CCD, Shoshone County, Idaho",634.0,373.0,373.0,330.0,43.0,0.0,261.0,079,92346,16
1607992392,"Murray CCD, Shoshone County, Idaho",418.0,110.0,110.0,100.0,10.0,0.0,308.0,079,92392,16
1607991794,"Kellogg CCD, Shoshone County, Idaho",5569.0,2955.0,2955.0,2652.0,303.0,0.0,2614.0,079,91794,16
1607990230,"Avery-Clarkia CCD, Shoshone County, Idaho",407.0,207.0,207.0,206.0,1.0,0.0,200.0,079,90230,16
1604990644,"Cottonwood CCD, Idaho County, Idaho",2072.0,899.0,899.0,882.0,17.0,0.0,1173.0,049,90644,16
1604991334,"Grangeville CCD, Idaho County, Idaho",4771.0,2723.0,2723.0,2627.0,96.0,0.0,2048.0,049,91334,16
1604990897,"Elk City CCD, Idaho County, Idaho",1810.0,783.0,783.0,741.0,42.0,0.0,1027.0,049,90897,16
1604993013,"Riggins CCD, Idaho County, Idaho",1091.0,534.0,534.0,474.0,60.0,0.0,557.0,049,93013,16
1604992553,"Nez Perce CCD, Idaho County, Idaho",3704.0,1741.0,1741.0,1597.0,144.0,0.0,1963.0,049,92553,16
1608193611,"Victor CCD, Teton County, Idaho",3952.0,3022.0,3022.0,2877.0,145.0,0.0,930.0,081,93611,16
1608193473,"Tetonia CCD, Teton County, Idaho",1717.0,1252.0,1252.0,1162.0,90.0,0.0,465.0,081,93473,16
1608190782,"Driggs CCD, Teton County, Idaho",2410.0,1706.0,1706.0,1568.0,138.0,0.0,704.0,081,90782,16
1607791127,"Fort Hall CCD, Power County, Idaho",576.0,332.0,332.0,289.0,43.0,0.0,244.0,077,91127,16
1607793082,"Rockland CCD, Power County, Idaho",517.0,288.0,288.0,271.0,17.0,0.0,229.0,077,93082,16
1607790092,"American Falls CCD, Power County, Idaho",4301.0,2625.0,2625.0,2345.0,280.0,0.0,1676.0,077,90092,16
1607790115,"Arbon CCD, Power County, Idaho",136.0,88.0,88.0,88.0,0.0,0.0,48.0,077,90115,16
1608793703,"Weiser CCD, Washington County, Idaho",6414.0,3339.0,3307.0,2960.0,347.0,32.0,3075.0,087,93703,16
1608790506,"Cambridge CCD, Washington County, Idaho",821.0,368.0,368.0,352.0,16.0,0.0,453.0,087,90506,16
1608792139,"Midvale CCD, Washington County, Idaho",714.0,396.0,396.0,381.0,15.0,0.0,318.0,087,92139,16
1603190046,"Albion CCD, Cassia County, Idaho",2231.0,1475.0,1475.0,1398.0,77.0,0.0,756.0,031,90046,16
1603190460,"Burley CCD, Cassia County, Idaho",10219.0,6301.0,6278.0,6032.0,246.0,23.0,3918.0,031,90460,16
1607191472,"Holbrook CCD, Oneida County, Idaho",276.0,108.0,108.0,89.0,19.0,0.0,168.0,071,91472,16
1607192047,"Malad City CCD, Oneida County, Idaho",2917.0,1681.0,1681.0,1604.0,77.0,0.0,1236.0,071,92047,16
1603190759,"Declo CCD, Cassia County, Idaho",2269.0,1369.0,1369.0,1303.0,66.0,0.0,900.0,031,90759,16
1603192645,"Oakley CCD, Cassia County, Idaho",1871.0,1210.0,1210.0,1156.0,54.0,0.0,661.0,031,92645,16
1604590966,"Emmett Valley CCD, Gem County, Idaho",9774.0,5093.0,5093.0,4771.0,322.0,0.0,4681.0,045,90966,16
1604590943,"Emmett Bench CCD, Gem County, Idaho",2518.0,1338.0,1338.0,1277.0,61.0,0.0,1180.0,045,90943,16
1604593427,"Sweet CCD, Gem County, Idaho",1207.0,431.0,431.0,404.0,27.0,0.0,776.0,045,93427,16
1606392967,"Richfield CCD, Lincoln County, Idaho",991.0,665.0,665.0,627.0,38.0,0.0,326.0,063,92967,16
1606393243,"Shoshone CCD, Lincoln County, Idaho",2815.0,1791.0,1791.0,1752.0,39.0,0.0,1024.0,063,93243,16
1608592001,"McCall CCD, Valley County, Idaho",6353.0,3431.0,3431.0,3305.0,126.0,0.0,2922.0,085,92001,16
