geoid,name,total,native,foreign_born,county,county subdivision,state
2606524120,"East Lansing city, Ingham County, Michigan",46557.0,39311.0,7246.0,065,24120,26
2606547200,"Leslie township, Ingham County, Michigan",2519.0,2503.0,16.0,065,47200,26
2606552180,"Mason city, Ingham County, Michigan",8387.0,8210.0,177.0,065,52180,26
2606546020,"Lansing charter township, Ingham County, Michigan",8188.0,7812.0,376.0,065,46020,26
2606547180,"Leslie city, Ingham County, Michigan",1951.0,1942.0,9.0,065,47180,26
2606549040,"Locke township, Ingham County, Michigan",1690.0,1657.0,33.0,065,49040,26
2606553140,"Meridian charter township, Ingham County, Michigan",41903.0,34844.0,7059.0,065,53140,26
2606560800,"Onondaga township, Ingham County, Michigan",3192.0,3168.0,24.0,065,60800,26
2606547080,"Leroy township, Ingham County, Michigan",3574.0,3574.0,0.0,065,47080,26
260654240,"Aurelius township, Ingham County, Michigan",4241.0,3935.0,306.0,065,4240,26
26065800,"Alaiedon township, Ingham County, Michigan",2914.0,2855.0,59.0,065,800,26
2606587420,"Williamston city, Ingham County, Michigan",3891.0,3779.0,112.0,065,87420,26
2606586520,"Wheatfield township, Ingham County, Michigan",1889.0,1844.0,45.0,065,86520,26
2606540640,"Ingham township, Ingham County, Michigan",2467.0,2451.0,16.0,065,40640,26
2606586900,"White Oak township, Ingham County, Michigan",1170.0,1156.0,14.0,065,86900,26
260516680,"Beaverton township, Gladwin County, Michigan",1900.0,1897.0,3.0,051,6680,26
260517360,"Bentley township, Gladwin County, Michigan",839.0,837.0,2.0,051,7360,26
260518360,"Billings township, Gladwin County, Michigan",2246.0,2208.0,38.0,051,8360,26
2605173140,"Sherman township, Gladwin County, Michigan",995.0,982.0,13.0,051,73140,26
2605112180,"Butman township, Gladwin County, Michigan",1733.0,1704.0,29.0,051,12180,26
2605170500,"Sage township, Gladwin County, Michigan",2563.0,2541.0,22.0,051,70500,26
2605137300,"Hay township, Gladwin County, Michigan",1247.0,1232.0,15.0,051,37300,26
2605132320,"Gladwin city, Gladwin County, Michigan",2897.0,2890.0,7.0,051,32320,26
2605132340,"Gladwin township, Gladwin County, Michigan",1145.0,1145.0,0.0,051,32340,26
260519720,"Bourret township, Gladwin County, Michigan",416.0,413.0,3.0,051,9720,26
2605111440,"Buckeye township, Gladwin County, Michigan",1358.0,1344.0,14.0,051,11440,26
2605116360,"Clement township, Gladwin County, Michigan",897.0,892.0,5.0,051,16360,26
2605179860,"Tobacco township, Gladwin County, Michigan",2521.0,2504.0,17.0,051,79860,26
