geoid,name,total,male_total,male_under_5,male_5_to_9,male_10_to_14,male_15_to_17,male_18_to_19,male_20,male_21,male_22_to_24,male_25_to_29,male_30_to_34,male_35_to_39,male_40_to_44,male_45_to_49,male_50_to_54,male_55_to_59,male_60_to_61,male_62_to_64,male_65_to_66,male_67_to_69,male_70_to_74,male_75_to_79,male_80_to_84,male_85_and_over,female_total,female_under_5,female_5_to_9,female_10_to_14,female_15_to_17,female_18_to_19,female_20,female_21,female_22_to_24,female_25_to_29,female_30_to_34,female_35_to_39,female_40_to_44,female_45_to_49,female_50_to_54,female_55_to_59,female_60_to_61,female_62_to_64,female_65_to_66,female_67_to_69,female_70_to_74,female_75_to_79,female_80_to_84,female_85_and_over,county,county subdivision,state,total_under_5,total_5_to_9,total_10_to_14,total_15_to_17,total_18_to_19,total_20,total_21,total_22_to_24,total_25_to_29,total_30_to_34,total_35_to_39,total_40_to_44,total_45_to_49,total_50_to_54,total_55_to_59,total_60_to_61,total_62_to_64,total_65_to_66,total_67_to_69,total_70_to_74,total_75_to_79,total_80_to_84,total_85_and_over,total_0_to_17,male_0_to_17,female_0_to_17,total_5_to_17,male_5_to_17,female_5_to_17,total_0_9,male_0_9,female_0_9,total_10_to_17,male_10_to_17,female_10_to_17,total_18_to_34,male_18_to_34,female_18_to_34,total_35_to_49,male_35_to_49,female_35_to_49,total_50_to_64,male_50_to_64,female_50_to_64,total_65_and_over,male_65_and_over,female_65_and_over
5601593465,"Torrington CCD, Goshen County, Wyoming",11940,6152.0,277.0,317.0,418.0,208.0,172.0,143.0,77.0,179.0,465.0,378.0,274.0,440.0,357.0,434.0,436.0,169.0,203.0,137.0,214.0,337.0,211.0,149.0,157.0,5788.0,420.0,302.0,429.0,191.0,120.0,77.0,15.0,278.0,311.0,274.0,256.0,347.0,230.0,389.0,447.0,155.0,233.0,117.0,246.0,335.0,200.0,207.0,209.0,015,93465,56,697.0,619.0,847.0,399.0,292.0,220.0,92.0,457.0,776.0,652.0,530.0,787.0,587.0,823.0,883.0,324.0,436.0,254.0,460.0,672.0,411.0,356.0,366.0,2562.0,1220.0,1342.0,1865.0,943.0,922.0,1316.0,594.0,722.0,1246.0,626.0,620.0,2489.0,1414.0,1075.0,1904.0,1071.0,833.0,2466.0,1242.0,1224.0,2519.0,1205.0,1314.0
5601591430,"Goshen Hole CCD, Goshen County, Wyoming",1156,595.0,20.0,8.0,34.0,13.0,59.0,9.0,11.0,18.0,10.0,23.0,11.0,29.0,51.0,52.0,91.0,37.0,28.0,10.0,9.0,32.0,8.0,30.0,2.0,561.0,12.0,24.0,12.0,44.0,51.0,5.0,10.0,21.0,38.0,20.0,6.0,42.0,43.0,40.0,69.0,12.0,12.0,8.0,25.0,15.0,38.0,10.0,4.0,015,91430,56,32.0,32.0,46.0,57.0,110.0,14.0,21.0,39.0,48.0,43.0,17.0,71.0,94.0,92.0,160.0,49.0,40.0,18.0,34.0,47.0,46.0,40.0,6.0,167.0,75.0,92.0,135.0,55.0,80.0,64.0,28.0,36.0,103.0,47.0,56.0,275.0,130.0,145.0,182.0,91.0,91.0,341.0,208.0,133.0,191.0,91.0,100.0
5601592585,"Rawhide Creek CCD, Goshen County, Wyoming",383,220.0,0.0,7.0,7.0,17.0,0.0,0.0,0.0,5.0,0.0,14.0,0.0,29.0,22.0,7.0,33.0,4.0,22.0,14.0,4.0,9.0,3.0,10.0,13.0,163.0,0.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,6.0,5.0,11.0,25.0,15.0,0.0,0.0,13.0,32.0,12.0,0.0,0.0,015,92585,56,0.0,21.0,13.0,17.0,0.0,0.0,0.0,5.0,0.0,26.0,12.0,35.0,27.0,18.0,58.0,19.0,22.0,14.0,17.0,41.0,15.0,10.0,13.0,51.0,31.0,20.0,51.0,31.0,20.0,21.0,7.0,14.0,30.0,24.0,6.0,31.0,19.0,12.0,74.0,51.0,23.0,117.0,66.0,51.0,110.0,53.0,57.0
5604191155,"Evanston CCD, Uinta County, Wyoming",14473,7388.0,555.0,666.0,741.0,426.0,81.0,26.0,182.0,355.0,314.0,496.0,594.0,369.0,408.0,449.0,606.0,55.0,175.0,70.0,170.0,334.0,144.0,46.0,126.0,7085.0,457.0,651.0,444.0,267.0,220.0,41.0,127.0,186.0,483.0,464.0,529.0,596.0,361.0,517.0,532.0,96.0,259.0,172.0,154.0,220.0,124.0,55.0,130.0,041,91155,56,1012.0,1317.0,1185.0,693.0,301.0,67.0,309.0,541.0,797.0,960.0,1123.0,965.0,769.0,966.0,1138.0,151.0,434.0,242.0,324.0,554.0,268.0,101.0,256.0,4207.0,2388.0,1819.0,3195.0,1833.0,1362.0,2329.0,1221.0,1108.0,1878.0,1167.0,711.0,2975.0,1454.0,1521.0,2857.0,1371.0,1486.0,2689.0,1285.0,1404.0,1745.0,890.0,855.0
5604190440,"Bridger Valley CCD, Uinta County, Wyoming",6285,3205.0,252.0,264.0,227.0,135.0,58.0,6.0,97.0,81.0,204.0,192.0,200.0,217.0,127.0,203.0,310.0,88.0,217.0,169.0,47.0,41.0,34.0,27.0,9.0,3080.0,292.0,344.0,255.0,168.0,36.0,5.0,0.0,135.0,153.0,244.0,94.0,138.0,165.0,165.0,294.0,165.0,73.0,111.0,41.0,33.0,57.0,48.0,64.0,041,90440,56,544.0,608.0,482.0,303.0,94.0,11.0,97.0,216.0,357.0,436.0,294.0,355.0,292.0,368.0,604.0,253.0,290.0,280.0,88.0,74.0,91.0,75.0,73.0,1937.0,878.0,1059.0,1393.0,626.0,767.0,1152.0,516.0,636.0,785.0,362.0,423.0,1211.0,638.0,573.0,941.0,544.0,397.0,1515.0,818.0,697.0,681.0,327.0,354.0
5604393300,"Ten Sleep CCD, Washakie County, Wyoming",735,367.0,9.0,7.0,3.0,29.0,5.0,4.0,0.0,0.0,4.0,27.0,28.0,15.0,15.0,25.0,36.0,21.0,28.0,6.0,18.0,41.0,23.0,21.0,2.0,368.0,22.0,26.0,24.0,5.0,2.0,0.0,3.0,2.0,29.0,14.0,9.0,14.0,28.0,26.0,35.0,6.0,36.0,10.0,13.0,38.0,15.0,9.0,2.0,043,93300,56,31.0,33.0,27.0,34.0,7.0,4.0,3.0,2.0,33.0,41.0,37.0,29.0,43.0,51.0,71.0,27.0,64.0,16.0,31.0,79.0,38.0,30.0,4.0,125.0,48.0,77.0,94.0,39.0,55.0,64.0,16.0,48.0,61.0,32.0,29.0,90.0,40.0,50.0,109.0,58.0,51.0,213.0,110.0,103.0,198.0,111.0,87.0
5604393795,"Worland CCD, Washakie County, Wyoming",7518,3751.0,225.0,210.0,308.0,210.0,70.0,55.0,36.0,125.0,197.0,202.0,205.0,254.0,199.0,256.0,361.0,106.0,68.0,121.0,153.0,130.0,133.0,71.0,56.0,3767.0,198.0,298.0,232.0,224.0,42.0,70.0,17.0,87.0,147.0,231.0,196.0,244.0,196.0,317.0,189.0,115.0,173.0,102.0,136.0,190.0,140.0,119.0,104.0,043,93795,56,423.0,508.0,540.0,434.0,112.0,125.0,53.0,212.0,344.0,433.0,401.0,498.0,395.0,573.0,550.0,221.0,241.0,223.0,289.0,320.0,273.0,190.0,160.0,1905.0,953.0,952.0,1482.0,728.0,754.0,931.0,435.0,496.0,974.0,518.0,456.0,1279.0,685.0,594.0,1294.0,658.0,636.0,1585.0,791.0,794.0,1455.0,664.0,791.0
5601793410,"Thermopolis West CCD, Hot Springs County, Wyoming",4062,2028.0,119.0,107.0,144.0,72.0,23.0,7.0,28.0,7.0,121.0,113.0,185.0,21.0,90.0,135.0,148.0,61.0,139.0,57.0,127.0,139.0,80.0,71.0,34.0,2034.0,78.0,121.0,115.0,53.0,33.0,0.0,13.0,24.0,100.0,102.0,88.0,137.0,147.0,102.0,190.0,68.0,130.0,69.0,68.0,162.0,140.0,58.0,36.0,017,93410,56,197.0,228.0,259.0,125.0,56.0,7.0,41.0,31.0,221.0,215.0,273.0,158.0,237.0,237.0,338.0,129.0,269.0,126.0,195.0,301.0,220.0,129.0,70.0,809.0,442.0,367.0,612.0,323.0,289.0,425.0,226.0,199.0,384.0,216.0,168.0,571.0,299.0,272.0,668.0,296.0,372.0,973.0,483.0,490.0,1041.0,508.0,533.0
5601793355,"Thermopolis East CCD, Hot Springs County, Wyoming",410,214.0,12.0,12.0,14.0,13.0,0.0,12.0,0.0,0.0,7.0,8.0,12.0,12.0,4.0,14.0,36.0,7.0,6.0,9.0,5.0,13.0,9.0,7.0,2.0,196.0,4.0,4.0,8.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,7.0,21.0,27.0,20.0,8.0,19.0,1.0,7.0,8.0,22.0,8.0,20.0,017,93355,56,16.0,16.0,22.0,17.0,2.0,12.0,0.0,0.0,9.0,8.0,16.0,19.0,25.0,41.0,56.0,15.0,25.0,10.0,12.0,21.0,31.0,15.0,22.0,71.0,51.0,20.0,55.0,39.0,16.0,32.0,24.0,8.0,39.0,27.0,12.0,31.0,27.0,4.0,60.0,28.0,32.0,137.0,63.0,74.0,111.0,45.0,66.0
5601391045,"Dubois CCD, Fremont County, Wyoming",1590,795.0,24.0,36.0,11.0,0.0,28.0,0.0,0.0,18.0,34.0,5.0,40.0,43.0,23.0,53.0,70.0,80.0,47.0,39.0,50.0,86.0,74.0,22.0,12.0,795.0,23.0,25.0,17.0,15.0,10.0,10.0,7.0,10.0,11.0,54.0,34.0,27.0,29.0,66.0,74.0,59.0,48.0,50.0,93.0,47.0,31.0,39.0,16.0,013,91045,56,47.0,61.0,28.0,15.0,38.0,10.0,7.0,28.0,45.0,59.0,74.0,70.0,52.0,119.0,144.0,139.0,95.0,89.0,143.0,133.0,105.0,61.0,28.0,151.0,71.0,80.0,104.0,47.0,57.0,108.0,60.0,48.0,43.0,11.0,32.0,187.0,85.0,102.0,196.0,106.0,90.0,497.0,250.0,247.0,559.0,283.0,276.0
