geoid,name,total_households,total_with_computer,dialup_internet,broadband_internet,computer_no_internet,total_no_computer,county,county subdivision,state,total_with_internet,total_no_internet
2403390064,"District 1, Vansville; Prince George's County; Maryland",9300.0,8777.0,14.0,8000.0,763.0,523.0,033,90064,24,8014.0,1286.0
2403390248,"District 3, Marlboro; Prince George's County; Maryland",7854.0,7608.0,63.0,7057.0,488.0,246.0,033,90248,24,7120.0,734.0
2403390892,"District 10, Laurel; Prince George's County; Maryland",22106.0,20696.0,133.0,18707.0,1856.0,1410.0,033,90892,24,18840.0,3266.0
2403391164,"District 13, Kent; Prince George's County; Maryland",27024.0,25343.0,60.0,23282.0,2001.0,1681.0,033,91164,24,23342.0,3682.0
2403390524,"District 6, Spauldings; Prince George's County; Maryland",35578.0,31450.0,190.0,26388.0,4872.0,4128.0,033,90524,24,26578.0,9000.0
2403390616,"District 7, Queen Anne; Prince George's County; Maryland",22550.0,21710.0,59.0,20610.0,1041.0,840.0,033,90616,24,20669.0,1881.0
2403391440,"District 16, Hyattsville; Prince George's County; Maryland",5346.0,4809.0,51.0,4270.0,488.0,537.0,033,91440,24,4321.0,1025.0
2403391808,"District 20, Lanham; Prince George's County; Maryland",13337.0,12431.0,51.0,11010.0,1370.0,906.0,033,91808,24,11061.0,2276.0
2403391900,"District 21, Berwyn; Prince George's County; Maryland",22730.0,21499.0,103.0,19447.0,1949.0,1231.0,033,91900,24,19550.0,3180.0
2403391072,"District 12, Oxon Hill; Prince George's County; Maryland",25567.0,23381.0,118.0,20901.0,2362.0,2186.0,033,91072,24,21019.0,4548.0
2403390340,"District 4, Nottingham; Prince George's County; Maryland",1085.0,967.0,4.0,915.0,48.0,118.0,033,90340,24,919.0,166.0
2403390432,"District 5, Piscataway; Prince George's County; Maryland",13430.0,12715.0,45.0,12032.0,638.0,715.0,033,90432,24,12077.0,1353.0
2403391256,"District 14, Bowie; Prince George's County; Maryland",12593.0,12148.0,47.0,11714.0,387.0,445.0,033,91256,24,11761.0,832.0
2403391348,"District 15, Mellwood; Prince George's County; Maryland",9540.0,9115.0,25.0,8503.0,587.0,425.0,033,91348,24,8528.0,1012.0
2403391624,"District 18, Seat Pleasant; Prince George's County; Maryland",12407.0,10801.0,17.0,9041.0,1743.0,1606.0,033,91624,24,9058.0,3349.0
2403391532,"District 17, Chillum; Prince George's County; Maryland",25285.0,22066.0,128.0,18499.0,3439.0,3219.0,033,91532,24,18627.0,6658.0
2403391716,"District 19, Riverdale; Prince George's County; Maryland",5406.0,4714.0,30.0,4048.0,636.0,692.0,033,91716,24,4078.0,1328.0
2403390708,"District 8, Aquasco; Prince George's County; Maryland",704.0,492.0,33.0,330.0,129.0,212.0,033,90708,24,363.0,341.0
2400390008,"District 1, Anne Arundel County, Maryland",27575.0,25081.0,150.0,23165.0,1766.0,2494.0,003,90008,24,23315.0,4260.0
2400390284,"District 4, Anne Arundel County, Maryland",33332.0,31621.0,29.0,30324.0,1268.0,1711.0,003,90284,24,30353.0,2979.0
2400390100,"District 2, Anne Arundel County, Maryland",29699.0,26346.0,164.0,23722.0,2460.0,3353.0,003,90100,24,23886.0,5813.0
2400390468,"District 6, Anne Arundel County, Maryland",30405.0,27841.0,83.0,25774.0,1984.0,2564.0,003,90468,24,25857.0,4548.0
2400390192,"District 3, Anne Arundel County, Maryland",28105.0,26143.0,101.0,24848.0,1194.0,1962.0,003,90192,24,24949.0,3156.0
2400390376,"District 5, Anne Arundel County, Maryland",26753.0,25606.0,96.0,24774.0,736.0,1147.0,003,90376,24,24870.0,1883.0
2400390560,"District 7, Anne Arundel County, Maryland",29526.0,27923.0,60.0,26764.0,1099.0,1603.0,003,90560,24,26824.0,2702.0
2400590196,"District 3, Baltimore County, Maryland",22528.0,20352.0,119.0,19257.0,976.0,2176.0,005,90196,24,19376.0,3152.0
2400590288,"District 4, Baltimore County, Maryland",23338.0,21663.0,53.0,20238.0,1372.0,1675.0,005,90288,24,20291.0,3047.0
2400590748,"District 9, Baltimore County, Maryland",39313.0,35705.0,165.0,33292.0,2248.0,3608.0,005,90748,24,33457.0,5856.0
2400590932,"District 11, Baltimore County, Maryland",29567.0,26359.0,167.0,24408.0,1784.0,3208.0,005,90932,24,24575.0,4992.0
2400590564,"District 7, Baltimore County, Maryland",3008.0,2770.0,22.0,2665.0,83.0,238.0,005,90564,24,2687.0,321.0
2400590380,"District 5, Baltimore County, Maryland",1681.0,1592.0,9.0,1454.0,129.0,89.0,005,90380,24,1463.0,218.0
2400590472,"District 6, Baltimore County, Maryland",2065.0,1907.0,0.0,1814.0,93.0,158.0,005,90472,24,1814.0,251.0
2400591112,"District 13, Baltimore County, Maryland",12967.0,11595.0,106.0,10009.0,1480.0,1372.0,005,91112,24,10115.0,2852.0
2400591204,"District 14, Baltimore County, Maryland",18713.0,16313.0,114.0,14999.0,1200.0,2400.0,005,91204,24,15113.0,3600.0
2400590656,"District 8, Baltimore County, Maryland",28385.0,26324.0,125.0,24759.0,1440.0,2061.0,005,90656,24,24884.0,3501.0
2400590840,"District 10, Baltimore County, Maryland",3619.0,3488.0,52.0,3346.0,90.0,131.0,005,90840,24,3398.0,221.0
2400590012,"District 1, Baltimore County, Maryland",28885.0,25831.0,103.0,23654.0,2074.0,3054.0,005,90012,24,23757.0,5128.0
2400591020,"District 12, Baltimore County, Maryland",19714.0,15768.0,92.0,13915.0,1761.0,3946.0,005,91020,24,14007.0,5707.0
2400590104,"District 2, Baltimore County, Maryland",39483.0,36555.0,205.0,33539.0,2811.0,2928.0,005,90104,24,33744.0,5739.0
2400591296,"District 15, Baltimore County, Maryland",39593.0,33486.0,232.0,30432.0,2822.0,6107.0,005,91296,24,30664.0,8929.0
2402190224,"District 3, Middletown; Frederick County; Maryland",3601.0,3407.0,0.0,3309.0,98.0,194.0,021,90224,24,3309.0,292.0
2402191232,"District 14, Jefferson; Frederick County; Maryland",1738.0,1579.0,14.0,1487.0,78.0,159.0,021,91232,24,1501.0,237.0
2402190776,"District 9, New Market; Frederick County; Maryland",9854.0,9448.0,48.0,9052.0,348.0,406.0,021,90776,24,9100.0,754.0
2402190868,"District 10, Hauvers; Frederick County; Maryland",815.0,647.0,16.0,563.0,68.0,168.0,021,90868,24,579.0,236.0
2402191416,"District 16, Jackson; Frederick County; Maryland",1470.0,1372.0,15.0,1248.0,109.0,98.0,021,91416,24,1263.0,207.0
2402190408,"District 5, Emmitsburg; Frederick County; Maryland",2052.0,1707.0,11.0,1556.0,140.0,345.0,021,90408,24,1567.0,485.0
2402191140,"District 13, Mount Pleasant; Frederick County; Maryland",2195.0,2099.0,19.0,1970.0,110.0,96.0,021,91140,24,1989.0,206.0
2402191324,"District 15, Thurmont; Frederick County; Maryland",3631.0,3038.0,23.0,2805.0,210.0,593.0,021,91324,24,2828.0,803.0
2402192060,"District 23, Ballenger; Frederick County; Maryland",2181.0,2042.0,6.0,1950.0,86.0,139.0,021,92060,24,1956.0,225.0
2402191600,"District 18, Woodville; Frederick County; Maryland",3098.0,2956.0,33.0,2865.0,58.0,142.0,021,91600,24,2898.0,200.0
2402190684,"District 8, Liberty; Frederick County; Maryland",1017.0,927.0,8.0,863.0,56.0,90.0,021,90684,24,871.0,146.0
2402191784,"District 20, Lewistown; Frederick County; Maryland",1408.0,1272.0,46.0,1180.0,46.0,136.0,021,91784,24,1226.0,182.0
2402191876,"District 21, Tuscarora; Frederick County; Maryland",3846.0,3613.0,17.0,3473.0,123.0,233.0,021,91876,24,3490.0,356.0
2402192152,"District 24, Braddock; Frederick County; Maryland",2292.0,2091.0,42.0,1929.0,120.0,201.0,021,92152,24,1971.0,321.0
2402190500,"District 6, Catoctin; Frederick County; Maryland",805.0,636.0,0.0,588.0,48.0,169.0,021,90500,24,588.0,217.0
2402191692,"District 19, Linganore; Frederick County; Maryland",636.0,566.0,19.0,476.0,71.0,70.0,021,91692,24,495.0,141.0
2402191968,"District 22, Burkittsville; Frederick County; Maryland",651.0,565.0,0.0,548.0,17.0,86.0,021,91968,24,548.0,103.0
2402192336,"District 26, Walkersville; Frederick County; Maryland",3394.0,3105.0,0.0,2840.0,265.0,289.0,021,92336,24,2840.0,554.0
2402191048,"District 12, Petersville; Frederick County; Maryland",1326.0,1207.0,18.0,1028.0,161.0,119.0,021,91048,24,1046.0,280.0
2402190040,"District 1, Buckeystown; Frederick County; Maryland",3918.0,3655.0,44.0,3386.0,225.0,263.0,021,90040,24,3430.0,488.0
2402190592,"District 7, Urbana; Frederick County; Maryland",5567.0,5390.0,21.0,5265.0,104.0,177.0,021,90592,24,5286.0,281.0
2402190956,"District 11, Woodsboro; Frederick County; Maryland",1286.0,1071.0,4.0,933.0,134.0,215.0,021,90956,24,937.0,349.0
2402190132,"District 2, Frederick; Frederick County; Maryland",30357.0,27093.0,176.0,24854.0,2063.0,3264.0,021,90132,24,25030.0,5327.0
2402190316,"District 4, Creagerstown; Frederick County; Maryland",399.0,317.0,0.0,264.0,53.0,82.0,021,90316,24,264.0,135.0
2402191508,"District 17, Johnsville; Frederick County; Maryland",786.0,700.0,23.0,585.0,92.0,86.0,021,91508,24,608.0,178.0
2402192244,"District 25, Brunswick; Frederick County; Maryland",1699.0,1468.0,10.0,1312.0,146.0,231.0,021,92244,24,1322.0,377.0
2400990016,"District 1, Solomons Island; Calvert County; Maryland",10026.0,9471.0,53.0,8832.0,586.0,555.0,009,90016,24,8885.0,1141.0
2400990200,"District 3, Sunderland; Calvert County; Maryland",10785.0,10047.0,99.0,9570.0,378.0,738.0,009,90200,24,9669.0,1116.0
2400990108,"District 2, Prince Frederick; Calvert County; Maryland",10651.0,9702.0,52.0,9026.0,624.0,949.0,009,90108,24,9078.0,1573.0
2402390412,"District 5, Accident; Garrett County; Maryland",816.0,659.0,16.0,542.0,101.0,157.0,023,90412,24,558.0,258.0
2402390596,"District 7, East Oakland; Garrett County; Maryland",990.0,745.0,19.0,634.0,92.0,245.0,023,90596,24,653.0,337.0
2402391144,"District 13, Kitzmiller; Garrett County; Maryland",189.0,113.0,6.0,103.0,4.0,76.0,023,91144,24,109.0,80.0
2402390228,"District 3, Grantsville; Garrett County; Maryland",1386.0,1150.0,3.0,925.0,222.0,236.0,023,90228,24,928.0,458.0
2402390780,"District 9, Finzel; Garrett County; Maryland",501.0,446.0,12.0,373.0,61.0,55.0,023,90780,24,385.0,116.0
2402391052,"District 12, Bittinger; Garrett County; Maryland",369.0,339.0,0.0,272.0,67.0,30.0,023,91052,24,272.0,97.0
2402391236,"District 14, West Oakland; Garrett County; Maryland",2039.0,1613.0,23.0,1378.0,212.0,426.0,023,91236,24,1401.0,638.0
2402391328,"District 15, Avilton; Garrett County; Maryland",216.0,177.0,0.0,174.0,3.0,39.0,023,91328,24,174.0,42.0
2402390320,"District 4, Bloomington; Garrett County; Maryland",317.0,248.0,11.0,181.0,56.0,69.0,023,90320,24,192.0,125.0
2402390504,"District 6, Sang Run; Garrett County; Maryland",877.0,690.0,9.0,604.0,77.0,187.0,023,90504,24,613.0,264.0
2402390688,"District 8, Red House; Garrett County; Maryland",645.0,494.0,17.0,433.0,44.0,151.0,023,90688,24,450.0,195.0
2402390136,"District 2, Friendsville; Garrett County; Maryland",728.0,537.0,16.0,388.0,133.0,191.0,023,90136,24,404.0,324.0
