geoid,name,universe,10_and_under,10_15,15_20,20_25,25_30,30_35,35_40,40_45,45_50,50_60,60_75,75_100,100_125,125_150,150_200,200_and_up,county,county subdivision,state
0803991190,"Elizabeth CCD, Elbert County, Colorado",8007.0,143.0,220.0,182.0,109.0,201.0,221.0,205.0,305.0,239.0,413.0,615.0,1254.0,980.0,783.0,1078.0,1059.0,039,91190,08
0803990019,"Agate CCD, Elbert County, Colorado",235.0,6.0,9.0,22.0,0.0,4.0,8.0,8.0,17.0,5.0,13.0,43.0,26.0,20.0,29.0,7.0,18.0,039,90019,08
0807191976,"Kim CCD, Las Animas County, Colorado",151.0,3.0,4.0,11.0,5.0,17.0,23.0,3.0,0.0,11.0,31.0,8.0,13.0,4.0,4.0,4.0,10.0,071,91976,08
0803993325,"Simla CCD, Elbert County, Colorado",624.0,19.0,19.0,37.0,30.0,31.0,44.0,36.0,33.0,31.0,59.0,73.0,83.0,35.0,13.0,31.0,50.0,039,93325,08
0807192508,"Model CCD, Las Animas County, Colorado",59.0,0.0,0.0,0.0,0.0,10.0,0.0,8.0,0.0,0.0,20.0,8.0,0.0,8.0,0.0,0.0,5.0,071,92508,08
0807190361,"Branson CCD, Las Animas County, Colorado",94.0,2.0,5.0,4.0,7.0,14.0,6.0,12.0,3.0,1.0,3.0,14.0,18.0,4.0,0.0,1.0,0.0,071,90361,08
0807190038,"Aguilar CCD, Las Animas County, Colorado",434.0,36.0,18.0,54.0,22.0,22.0,15.0,22.0,24.0,32.0,32.0,56.0,42.0,3.0,23.0,24.0,9.0,071,90038,08
0807193838,"Weston CCD, Las Animas County, Colorado",605.0,78.0,33.0,40.0,31.0,42.0,27.0,26.0,15.0,28.0,55.0,60.0,37.0,42.0,10.0,58.0,23.0,071,93838,08
0807193648,"Trinidad CCD, Las Animas County, Colorado",4984.0,525.0,360.0,361.0,355.0,210.0,391.0,339.0,171.0,249.0,528.0,506.0,422.0,277.0,89.0,141.0,60.0,071,93648,08
0812593952,"Yuma CCD, Yuma County, Colorado",2228.0,117.0,163.0,107.0,198.0,156.0,94.0,123.0,201.0,203.0,208.0,197.0,229.0,124.0,64.0,25.0,19.0,125,93952,08
