geoid,name,total,male_total,male_under_5,male_5_to_9,male_10_to_14,male_15_to_17,male_18_to_19,male_20,male_21,male_22_to_24,male_25_to_29,male_30_to_34,male_35_to_39,male_40_to_44,male_45_to_49,male_50_to_54,male_55_to_59,male_60_to_61,male_62_to_64,male_65_to_66,male_67_to_69,male_70_to_74,male_75_to_79,male_80_to_84,male_85_and_over,female_total,female_under_5,female_5_to_9,female_10_to_14,female_15_to_17,female_18_to_19,female_20,female_21,female_22_to_24,female_25_to_29,female_30_to_34,female_35_to_39,female_40_to_44,female_45_to_49,female_50_to_54,female_55_to_59,female_60_to_61,female_62_to_64,female_65_to_66,female_67_to_69,female_70_to_74,female_75_to_79,female_80_to_84,female_85_and_over,county,county subdivision,state,total_under_5,total_5_to_9,total_10_to_14,total_15_to_17,total_18_to_19,total_20,total_21,total_22_to_24,total_25_to_29,total_30_to_34,total_35_to_39,total_40_to_44,total_45_to_49,total_50_to_54,total_55_to_59,total_60_to_61,total_62_to_64,total_65_to_66,total_67_to_69,total_70_to_74,total_75_to_79,total_80_to_84,total_85_and_over,total_0_to_17,male_0_to_17,female_0_to_17,total_5_to_17,male_5_to_17,female_5_to_17,total_0_9,male_0_9,female_0_9,total_10_to_17,male_10_to_17,female_10_to_17,total_18_to_34,male_18_to_34,female_18_to_34,total_35_to_49,male_35_to_49,female_35_to_49,total_50_to_64,male_50_to_64,female_50_to_64,total_65_and_over,male_65_and_over,female_65_and_over
1000391924,"Lower Christiana CCD, New Castle County, Delaware",35936,17410.0,1079.0,1305.0,842.0,736.0,418.0,121.0,265.0,757.0,1309.0,1417.0,1359.0,1282.0,1095.0,1074.0,1320.0,446.0,520.0,375.0,360.0,486.0,339.0,245.0,260.0,18526.0,1279.0,1046.0,891.0,702.0,292.0,208.0,161.0,741.0,1454.0,1369.0,1383.0,959.0,1198.0,1268.0,1540.0,499.0,651.0,394.0,520.0,564.0,438.0,563.0,406.0,003,91924,10,2358.0,2351.0,1733.0,1438.0,710.0,329.0,426.0,1498.0,2763.0,2786.0,2742.0,2241.0,2293.0,2342.0,2860.0,945.0,1171.0,769.0,880.0,1050.0,777.0,808.0,666.0,7880.0,3962.0,3918.0,5522.0,2883.0,2639.0,4709.0,2384.0,2325.0,3171.0,1578.0,1593.0,8512.0,4287.0,4225.0,7276.0,3736.0,3540.0,7318.0,3360.0,3958.0,4950.0,2065.0,2885.0
1000392960,"Piedmont CCD, New Castle County, Delaware",29131,14290.0,534.0,824.0,953.0,548.0,326.0,63.0,103.0,321.0,705.0,565.0,441.0,796.0,1219.0,1275.0,1165.0,470.0,589.0,635.0,649.0,739.0,524.0,368.0,478.0,14841.0,581.0,923.0,821.0,776.0,229.0,160.0,44.0,340.0,463.0,493.0,630.0,894.0,1178.0,1385.0,1074.0,409.0,766.0,501.0,652.0,718.0,729.0,311.0,764.0,003,92960,10,1115.0,1747.0,1774.0,1324.0,555.0,223.0,147.0,661.0,1168.0,1058.0,1071.0,1690.0,2397.0,2660.0,2239.0,879.0,1355.0,1136.0,1301.0,1457.0,1253.0,679.0,1242.0,5960.0,2859.0,3101.0,4845.0,2325.0,2520.0,2862.0,1358.0,1504.0,3098.0,1501.0,1597.0,3812.0,2083.0,1729.0,5158.0,2456.0,2702.0,7133.0,3499.0,3634.0,7068.0,3393.0,3675.0
1000393996,"Wilmington CCD, New Castle County, Delaware",71276,33448.0,2179.0,2174.0,2326.0,1254.0,882.0,323.0,552.0,1523.0,3082.0,2820.0,2398.0,2089.0,2093.0,2262.0,2195.0,842.0,871.0,717.0,548.0,998.0,464.0,472.0,384.0,37828.0,2620.0,2157.0,2636.0,1031.0,709.0,559.0,474.0,1574.0,3315.0,2782.0,2754.0,2162.0,2499.0,2235.0,2585.0,884.0,1029.0,956.0,1010.0,1330.0,915.0,861.0,751.0,003,93996,10,4799.0,4331.0,4962.0,2285.0,1591.0,882.0,1026.0,3097.0,6397.0,5602.0,5152.0,4251.0,4592.0,4497.0,4780.0,1726.0,1900.0,1673.0,1558.0,2328.0,1379.0,1333.0,1135.0,16377.0,7933.0,8444.0,11578.0,5754.0,5824.0,9130.0,4353.0,4777.0,7247.0,3580.0,3667.0,18595.0,9182.0,9413.0,13995.0,6580.0,7415.0,12903.0,6170.0,6733.0,9406.0,3583.0,5823.0
1000393256,"Red Lion CCD, New Castle County, Delaware",10053,5185.0,365.0,431.0,546.0,155.0,132.0,43.0,84.0,29.0,299.0,231.0,233.0,438.0,505.0,345.0,376.0,106.0,189.0,96.0,171.0,154.0,178.0,46.0,33.0,4868.0,214.0,399.0,382.0,133.0,105.0,14.0,54.0,103.0,301.0,274.0,359.0,405.0,386.0,331.0,395.0,150.0,162.0,174.0,73.0,241.0,49.0,109.0,55.0,003,93256,10,579.0,830.0,928.0,288.0,237.0,57.0,138.0,132.0,600.0,505.0,592.0,843.0,891.0,676.0,771.0,256.0,351.0,270.0,244.0,395.0,227.0,155.0,88.0,2625.0,1497.0,1128.0,2046.0,1132.0,914.0,1409.0,796.0,613.0,1216.0,701.0,515.0,1669.0,818.0,851.0,2326.0,1176.0,1150.0,2054.0,1016.0,1038.0,1379.0,678.0,701.0
1000393848,"Upper Christiana CCD, New Castle County, Delaware",27480,13634.0,846.0,809.0,736.0,491.0,270.0,162.0,164.0,910.0,1381.0,1285.0,1005.0,670.0,822.0,1021.0,963.0,387.0,376.0,193.0,275.0,171.0,421.0,133.0,143.0,13846.0,637.0,785.0,604.0,533.0,190.0,139.0,146.0,771.0,1648.0,1090.0,748.0,1033.0,1393.0,907.0,890.0,415.0,437.0,167.0,356.0,272.0,354.0,158.0,173.0,003,93848,10,1483.0,1594.0,1340.0,1024.0,460.0,301.0,310.0,1681.0,3029.0,2375.0,1753.0,1703.0,2215.0,1928.0,1853.0,802.0,813.0,360.0,631.0,443.0,775.0,291.0,316.0,5441.0,2882.0,2559.0,3958.0,2036.0,1922.0,3077.0,1655.0,1422.0,2364.0,1227.0,1137.0,8156.0,4172.0,3984.0,5671.0,2497.0,3174.0,5396.0,2747.0,2649.0,2816.0,1336.0,1480.0
1000390148,"Brandywine CCD, New Castle County, Delaware",80434,38861.0,3008.0,2677.0,2375.0,1561.0,802.0,347.0,198.0,1140.0,2257.0,2421.0,2516.0,2387.0,2414.0,2685.0,3129.0,1015.0,1610.0,721.0,1077.0,1621.0,1059.0,874.0,967.0,41573.0,2364.0,2512.0,2235.0,1216.0,424.0,256.0,206.0,1340.0,3141.0,2293.0,2751.0,2247.0,2726.0,3334.0,2942.0,1187.0,1854.0,1135.0,1348.0,1781.0,1577.0,1146.0,1558.0,003,90148,10,5372.0,5189.0,4610.0,2777.0,1226.0,603.0,404.0,2480.0,5398.0,4714.0,5267.0,4634.0,5140.0,6019.0,6071.0,2202.0,3464.0,1856.0,2425.0,3402.0,2636.0,2020.0,2525.0,17948.0,9621.0,8327.0,12576.0,6613.0,5963.0,10561.0,5685.0,4876.0,7387.0,3936.0,3451.0,14825.0,7165.0,7660.0,15041.0,7317.0,7724.0,17756.0,8439.0,9317.0,14864.0,6319.0,8545.0
1000392072,"Middletown-Odessa CCD, New Castle County, Delaware",57275,28430.0,1515.0,1728.0,1908.0,1589.0,804.0,409.0,378.0,876.0,1817.0,1881.0,1866.0,2039.0,2328.0,2570.0,1671.0,864.0,847.0,862.0,542.0,879.0,687.0,233.0,137.0,28845.0,1787.0,2661.0,2487.0,1332.0,757.0,334.0,232.0,760.0,1034.0,1358.0,2156.0,1900.0,2417.0,2061.0,1821.0,798.0,998.0,698.0,812.0,864.0,593.0,469.0,516.0,003,92072,10,3302.0,4389.0,4395.0,2921.0,1561.0,743.0,610.0,1636.0,2851.0,3239.0,4022.0,3939.0,4745.0,4631.0,3492.0,1662.0,1845.0,1560.0,1354.0,1743.0,1280.0,702.0,653.0,15007.0,6740.0,8267.0,11705.0,5225.0,6480.0,7691.0,3243.0,4448.0,7316.0,3497.0,3819.0,10640.0,6165.0,4475.0,12706.0,6233.0,6473.0,11630.0,5952.0,5678.0,7292.0,3340.0,3952.0
1000393108,"Pike Creek-Central Kirkwood CCD, New Castle County, Delaware",43026,20641.0,1294.0,1312.0,1364.0,857.0,397.0,233.0,216.0,613.0,1377.0,1481.0,1394.0,1220.0,1520.0,1536.0,1576.0,535.0,542.0,497.0,562.0,832.0,638.0,331.0,314.0,22385.0,1211.0,1001.0,1422.0,739.0,424.0,219.0,267.0,792.0,1432.0,1686.0,1447.0,1112.0,1483.0,1767.0,1773.0,571.0,882.0,422.0,723.0,928.0,811.0,568.0,705.0,003,93108,10,2505.0,2313.0,2786.0,1596.0,821.0,452.0,483.0,1405.0,2809.0,3167.0,2841.0,2332.0,3003.0,3303.0,3349.0,1106.0,1424.0,919.0,1285.0,1760.0,1449.0,899.0,1019.0,9200.0,4827.0,4373.0,6695.0,3533.0,3162.0,4818.0,2606.0,2212.0,4382.0,2221.0,2161.0,9137.0,4317.0,4820.0,8176.0,4134.0,4042.0,9182.0,4189.0,4993.0,7331.0,3174.0,4157.0
1000591628,"Laurel-Delmar CCD, Sussex County, Delaware",22650,10759.0,670.0,813.0,618.0,519.0,291.0,102.0,119.0,361.0,650.0,609.0,578.0,701.0,729.0,783.0,649.0,385.0,419.0,310.0,415.0,401.0,293.0,224.0,120.0,11891.0,588.0,824.0,922.0,431.0,220.0,220.0,78.0,441.0,772.0,674.0,675.0,680.0,877.0,864.0,703.0,432.0,395.0,246.0,354.0,457.0,376.0,272.0,390.0,005,91628,10,1258.0,1637.0,1540.0,950.0,511.0,322.0,197.0,802.0,1422.0,1283.0,1253.0,1381.0,1606.0,1647.0,1352.0,817.0,814.0,556.0,769.0,858.0,669.0,496.0,510.0,5385.0,2620.0,2765.0,4127.0,1950.0,2177.0,2895.0,1483.0,1412.0,2490.0,1137.0,1353.0,4537.0,2132.0,2405.0,4240.0,2008.0,2232.0,4630.0,2236.0,2394.0,3858.0,1763.0,2095.0
1000592664,"Milton CCD, Sussex County, Delaware",17621,8801.0,597.0,352.0,534.0,166.0,112.0,129.0,8.0,281.0,510.0,656.0,411.0,329.0,420.0,497.0,917.0,217.0,463.0,443.0,499.0,586.0,402.0,144.0,128.0,8820.0,519.0,369.0,198.0,186.0,153.0,32.0,41.0,319.0,455.0,561.0,319.0,366.0,337.0,693.0,897.0,420.0,451.0,464.0,378.0,785.0,371.0,256.0,250.0,005,92664,10,1116.0,721.0,732.0,352.0,265.0,161.0,49.0,600.0,965.0,1217.0,730.0,695.0,757.0,1190.0,1814.0,637.0,914.0,907.0,877.0,1371.0,773.0,400.0,378.0,2921.0,1649.0,1272.0,1805.0,1052.0,753.0,1837.0,949.0,888.0,1084.0,700.0,384.0,3257.0,1696.0,1561.0,2182.0,1160.0,1022.0,4555.0,2094.0,2461.0,4706.0,2202.0,2504.0
