geoid,name,total_population_16over,in_labor_force,civilian,civilian_employed,civilian_unemployed,armed_forces,not_in_labor_force,county,county subdivision,state
4203167384,"St. Petersburg borough, Clarion County, Pennsylvania",245.0,155.0,155.0,145.0,10.0,0.0,90.0,031,67384,42
4203174728,"Strattanville borough, Clarion County, Pennsylvania",539.0,394.0,394.0,384.0,10.0,0.0,145.0,031,74728,42
4203162144,"Porter township, Clarion County, Pennsylvania",974.0,512.0,512.0,489.0,23.0,0.0,462.0,031,62144,42
4209119672,"Douglass township, Montgomery County, Pennsylvania",8424.0,5767.0,5767.0,5636.0,131.0,0.0,2657.0,091,19672,42
4209121600,"East Norriton township, Montgomery County, Pennsylvania",12146.0,7622.0,7622.0,7210.0,412.0,0.0,4524.0,091,21600,42
4209144912,"Lower Frederick township, Montgomery County, Pennsylvania",3883.0,2867.0,2867.0,2696.0,171.0,0.0,1016.0,091,44912,42
4209145096,"Lower Salford township, Montgomery County, Pennsylvania",12290.0,8920.0,8903.0,8482.0,421.0,17.0,3370.0,091,45096,42
4209165568,"Rockledge borough, Montgomery County, Pennsylvania",2082.0,1470.0,1466.0,1375.0,91.0,4.0,612.0,091,65568,42
4209173088,"Springfield township, Montgomery County, Pennsylvania",15753.0,10689.0,10689.0,10111.0,578.0,0.0,5064.0,091,73088,42
4209177152,"Towamencin township, Montgomery County, Pennsylvania",15021.0,10108.0,10108.0,9548.0,560.0,0.0,4913.0,091,77152,42
4212746856,"Manchester township, Wayne County, Pennsylvania",628.0,336.0,336.0,313.0,23.0,0.0,292.0,127,46856,42
4212720576,"Dyberry township, Wayne County, Pennsylvania",1255.0,836.0,836.0,779.0,57.0,0.0,419.0,127,20576,42
4212758480,"Paupack township, Wayne County, Pennsylvania",3241.0,1534.0,1534.0,1457.0,77.0,0.0,1707.0,127,58480,42
4212762744,"Prompton borough, Wayne County, Pennsylvania",228.0,157.0,157.0,148.0,9.0,0.0,71.0,127,62744,42
4212772024,"South Canaan township, Wayne County, Pennsylvania",1317.0,795.0,795.0,736.0,59.0,0.0,522.0,127,72024,42
421279824,"Buckingham township, Wayne County, Pennsylvania",426.0,246.0,246.0,232.0,14.0,0.0,180.0,127,9824,42
4212733200,"Hawley borough, Wayne County, Pennsylvania",1139.0,683.0,683.0,592.0,91.0,0.0,456.0,127,33200,42
4212751872,"Mount Pleasant township, Wayne County, Pennsylvania",1250.0,660.0,660.0,597.0,63.0,0.0,590.0,127,51872,42
4212773784,"Starrucca borough, Wayne County, Pennsylvania",188.0,98.0,98.0,92.0,6.0,0.0,90.0,127,73784,42
4212781712,"Waymart borough, Wayne County, Pennsylvania",1061.0,549.0,549.0,527.0,22.0,0.0,512.0,127,81712,42
4212713096,"Cherry Ridge township, Wayne County, Pennsylvania",1373.0,833.0,833.0,815.0,18.0,0.0,540.0,127,13096,42
4212742176,"Lebanon township, Wayne County, Pennsylvania",523.0,286.0,286.0,280.0,6.0,0.0,237.0,127,42176,42
4212757000,"Oregon township, Wayne County, Pennsylvania",558.0,356.0,356.0,341.0,15.0,0.0,202.0,127,57000,42
4212762600,"Preston township, Wayne County, Pennsylvania",637.0,320.0,320.0,291.0,29.0,0.0,317.0,127,62600,42
4212767488,"Salem township, Wayne County, Pennsylvania",3592.0,1940.0,1940.0,1861.0,79.0,0.0,1652.0,127,67488,42
4212718104,"Damascus township, Wayne County, Pennsylvania",3087.0,2048.0,2048.0,1994.0,54.0,0.0,1039.0,127,18104,42
4212711056,"Canaan township, Wayne County, Pennsylvania",3830.0,473.0,473.0,458.0,15.0,0.0,3357.0,127,11056,42
4212735520,"Honesdale borough, Wayne County, Pennsylvania",3395.0,1614.0,1614.0,1505.0,109.0,0.0,1781.0,127,35520,42
421275976,"Bethany borough, Wayne County, Pennsylvania",215.0,139.0,139.0,123.0,16.0,0.0,76.0,127,5976,42
4212776424,"Texas township, Wayne County, Pennsylvania",2373.0,1247.0,1241.0,1160.0,81.0,6.0,1126.0,127,76424,42
4212757736,"Palmyra township, Wayne County, Pennsylvania",960.0,610.0,610.0,577.0,33.0,0.0,350.0,127,57736,42
4200961496,"Pleasantville borough, Bedford County, Pennsylvania",115.0,66.0,66.0,64.0,2.0,0.0,49.0,009,61496,42
420094944,"Bedford borough, Bedford County, Pennsylvania",2300.0,1240.0,1240.0,1126.0,114.0,0.0,1060.0,009,4944,42
4200943416,"Lincoln township, Bedford County, Pennsylvania",322.0,191.0,191.0,176.0,15.0,0.0,131.0,009,43416,42
4200946928,"Mann township, Bedford County, Pennsylvania",468.0,278.0,278.0,254.0,24.0,0.0,190.0,009,46928,42
4200972656,"South Woodbury township, Bedford County, Pennsylvania",1588.0,979.0,979.0,932.0,47.0,0.0,609.0,009,72656,42
4200986136,"Woodbury township, Bedford County, Pennsylvania",970.0,606.0,606.0,585.0,21.0,0.0,364.0,009,86136,42
4200936640,"Hyndman borough, Bedford County, Pennsylvania",671.0,338.0,338.0,307.0,31.0,0.0,333.0,009,36640,42
4200921788,"East St. Clair township, Bedford County, Pennsylvania",2389.0,1497.0,1497.0,1447.0,50.0,0.0,892.0,009,21788,42
4200968072,"Saxton borough, Bedford County, Pennsylvania",534.0,284.0,284.0,269.0,15.0,0.0,250.0,009,68072,42
4204321208,"East Hanover township, Dauphin County, Pennsylvania",4903.0,3371.0,3371.0,3278.0,93.0,0.0,1532.0,043,21208,42
4204334664,"Highspire borough, Dauphin County, Pennsylvania",1986.0,1306.0,1306.0,1207.0,99.0,0.0,680.0,043,34664,42
4204360264,"Pillow borough, Dauphin County, Pennsylvania",194.0,131.0,131.0,127.0,4.0,0.0,63.0,043,60264,42
