geoid,name,total,only_english,spanish_and_english,spanish_no_english,french_and_english,french_no_english,germanic_and_english,germanic_no_english,slavic_and_english,slavic_no_english,other_indoeuropean_and_english,other_indoeuropean_no_english,korean_and_english,korean_no_english,chinese_and_english,chinese_no_english,vietnamese_and_english,vietnamese_no_english,tagalog_and_english,tagalog_no_english,other_asian_and_english,other_asian_no_english,arabic_and_english,arabic_no_english,other_and_english,other_no_english,county,county subdivision,state,total_english,total_no_english
1604393128,"St. Anthony CCD, Fremont County, Idaho",7419.0,6775.0,323.0,229.0,2.0,0.0,36.0,2.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,21.0,0.0,0.0,8.0,0.0,043,93128,16,7162.0,257.0
1606593381,"Sugar City CCD, Madison County, Idaho",5741.0,5381.0,245.0,75.0,2.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,065,93381,16,5666.0,75.0
1607992346,"Mullan CCD, Shoshone County, Idaho",787.0,744.0,10.0,18.0,0.0,7.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,079,92346,16,762.0,25.0
1607992392,"Murray CCD, Shoshone County, Idaho",438.0,428.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,079,92392,16,428.0,10.0
1607991794,"Kellogg CCD, Shoshone County, Idaho",6400.0,6240.0,54.0,57.0,0.0,0.0,24.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,3.0,0.0,079,91794,16,6329.0,71.0
1607990230,"Avery-Clarkia CCD, Shoshone County, Idaho",431.0,385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,16.0,14.0,079,90230,16,401.0,30.0
1604990644,"Cottonwood CCD, Idaho County, Idaho",2312.0,2213.0,53.0,21.0,0.0,0.0,13.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,049,90644,16,2281.0,31.0
1604991334,"Grangeville CCD, Idaho County, Idaho",5591.0,5468.0,94.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,049,91334,16,5562.0,29.0
1604990897,"Elk City CCD, Idaho County, Idaho",2043.0,1923.0,36.0,34.0,0.0,15.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,049,90897,16,1987.0,56.0
1604993013,"Riggins CCD, Idaho County, Idaho",1160.0,1125.0,8.0,14.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,049,93013,16,1133.0,27.0
1604992553,"Nez Perce CCD, Idaho County, Idaho",4372.0,4119.0,37.0,31.0,0.0,5.0,11.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,22.0,049,92553,16,4308.0,64.0
1608193611,"Victor CCD, Teton County, Idaho",4750.0,4031.0,442.0,229.0,11.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,081,93611,16,4521.0,229.0
1608193473,"Tetonia CCD, Teton County, Idaho",2183.0,1872.0,160.0,96.0,13.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,081,93473,16,2087.0,96.0
1608190782,"Driggs CCD, Teton County, Idaho",3024.0,2409.0,322.0,254.0,0.0,0.0,0.0,0.0,0.0,6.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,081,90782,16,2764.0,260.0
1607791127,"Fort Hall CCD, Power County, Idaho",731.0,584.0,60.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,077,91127,16,715.0,16.0
