geoid,name,housing_units,owner_occupied,renter_occupied,county,county subdivision,state
2606524120,"East Lansing city, Ingham County, Michigan",12894.0,4171.0,8723.0,065,24120,26
2606547200,"Leslie township, Ingham County, Michigan",934.0,853.0,81.0,065,47200,26
2606552180,"Mason city, Ingham County, Michigan",3193.0,1991.0,1202.0,065,52180,26
2606546020,"Lansing charter township, Ingham County, Michigan",3901.0,2075.0,1826.0,065,46020,26
2606547180,"Leslie city, Ingham County, Michigan",673.0,528.0,145.0,065,47180,26
2606549040,"Locke township, Ingham County, Michigan",636.0,562.0,74.0,065,49040,26
2606553140,"Meridian charter township, Ingham County, Michigan",18008.0,10977.0,7031.0,065,53140,26
2606560800,"Onondaga township, Ingham County, Michigan",1084.0,958.0,126.0,065,60800,26
2606547080,"Leroy township, Ingham County, Michigan",1353.0,1110.0,243.0,065,47080,26
260654240,"Aurelius township, Ingham County, Michigan",1463.0,1404.0,59.0,065,4240,26
26065800,"Alaiedon township, Ingham County, Michigan",1106.0,1015.0,91.0,065,800,26
2606587420,"Williamston city, Ingham County, Michigan",1604.0,1089.0,515.0,065,87420,26
2606586520,"Wheatfield township, Ingham County, Michigan",620.0,572.0,48.0,065,86520,26
2606540640,"Ingham township, Ingham County, Michigan",870.0,803.0,67.0,065,40640,26
2606586900,"White Oak township, Ingham County, Michigan",448.0,383.0,65.0,065,86900,26
260516680,"Beaverton township, Gladwin County, Michigan",761.0,620.0,141.0,051,6680,26
260517360,"Bentley township, Gladwin County, Michigan",354.0,323.0,31.0,051,7360,26
260518360,"Billings township, Gladwin County, Michigan",1086.0,1019.0,67.0,051,8360,26
2605173140,"Sherman township, Gladwin County, Michigan",456.0,405.0,51.0,051,73140,26
2605112180,"Butman township, Gladwin County, Michigan",881.0,814.0,67.0,051,12180,26
2605170500,"Sage township, Gladwin County, Michigan",969.0,855.0,114.0,051,70500,26
2605137300,"Hay township, Gladwin County, Michigan",602.0,542.0,60.0,051,37300,26
2605132320,"Gladwin city, Gladwin County, Michigan",1267.0,633.0,634.0,051,32320,26
2605132340,"Gladwin township, Gladwin County, Michigan",410.0,362.0,48.0,051,32340,26
260519720,"Bourret township, Gladwin County, Michigan",214.0,200.0,14.0,051,9720,26
2605111440,"Buckeye township, Gladwin County, Michigan",531.0,470.0,61.0,051,11440,26
2605116360,"Clement township, Gladwin County, Michigan",452.0,428.0,24.0,051,16360,26
2605179860,"Tobacco township, Gladwin County, Michigan",1098.0,987.0,111.0,051,79860,26
2605135620,"Grout township, Gladwin County, Michigan",650.0,589.0,61.0,051,35620,26
2605172240,"Secord township, Gladwin County, Michigan",651.0,623.0,28.0,051,72240,26
260516660,"Beaverton city, Gladwin County, Michigan",558.0,269.0,289.0,051,6660,26
2605135340,"Grim township, Gladwin County, Michigan",50.0,45.0,5.0,051,35340,26
2607782840,"Wakeshma township, Kalamazoo County, Michigan",510.0,444.0,66.0,077,82840,26
2607742160,"Kalamazoo city, Kalamazoo County, Michigan",28996.0,12998.0,15998.0,077,42160,26
2607762960,"Pavilion township, Kalamazoo County, Michigan",2345.0,2168.0,177.0,077,62960,26
2607765560,"Portage city, Kalamazoo County, Michigan",19552.0,13258.0,6294.0,077,65560,26
2607766200,"Prairie Ronde township, Kalamazoo County, Michigan",833.0,818.0,15.0,077,66200,26
2607769820,"Ross township, Kalamazoo County, Michigan",2055.0,1730.0,325.0,077,69820,26
2607762340,"Parchment city, Kalamazoo County, Michigan",827.0,426.0,401.0,077,62340,26
2607731260,"Galesburg city, Kalamazoo County, Michigan",828.0,429.0,399.0,077,31260,26
2607768260,"Richland township, Kalamazoo County, Michigan",2999.0,2347.0,652.0,077,68260,26
260779920,"Brady township, Kalamazoo County, Michigan",1620.0,1357.0,263.0,077,9920,26
2607714720,"Charleston township, Kalamazoo County, Michigan",769.0,726.0,43.0,077,14720,26
2607771880,"Schoolcraft township, Kalamazoo County, Michigan",3290.0,2686.0,604.0,077,71880,26
2607716460,"Climax township, Kalamazoo County, Michigan",946.0,854.0,92.0,077,16460,26
260890,"County subdivisions not defined, Leelanau County, Michigan",0.0,0.0,0.0,089,0,26
2608925700,"Elmwood charter township, Leelanau County, Michigan",1873.0,1554.0,319.0,089,25700,26
260898440,"Bingham township, Leelanau County, Michigan",1030.0,923.0,107.0,089,8440,26
2608914340,"Centerville township, Leelanau County, Michigan",520.0,455.0,65.0,089,14340,26
2608926000,"Empire township, Leelanau County, Michigan",597.0,541.0,56.0,089,26000,26
2608974500,"Solon township, Leelanau County, Michigan",614.0,554.0,60.0,089,74500,26
2608711840,"Burlington township, Lapeer County, Michigan",551.0,486.0,65.0,087,11840,26
2608735840,"Hadley township, Lapeer County, Michigan",1714.0,1653.0,61.0,087,35840,26
2608746040,"Lapeer city, Lapeer County, Michigan",3565.0,1669.0,1896.0,087,46040,26
2608746060,"Lapeer township, Lapeer County, Michigan",1920.0,1655.0,265.0,087,46060,26
2608752500,"Mayfield township, Lapeer County, Michigan",3051.0,2660.0,391.0,087,52500,26
2608751420,"Marathon township, Lapeer County, Michigan",1728.0,1522.0,206.0,087,51420,26
2608768160,"Rich township, Lapeer County, Michigan",565.0,509.0,56.0,087,68160,26
2608725160,"Elba township, Lapeer County, Michigan",2069.0,1900.0,169.0,087,25160,26
2608740300,"Imlay township, Lapeer County, Michigan",1032.0,934.0,98.0,087,40300,26
