geoid,name,median,male,female,county,county subdivision,state
1210190481,"Central Pasco CCD, Pasco County, Florida",38.9,38.0,39.8,101,90481,12
1204190130,"Bell CCD, Gilchrist County, Florida",44.6,44.0,44.7,041,90130,12
1212191950,"Live Oak CCD, Suwannee County, Florida",38.1,37.8,38.8,121,91950,12
1210192860,"Port Richey CCD, Pasco County, Florida",48.3,47.8,49.1,101,92860,12
1205593120,"Sebring CCD, Highlands County, Florida",54.9,53.1,57.0,055,93120,12
1205591846,"Lake Placid CCD, Highlands County, Florida",53.4,52.4,54.5,055,91846,12
1205590091,"Avon Park CCD, Highlands County, Florida",49.2,47.8,50.0,055,90091,12
1212190299,"Branford CCD, Suwannee County, Florida",43.2,40.6,44.0,121,90299,12
1210190741,"Dade City CCD, Pasco County, Florida",39.2,37.7,40.4,101,90741,12
1210192327,"New Port Richey CCD, Pasco County, Florida",44.6,43.4,45.8,101,92327,12
1204193432,"Trenton CCD, Gilchrist County, Florida",41.4,32.9,48.0,041,93432,12
1212190858,"Dowling Park CCD, Suwannee County, Florida",44.5,42.8,47.6,121,90858,12
1212192002,"McAlpin-Wellborn CCD, Suwannee County, Florida",44.8,44.9,44.7,121,92002,12
1200191248,"Gainesville CCD, Alachua County, Florida",27.7,27.5,28.0,001,91248,12
1200191469,"Hawthorne CCD, Alachua County, Florida",43.0,46.9,41.5,001,91469,12
1200192314,"Newberry-Archer CCD, Alachua County, Florida",39.1,39.0,39.1,001,92314,12
1200192184,"Micanopy CCD, Alachua County, Florida",44.8,42.2,46.6,001,92184,12
1200191495,"High Springs-Alachua CCD, Alachua County, Florida",39.9,37.7,41.6,001,91495,12
1200193536,"Waldo CCD, Alachua County, Florida",46.1,46.6,44.9,001,93536,12
1202790078,"Arcadia West CCD, DeSoto County, Florida",48.6,44.4,52.1,027,90078,12
1202790065,"Arcadia East CCD, DeSoto County, Florida",37.9,37.0,39.3,027,90065,12
1201390026,"Altha CCD, Calhoun County, Florida",37.2,37.5,37.0,013,90026,12
1201390169,"Blountstown CCD, Calhoun County, Florida",37.8,37.3,39.4,013,90169,12
1202391183,"Fort White CCD, Columbia County, Florida",44.9,43.0,46.0,023,91183,12
1201592899,"Punta Gorda CCD, Charlotte County, Florida",60.2,58.8,61.5,015,92899,12
1201591352,"Grove City-Rotonda CCD, Charlotte County, Florida",62.4,63.2,61.7,015,91352,12
1201592834,"Port Charlotte CCD, Charlotte County, Florida",54.9,52.8,56.3,015,92834,12
1202392366,"North Columbia CCD, Columbia County, Florida",50.0,39.6,56.8,023,92366,12
1202391820,"Lake City CCD, Columbia County, Florida",39.0,37.3,41.5,023,91820,12
1202990702,"Cross City South CCD, Dixie County, Florida",51.3,49.4,53.6,029,90702,12
1202990689,"Cross City North CCD, Dixie County, Florida",46.0,44.3,48.8,029,90689,12
1208593250,"Stuart CCD, Martin County, Florida",52.5,50.6,54.3,085,93250,12
1208591586,"Indiantown CCD, Martin County, Florida",46.1,45.8,46.4,085,91586,12
1208592873,"Port Salerno-Hobe Sound CCD, Martin County, Florida",52.8,50.8,54.3,085,92873,12
1211593484,"Venice CCD, Sarasota County, Florida",63.5,62.7,64.0,115,93484,12
1210791612,"Interlachen-Florahome CCD, Putnam County, Florida",46.9,46.6,47.2,107,91612,12
1210790663,"Crescent City CCD, Putnam County, Florida",45.0,44.3,45.7,107,90663,12
1210792574,"Palatka CCD, Putnam County, Florida",39.0,37.1,42.4,107,92574,12
1211591599,"Interior County CCD, Sarasota County, Florida",64.1,64.3,63.9,115,91599,12
1210790923,"East Palatka CCD, Putnam County, Florida",50.3,49.1,52.8,107,90923,12
1211590975,"Englewood CCD, Sarasota County, Florida",64.4,64.0,64.9,115,90975,12
1211591963,"Longboat Key CCD, Sarasota County, Florida",70.6,70.9,70.3,115,91963,12
1211592431,"North Port CCD, Sarasota County, Florida",47.2,48.4,46.6,115,92431,12
1211593107,"Sarasota CCD, Sarasota County, Florida",49.9,47.1,51.9,115,93107,12
1212592925,"Raiford CCD, Union County, Florida",46.0,47.4,37.8,125,92925,12
1212591807,"Lake Butler CCD, Union County, Florida",39.2,38.8,39.6,125,91807,12
1212593731,"Worthington Springs CCD, Union County, Florida",35.3,34.5,36.3,125,93731,12
1205393230,"Spring Hill CCD, Hernando County, Florida",47.1,45.8,48.3,053,93230,12
1212790832,"DeLand CCD, Volusia County, Florida",44.4,44.1,44.9,127,90832,12
1201191417,"Hallandale Beach CCD, Broward County, Florida",43.6,42.6,44.6,011,91417,12
1205191781,"LaBelle CCD, Hendry County, Florida",33.0,32.5,34.3,051,91781,12
1212790793,"DeBary-Orange City CCD, Volusia County, Florida",46.0,44.1,48.6,127,90793,12
1211392218,"Midway CCD, Santa Rosa County, Florida",41.3,40.4,42.3,113,92218,12
1211393659,"Whiting Field CCD, Santa Rosa County, Florida",20.8,20.5,-666666666.0,113,93659,12
1211393127,"Skyline CCD, Santa Rosa County, Florida",40.7,36.9,44.9,113,93127,12
1211392309,"Navarre Beach CCD, Santa Rosa County, Florida",56.2,56.0,57.1,113,92309,12
1211391500,"Holley-Navarre CCD, Santa Rosa County, Florida",36.5,35.1,38.1,113,91500,12
1212990949,"East Wakulla CCD, Wakulla County, Florida",40.2,40.0,40.4,129,90949,12
1213390442,"Caryville CCD, Washington County, Florida",43.6,39.6,46.7,133,90442,12
1213393497,"Vernon CCD, Washington County, Florida",42.3,41.7,44.0,133,93497,12
1212993627,"West Wakulla CCD, Wakulla County, Florida",46.4,47.3,46.0,129,93627,12
1213390546,"Chipley CCD, Washington County, Florida",38.3,34.6,43.2,133,90546,12
1200793237,"Starke CCD, Bradford County, Florida",39.1,35.4,44.3,007,93237,12
1200790312,"Brooker CCD, Bradford County, Florida",46.6,43.7,48.6,007,90312,12
1200791430,"Hampton CCD, Bradford County, Florida",45.7,40.9,48.3,007,91430,12
1200791898,"Lawtey CCD, Bradford County, Florida",38.3,36.7,40.8,007,91898,12
1200992106,"Melbourne CCD, Brevard County, Florida",47.0,43.8,49.2,009,92106,12
1200993224,"Space Center CCD, Brevard County, Florida",-666666666.0,-666666666.0,-666666666.0,009,93224,12
1200993419,"Titusville CCD, Brevard County, Florida",48.7,47.3,50.2,009,93419,12
1200990624,"Cocoa-Rockledge CCD, Brevard County, Florida",44.7,43.0,45.8,009,90624,12
1200992119,"Melbourne Shores-Floridana Beach CCD, Brevard County, Florida",60.2,58.8,60.7,009,92119,12
1200992132,"Merritt Island CCD, Brevard County, Florida",49.7,49.3,50.1,009,92132,12
1200990611,"Cocoa Beach-Cape Canaveral CCD, Brevard County, Florida",57.0,56.0,57.6,009,90611,12
1200992587,"Palm Bay CCD, Brevard County, Florida",40.4,38.6,42.2,009,92587,12
1200991573,"Indialantic-Melbourne Beach CCD, Brevard County, Florida",48.5,47.8,49.3,009,91573,12
1200992028,"Malabar CCD, Brevard County, Florida",60.1,60.1,60.0,009,92028,12
1200993588,"West Brevard CCD, Brevard County, Florida",47.8,44.6,51.3,009,93588,12
1201992509,"Orange Park CCD, Clay County, Florida",39.8,37.5,42.1,019,92509,12
1201992197,"Middleburg-Clay Hill CCD, Clay County, Florida",36.3,35.4,37.2,019,92197,12
1201992678,"Penney Farms CCD, Clay County, Florida",40.8,40.8,40.7,019,92678,12
1201991300,"Green Cove Springs CCD, Clay County, Florida",44.3,43.9,44.5,019,91300,12
1201991742,"Keystone Heights CCD, Clay County, Florida",46.5,48.4,44.4,019,91742,12
1206790767,"Day CCD, Lafayette County, Florida",35.6,37.1,30.4,067,90767,12
1206792093,"Mayo CCD, Lafayette County, Florida",40.7,38.4,42.0,067,92093,12
1206991235,"Fruitland Park-Lady Lake CCD, Lake County, Florida",56.2,54.4,57.7,069,91235,12
1206991365,"Groveland-Mascotte CCD, Lake County, Florida",43.5,42.4,45.1,069,91365,12
1206991924,"Leesburg East CCD, Lake County, Florida",57.0,57.3,56.6,069,91924,12
1206991014,"Eustis CCD, Lake County, Florida",46.3,44.2,50.0,069,91014,12
1206990585,"Clermont CCD, Lake County, Florida",40.1,39.8,40.3,069,90585,12
1206991541,"Howey-in-the-Hills-Okahumpka CCD, Lake County, Florida",69.1,69.3,69.0,069,91541,12
1206993445,"Umatilla CCD, Lake County, Florida",48.9,45.0,51.3,069,93445,12
1206993393,"Tavares CCD, Lake County, Florida",53.6,51.7,55.4,069,93393,12
1206991911,"Leesburg CCD, Lake County, Florida",45.1,41.7,47.6,069,91911,12
1206992262,"Mount Dora CCD, Lake County, Florida",42.6,42.6,42.5,069,92262,12
1208993757,"Yulee CCD, Nassau County, Florida",41.4,40.0,42.9,089,93757,12
1208990364,"Callahan-Hilliard CCD, Nassau County, Florida",40.8,39.0,41.8,089,90364,12
1208991079,"Fernandina Beach CCD, Nassau County, Florida",55.3,54.2,56.1,089,91079,12
1210390572,"Clearwater CCD, Pinellas County, Florida",48.2,46.5,49.9,103,90572,12
1210393042,"St. Petersburg CCD, Pinellas County, Florida",44.8,43.5,46.0,103,93042,12
1210393380,"Tarpon Springs CCD, Pinellas County, Florida",49.8,48.1,51.0,103,93380,12
1210393036,"St. Pete Beach CCD, Pinellas County, Florida",57.4,57.1,57.8,103,93036,12
1210390182,"Boca Ciega CCD, Pinellas County, Florida",53.2,51.9,54.1,103,90182,12
1210591209,"Frostproof CCD, Polk County, Florida",41.0,38.7,45.5,105,91209,12
1210591833,"Lakeland CCD, Polk County, Florida",40.6,39.7,41.3,105,91833,12
1210591404,"Haines City CCD, Polk County, Florida",38.9,38.2,39.5,105,91404,12
1210591859,"Lake Wales CCD, Polk County, Florida",44.2,43.2,44.8,105,91859,12
1210590117,"Bartow CCD, Polk County, Florida",38.1,36.7,39.7,105,90117,12
1210593718,"Winter Haven-Auburndale CCD, Polk County, Florida",42.6,40.7,44.3,105,93718,12
1211193620,"West St. Lucie CCD, St. Lucie County, Florida",62.0,59.5,65.2,111,93620,12
1211191157,"Fort Pierce CCD, St. Lucie County, Florida",45.0,42.5,46.5,111,91157,12
1211191547,"Hutchinson Island CCD, St. Lucie County, Florida",68.0,68.4,67.4,111,91547,12
1211192866,"Port St. Lucie CCD, St. Lucie County, Florida",42.5,41.6,43.3,111,92866,12
1204392379,"Northeast Glades CCD, Glades County, Florida",59.0,56.8,59.7,043,92379,12
1204393185,"Southwest Glades CCD, Glades County, Florida",40.9,39.6,43.8,043,93185,12
