geoid,name,total,male_total,male_no_schooling,male_nursery_to_4th_grade,male_5th_and_6th_grade,male_7th_and_8th_grade,male_9th_grade,male_10th_grade,male_11th_grade,male_12th_grade_no_diploma,male_high_school_graduate,male_less_than_1_year_college,male_1_or_more_years_college,male_associates_degree,male_bachelors_degree,male_masters_degree,male_professional_school_degree,male_doctorate_degree,female_total,female_no_schooling,female_nursery_to_4th_grade,female_5th_and_6th_grade,female_7th_and_8th_grade,female_9th_grade,female_10th_grade,female_11th_grade,female_12th_grade_no_diploma,female_high_school_graduate,female_less_than_1_year_college,female_1_or_more_years_college,female_associates_degree,female_bachelors_degree,female_masters_degree,female_professional_school_degree,female_doctorate_degree,county,county subdivision,state,total_no_schooling,total_nursery_to_4th_grade,total_5th_and_6th_grade,total_7th_and_8th_grade,total_9th_grade,total_10th_grade,total_11th_grade,total_12th_grade_no_diploma,total_high_school_graduate,total_less_than_1_year_college,total_1_or_more_years_college,total_associates_degree,total_bachelors_degree,total_masters_degree,total_professional_school_degree,total_doctorate_degree,total_less_than_high_scool,male_less_than_high_scool,female_less_than_high_scool,total_some_college,male_some_college,female_some_college,total_masters_or_higher,male_masters_or_higher,female_masters_or_higher,total_bachelors_or_higher,male_bachelors_or_higher,female_bachelors_or_higher
5002111950,"Castleton town, Rutland County, Vermont",2703.0,1368.0,12.0,0.0,0.0,18.0,5.0,8.0,62.0,9.0,668.0,25.0,176.0,87.0,232.0,52.0,0.0,14.0,1335.0,32.0,0.0,0.0,22.0,0.0,17.0,24.0,14.0,392.0,65.0,201.0,167.0,269.0,91.0,31.0,10.0,021,11950,50,44.0,0.0,0.0,40.0,5.0,25.0,86.0,23.0,1060.0,90.0,377.0,254.0,501.0,143.0,31.0,24.0,223.0,114.0,109.0,467.0,201.0,266.0,198.0,66.0,132.0,699.0,298.0,401.0
5002155600,"Pittsford town, Rutland County, Vermont",2252.0,1015.0,0.0,0.0,0.0,11.0,0.0,22.0,35.0,7.0,480.0,59.0,87.0,97.0,142.0,46.0,22.0,7.0,1237.0,12.0,0.0,0.0,8.0,10.0,0.0,7.0,9.0,352.0,39.0,178.0,179.0,353.0,82.0,0.0,8.0,021,55600,50,12.0,0.0,0.0,19.0,10.0,22.0,42.0,16.0,832.0,98.0,265.0,276.0,495.0,128.0,22.0,15.0,121.0,75.0,46.0,363.0,146.0,217.0,165.0,75.0,90.0,660.0,217.0,443.0
5002165275,"Shrewsbury town, Rutland County, Vermont",907.0,468.0,5.0,0.0,0.0,8.0,12.0,5.0,24.0,4.0,142.0,26.0,55.0,30.0,92.0,43.0,11.0,11.0,439.0,2.0,0.0,3.0,0.0,5.0,0.0,0.0,2.0,97.0,22.0,52.0,64.0,140.0,49.0,0.0,3.0,021,65275,50,7.0,0.0,3.0,8.0,17.0,5.0,24.0,6.0,239.0,48.0,107.0,94.0,232.0,92.0,11.0,14.0,70.0,58.0,12.0,155.0,81.0,74.0,117.0,65.0,52.0,349.0,157.0,192.0
500217750,"Brandon town, Rutland County, Vermont",2679.0,1218.0,7.0,0.0,0.0,12.0,15.0,32.0,94.0,39.0,384.0,118.0,108.0,128.0,186.0,72.0,11.0,12.0,1461.0,7.0,0.0,0.0,28.0,27.0,0.0,0.0,35.0,473.0,68.0,151.0,199.0,277.0,153.0,36.0,7.0,021,7750,50,14.0,0.0,0.0,40.0,42.0,32.0,94.0,74.0,857.0,186.0,259.0,327.0,463.0,225.0,47.0,19.0,296.0,199.0,97.0,445.0,226.0,219.0,291.0,95.0,196.0,754.0,281.0,473.0
5002134450,"Hubbardton town, Rutland County, Vermont",428.0,219.0,0.0,0.0,0.0,3.0,2.0,2.0,12.0,2.0,91.0,9.0,12.0,39.0,19.0,24.0,4.0,0.0,209.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,33.0,7.0,45.0,28.0,50.0,34.0,3.0,2.0,021,34450,50,3.0,0.0,0.0,3.0,2.0,2.0,14.0,4.0,124.0,16.0,57.0,67.0,69.0,58.0,7.0,2.0,28.0,21.0,7.0,73.0,21.0,52.0,67.0,28.0,39.0,136.0,47.0,89.0
5002137685,"Killington town, Rutland County, Vermont",571.0,284.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,81.0,16.0,23.0,13.0,91.0,25.0,22.0,5.0,287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,65.0,22.0,47.0,4.0,115.0,20.0,11.0,0.0,021,37685,50,0.0,0.0,0.0,3.0,0.0,5.0,0.0,3.0,146.0,38.0,70.0,17.0,206.0,45.0,33.0,5.0,11.0,8.0,3.0,108.0,39.0,69.0,83.0,52.0,31.0,289.0,143.0,146.0
5002144800,"Middletown Springs town, Rutland County, Vermont",605.0,281.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,86.0,32.0,27.0,10.0,56.0,34.0,5.0,19.0,324.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,59.0,16.0,49.0,45.0,68.0,73.0,3.0,8.0,021,44800,50,0.0,0.0,0.0,4.0,0.0,0.0,0.0,11.0,145.0,48.0,76.0,55.0,124.0,107.0,8.0,27.0,15.0,12.0,3.0,124.0,59.0,65.0,142.0,58.0,84.0,266.0,114.0,152.0
5002144125,"Mendon town, Rutland County, Vermont",788.0,445.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0,0.0,149.0,15.0,46.0,25.0,118.0,55.0,19.0,4.0,343.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,47.0,3.0,47.0,25.0,146.0,54.0,18.0,0.0,021,44125,50,0.0,0.0,0.0,4.0,0.0,0.0,13.0,0.0,196.0,18.0,93.0,50.0,264.0,109.0,37.0,4.0,17.0,14.0,3.0,111.0,61.0,50.0,150.0,78.0,72.0,414.0,196.0,218.0
5002147200,"Mount Holly town, Rutland County, Vermont",1017.0,548.0,8.0,0.0,0.0,14.0,0.0,13.0,31.0,7.0,184.0,18.0,59.0,48.0,118.0,38.0,8.0,2.0,469.0,2.0,0.0,0.0,8.0,11.0,0.0,4.0,0.0,140.0,26.0,39.0,47.0,115.0,60.0,6.0,11.0,021,47200,50,10.0,0.0,0.0,22.0,11.0,13.0,35.0,7.0,324.0,44.0,98.0,95.0,233.0,98.0,14.0,13.0,98.0,73.0,25.0,142.0,77.0,65.0,125.0,48.0,77.0,358.0,166.0,192.0
5002182300,"West Rutland town, Rutland County, Vermont",1765.0,909.0,6.0,0.0,0.0,36.0,20.0,7.0,30.0,0.0,395.0,70.0,116.0,58.0,101.0,57.0,9.0,4.0,856.0,0.0,0.0,0.0,13.0,3.0,23.0,19.0,0.0,376.0,26.0,92.0,69.0,140.0,81.0,7.0,7.0,021,82300,50,6.0,0.0,0.0,49.0,23.0,30.0,49.0,0.0,771.0,96.0,208.0,127.0,241.0,138.0,16.0,11.0,157.0,99.0,58.0,304.0,186.0,118.0,165.0,70.0,95.0,406.0,171.0,235.0
5002157250,"Proctor town, Rutland County, Vermont",1234.0,569.0,2.0,0.0,0.0,23.0,10.0,10.0,0.0,12.0,210.0,33.0,81.0,29.0,105.0,30.0,13.0,11.0,665.0,2.0,0.0,0.0,0.0,2.0,12.0,4.0,2.0,202.0,43.0,113.0,105.0,123.0,41.0,8.0,8.0,021,57250,50,4.0,0.0,0.0,23.0,12.0,22.0,4.0,14.0,412.0,76.0,194.0,134.0,228.0,71.0,21.0,19.0,79.0,57.0,22.0,270.0,114.0,156.0,111.0,54.0,57.0,339.0,159.0,180.0
