geoid,name,total,only_english,spanish_and_english,spanish_no_english,french_and_english,french_no_english,germanic_and_english,germanic_no_english,slavic_and_english,slavic_no_english,other_indoeuropean_and_english,other_indoeuropean_no_english,korean_and_english,korean_no_english,chinese_and_english,chinese_no_english,vietnamese_and_english,vietnamese_no_english,tagalog_and_english,tagalog_no_english,other_asian_and_english,other_asian_no_english,arabic_and_english,arabic_no_english,other_and_english,other_no_english,county,county subdivision,state,total_english,total_no_english
3200194238,"Dixie Valley CCD, Churchill County, Nevada",77.0,53.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,001,94238,32,73.0,4.0
3200194308,"Fallon CCD, Churchill County, Nevada",22223.0,19351.0,1012.0,1035.0,44.0,17.0,0.0,8.0,14.0,0.0,112.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,255.0,121.0,67.0,53.0,0.0,12.0,104.0,13.0,001,94308,32,20959.0,1264.0
3200194154,"Carson Sink CCD, Churchill County, Nevada",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,001,94154,32,0.0,0.0
3200594378,"Genoa-Jacks Valley CCD, Douglas County, Nevada",8123.0,6983.0,563.0,337.0,18.0,0.0,25.0,0.0,5.0,6.0,49.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,80.0,12.0,0.0,17.0,0.0,0.0,13.0,0.0,005,94378,32,7736.0,387.0
3200594658,"Pine Nut CCD, Douglas County, Nevada",782.0,772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,005,94658,32,782.0,0.0
3200594952,"Zephyr Cove CCD, Douglas County, Nevada",4998.0,4043.0,387.0,161.0,49.0,36.0,66.0,7.0,36.0,13.0,59.0,50.0,0.0,0.0,0.0,31.0,0.0,0.0,34.0,0.0,13.0,0.0,0.0,0.0,0.0,13.0,005,94952,32,4687.0,311.0
3200594364,"Gardnerville-Minden CCD, Douglas County, Nevada",29583.0,27252.0,955.0,728.0,76.0,37.0,88.0,0.0,32.0,16.0,7.0,11.0,0.0,0.0,0.0,19.0,0.0,0.0,5.0,64.0,63.0,3.0,0.0,0.0,213.0,14.0,005,94364,32,28691.0,892.0
3200594826,"Topaz Lake CCD, Douglas County, Nevada",2247.0,2019.0,97.0,81.0,0.0,0.0,4.0,6.0,5.0,0.0,8.0,10.0,0.0,0.0,1.0,9.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,005,94826,32,2138.0,109.0
3201594070,"Battle Mountain CCD, Lander County, Nevada",5037.0,3806.0,771.0,306.0,43.0,0.0,47.0,13.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,30.0,2.0,015,94070,32,4701.0,336.0
3201594042,"Austin CCD, Lander County, Nevada",401.0,400.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,015,94042,32,401.0,0.0
3202794518,"Lovelock CCD, Pershing County, Nevada",4977.0,3713.0,714.0,354.0,23.0,14.0,3.0,0.0,5.0,0.0,39.0,10.0,0.0,0.0,0.0,6.0,7.0,0.0,9.0,4.0,29.0,4.0,4.0,0.0,39.0,0.0,027,94518,32,4585.0,392.0
3202794448,"Imlay CCD, Pershing County, Nevada",1409.0,1231.0,48.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,027,94448,32,1308.0,101.0
3201394546,"McDermitt CCD, Humboldt County, Nevada",1225.0,943.0,1.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,20.0,013,94546,32,1134.0,91.0
3200994420,"Goldfield CCD, Esmeralda County, Nevada",543.0,542.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,009,94420,32,542.0,1.0
3201194098,"Beowawe CCD, Eureka County, Nevada",462.0,462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,011,94098,32,462.0,0.0
3201194294,"Eureka CCD, Eureka County, Nevada",1184.0,1183.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,011,94294,32,1184.0,0.0
3201394406,"Golconda CCD, Humboldt County, Nevada",1381.0,1277.0,53.0,42.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,013,94406,32,1339.0,42.0
