geoid,name,total,white_alone,black_alone,american_indian_and_alaska_native,asian_alone,native_hawaiian_and_pacific_islander,other_alone,two_or_more_races,latino_alone,county,county subdivision,state,asian_all,other_all
2606524120,"East Lansing city, Ingham County, Michigan",46557.0,33528.0,3535.0,135.0,5579.0,3.0,102.0,1461.0,2214.0,065,24120,26,5582.0,1698.0
2606547200,"Leslie township, Ingham County, Michigan",2519.0,2279.0,36.0,0.0,0.0,0.0,0.0,20.0,184.0,065,47200,26,0.0,20.0
2606552180,"Mason city, Ingham County, Michigan",8387.0,7397.0,329.0,38.0,28.0,0.0,0.0,126.0,469.0,065,52180,26,28.0,164.0
2606546020,"Lansing charter township, Ingham County, Michigan",8188.0,5327.0,1301.0,7.0,116.0,0.0,9.0,273.0,1155.0,065,46020,26,116.0,289.0
2606547180,"Leslie city, Ingham County, Michigan",1951.0,1857.0,4.0,0.0,7.0,0.0,0.0,34.0,49.0,065,47180,26,7.0,34.0
2606549040,"Locke township, Ingham County, Michigan",1690.0,1625.0,2.0,2.0,0.0,0.0,0.0,2.0,59.0,065,49040,26,0.0,4.0
2606553140,"Meridian charter township, Ingham County, Michigan",41903.0,30808.0,1288.0,184.0,6201.0,0.0,51.0,1651.0,1720.0,065,53140,26,6201.0,1886.0
2606560800,"Onondaga township, Ingham County, Michigan",3192.0,3026.0,74.0,6.0,0.0,0.0,0.0,36.0,50.0,065,60800,26,0.0,42.0
2606547080,"Leroy township, Ingham County, Michigan",3574.0,3469.0,0.0,0.0,0.0,0.0,0.0,57.0,48.0,065,47080,26,0.0,57.0
260654240,"Aurelius township, Ingham County, Michigan",4241.0,3920.0,105.0,0.0,115.0,0.0,0.0,7.0,94.0,065,4240,26,115.0,7.0
26065800,"Alaiedon township, Ingham County, Michigan",2914.0,2652.0,28.0,0.0,18.0,0.0,0.0,60.0,156.0,065,800,26,18.0,60.0
2606587420,"Williamston city, Ingham County, Michigan",3891.0,3536.0,0.0,0.0,26.0,0.0,2.0,55.0,272.0,065,87420,26,26.0,57.0
2606586520,"Wheatfield township, Ingham County, Michigan",1889.0,1664.0,22.0,0.0,22.0,0.0,0.0,54.0,127.0,065,86520,26,22.0,54.0
2606540640,"Ingham township, Ingham County, Michigan",2467.0,2332.0,0.0,27.0,16.0,0.0,0.0,38.0,54.0,065,40640,26,16.0,65.0
2606586900,"White Oak township, Ingham County, Michigan",1170.0,1147.0,0.0,2.0,0.0,0.0,0.0,21.0,0.0,065,86900,26,0.0,23.0
260516680,"Beaverton township, Gladwin County, Michigan",1900.0,1832.0,4.0,15.0,0.0,0.0,0.0,27.0,22.0,051,6680,26,0.0,42.0
260517360,"Bentley township, Gladwin County, Michigan",839.0,790.0,0.0,36.0,0.0,0.0,0.0,4.0,9.0,051,7360,26,0.0,40.0
260518360,"Billings township, Gladwin County, Michigan",2246.0,2170.0,0.0,23.0,0.0,0.0,0.0,15.0,38.0,051,8360,26,0.0,38.0
2605173140,"Sherman township, Gladwin County, Michigan",995.0,961.0,15.0,3.0,0.0,0.0,0.0,0.0,16.0,051,73140,26,0.0,3.0
2605112180,"Butman township, Gladwin County, Michigan",1733.0,1678.0,17.0,0.0,0.0,0.0,0.0,10.0,28.0,051,12180,26,0.0,10.0
2605170500,"Sage township, Gladwin County, Michigan",2563.0,2447.0,12.0,5.0,6.0,0.0,0.0,60.0,33.0,051,70500,26,6.0,65.0
2605137300,"Hay township, Gladwin County, Michigan",1247.0,1191.0,0.0,12.0,3.0,0.0,0.0,17.0,24.0,051,37300,26,3.0,29.0
2605132320,"Gladwin city, Gladwin County, Michigan",2897.0,2814.0,25.0,1.0,5.0,0.0,0.0,28.0,24.0,051,32320,26,5.0,29.0
2605132340,"Gladwin township, Gladwin County, Michigan",1145.0,1133.0,0.0,2.0,2.0,0.0,0.0,3.0,5.0,051,32340,26,2.0,5.0
260519720,"Bourret township, Gladwin County, Michigan",416.0,412.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,051,9720,26,0.0,2.0
2605111440,"Buckeye township, Gladwin County, Michigan",1358.0,1343.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,051,11440,26,0.0,3.0
2605116360,"Clement township, Gladwin County, Michigan",897.0,860.0,0.0,15.0,0.0,0.0,0.0,3.0,19.0,051,16360,26,0.0,18.0
2605179860,"Tobacco township, Gladwin County, Michigan",2521.0,2443.0,6.0,0.0,0.0,0.0,0.0,0.0,72.0,051,79860,26,0.0,0.0
2605135620,"Grout township, Gladwin County, Michigan",1990.0,1849.0,0.0,4.0,102.0,0.0,0.0,30.0,5.0,051,35620,26,102.0,34.0
2605172240,"Secord township, Gladwin County, Michigan",1265.0,1223.0,11.0,0.0,0.0,4.0,0.0,14.0,13.0,051,72240,26,4.0,14.0
260516660,"Beaverton city, Gladwin County, Michigan",1199.0,1115.0,0.0,11.0,0.0,0.0,0.0,22.0,51.0,051,6660,26,0.0,33.0
2605135340,"Grim township, Gladwin County, Michigan",113.0,111.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,051,35340,26,0.0,2.0
2607782840,"Wakeshma township, Kalamazoo County, Michigan",1397.0,1342.0,1.0,3.0,0.0,0.0,0.0,29.0,22.0,077,82840,26,0.0,32.0
2607742160,"Kalamazoo city, Kalamazoo County, Michigan",75833.0,48525.0,15798.0,115.0,1671.0,29.0,97.0,4218.0,5380.0,077,42160,26,1700.0,4430.0
2607762960,"Pavilion township, Kalamazoo County, Michigan",6352.0,5872.0,43.0,9.0,59.0,0.0,0.0,291.0,78.0,077,62960,26,59.0,300.0
2607765560,"Portage city, Kalamazoo County, Michigan",48072.0,40305.0,2488.0,156.0,1590.0,0.0,80.0,1508.0,1945.0,077,65560,26,1590.0,1744.0
2607766200,"Prairie Ronde township, Kalamazoo County, Michigan",2345.0,2199.0,20.0,0.0,14.0,0.0,0.0,52.0,60.0,077,66200,26,14.0,52.0
2607769820,"Ross township, Kalamazoo County, Michigan",4837.0,4607.0,31.0,8.0,0.0,0.0,0.0,71.0,120.0,077,69820,26,0.0,79.0
2607762340,"Parchment city, Kalamazoo County, Michigan",1931.0,1460.0,225.0,24.0,16.0,0.0,6.0,139.0,61.0,077,62340,26,16.0,169.0
2607731260,"Galesburg city, Kalamazoo County, Michigan",2013.0,1798.0,56.0,0.0,0.0,0.0,0.0,89.0,70.0,077,31260,26,0.0,89.0
2607768260,"Richland township, Kalamazoo County, Michigan",8011.0,7548.0,188.0,0.0,52.0,0.0,0.0,33.0,190.0,077,68260,26,52.0,33.0
260779920,"Brady township, Kalamazoo County, Michigan",4425.0,4242.0,47.0,21.0,0.0,0.0,0.0,54.0,61.0,077,9920,26,0.0,75.0
2607714720,"Charleston township, Kalamazoo County, Michigan",1974.0,1846.0,14.0,1.0,2.0,0.0,0.0,27.0,84.0,077,14720,26,2.0,28.0
2607771880,"Schoolcraft township, Kalamazoo County, Michigan",8719.0,8292.0,39.0,24.0,0.0,0.0,0.0,158.0,206.0,077,71880,26,0.0,182.0
