geoid,name,total,male_total,female_total,total_same_house,male_same_house,female_same_house,total_moved_within_county,male_moved_within_county,female_moved_within_county,total_moved_from_different_county_in_same_state,male_moved_from_different_county_in_same_state,female_moved_from_different_county_in_same_state,total_moved_from_different_state,male_moved_from_different_state,female_moved_from_different_state,total_moved_from_abroad,male_moved_from_abroad,female_moved_from_abroad,county,county subdivision,state
3108192543,"Precinct 8, Hamilton County, Nebraska",763.0,362.0,401.0,653.0,323.0,330.0,2.0,0.0,2.0,102.0,36.0,66.0,6.0,3.0,3.0,0.0,0.0,0.0,081,92543,31
3108192523,"Precinct 6, Hamilton County, Nebraska",930.0,493.0,437.0,910.0,479.0,431.0,0.0,0.0,0.0,20.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,081,92523,31
3108192473,"Precinct 1, Hamilton County, Nebraska",316.0,138.0,178.0,291.0,127.0,164.0,25.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,081,92473,31
3108192483,"Precinct 2, Hamilton County, Nebraska",758.0,364.0,394.0,696.0,345.0,351.0,7.0,4.0,3.0,53.0,14.0,39.0,2.0,1.0,1.0,0.0,0.0,0.0,081,92483,31
3108192503,"Precinct 4, Hamilton County, Nebraska",4122.0,2081.0,2041.0,3809.0,1909.0,1900.0,144.0,91.0,53.0,144.0,56.0,88.0,25.0,25.0,0.0,0.0,0.0,0.0,081,92503,31
3108192533,"Precinct 7, Hamilton County, Nebraska",581.0,331.0,250.0,495.0,281.0,214.0,53.0,30.0,23.0,33.0,20.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,081,92533,31
3108192493,"Precinct 3, Hamilton County, Nebraska",772.0,360.0,412.0,671.0,314.0,357.0,69.0,34.0,35.0,25.0,9.0,16.0,1.0,1.0,0.0,6.0,2.0,4.0,081,92493,31
3109592110,"Newton precinct, Jefferson County, Nebraska",162.0,95.0,67.0,151.0,89.0,62.0,2.0,1.0,1.0,9.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,095,92110,31
3109592405,"Pleasant precinct, Jefferson County, Nebraska",412.0,197.0,215.0,403.0,193.0,210.0,0.0,0.0,0.0,6.0,4.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,095,92405,31
3109592760,"Rock Creek precinct, Jefferson County, Nebraska",225.0,102.0,123.0,225.0,102.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,095,92760,31
3100990355,"Brewster precinct, Blaine County, Nebraska",101.0,50.0,51.0,88.0,46.0,42.0,13.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,009,90355,31
3100990765,"Dunning precinct, Blaine County, Nebraska",205.0,111.0,94.0,155.0,89.0,66.0,9.0,7.0,2.0,41.0,15.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,009,90765,31
3100992690,"Purdum precinct, Blaine County, Nebraska",190.0,92.0,98.0,167.0,82.0,85.0,7.0,3.0,4.0,16.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,009,92690,31
3103790005,"Adams precinct, Colfax County, Nebraska",876.0,387.0,489.0,816.0,359.0,457.0,31.0,14.0,17.0,15.0,11.0,4.0,12.0,3.0,9.0,2.0,0.0,2.0,037,90005,31
3103792868,"Schuyler city, Colfax County, Nebraska",5930.0,3298.0,2632.0,5046.0,2708.0,2338.0,527.0,312.0,215.0,113.0,68.0,45.0,69.0,47.0,22.0,175.0,163.0,12.0,037,92868,31
3103791755,"Lincoln precinct, Colfax County, Nebraska",738.0,357.0,381.0,654.0,300.0,354.0,3.0,0.0,3.0,54.0,39.0,15.0,18.0,9.0,9.0,9.0,9.0,0.0,037,91755,31
3103792725,"Richland precinct, Colfax County, Nebraska",270.0,151.0,119.0,238.0,123.0,115.0,18.0,18.0,0.0,14.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,037,92725,31
3103791975,"Midland precinct, Colfax County, Nebraska",186.0,92.0,94.0,186.0,92.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,037,91975,31
3103792780,"Rogers precinct, Colfax County, Nebraska",144.0,75.0,69.0,141.0,75.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,037,92780,31
3103791920,"Maple Creek precinct, Colfax County, Nebraska",114.0,51.0,63.0,109.0,46.0,63.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,037,91920,31
310012900,"Ayr township, Adams County, Nebraska",500.0,261.0,239.0,481.0,243.0,238.0,19.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,001,2900,31
3100128385,"Little Blue township, Adams County, Nebraska",199.0,118.0,81.0,180.0,99.0,81.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,001,28385,31
3100150545,"Verona township, Adams County, Nebraska",264.0,128.0,136.0,229.0,113.0,116.0,19.0,13.0,6.0,16.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,001,50545,31
3100145470,"Silver Lake township, Adams County, Nebraska",82.0,47.0,35.0,78.0,43.0,35.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,001,45470,31
3100110810,"Cottonwood township, Adams County, Nebraska",382.0,218.0,164.0,309.0,172.0,137.0,19.0,10.0,9.0,51.0,33.0,18.0,1.0,1.0,0.0,2.0,2.0,0.0,001,10810,31
