geoid,name,total,native,foreign_born,county,county subdivision,state
5403392352,"Northern district, Harrison County, West Virginia",10196.0,10171.0,25.0,033,92352,54
5403392952,"Southwest district, Harrison County, West Virginia",11345.0,11270.0,75.0,033,92952,54
5403392932,"South Urban district, Harrison County, West Virginia",11647.0,11536.0,111.0,033,92932,54
5403392923,"Southern district, Harrison County, West Virginia",12467.0,12361.0,106.0,033,92923,54
5403392368,"North Urban district, Harrison County, West Virginia",9642.0,9573.0,69.0,033,92368,54
5403390975,"Eastern district, Harrison County, West Virginia",13141.0,12923.0,218.0,033,90975,54
5406990824,"District 2, Ohio County, West Virginia",11958.0,11681.0,277.0,069,90824,54
5406990862,"District 3, Ohio County, West Virginia",15174.0,14985.0,189.0,069,90862,54
5406990788,"District 1, Ohio County, West Virginia",15774.0,15526.0,248.0,069,90788,54
5408591380,"Grant district, Ritchie County, West Virginia",1821.0,1811.0,10.0,085,91380,54
5408592244,"Murphy district, Ritchie County, West Virginia",1286.0,1286.0,0.0,085,92244,54
5408593336,"Union district, Ritchie County, West Virginia",3434.0,3434.0,0.0,085,93336,54
5408590552,"Clay district, Ritchie County, West Virginia",3464.0,3397.0,67.0,085,90552,54
5401390873,"District 4, Calhoun County, West Virginia",1816.0,1798.0,18.0,013,90873,54
5401390766,"District 1, Calhoun County, West Virginia",1276.0,1276.0,0.0,013,90766,54
5401390885,"District 5, Calhoun County, West Virginia",1963.0,1938.0,25.0,013,90885,54
5401390836,"District 3, Calhoun County, West Virginia",1496.0,1478.0,18.0,013,90836,54
5401390800,"District 2, Calhoun County, West Virginia",899.0,899.0,0.0,013,90800,54
5406590822,"District 2, Morgan County, West Virginia",6010.0,5891.0,119.0,065,90822,54
5406590786,"District 1, Morgan County, West Virginia",5361.0,5162.0,199.0,065,90786,54
5406590858,"District 3, Morgan County, West Virginia",6139.0,6059.0,80.0,065,90858,54
5408190828,"District 2, Raleigh County, West Virginia",25145.0,24529.0,616.0,081,90828,54
5408190792,"District 1, Raleigh County, West Virginia",22493.0,22466.0,27.0,081,90792,54
5408190864,"District 3, Raleigh County, West Virginia",29459.0,28794.0,665.0,081,90864,54
5400793597,"Western district, Braxton County, West Virginia",3324.0,3324.0,0.0,007,93597,54
5400792346,"Northern district, Braxton County, West Virginia",3847.0,3842.0,5.0,007,92346,54
5400792922,"Southern district, Braxton County, West Virginia",3930.0,3919.0,11.0,007,92922,54
5400790968,"Eastern district, Braxton County, West Virginia",3244.0,3235.0,9.0,007,90968,54
5407990720,"Curry district, Putnam County, West Virginia",10089.0,10044.0,45.0,079,90720,54
5407990292,"Buffalo-Union district, Putnam County, West Virginia",10742.0,10698.0,44.0,079,90292,54
5407992508,"Pocatalico district, Putnam County, West Virginia",8647.0,8585.0,62.0,079,92508,54
5407993090,"Teays district, Putnam County, West Virginia",15110.0,14893.0,217.0,079,93090,54
5407992736,"Scott district, Putnam County, West Virginia",12056.0,11888.0,168.0,079,92736,54
