geoid,name,universe,10_and_under,10_15,15_20,20_25,25_30,30_35,35_40,40_45,45_50,50_60,60_75,75_100,100_125,125_150,150_200,200_and_up,county,county subdivision,state
2816391476,"District 2, Yazoo County, Mississippi",864.0,33.0,52.0,73.0,55.0,62.0,48.0,36.0,20.0,8.0,69.0,90.0,138.0,57.0,54.0,58.0,11.0,163,91476,28
2816392952,"District 4, Yazoo County, Mississippi",737.0,61.0,90.0,60.0,26.0,53.0,64.0,39.0,27.0,17.0,24.0,75.0,107.0,22.0,37.0,28.0,7.0,163,92952,28
2815991458,"District 2, Winston County, Mississippi",1263.0,161.0,84.0,93.0,73.0,92.0,96.0,21.0,81.0,54.0,91.0,58.0,83.0,138.0,68.0,40.0,30.0,159,91458,28
2815990720,"District 1, Winston County, Mississippi",830.0,60.0,38.0,35.0,50.0,11.0,32.0,14.0,60.0,52.0,54.0,165.0,76.0,56.0,25.0,46.0,56.0,159,90720,28
2816390738,"District 1, Yazoo County, Mississippi",1544.0,65.0,104.0,153.0,87.0,104.0,41.0,64.0,94.0,126.0,120.0,139.0,230.0,92.0,97.0,28.0,0.0,163,90738,28
2816392214,"District 3, Yazoo County, Mississippi",262.0,44.0,39.0,36.0,0.0,0.0,0.0,8.0,23.0,9.0,0.0,66.0,12.0,9.0,9.0,7.0,0.0,163,92214,28
2816393690,"District 5, Yazoo County, Mississippi",163.0,10.0,6.0,0.0,31.0,0.0,0.0,0.0,16.0,22.0,23.0,5.0,14.0,17.0,5.0,14.0,0.0,163,93690,28
2800790036,"District 1, Attala County, Mississippi",986.0,23.0,85.0,40.0,132.0,73.0,87.0,29.0,47.0,17.0,54.0,56.0,198.0,42.0,26.0,23.0,54.0,007,90036,28
2800790774,"District 2, Attala County, Mississippi",493.0,9.0,21.0,19.0,19.0,2.0,23.0,33.0,52.0,40.0,71.0,88.0,70.0,13.0,3.0,0.0,30.0,007,90774,28
2800792988,"District 5, Attala County, Mississippi",986.0,12.0,76.0,50.0,58.0,68.0,123.0,54.0,25.0,60.0,85.0,130.0,124.0,29.0,17.0,53.0,22.0,007,92988,28
2800792250,"District 4, Attala County, Mississippi",473.0,63.0,54.0,6.0,25.0,27.0,2.0,24.0,35.0,45.0,78.0,19.0,49.0,37.0,0.0,7.0,2.0,007,92250,28
2800791512,"District 3, Attala County, Mississippi",1013.0,25.0,84.0,103.0,28.0,70.0,99.0,54.0,29.0,69.0,84.0,107.0,99.0,78.0,32.0,15.0,37.0,007,91512,28
