geoid,name,total_households,total_with_computer,dialup_internet,broadband_internet,computer_no_internet,total_no_computer,county,county subdivision,state,total_with_internet,total_no_internet
3200194238,"Dixie Valley CCD, Churchill County, Nevada",42.0,32.0,0.0,32.0,0.0,10.0,001,94238,32,32.0,10.0
3200194308,"Fallon CCD, Churchill County, Nevada",9692.0,8537.0,140.0,7547.0,850.0,1155.0,001,94308,32,7687.0,2005.0
3200194154,"Carson Sink CCD, Churchill County, Nevada",0.0,0.0,0.0,0.0,0.0,0.0,001,94154,32,0.0,0.0
3200594378,"Genoa-Jacks Valley CCD, Douglas County, Nevada",3420.0,3216.0,18.0,2962.0,236.0,204.0,005,94378,32,2980.0,440.0
3200594658,"Pine Nut CCD, Douglas County, Nevada",353.0,269.0,0.0,260.0,9.0,84.0,005,94658,32,260.0,93.0
3200594952,"Zephyr Cove CCD, Douglas County, Nevada",2524.0,2335.0,19.0,2199.0,117.0,189.0,005,94952,32,2218.0,306.0
3200594364,"Gardnerville-Minden CCD, Douglas County, Nevada",13007.0,11809.0,139.0,10949.0,721.0,1198.0,005,94364,32,11088.0,1919.0
3200594826,"Topaz Lake CCD, Douglas County, Nevada",1072.0,943.0,38.0,784.0,121.0,129.0,005,94826,32,822.0,250.0
3201594070,"Battle Mountain CCD, Lander County, Nevada",1955.0,1654.0,20.0,1317.0,317.0,301.0,015,94070,32,1337.0,618.0
3201594042,"Austin CCD, Lander County, Nevada",228.0,148.0,0.0,148.0,0.0,80.0,015,94042,32,148.0,80.0
3202794518,"Lovelock CCD, Pershing County, Nevada",1322.0,981.0,22.0,839.0,120.0,341.0,027,94518,32,861.0,461.0
3202794448,"Imlay CCD, Pershing County, Nevada",696.0,550.0,0.0,415.0,135.0,146.0,027,94448,32,415.0,281.0
3201394546,"McDermitt CCD, Humboldt County, Nevada",514.0,371.0,0.0,246.0,125.0,143.0,013,94546,32,246.0,268.0
3200994420,"Goldfield CCD, Esmeralda County, Nevada",256.0,230.0,9.0,153.0,68.0,26.0,009,94420,32,162.0,94.0
3201194098,"Beowawe CCD, Eureka County, Nevada",259.0,213.0,0.0,200.0,13.0,46.0,011,94098,32,200.0,59.0
3201194294,"Eureka CCD, Eureka County, Nevada",506.0,419.0,16.0,353.0,50.0,87.0,011,94294,32,369.0,137.0
3201394406,"Golconda CCD, Humboldt County, Nevada",614.0,462.0,0.0,392.0,70.0,152.0,013,94406,32,392.0,222.0
3202194588,"Mina CCD, Mineral County, Nevada",76.0,68.0,0.0,55.0,13.0,8.0,021,94588,32,55.0,21.0
3201394798,"Summit Lake CCD, Humboldt County, Nevada",70.0,46.0,0.0,46.0,0.0,24.0,013,94798,32,46.0,24.0
3201394910,"Winnemucca CCD, Humboldt County, Nevada",5063.0,4340.0,38.0,3764.0,538.0,723.0,013,94910,32,3802.0,1261.0
3202194434,"Hawthorne CCD, Mineral County, Nevada",1393.0,1094.0,0.0,974.0,120.0,299.0,021,94434,32,974.0,419.0
3202194868,"Walker River CCD, Mineral County, Nevada",390.0,270.0,0.0,203.0,67.0,120.0,021,94868,32,203.0,187.0
3203394168,"Cherry Creek CCD, White Pine County, Nevada",9.0,9.0,0.0,9.0,0.0,0.0,033,94168,32,9.0,0.0
3203394280,"Ely CCD, White Pine County, Nevada",2273.0,1897.0,13.0,1639.0,245.0,376.0,033,94280,32,1652.0,621.0
3203394560,"McGill CCD, White Pine County, Nevada",654.0,506.0,23.0,427.0,56.0,148.0,033,94560,32,450.0,204.0
3203394532,"Lund CCD, White Pine County, Nevada",152.0,145.0,0.0,145.0,0.0,7.0,033,94532,32,145.0,7.0
3203394742,"Ruth CCD, White Pine County, Nevada",193.0,166.0,0.0,152.0,14.0,27.0,033,94742,32,152.0,41.0
3203394056,"Baker CCD, White Pine County, Nevada",62.0,54.0,9.0,43.0,2.0,8.0,033,94056,32,52.0,10.0
3200794882,"Wells CCD, Elko County, Nevada",776.0,707.0,22.0,583.0,102.0,69.0,007,94882,32,605.0,171.0
