geoid,name,total,male_total,female_total,total_same_house,male_same_house,female_same_house,total_moved_within_county,male_moved_within_county,female_moved_within_county,total_moved_from_different_county_in_same_state,male_moved_from_different_county_in_same_state,female_moved_from_different_county_in_same_state,total_moved_from_different_state,male_moved_from_different_state,female_moved_from_different_state,total_moved_from_abroad,male_moved_from_abroad,female_moved_from_abroad,county,county subdivision,state
0610993080,"Sonora CCD, Tuolumne County, California",18651.0,10312.0,8339.0,14354.0,7330.0,7024.0,2036.0,1114.0,922.0,2102.0,1771.0,331.0,111.0,74.0,37.0,48.0,23.0,25.0,109,93080,06
0610990835,"East Sonora-Phoenix Lake CCD, Tuolumne County, California",13506.0,6658.0,6848.0,12024.0,5866.0,6158.0,664.0,366.0,298.0,759.0,420.0,339.0,39.0,2.0,37.0,20.0,4.0,16.0,109,90835,06
0607790900,"Escalon CCD, San Joaquin County, California",13498.0,6572.0,6926.0,11888.0,5776.0,6112.0,1073.0,548.0,525.0,475.0,244.0,231.0,62.0,4.0,58.0,0.0,0.0,0.0,077,90900,06
0607793340,"Thornton CCD, San Joaquin County, California",14038.0,6771.0,7267.0,11614.0,5645.0,5969.0,1379.0,594.0,785.0,663.0,296.0,367.0,337.0,236.0,101.0,45.0,0.0,45.0,077,93340,06
0607791630,"Linden-Farmington CCD, San Joaquin County, California",6185.0,3276.0,2909.0,5801.0,3076.0,2725.0,271.0,135.0,136.0,90.0,61.0,29.0,0.0,0.0,0.0,23.0,4.0,19.0,077,91630,06
0607791690,"Lockeford CCD, San Joaquin County, California",11476.0,5867.0,5609.0,10111.0,5059.0,5052.0,991.0,623.0,368.0,279.0,128.0,151.0,83.0,52.0,31.0,12.0,5.0,7.0,077,91690,06
0607791700,"Lodi CCD, San Joaquin County, California",83612.0,41095.0,42517.0,71043.0,34824.0,36219.0,8882.0,4308.0,4574.0,2269.0,1177.0,1092.0,1035.0,626.0,409.0,383.0,160.0,223.0,077,91700,06
0607793240,"Stockton CCD, San Joaquin County, California",349417.0,172821.0,176596.0,292650.0,143601.0,149049.0,40909.0,21017.0,19892.0,11150.0,5591.0,5559.0,3179.0,1811.0,1368.0,1529.0,801.0,728.0,077,93240,06
0607791870,"Manteca CCD, San Joaquin County, California",105121.0,52068.0,53053.0,90025.0,44322.0,45703.0,9047.0,4480.0,4567.0,4247.0,2367.0,1880.0,982.0,527.0,455.0,820.0,372.0,448.0,077,91870,06
0607792620,"Ripon CCD, San Joaquin County, California",17208.0,8318.0,8890.0,15452.0,7514.0,7938.0,629.0,203.0,426.0,906.0,474.0,432.0,195.0,101.0,94.0,26.0,26.0,0.0,077,92620,06
