geoid,name,total_households,total_with_computer,dialup_internet,broadband_internet,computer_no_internet,total_no_computer,county,county subdivision,state,total_with_internet,total_no_internet
3010193402,"Sunburst CCD, Toole County, Montana",454.0,376.0,3.0,338.0,35.0,78.0,101,93402,30,341.0,113.0
3003591460,"Glacier National Park CCD, Glacier County, Montana",3.0,0.0,0.0,0.0,0.0,3.0,035,91460,30,0.0,3.0
3001991218,"Fort Peck Reservation CCD, Daniels County, Montana",15.0,15.0,0.0,15.0,0.0,0.0,019,91218,30,15.0,0.0
3003792016,"Lavina CCD, Golden Valley County, Montana",184.0,159.0,5.0,134.0,20.0,25.0,037,92016,30,139.0,45.0
3003590777,"Cut Bank CCD, Glacier County, Montana",1293.0,1013.0,17.0,887.0,109.0,280.0,035,90777,30,904.0,389.0
3002590168,"Baker CCD, Fallon County, Montana",1026.0,909.0,0.0,754.0,155.0,117.0,025,90168,30,754.0,272.0
3002592730,"Plevna CCD, Fallon County, Montana",215.0,178.0,4.0,157.0,17.0,37.0,025,92730,30,161.0,54.0
3003792940,"Ryegate CCD, Golden Valley County, Montana",141.0,106.0,2.0,94.0,10.0,35.0,037,92940,30,96.0,45.0
3004593318,"Stanford CCD, Judith Basin County, Montana",391.0,338.0,10.0,285.0,43.0,53.0,045,93318,30,295.0,96.0
3004591407,"Geyser CCD, Judith Basin County, Montana",207.0,147.0,0.0,130.0,17.0,60.0,045,91407,30,130.0,77.0
3004591785,"Hobson CCD, Judith Basin County, Montana",327.0,280.0,12.0,235.0,33.0,47.0,045,91785,30,247.0,80.0
3009390483,"Butte CCD, Silver Bow County, Montana",14791.0,12031.0,110.0,10310.0,1611.0,2760.0,093,90483,30,10420.0,4371.0
3009592604,"Park City CCD, Stillwater County, Montana",844.0,751.0,11.0,674.0,66.0,93.0,095,92604,30,685.0,159.0
3009590693,"Columbus CCD, Stillwater County, Montana",1613.0,1390.0,4.0,1251.0,135.0,223.0,095,90693,30,1255.0,358.0
3009590021,"Absarokee CCD, Stillwater County, Montana",1006.0,825.0,17.0,733.0,75.0,181.0,095,90021,30,750.0,256.0
3009592510,"North Stillwater CCD, Stillwater County, Montana",334.0,289.0,14.0,241.0,34.0,45.0,095,92510,30,255.0,79.0
3002390063,"Anaconda CCD, Deer Lodge County, Montana",3516.0,2788.0,25.0,2418.0,345.0,728.0,023,90063,30,2443.0,1073.0
3004390399,"Boulder CCD, Jefferson County, Montana",2949.0,2706.0,3.0,2434.0,269.0,243.0,043,90399,30,2437.0,512.0
3004393822,"Whitehall CCD, Jefferson County, Montana",1563.0,1251.0,9.0,1062.0,180.0,312.0,043,93822,30,1071.0,492.0
3003990945,"Drummond CCD, Granite County, Montana",582.0,487.0,0.0,458.0,29.0,95.0,039,90945,30,458.0,124.0
3003992625,"Philipsburg CCD, Granite County, Montana",727.0,616.0,15.0,510.0,91.0,111.0,039,92625,30,525.0,202.0
3005590630,"Circle CCD, McCone County, Montana",472.0,358.0,12.0,315.0,31.0,114.0,055,90630,30,327.0,145.0
3005592487,"North McCone CCD, McCone County, Montana",248.0,190.0,3.0,162.0,25.0,58.0,055,92487,30,165.0,83.0
3010791659,"Harlowton CCD, Wheatland County, Montana",625.0,460.0,0.0,375.0,85.0,165.0,107,91659,30,375.0,250.0
3010791869,"Judith Gap-Shawmut CCD, Wheatland County, Montana",195.0,159.0,3.0,129.0,27.0,36.0,107,91869,30,132.0,63.0
