geoid,name,total_households,total_with_computer,dialup_internet,broadband_internet,computer_no_internet,total_no_computer,county,county subdivision,state,total_with_internet,total_no_internet
0900163480,"Redding town, Fairfield County, Connecticut",3475.0,3348.0,38.0,3115.0,195.0,127.0,001,63480,09,3153.0,322.0
0900174190,"Stratford town, Fairfield County, Connecticut",20179.0,17233.0,83.0,15388.0,1762.0,2946.0,001,74190,09,15471.0,4708.0
0900173070,"Stamford town, Fairfield County, Connecticut",48647.0,44526.0,61.0,41756.0,2709.0,4121.0,001,73070,09,41817.0,6830.0
0900150580,"New Canaan town, Fairfield County, Connecticut",7042.0,6758.0,0.0,6583.0,175.0,284.0,001,50580,09,6583.0,459.0
0900150860,"New Fairfield town, Fairfield County, Connecticut",4869.0,4673.0,0.0,4548.0,125.0,196.0,001,50860,09,4548.0,321.0
0900152980,"Newtown town, Fairfield County, Connecticut",9749.0,9027.0,38.0,8744.0,245.0,722.0,001,52980,09,8782.0,967.0
0900183430,"Weston town, Fairfield County, Connecticut",3448.0,3400.0,9.0,3353.0,38.0,48.0,001,83430,09,3362.0,86.0
090010,"County subdivisions not defined, Fairfield County, Connecticut",0.0,0.0,0.0,0.0,0.0,0.0,001,0,09,0.0,0.0
0900123890,"Easton town, Fairfield County, Connecticut",2762.0,2615.0,16.0,2562.0,37.0,147.0,001,23890,09,2578.0,184.0
0900186370,"Wilton town, Fairfield County, Connecticut",5978.0,5724.0,15.0,5632.0,77.0,254.0,001,86370,09,5647.0,331.0
090018070,"Bridgeport town, Fairfield County, Connecticut",50341.0,41970.0,97.0,36672.0,5201.0,8371.0,001,8070,09,36769.0,13572.0
0900118850,"Darien town, Fairfield County, Connecticut",6703.0,6460.0,34.0,6286.0,140.0,243.0,001,18850,09,6320.0,383.0
0900126620,"Fairfield town, Fairfield County, Connecticut",20365.0,18926.0,62.0,18169.0,695.0,1439.0,001,26620,09,18231.0,2134.0
090014720,"Bethel town, Fairfield County, Connecticut",7113.0,6662.0,25.0,6325.0,312.0,451.0,001,4720,09,6350.0,763.0
0900163970,"Ridgefield town, Fairfield County, Connecticut",9089.0,8719.0,25.0,8418.0,276.0,370.0,001,63970,09,8443.0,646.0
0900168170,"Shelton town, Fairfield County, Connecticut",15961.0,13934.0,191.0,12668.0,1075.0,2027.0,001,68170,09,12859.0,3102.0
0900183500,"Westport town, Fairfield County, Connecticut",9820.0,9407.0,7.0,9074.0,326.0,413.0,001,83500,09,9081.0,739.0
0900118500,"Danbury town, Fairfield County, Connecticut",29692.0,26514.0,128.0,24446.0,1940.0,3178.0,001,18500,09,24574.0,5118.0
090093250,"Beacon Falls town, New Haven County, Connecticut",2419.0,2309.0,21.0,2064.0,224.0,110.0,009,3250,09,2085.0,334.0
0900982870,"West Haven town, New Haven County, Connecticut",19387.0,16733.0,65.0,15381.0,1287.0,2654.0,009,82870,09,15446.0,3941.0
090094580,"Bethany town, New Haven County, Connecticut",2007.0,1817.0,0.0,1701.0,116.0,190.0,009,4580,09,1701.0,306.0
0900922910,"East Haven town, New Haven County, Connecticut",11270.0,9530.0,49.0,8882.0,599.0,1740.0,009,22910,09,8931.0,2339.0
0900934950,"Guilford town, New Haven County, Connecticut",8582.0,8099.0,18.0,7734.0,347.0,483.0,009,34950,09,7752.0,830.0
0900944560,"Madison town, New Haven County, Connecticut",6749.0,6242.0,34.0,5900.0,308.0,507.0,009,44560,09,5934.0,815.0
0900946940,"Middlebury town, New Haven County, Connecticut",2697.0,2425.0,47.0,2287.0,91.0,272.0,009,46940,09,2334.0,363.0
0900987560,"Wolcott town, New Haven County, Connecticut",5758.0,5111.0,27.0,4647.0,437.0,647.0,009,87560,09,4674.0,1084.0
0900978740,"Wallingford town, New Haven County, Connecticut",18443.0,16010.0,129.0,14728.0,1153.0,2433.0,009,78740,09,14857.0,3586.0
0900987700,"Woodbridge town, New Haven County, Connecticut",2876.0,2714.0,0.0,2620.0,94.0,162.0,009,87700,09,2620.0,256.0
090091220,"Ansonia town, New Haven County, Connecticut",6981.0,5670.0,64.0,4877.0,729.0,1311.0,009,1220,09,4941.0,2040.0
0900949950,"Naugatuck town, New Haven County, Connecticut",11765.0,10303.0,48.0,9591.0,664.0,1462.0,009,49950,09,9639.0,2126.0
0900957600,"Orange town, New Haven County, Connecticut",4959.0,4493.0,23.0,4319.0,151.0,466.0,009,57600,09,4342.0,617.0
0900958300,"Oxford town, New Haven County, Connecticut",4463.0,4220.0,33.0,3895.0,292.0,243.0,009,58300,09,3928.0,535.0
0900962290,"Prospect town, New Haven County, Connecticut",3311.0,3086.0,25.0,2900.0,161.0,225.0,009,62290,09,2925.0,386.0
090090,"County subdivisions not defined, New Haven County, Connecticut",0.0,0.0,0.0,0.0,0.0,0.0,009,0,09,0.0,0.0
090097310,"Branford town, New Haven County, Connecticut",12263.0,10795.0,26.0,10151.0,618.0,1468.0,009,7310,09,10177.0,2086.0
0900919550,"Derby town, New Haven County, Connecticut",4919.0,4043.0,35.0,3472.0,536.0,876.0,009,19550,09,3507.0,1412.0
0900946520,"Meriden town, New Haven County, Connecticut",26109.0,21431.0,99.0,19432.0,1900.0,4678.0,009,46520,09,19531.0,6578.0
0900952070,"New Haven town, New Haven County, Connecticut",49987.0,40086.0,414.0,35021.0,4651.0,9901.0,009,52070,09,35435.0,14552.0
0900969640,"Southbury town, New Haven County, Connecticut",7756.0,7004.0,11.0,6297.0,696.0,752.0,009,69640,09,6308.0,1448.0
0900914160,"Cheshire town, New Haven County, Connecticut",10214.0,9432.0,50.0,8890.0,492.0,782.0,009,14160,09,8940.0,1274.0
0900953890,"North Branford town, New Haven County, Connecticut",5439.0,4950.0,12.0,4743.0,195.0,489.0,009,53890,09,4755.0,684.0
0900168310,"Sherman town, Fairfield County, Connecticut",1406.0,1368.0,11.0,1316.0,41.0,38.0,001,68310,09,1327.0,79.0
0900935650,"Hamden town, New Haven County, Connecticut",22882.0,20365.0,152.0,18952.0,1261.0,2517.0,009,35650,09,19104.0,3778.0
0900156060,"Norwalk town, Fairfield County, Connecticut",33385.0,30611.0,92.0,29060.0,1459.0,2774.0,001,56060,09,29152.0,4233.0
090018980,"Brookfield town, Fairfield County, Connecticut",6122.0,5769.0,32.0,5565.0,172.0,353.0,001,8980,09,5597.0,525.0
0900177200,"Trumbull town, Fairfield County, Connecticut",12383.0,11320.0,116.0,10704.0,500.0,1063.0,001,77200,09,10820.0,1563.0
0900967610,"Seymour town, New Haven County, Connecticut",6146.0,5453.0,0.0,5126.0,327.0,693.0,009,67610,09,5126.0,1020.0
0900980070,"Waterbury town, New Haven County, Connecticut",39816.0,31295.0,117.0,26240.0,4938.0,8521.0,009,80070,09,26357.0,13459.0
0900954870,"North Haven town, New Haven County, Connecticut",8570.0,7635.0,11.0,7284.0,340.0,935.0,009,54870,09,7295.0,1275.0
0900947535,"Milford town, New Haven County, Connecticut",21634.0,19317.0,99.0,18065.0,1153.0,2317.0,009,47535,09,18164.0,3470.0
0900537280,"Harwinton town, Litchfield County, Connecticut",1990.0,1845.0,10.0,1800.0,35.0,145.0,005,37280,09,1810.0,180.0
0900549460,"Morris town, Litchfield County, Connecticut",900.0,860.0,9.0,790.0,61.0,40.0,005,49460,09,799.0,101.0
0900560750,"Plymouth town, Litchfield County, Connecticut",4842.0,4298.0,70.0,3836.0,392.0,544.0,005,60750,09,3906.0,936.0
0900567960,"Sharon town, Litchfield County, Connecticut",1307.0,1234.0,19.0,1114.0,101.0,73.0,005,67960,09,1133.0,174.0
0900575730,"Thomaston town, Litchfield County, Connecticut",3096.0,2821.0,58.0,2616.0,147.0,275.0,005,75730,09,2674.0,422.0
0900566420,"Salisbury town, Litchfield County, Connecticut",1663.0,1522.0,29.0,1438.0,55.0,141.0,005,66420,09,1467.0,196.0
0900576570,"Torrington town, Litchfield County, Connecticut",14907.0,12560.0,24.0,11741.0,795.0,2347.0,005,76570,09,11765.0,3142.0
0900517240,"Cornwall town, Litchfield County, Connecticut",569.0,525.0,3.0,501.0,21.0,44.0,005,17240,09,504.0,65.0
0900532290,"Goshen town, Litchfield County, Connecticut",1086.0,1060.0,22.0,990.0,48.0,26.0,005,32290,09,1012.0,74.0
0900552630,"New Milford town, Litchfield County, Connecticut",10274.0,9544.0,42.0,8775.0,727.0,730.0,005,52630,09,8817.0,1457.0
0900580490,"Watertown town, Litchfield County, Connecticut",8423.0,7411.0,81.0,6967.0,363.0,1012.0,005,80490,09,7048.0,1375.0
0900516050,"Colebrook town, Litchfield County, Connecticut",561.0,516.0,6.0,489.0,21.0,45.0,005,16050,09,495.0,66.0
0900587910,"Woodbury town, Litchfield County, Connecticut",4045.0,3674.0,47.0,3418.0,209.0,371.0,005,87910,09,3465.0,580.0
090058210,"Bridgewater town, Litchfield County, Connecticut",736.0,682.0,0.0,638.0,44.0,54.0,005,8210,09,638.0,98.0
0900510940,"Canaan town, Litchfield County, Connecticut",510.0,461.0,0.0,437.0,24.0,49.0,005,10940,09,437.0,73.0
090054930,"Bethlehem town, Litchfield County, Connecticut",1295.0,1176.0,12.0,1116.0,48.0,119.0,005,4930,09,1128.0,167.0
0900543370,"Litchfield town, Litchfield County, Connecticut",3525.0,3173.0,24.0,2878.0,271.0,352.0,005,43370,09,2902.0,623.0
0900579510,"Warren town, Litchfield County, Connecticut",613.0,562.0,5.0,520.0,37.0,51.0,005,79510,09,525.0,88.0
0900553470,"Norfolk town, Litchfield County, Connecticut",645.0,592.0,3.0,553.0,36.0,53.0,005,53470,09,556.0,89.0
0900554030,"North Canaan town, Litchfield County, Connecticut",1366.0,1113.0,11.0,1006.0,96.0,253.0,005,54030,09,1017.0,349.0
0900565930,"Roxbury town, Litchfield County, Connecticut",920.0,878.0,10.0,835.0,33.0,42.0,005,65930,09,845.0,75.0
0900586440,"Winchester town, Litchfield County, Connecticut",4787.0,3889.0,0.0,3710.0,179.0,898.0,005,86440,09,3710.0,1077.0
0900551350,"New Hartford town, Litchfield County, Connecticut",2605.0,2396.0,0.0,2229.0,167.0,209.0,005,51350,09,2229.0,376.0
0900579720,"Washington town, Litchfield County, Connecticut",1444.0,1343.0,10.0,1282.0,51.0,101.0,005,79720,09,1292.0,152.0
090052760,"Barkhamsted town, Litchfield County, Connecticut",1375.0,1298.0,0.0,1246.0,52.0,77.0,005,2760,09,1246.0,129.0
0900312270,"Canton town, Hartford County, Connecticut",4065.0,3848.0,9.0,3579.0,260.0,217.0,003,12270,09,3588.0,477.0
0900325990,"Enfield town, Hartford County, Connecticut",16612.0,15055.0,100.0,13971.0,984.0,1557.0,003,25990,09,14071.0,2541.0
0900352140,"Newington town, Hartford County, Connecticut",12519.0,11194.0,118.0,10377.0,699.0,1325.0,003,52140,09,10495.0,2024.0
0900360120,"Plainville town, Hartford County, Connecticut",7584.0,6680.0,17.0,6144.0,519.0,904.0,003,60120,09,6161.0,1423.0
