geoid,name,median,male,female,county,county subdivision,state
2911522438,"Enterprise township, Linn County, Missouri",67.3,67.3,67.3,115,22438,29
2911528612,"Grantsville township, Linn County, Missouri",44.8,54.8,22.3,115,28612,29
2911553300,"North Salem township, Linn County, Missouri",41.3,39.8,42.5,115,53300,29
291154726,"Benton township, Linn County, Missouri",47.4,53.2,42.5,115,4726,29
2911535864,"Jackson township, Linn County, Missouri",25.4,25.0,34.3,115,35864,29
2911556378,"Parson Creek township, Linn County, Missouri",37.5,32.7,43.3,115,56378,29
2911581304,"Yellow Creek township, Linn County, Missouri",38.4,38.8,37.7,115,81304,29
2909180116,"Willow Springs township, Howell County, Missouri",39.6,36.2,43.0,091,80116,29
290914690,"Benton township, Howell County, Missouri",48.9,47.8,51.3,091,4690,29
2909168780,"South Fork township, Howell County, Missouri",43.4,45.1,31.8,091,68780,29
2909120188,"Dry Creek township, Howell County, Missouri",39.7,37.2,47.1,091,20188,29
2909133382,"Howell township, Howell County, Missouri",38.7,35.7,42.2,091,33382,29
2909168078,"Sisson township, Howell County, Missouri",36.7,35.5,38.4,091,68078,29
2909150960,"Myatt township, Howell County, Missouri",38.2,36.3,38.7,091,50960,29
2909127748,"Goldsberry township, Howell County, Missouri",39.4,41.6,38.2,091,27748,29
2910138936,"Kingsville township, Johnson County, Missouri",44.9,43.7,47.5,101,38936,29
2910163146,"Rose Hill township, Johnson County, Missouri",51.4,51.4,51.4,101,63146,29
2910177110,"Warrensburg township, Johnson County, Missouri",26.2,25.9,26.6,101,77110,29
2910177524,"Washington township, Johnson County, Missouri",23.8,22.8,25.7,101,77524,29
2910135846,"Jackson township, Johnson County, Missouri",42.8,45.3,41.9,101,35846,29
2910136836,"Jefferson township, Johnson County, Missouri",38.5,52.9,34.0,101,36836,29
2910113672,"Chilhowee township, Johnson County, Missouri",32.5,32.6,32.2,101,13672,29
2910168006,"Simpson township, Johnson County, Missouri",54.8,48.6,56.9,101,68006,29
2910115724,"Columbus township, Johnson County, Missouri",40.4,40.9,39.8,101,15724,29
2910129620,"Grover township, Johnson County, Missouri",45.1,46.8,38.1,101,29620,29
2910159312,"Post Oak township, Johnson County, Missouri",42.0,36.9,43.2,101,59312,29
2910145434,"Madison township, Johnson County, Missouri",43.0,42.3,43.4,101,45434,29
291052494,"Auglaize township, Laclede County, Missouri",36.3,47.5,27.0,105,2494,29
2910541186,"Lebanon township, Laclede County, Missouri",38.2,35.1,42.6,105,41186,29
2910521556,"Eldridge township, Laclede County, Missouri",40.3,40.3,40.3,105,21556,29
2910526596,"Gasconade township, Laclede County, Missouri",52.7,55.2,48.7,105,26596,29
2910577542,"Washington township, Laclede County, Missouri",43.8,45.3,36.0,105,77542,29
2910525660,"Franklin township, Laclede County, Missouri",39.9,39.8,40.4,105,25660,29
2909113168,"Chapel township, Howell County, Missouri",60.3,66.7,40.3,091,13168,29
2909134120,"Hutton Valley township, Howell County, Missouri",39.9,45.4,36.5,091,34120,29
2909167844,"Siloam Springs township, Howell County, Missouri",32.1,17.8,34.4,091,67844,29
2909169644,"Spring Creek township, Howell County, Missouri",47.7,47.7,47.7,091,69644,29
2910131240,"Hazel Hill township, Johnson County, Missouri",45.8,35.9,51.1,101,31240,29
2910112700,"Centerview township, Johnson County, Missouri",38.1,35.7,46.0,101,12700,29
2910149700,"Montserrat township, Johnson County, Missouri",31.9,34.6,30.1,101,49700,29
2910574734,"Union township, Laclede County, Missouri",30.8,24.9,34.4,105,74734,29
2910570072,"Spring Hollow township, Laclede County, Missouri",49.8,49.7,49.9,105,70072,29
2908959546,"Prairie township, Howard County, Missouri",46.2,46.3,44.5,089,59546,29
2908925642,"Franklin township, Howard County, Missouri",41.4,45.5,36.0,089,25642,29
2908961652,"Richmond township, Howard County, Missouri",33.0,31.5,34.8,089,61652,29
2908949232,"Moniteau township, Howard County, Missouri",41.3,41.5,39.7,089,49232,29
2910546937,"May/Smith township, Laclede County, Missouri",50.7,58.7,42.1,105,46937,29
2910557386,"Phillipsburg township, Laclede County, Missouri",35.9,33.4,37.5,105,57386,29
2909538054,"Kaw township, Jackson County, Missouri",35.6,35.0,36.3,095,38054,29
290956490,"Blue township, Jackson County, Missouri",38.5,37.1,40.0,095,6490,29
2909577506,"Washington township, Jackson County, Missouri",32.2,30.7,33.6,095,77506,29
2909568438,"Sni-A-Bar township, Jackson County, Missouri",36.0,35.1,37.2,095,68438,29
2909575598,"Van Buren township, Jackson County, Missouri",45.4,44.0,47.2,095,75598,29
2909559564,"Prairie township, Jackson County, Missouri",38.0,36.5,39.2,095,59564,29
2909525282,"Fort Osage township, Jackson County, Missouri",41.3,40.9,41.8,095,25282,29
290958686,"Brooking township, Jackson County, Missouri",38.5,36.2,40.0,095,8686,29
2910932428,"Hoberg township, Lawrence County, Missouri",44.2,30.0,48.9,109,32428,29
291092566,"Aurora township, Lawrence County, Missouri",40.2,39.1,41.3,109,2566,29
2910961040,"Red Oak township, Lawrence County, Missouri",50.9,47.8,55.1,109,61040,29
2910957440,"Pierce township, Lawrence County, Missouri",35.8,36.3,35.1,109,57440,29
2910976228,"Vineyard township, Lawrence County, Missouri",43.1,33.2,50.6,109,76228,29
291099442,"Buck Prairie township, Lawrence County, Missouri",39.5,38.0,42.7,109,9442,29
2910970090,"Spring River township, Lawrence County, Missouri",32.7,31.7,34.0,109,70090,29
2906128270,"Grand River township, Daviess County, Missouri",56.0,57.0,55.4,061,28270,29
2906177362,"Washington township, Daviess County, Missouri",65.9,40.0,72.8,061,77362,29
2906136350,"Jamesport township, Daviess County, Missouri",28.4,25.0,28.9,061,36350,29
290875482,"Bigelow township, Holt County, Missouri",61.4,62.7,60.5,087,5482,29
2908748836,"Minton township, Holt County, Missouri",53.8,50.9,55.5,087,48836,29
2908742140,"Liberty township, Holt County, Missouri",34.3,44.7,27.1,087,42140,29
2908774680,"Union township, Holt County, Missouri",49.6,49.4,49.8,087,74680,29
