geoid,name,total,white_alone,black_alone,american_indian_and_alaska_native,asian_alone,native_hawaiian_and_pacific_islander,other_alone,two_or_more_races,latino_alone,county,county subdivision,state,asian_all,other_all
0610993080,"Sonora CCD, Tuolumne County, California",18742.0,13860.0,768.0,231.0,350.0,71.0,23.0,412.0,3027.0,109,93080,06,421.0,666.0
0610990835,"East Sonora-Phoenix Lake CCD, Tuolumne County, California",13564.0,11591.0,45.0,160.0,65.0,10.0,16.0,425.0,1252.0,109,90835,06,75.0,601.0
0607790900,"Escalon CCD, San Joaquin County, California",13697.0,9355.0,3.0,32.0,88.0,0.0,0.0,219.0,4000.0,077,90900,06,88.0,251.0
0607793340,"Thornton CCD, San Joaquin County, California",14197.0,4520.0,1131.0,0.0,3326.0,134.0,0.0,687.0,4399.0,077,93340,06,3460.0,687.0
0607791630,"Linden-Farmington CCD, San Joaquin County, California",6230.0,3125.0,67.0,32.0,64.0,0.0,0.0,176.0,2766.0,077,91630,06,64.0,208.0
0607791690,"Lockeford CCD, San Joaquin County, California",11533.0,7295.0,7.0,28.0,260.0,9.0,0.0,215.0,3719.0,077,91690,06,269.0,243.0
0607791700,"Lodi CCD, San Joaquin County, California",85025.0,41971.0,1478.0,219.0,9174.0,324.0,18.0,2521.0,29320.0,077,91700,06,9498.0,2758.0
0607793240,"Stockton CCD, San Joaquin County, California",354346.0,81326.0,34086.0,747.0,61841.0,2041.0,387.0,11217.0,162701.0,077,93240,06,63882.0,12351.0
0607791870,"Manteca CCD, San Joaquin County, California",106493.0,41520.0,4511.0,432.0,12300.0,453.0,343.0,4132.0,42802.0,077,91870,06,12753.0,4907.0
0607792620,"Ripon CCD, San Joaquin County, California",17394.0,11990.0,100.0,15.0,333.0,6.0,29.0,468.0,4453.0,077,92620,06,339.0,512.0
0607793400,"Tracy CCD, San Joaquin County, California",115238.0,39068.0,6792.0,163.0,19431.0,814.0,97.0,7427.0,41446.0,077,93400,06,20245.0,7687.0
0600593300,"Sutter Creek-Plymouth CCD, Amador County, California",8441.0,7132.0,2.0,34.0,183.0,22.0,0.0,200.0,868.0,005,93300,06,205.0,234.0
0600591430,"Jackson CCD, Amador County, California",7470.0,6315.0,15.0,23.0,150.0,28.0,0.0,263.0,676.0,005,91430,06,178.0,286.0
0600592470,"Pine Grove-Silver Lake CCD, Amador County, California",9838.0,8060.0,32.0,45.0,120.0,2.0,0.0,318.0,1261.0,005,92470,06,122.0,363.0
0600591410,"Ione CCD, Amador County, California",11557.0,8064.0,715.0,162.0,112.0,27.0,1.0,338.0,2138.0,005,91410,06,139.0,501.0
0604790720,"Dos Palos CCD, Merced County, California",9576.0,2070.0,405.0,18.0,87.0,0.0,10.0,369.0,6617.0,047,90720,06,87.0,397.0
0604792500,"Planada-Le Grand CCD, Merced County, California",7785.0,994.0,47.0,42.0,27.0,10.0,0.0,9.0,6656.0,047,92500,06,37.0,51.0
0604791760,"Los Banos CCD, Merced County, California",42126.0,10135.0,459.0,112.0,1088.0,43.0,10.0,927.0,29352.0,047,91760,06,1131.0,1049.0
0604791960,"Merced CCD, Merced County, California",104678.0,30749.0,5079.0,209.0,12193.0,107.0,210.0,2303.0,53828.0,047,91960,06,12300.0,2722.0
0604793050,"Snelling CCD, Merced County, California",984.0,556.0,0.0,19.0,0.0,0.0,0.0,8.0,401.0,047,93050,06,0.0,27.0
0604791290,"Hilmar-Irwin CCD, Merced County, California",9758.0,6419.0,30.0,45.0,12.0,0.0,0.0,302.0,2950.0,047,91290,06,12.0,347.0
0604791210,"Gustine CCD, Merced County, California",8241.0,3261.0,24.0,22.0,21.0,0.0,0.0,34.0,4879.0,047,91210,06,21.0,56.0
0603391540,"Lakeport CCD, Lake County, California",9363.0,6945.0,23.0,384.0,314.0,0.0,0.0,195.0,1502.0,033,91540,06,314.0,579.0
0604391880,"Mariposa CCD, Mariposa County, California",12817.0,10750.0,177.0,377.0,50.0,56.0,0.0,371.0,1036.0,043,91880,06,106.0,748.0
0604390600,"Coulterville CCD, Mariposa County, California",3040.0,2211.0,9.0,28.0,12.0,0.0,0.0,211.0,569.0,043,90600,06,12.0,239.0
0604993270,"Surprise Valley CCD, Modoc County, California",1124.0,846.0,10.0,138.0,36.0,0.0,0.0,6.0,88.0,049,93270,06,36.0,144.0
0604790150,"Atwater CCD, Merced County, California",51427.0,17131.0,1830.0,228.0,2706.0,220.0,58.0,1001.0,28253.0,047,90150,06,2926.0,1287.0
0604791670,"Livingston-Delhi CCD, Merced County, California",32815.0,5777.0,133.0,102.0,3459.0,0.0,198.0,432.0,22714.0,047,91670,06,3459.0,732.0
0611593830,"Yuba Foothills CCD, Yuba County, California",4365.0,3635.0,79.0,35.0,33.0,0.0,8.0,296.0,279.0,115,93830,06,33.0,339.0
0611591900,"Marysville CCD, Yuba County, California",12725.0,7009.0,402.0,35.0,484.0,5.0,14.0,733.0,4043.0,115,91900,06,489.0,782.0
0604990010,"Adin-Lookout CCD, Modoc County, California",650.0,540.0,0.0,57.0,0.0,0.0,0.0,30.0,23.0,049,90010,06,0.0,87.0
0604990040,"Alturas CCD, Modoc County, California",6494.0,5153.0,55.0,166.0,60.0,8.0,0.0,81.0,971.0,049,90040,06,68.0,247.0
0611592250,"Olivehurst CCD, Yuba County, California",22264.0,11329.0,653.0,247.0,1364.0,71.0,25.0,1199.0,7376.0,115,92250,06,1435.0,1471.0
0611593720,"Wheatland CCD, Yuba County, California",4508.0,3263.0,5.0,31.0,147.0,42.0,8.0,224.0,788.0,115,93720,06,189.0,263.0
0611591610,"Linda CCD, Yuba County, California",18807.0,8126.0,789.0,227.0,2111.0,137.0,71.0,985.0,6361.0,115,91610,06,2248.0,1283.0
0601390780,"East Contra Costa CCD, Contra Costa County, California",136046.0,68404.0,11258.0,562.0,11570.0,975.0,373.0,6893.0,36011.0,013,90780,06,12545.0,7828.0
0601393310,"Tassajara CCD, Contra Costa County, California",63571.0,21003.0,5622.0,56.0,25382.0,486.0,232.0,3439.0,7351.0,013,93310,06,25868.0,3727.0
0601393620,"West Contra Costa CCD, Contra Costa County, California",259721.0,62778.0,37420.0,558.0,51679.0,837.0,1285.0,11582.0,93582.0,013,93620,06,52516.0,13425.0
0601390440,"Central Contra Costa CCD, Contra Costa County, California",500484.0,311926.0,12566.0,965.0,71510.0,1525.0,1544.0,22248.0,78200.0,013,90440,06,73035.0,24757.0
0602790650,"Death Valley CCD, Inyo County, California",569.0,458.0,22.0,34.0,7.0,0.0,4.0,7.0,37.0,027,90650,06,7.0,45.0
0602791720,"Lone Pine CCD, Inyo County, California",2227.0,1275.0,22.0,167.0,2.0,0.0,0.0,11.0,750.0,027,91720,06,2.0,178.0
0602790250,"Bishop CCD, Inyo County, California",13010.0,8454.0,119.0,1266.0,213.0,23.0,0.0,206.0,2729.0,027,90250,06,236.0,1472.0
0602791390,"Independence CCD, Inyo County, California",2389.0,1370.0,9.0,489.0,48.0,11.0,11.0,73.0,378.0,027,91390,06,59.0,573.0
0603591820,"Madeline Plains CCD, Lassen County, California",295.0,256.0,0.0,0.0,0.0,0.0,1.0,3.0,35.0,035,91820,06,0.0,4.0
0603593280,"Susanville CCD, Lassen County, California",24125.0,15312.0,2190.0,703.0,419.0,216.0,8.0,438.0,4839.0,035,93280,06,635.0,1149.0
0603593710,"Westwood CCD, Lassen County, California",2712.0,2355.0,77.0,103.0,0.0,0.0,0.0,12.0,165.0,035,93710,06,0.0,115.0
0603591320,"Honey Lake CCD, Lassen County, California",3209.0,1879.0,405.0,97.0,43.0,3.0,7.0,58.0,717.0,035,91320,06,46.0,162.0
0603590240,"Big Valley CCD, Lassen County, California",1129.0,1010.0,36.0,10.0,0.0,0.0,0.0,0.0,73.0,035,90240,06,0.0,10.0
0609993580,"Waterford CCD, Stanislaus County, California",14658.0,7813.0,114.0,64.0,500.0,13.0,0.0,342.0,5812.0,099,93580,06,513.0,406.0
0609991350,"Hughson CCD, Stanislaus County, California",12318.0,7356.0,18.0,67.0,353.0,55.0,28.0,198.0,4243.0,099,91350,06,408.0,293.0
0609993460,"Turlock CCD, Stanislaus County, California",85733.0,44974.0,1431.0,292.0,4035.0,171.0,214.0,2250.0,32366.0,099,93460,06,4206.0,2756.0
0609992210,"Oakdale CCD, Stanislaus County, California",32572.0,21704.0,177.0,49.0,585.0,0.0,8.0,873.0,9176.0,099,92210,06,585.0,930.0
0609993650,"Westport CCD, Stanislaus County, California",4195.0,1748.0,0.0,93.0,150.0,0.0,0.0,0.0,2204.0,099,93650,06,150.0,93.0
