geoid,name,total_population_16over,in_labor_force,civilian,civilian_employed,civilian_unemployed,armed_forces,not_in_labor_force,county,county subdivision,state
3200194238,"Dixie Valley CCD, Churchill County, Nevada",64.0,36.0,36.0,26.0,10.0,0.0,28.0,001,94238,32
3200194308,"Fallon CCD, Churchill County, Nevada",18827.0,10690.0,9975.0,9202.0,773.0,715.0,8137.0,001,94308,32
3200194154,"Carson Sink CCD, Churchill County, Nevada",0.0,0.0,0.0,0.0,0.0,0.0,0.0,001,94154,32
3200594378,"Genoa-Jacks Valley CCD, Douglas County, Nevada",7117.0,4133.0,4117.0,3742.0,375.0,16.0,2984.0,005,94378,32
3200594658,"Pine Nut CCD, Douglas County, Nevada",670.0,205.0,205.0,203.0,2.0,0.0,465.0,005,94658,32
3200594952,"Zephyr Cove CCD, Douglas County, Nevada",4724.0,2762.0,2762.0,2675.0,87.0,0.0,1962.0,005,94952,32
3200594364,"Gardnerville-Minden CCD, Douglas County, Nevada",25595.0,14184.0,14140.0,13373.0,767.0,44.0,11411.0,005,94364,32
3200594826,"Topaz Lake CCD, Douglas County, Nevada",2043.0,884.0,882.0,751.0,131.0,2.0,1159.0,005,94826,32
3201594070,"Battle Mountain CCD, Lander County, Nevada",4065.0,2731.0,2731.0,2530.0,201.0,0.0,1334.0,015,94070,32
3201594042,"Austin CCD, Lander County, Nevada",357.0,174.0,174.0,153.0,21.0,0.0,183.0,015,94042,32
3202794518,"Lovelock CCD, Pershing County, Nevada",4506.0,1656.0,1656.0,1565.0,91.0,0.0,2850.0,027,94518,32
3202794448,"Imlay CCD, Pershing County, Nevada",1200.0,651.0,651.0,646.0,5.0,0.0,549.0,027,94448,32
3201394546,"McDermitt CCD, Humboldt County, Nevada",991.0,463.0,463.0,434.0,29.0,0.0,528.0,013,94546,32
3200994420,"Goldfield CCD, Esmeralda County, Nevada",448.0,223.0,223.0,208.0,15.0,0.0,225.0,009,94420,32
3201194098,"Beowawe CCD, Eureka County, Nevada",420.0,238.0,238.0,238.0,0.0,0.0,182.0,011,94098,32
3201194294,"Eureka CCD, Eureka County, Nevada",973.0,666.0,666.0,666.0,0.0,0.0,307.0,011,94294,32
3201394406,"Golconda CCD, Humboldt County, Nevada",1227.0,772.0,772.0,702.0,70.0,0.0,455.0,013,94406,32
3202194588,"Mina CCD, Mineral County, Nevada",116.0,68.0,68.0,68.0,0.0,0.0,48.0,021,94588,32
3201394798,"Summit Lake CCD, Humboldt County, Nevada",113.0,38.0,38.0,38.0,0.0,0.0,75.0,013,94798,32
3201394910,"Winnemucca CCD, Humboldt County, Nevada",10593.0,7786.0,7781.0,7220.0,561.0,5.0,2807.0,013,94910,32
3202194434,"Hawthorne CCD, Mineral County, Nevada",2696.0,1520.0,1520.0,1259.0,261.0,0.0,1176.0,021,94434,32
