geoid,name,total,white_alone,black_alone,american_indian_and_alaska_native,asian_alone,native_hawaiian_and_pacific_islander,other_alone,two_or_more_races,latino_alone,county,county subdivision,state,asian_all,other_all
4400542400,"Little Compton town, Newport County, Rhode Island",3521.0,3359.0,30.0,0.0,22.0,0.0,0.0,64.0,46.0,005,42400,44,22.0,64.0
4400545460,"Middletown town, Newport County, Rhode Island",16100.0,12876.0,991.0,63.0,456.0,49.0,51.0,613.0,1001.0,005,45460,44,505.0,727.0
4400549960,"Newport city, Newport County, Rhode Island",24745.0,18945.0,1205.0,205.0,434.0,0.0,93.0,1097.0,2766.0,005,49960,44,434.0,1395.0
440050,"County subdivisions not defined, Newport County, Rhode Island",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,005,0,44,0.0,0.0
4400536820,"Jamestown town, Newport County, Rhode Island",5505.0,5013.0,11.0,22.0,365.0,0.0,0.0,63.0,31.0,005,36820,44,365.0,85.0
4400557880,"Portsmouth town, Newport County, Rhode Island",17463.0,16061.0,180.0,0.0,317.0,0.0,12.0,298.0,595.0,005,57880,44,317.0,310.0
4400570880,"Tiverton town, Newport County, Rhode Island",15870.0,15295.0,179.0,0.0,76.0,0.0,3.0,133.0,184.0,005,70880,44,76.0,136.0
4400374300,"Warwick city, Kent County, Rhode Island",81218.0,71700.0,922.0,22.0,2240.0,0.0,198.0,1798.0,4338.0,003,74300,44,2240.0,2018.0
4400318640,"Coventry town, Kent County, Rhode Island",34873.0,32949.0,410.0,0.0,290.0,17.0,77.0,520.0,610.0,003,18640,44,307.0,597.0
4400378440,"West Warwick town, Kent County, Rhode Island",28709.0,25042.0,700.0,22.0,754.0,0.0,125.0,514.0,1552.0,003,78440,44,754.0,661.0
4400377720,"West Greenwich town, Kent County, Rhode Island",6118.0,5300.0,107.0,14.0,336.0,0.0,0.0,92.0,269.0,003,77720,44,336.0,106.0
4400322240,"East Greenwich town, Kent County, Rhode Island",13094.0,11833.0,52.0,81.0,458.0,0.0,11.0,263.0,396.0,003,22240,44,458.0,355.0
4400720080,"Cumberland town, Providence County, Rhode Island",34498.0,30707.0,186.0,17.0,826.0,0.0,11.0,387.0,2364.0,007,20080,44,826.0,415.0
