geoid,name,universe,10_and_under,10_15,15_20,20_25,25_30,30_35,35_40,40_45,45_50,50_60,60_75,75_100,100_125,125_150,150_200,200_and_up,county,county subdivision,state
0401992040,"Marana CCD, Pima County, Arizona",12392.0,787.0,732.0,599.0,486.0,614.0,813.0,694.0,767.0,722.0,1199.0,1673.0,1345.0,951.0,484.0,387.0,139.0,019,92040,04
0401990051,"Ajo CCD, Pima County, Arizona",1503.0,274.0,97.0,102.0,152.0,71.0,115.0,102.0,92.0,66.0,140.0,91.0,127.0,43.0,10.0,0.0,21.0,019,90051,04
0401993570,"Tucson CCD, Pima County, Arizona",349216.0,27943.0,20437.0,20887.0,21677.0,19030.0,19807.0,16731.0,17809.0,14925.0,27762.0,33532.0,39992.0,24808.0,14817.0,14897.0,14162.0,019,93570,04
0401990153,"Arivaca CCD, Pima County, Arizona",33475.0,1819.0,1234.0,1735.0,1914.0,1922.0,1662.0,1941.0,1817.0,1739.0,3365.0,3980.0,4745.0,2605.0,1196.0,1092.0,709.0,019,90153,04
0401391377,"Gila Bend CCD, Maricopa County, Arizona",6084.0,391.0,189.0,149.0,235.0,332.0,208.0,254.0,227.0,98.0,601.0,662.0,833.0,673.0,515.0,365.0,352.0,013,91377,04
0401390561,"Chandler CCD, Maricopa County, Arizona",147741.0,5075.0,2871.0,3534.0,3934.0,4255.0,5254.0,4868.0,5047.0,5308.0,10409.0,14999.0,21954.0,18643.0,12857.0,15140.0,13593.0,013,90561,04
0401392601,"Phoenix CCD, Maricopa County, Arizona",1159346.0,82077.0,53023.0,54888.0,62185.0,58233.0,59261.0,57001.0,60752.0,49799.0,98188.0,118710.0,140180.0,94755.0,54940.0,55224.0,60130.0,013,92601,04
0401390867,"Deer Valley CCD, Maricopa County, Arizona",98909.0,3204.0,1704.0,1785.0,2217.0,2767.0,3113.0,3368.0,3407.0,2937.0,6830.0,9559.0,14037.0,12633.0,9492.0,10863.0,10993.0,013,90867,04
0401393009,"St. Johns CCD, Maricopa County, Arizona",845.0,159.0,61.0,69.0,48.0,35.0,66.0,42.0,33.0,28.0,90.0,52.0,55.0,28.0,30.0,27.0,22.0,013,93009,04
0400993111,"San Carlos CCD, Graham County, Arizona",897.0,185.0,95.0,37.0,42.0,51.0,76.0,39.0,51.0,52.0,37.0,81.0,58.0,50.0,17.0,8.0,18.0,009,93111,04
