geoid,name,total,only_english,spanish_and_english,spanish_no_english,french_and_english,french_no_english,germanic_and_english,germanic_no_english,slavic_and_english,slavic_no_english,other_indoeuropean_and_english,other_indoeuropean_no_english,korean_and_english,korean_no_english,chinese_and_english,chinese_no_english,vietnamese_and_english,vietnamese_no_english,tagalog_and_english,tagalog_no_english,other_asian_and_english,other_asian_no_english,arabic_and_english,arabic_no_english,other_and_english,other_no_english,county,county subdivision,state,total_english,total_no_english
3010193402,"Sunburst CCD, Toole County, Montana",1035.0,863.0,0.0,4.0,0.0,0.0,127.0,28.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,3.0,101,93402,30,996.0,39.0
3003591460,"Glacier National Park CCD, Glacier County, Montana",70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,035,91460,30,70.0,0.0
3001991218,"Fort Peck Reservation CCD, Daniels County, Montana",47.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,019,91218,30,47.0,0.0
3003792016,"Lavina CCD, Golden Valley County, Montana",423.0,416.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,037,92016,30,422.0,1.0
3003590777,"Cut Bank CCD, Glacier County, Montana",3099.0,3068.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,035,90777,30,3079.0,20.0
3002590168,"Baker CCD, Fallon County, Montana",2243.0,2199.0,21.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,025,90168,30,2220.0,23.0
3002592730,"Plevna CCD, Fallon County, Montana",442.0,442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,025,92730,30,442.0,0.0
3003792940,"Ryegate CCD, Golden Valley County, Montana",310.0,299.0,4.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,037,92940,30,304.0,6.0
3004593318,"Stanford CCD, Judith Basin County, Montana",694.0,694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,045,93318,30,694.0,0.0
3004591407,"Geyser CCD, Judith Basin County, Montana",437.0,408.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,045,91407,30,437.0,0.0
3004591785,"Hobson CCD, Judith Basin County, Montana",757.0,738.0,9.0,1.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,045,91785,30,756.0,1.0
3009390483,"Butte CCD, Silver Bow County, Montana",31512.0,30519.0,390.0,58.0,38.0,47.0,163.0,38.0,33.0,0.0,67.0,18.0,0.0,1.0,0.0,27.0,0.0,4.0,0.0,0.0,26.0,1.0,0.0,0.0,82.0,0.0,093,90483,30,31318.0,194.0
3009592604,"Park City CCD, Stillwater County, Montana",2213.0,2188.0,21.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,095,92604,30,2209.0,4.0
3009590693,"Columbus CCD, Stillwater County, Montana",3868.0,3710.0,89.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,095,90693,30,3799.0,69.0
3009590021,"Absarokee CCD, Stillwater County, Montana",2134.0,2044.0,8.0,39.0,0.0,9.0,10.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,095,90021,30,2063.0,71.0
3009592510,"North Stillwater CCD, Stillwater County, Montana",684.0,659.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,095,92510,30,672.0,12.0
3002390063,"Anaconda CCD, Deer Lodge County, Montana",7372.0,7040.0,125.0,30.0,23.0,0.0,82.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,23.0,0.0,0.0,20.0,1.0,023,90063,30,7318.0,54.0
3004390399,"Boulder CCD, Jefferson County, Montana",7671.0,7499.0,68.0,5.0,21.0,0.0,13.0,0.0,0.0,0.0,27.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,24.0,8.0,043,90399,30,7652.0,19.0
3004393822,"Whitehall CCD, Jefferson County, Montana",3469.0,3404.0,0.0,0.0,3.0,0.0,44.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,043,93822,30,3458.0,11.0
3003990945,"Drummond CCD, Granite County, Montana",1397.0,1376.0,7.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,039,90945,30,1393.0,4.0
3003992625,"Philipsburg CCD, Granite County, Montana",1685.0,1657.0,4.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,039,92625,30,1685.0,0.0
3005590630,"Circle CCD, McCone County, Montana",914.0,906.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,055,90630,30,914.0,0.0
3005592487,"North McCone CCD, McCone County, Montana",689.0,644.0,28.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,055,92487,30,677.0,12.0
3010791659,"Harlowton CCD, Wheatland County, Montana",1450.0,1126.0,13.0,35.0,2.0,2.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,107,91659,30,1413.0,37.0
