geoid,name,housing_units,owner_occupied,renter_occupied,county,county subdivision,state
0900163480,"Redding town, Fairfield County, Connecticut",138.0,71.0,67.0,001,63480,09
0900174190,"Stratford town, Fairfield County, Connecticut",2540.0,1881.0,659.0,001,74190,09
0900173070,"Stamford town, Fairfield County, Connecticut",8986.0,2620.0,6366.0,001,73070,09
0900150580,"New Canaan town, Fairfield County, Connecticut",294.0,195.0,99.0,001,50580,09
0900150860,"New Fairfield town, Fairfield County, Connecticut",311.0,278.0,33.0,001,50860,09
0900152980,"Newtown town, Fairfield County, Connecticut",411.0,321.0,90.0,001,52980,09
0900183430,"Weston town, Fairfield County, Connecticut",164.0,132.0,32.0,001,83430,09
090010,"County subdivisions not defined, Fairfield County, Connecticut",0.0,0.0,0.0,001,0,09
0900123890,"Easton town, Fairfield County, Connecticut",120.0,64.0,56.0,001,23890,09
0900186370,"Wilton town, Fairfield County, Connecticut",139.0,118.0,21.0,001,86370,09
090018070,"Bridgeport town, Fairfield County, Connecticut",17732.0,5461.0,12271.0,001,8070,09
0900118850,"Darien town, Fairfield County, Connecticut",187.0,126.0,61.0,001,18850,09
0900126620,"Fairfield town, Fairfield County, Connecticut",897.0,635.0,262.0,001,26620,09
090014720,"Bethel town, Fairfield County, Connecticut",426.0,269.0,157.0,001,4720,09
0900163970,"Ridgefield town, Fairfield County, Connecticut",347.0,226.0,121.0,001,63970,09
0900168170,"Shelton town, Fairfield County, Connecticut",913.0,535.0,378.0,001,68170,09
0900183500,"Westport town, Fairfield County, Connecticut",360.0,163.0,197.0,001,83500,09
0900118500,"Danbury town, Fairfield County, Connecticut",6709.0,2170.0,4539.0,001,18500,09
090093250,"Beacon Falls town, New Haven County, Connecticut",94.0,94.0,0.0,009,3250,09
0900982870,"West Haven town, New Haven County, Connecticut",2962.0,1284.0,1678.0,009,82870,09
090094580,"Bethany town, New Haven County, Connecticut",134.0,96.0,38.0,009,4580,09
0900922910,"East Haven town, New Haven County, Connecticut",1243.0,496.0,747.0,009,22910,09
0900934950,"Guilford town, New Haven County, Connecticut",255.0,194.0,61.0,009,34950,09
0900944560,"Madison town, New Haven County, Connecticut",23.0,7.0,16.0,009,44560,09
0900946940,"Middlebury town, New Haven County, Connecticut",74.0,66.0,8.0,009,46940,09
0900987560,"Wolcott town, New Haven County, Connecticut",95.0,95.0,0.0,009,87560,09
0900978740,"Wallingford town, New Haven County, Connecticut",1035.0,617.0,418.0,009,78740,09
0900987700,"Woodbridge town, New Haven County, Connecticut",53.0,38.0,15.0,009,87700,09
090091220,"Ansonia town, New Haven County, Connecticut",1212.0,484.0,728.0,009,1220,09
0900949950,"Naugatuck town, New Haven County, Connecticut",1046.0,549.0,497.0,009,49950,09
0900957600,"Orange town, New Haven County, Connecticut",95.0,95.0,0.0,009,57600,09
0900958300,"Oxford town, New Haven County, Connecticut",123.0,123.0,0.0,009,58300,09
0900962290,"Prospect town, New Haven County, Connecticut",94.0,37.0,57.0,009,62290,09
090090,"County subdivisions not defined, New Haven County, Connecticut",0.0,0.0,0.0,009,0,09
090097310,"Branford town, New Haven County, Connecticut",292.0,122.0,170.0,009,7310,09
0900919550,"Derby town, New Haven County, Connecticut",946.0,288.0,658.0,009,19550,09
0900946520,"Meriden town, New Haven County, Connecticut",5810.0,1759.0,4051.0,009,46520,09
0900952070,"New Haven town, New Haven County, Connecticut",12182.0,2287.0,9895.0,009,52070,09
0900969640,"Southbury town, New Haven County, Connecticut",251.0,232.0,19.0,009,69640,09
0900914160,"Cheshire town, New Haven County, Connecticut",128.0,128.0,0.0,009,14160,09
0900953890,"North Branford town, New Haven County, Connecticut",205.0,185.0,20.0,009,53890,09
0900168310,"Sherman town, Fairfield County, Connecticut",45.0,45.0,0.0,001,68310,09
0900935650,"Hamden town, New Haven County, Connecticut",1631.0,779.0,852.0,009,35650,09
0900156060,"Norwalk town, Fairfield County, Connecticut",6803.0,2261.0,4542.0,001,56060,09
090018980,"Brookfield town, Fairfield County, Connecticut",278.0,117.0,161.0,001,8980,09
0900177200,"Trumbull town, Fairfield County, Connecticut",579.0,444.0,135.0,001,77200,09
0900967610,"Seymour town, New Haven County, Connecticut",850.0,421.0,429.0,009,67610,09
0900980070,"Waterbury town, New Haven County, Connecticut",12378.0,2631.0,9747.0,009,80070,09
0900954870,"North Haven town, New Haven County, Connecticut",312.0,182.0,130.0,009,54870,09
0900947535,"Milford town, New Haven County, Connecticut",958.0,585.0,373.0,009,47535,09
0900537280,"Harwinton town, Litchfield County, Connecticut",39.0,20.0,19.0,005,37280,09
0900549460,"Morris town, Litchfield County, Connecticut",17.0,17.0,0.0,005,49460,09
0900560750,"Plymouth town, Litchfield County, Connecticut",133.0,90.0,43.0,005,60750,09
0900567960,"Sharon town, Litchfield County, Connecticut",0.0,0.0,0.0,005,67960,09
0900575730,"Thomaston town, Litchfield County, Connecticut",13.0,13.0,0.0,005,75730,09
0900566420,"Salisbury town, Litchfield County, Connecticut",48.0,48.0,0.0,005,66420,09
0900576570,"Torrington town, Litchfield County, Connecticut",1070.0,205.0,865.0,005,76570,09
0900517240,"Cornwall town, Litchfield County, Connecticut",9.0,9.0,0.0,005,17240,09
0900532290,"Goshen town, Litchfield County, Connecticut",12.0,12.0,0.0,005,32290,09
0900552630,"New Milford town, Litchfield County, Connecticut",531.0,272.0,259.0,005,52630,09
0900580490,"Watertown town, Litchfield County, Connecticut",252.0,107.0,145.0,005,80490,09
0900516050,"Colebrook town, Litchfield County, Connecticut",0.0,0.0,0.0,005,16050,09
0900587910,"Woodbury town, Litchfield County, Connecticut",132.0,57.0,75.0,005,87910,09
090058210,"Bridgewater town, Litchfield County, Connecticut",15.0,11.0,4.0,005,8210,09
0900510940,"Canaan town, Litchfield County, Connecticut",0.0,0.0,0.0,005,10940,09
090054930,"Bethlehem town, Litchfield County, Connecticut",18.0,11.0,7.0,005,4930,09
