geoid,name,total_households,total_with_computer,dialup_internet,broadband_internet,computer_no_internet,total_no_computer,county,county subdivision,state,total_with_internet,total_no_internet
2606524120,"East Lansing city, Ingham County, Michigan",12894.0,12125.0,15.0,10283.0,1827.0,769.0,065,24120,26,10298.0,2596.0
2606547200,"Leslie township, Ingham County, Michigan",934.0,812.0,10.0,660.0,142.0,122.0,065,47200,26,670.0,264.0
2606552180,"Mason city, Ingham County, Michigan",3193.0,2985.0,28.0,2564.0,393.0,208.0,065,52180,26,2592.0,601.0
2606546020,"Lansing charter township, Ingham County, Michigan",3901.0,3589.0,29.0,3116.0,444.0,312.0,065,46020,26,3145.0,756.0
2606547180,"Leslie city, Ingham County, Michigan",673.0,575.0,6.0,497.0,72.0,98.0,065,47180,26,503.0,170.0
2606549040,"Locke township, Ingham County, Michigan",636.0,578.0,15.0,508.0,55.0,58.0,065,49040,26,523.0,113.0
2606553140,"Meridian charter township, Ingham County, Michigan",18008.0,16763.0,27.0,15537.0,1199.0,1245.0,065,53140,26,15564.0,2444.0
2606560800,"Onondaga township, Ingham County, Michigan",1084.0,968.0,23.0,803.0,142.0,116.0,065,60800,26,826.0,258.0
2606547080,"Leroy township, Ingham County, Michigan",1353.0,1200.0,56.0,1059.0,85.0,153.0,065,47080,26,1115.0,238.0
260654240,"Aurelius township, Ingham County, Michigan",1463.0,1342.0,24.0,1221.0,97.0,121.0,065,4240,26,1245.0,218.0
26065800,"Alaiedon township, Ingham County, Michigan",1106.0,1037.0,12.0,872.0,153.0,69.0,065,800,26,884.0,222.0
2606587420,"Williamston city, Ingham County, Michigan",1604.0,1503.0,9.0,1329.0,165.0,101.0,065,87420,26,1338.0,266.0
2606586520,"Wheatfield township, Ingham County, Michigan",620.0,568.0,8.0,512.0,48.0,52.0,065,86520,26,520.0,100.0
2606540640,"Ingham township, Ingham County, Michigan",870.0,775.0,24.0,648.0,103.0,95.0,065,40640,26,672.0,198.0
2606586900,"White Oak township, Ingham County, Michigan",448.0,389.0,4.0,320.0,65.0,59.0,065,86900,26,324.0,124.0
260516680,"Beaverton township, Gladwin County, Michigan",761.0,571.0,6.0,443.0,122.0,190.0,051,6680,26,449.0,312.0
260517360,"Bentley township, Gladwin County, Michigan",354.0,280.0,4.0,246.0,30.0,74.0,051,7360,26,250.0,104.0
260518360,"Billings township, Gladwin County, Michigan",1086.0,792.0,26.0,629.0,137.0,294.0,051,8360,26,655.0,431.0
