geoid,name,total_households,total_with_computer,dialup_internet,broadband_internet,computer_no_internet,total_no_computer,county,county subdivision,state,total_with_internet,total_no_internet
4400542400,"Little Compton town, Newport County, Rhode Island",1653.0,1502.0,9.0,1400.0,93.0,151.0,005,42400,44,1409.0,244.0
4400545460,"Middletown town, Newport County, Rhode Island",6832.0,6182.0,61.0,5552.0,569.0,650.0,005,45460,44,5613.0,1219.0
4400549960,"Newport city, Newport County, Rhode Island",10523.0,9045.0,64.0,8227.0,754.0,1478.0,005,49960,44,8291.0,2232.0
440050,"County subdivisions not defined, Newport County, Rhode Island",0.0,0.0,0.0,0.0,0.0,0.0,005,0,44,0.0,0.0
4400536820,"Jamestown town, Newport County, Rhode Island",2303.0,2177.0,0.0,2075.0,102.0,126.0,005,36820,44,2075.0,228.0
4400557880,"Portsmouth town, Newport County, Rhode Island",7269.0,6635.0,16.0,6146.0,473.0,634.0,005,57880,44,6162.0,1107.0
4400570880,"Tiverton town, Newport County, Rhode Island",6841.0,6071.0,62.0,5641.0,368.0,770.0,005,70880,44,5703.0,1138.0
4400374300,"Warwick city, Kent County, Rhode Island",34904.0,30506.0,77.0,28658.0,1771.0,4398.0,003,74300,44,28735.0,6169.0
4400318640,"Coventry town, Kent County, Rhode Island",14005.0,12633.0,0.0,11887.0,746.0,1372.0,003,18640,44,11887.0,2118.0
4400378440,"West Warwick town, Kent County, Rhode Island",12797.0,11055.0,44.0,10210.0,801.0,1742.0,003,78440,44,10254.0,2543.0
4400377720,"West Greenwich town, Kent County, Rhode Island",2195.0,2156.0,22.0,2036.0,98.0,39.0,003,77720,44,2058.0,137.0
4400322240,"East Greenwich town, Kent County, Rhode Island",5112.0,4588.0,25.0,4307.0,256.0,524.0,003,22240,44,4332.0,780.0
4400720080,"Cumberland town, Providence County, Rhode Island",13541.0,11845.0,226.0,11138.0,481.0,1696.0,007,20080,44,11364.0,2177.0
4400780780,"Woonsocket city, Providence County, Rhode Island",17054.0,13773.0,199.0,12273.0,1301.0,3281.0,007,80780,44,12472.0,4582.0
4400751760,"North Providence town, Providence County, Rhode Island",14032.0,11729.0,79.0,10866.0,784.0,2303.0,007,51760,44,10945.0,3087.0
4400741500,"Lincoln town, Providence County, Rhode Island",7942.0,7172.0,49.0,6781.0,342.0,770.0,007,41500,44,6830.0,1112.0
4400722960,"East Providence city, Providence County, Rhode Island",19913.0,16675.0,58.0,14959.0,1658.0,3238.0,007,22960,44,15017.0,4896.0
4400730340,"Glocester town, Providence County, Rhode Island",3607.0,3254.0,0.0,3101.0,153.0,353.0,007,30340,44,3101.0,506.0
4400752480,"North Smithfield town, Providence County, Rhode Island",4536.0,4002.0,0.0,3705.0,297.0,534.0,007,52480,44,3705.0,831.0
4400714140,"Central Falls city, Providence County, Rhode Island",6310.0,5028.0,21.0,3865.0,1142.0,1282.0,007,14140,44,3886.0,2424.0
4400766200,"Smithfield town, Providence County, Rhode Island",7517.0,6566.0,20.0,6251.0,295.0,951.0,007,66200,44,6271.0,1246.0
4400754640,"Pawtucket city, Providence County, Rhode Island",27635.0,23222.0,125.0,20825.0,2272.0,4413.0,007,54640,44,20950.0,6685.0
4400759000,"Providence city, Providence County, Rhode Island",62057.0,51154.0,128.0,45147.0,5879.0,10903.0,007,59000,44,45275.0,16782.0
4400727460,"Foster town, Providence County, Rhode Island",1782.0,1600.0,10.0,1535.0,55.0,182.0,007,27460,44,1545.0,237.0
4400737720,"Johnston town, Providence County, Rhode Island",11992.0,10230.0,40.0,9582.0,608.0,1762.0,007,37720,44,9622.0,2370.0
4400764220,"Scituate town, Providence County, Rhode Island",4068.0,3493.0,11.0,3304.0,178.0,575.0,007,64220,44,3315.0,753.0
4400711800,"Burrillville town, Providence County, Rhode Island",5964.0,5479.0,19.0,4978.0,482.0,485.0,007,11800,44,4997.0,967.0
4400719180,"Cranston city, Providence County, Rhode Island",30515.0,26304.0,49.0,24565.0,1690.0,4211.0,007,19180,44,24614.0,5901.0
440015140,"Barrington town, Bristol County, Rhode Island",6075.0,5735.0,27.0,5514.0,194.0,340.0,001,5140,44,5541.0,534.0
4400173760,"Warren town, Bristol County, Rhode Island",4957.0,4127.0,40.0,3661.0,426.0,830.0,001,73760,44,3701.0,1256.0
440019280,"Bristol town, Bristol County, Rhode Island",8489.0,7240.0,88.0,6707.0,445.0,1249.0,001,9280,44,6795.0,1694.0
4400977000,"Westerly town, Washington County, Rhode Island",9796.0,8552.0,11.0,7878.0,663.0,1244.0,009,77000,44,7889.0,1907.0
4400951580,"North Kingstown town, Washington County, Rhode Island",10300.0,9318.0,47.0,8909.0,362.0,982.0,009,51580,44,8956.0,1344.0
4400967460,"South Kingstown town, Washington County, Rhode Island",10278.0,9216.0,22.0,8794.0,400.0,1062.0,009,67460,44,8816.0,1462.0
4400935380,"Hopkinton town, Washington County, Rhode Island",3347.0,3057.0,0.0,2983.0,74.0,290.0,009,35380,44,2983.0,364.0
4400961160,"Richmond town, Washington County, Rhode Island",2850.0,2646.0,7.0,2488.0,151.0,204.0,009,61160,44,2495.0,355.0
4400925300,"Exeter town, Washington County, Rhode Island",2584.0,2211.0,0.0,1989.0,222.0,373.0,009,25300,44,1989.0,595.0
4400948340,"Narragansett town, Washington County, Rhode Island",6739.0,6304.0,7.0,5975.0,322.0,435.0,009,48340,44,5982.0,757.0
4400950500,"New Shoreham town, Washington County, Rhode Island",443.0,433.0,4.0,392.0,37.0,10.0,009,50500,44,396.0,47.0
4400914500,"Charlestown town, Washington County, Rhode Island",3271.0,2979.0,26.0,2717.0,236.0,292.0,009,14500,44,2743.0,528.0
