geoid,name,total_households,total_with_computer,dialup_internet,broadband_internet,computer_no_internet,total_no_computer,county,county subdivision,state,total_with_internet,total_no_internet
3802329420,"Garnet township, Divide County, North Dakota",15.0,7.0,0.0,7.0,0.0,8.0,023,29420,38,7.0,8.0
3802319500,"De Witt township, Divide County, North Dakota",5.0,5.0,0.0,5.0,0.0,0.0,023,19500,38,5.0,0.0
3802323140,"Elkhorn township, Divide County, North Dakota",4.0,0.0,0.0,0.0,0.0,4.0,023,23140,38,0.0,4.0
3802328220,"Frazier township, Divide County, North Dakota",0.0,0.0,0.0,0.0,0.0,0.0,023,28220,38,0.0,0.0
3802380900,"Upland township, Divide County, North Dakota",0.0,0.0,0.0,0.0,0.0,0.0,023,80900,38,0.0,0.0
3802346740,"Lincoln Valley township, Divide County, North Dakota",7.0,7.0,0.0,7.0,0.0,0.0,023,46740,38,7.0,0.0
3802363340,"Plumer township, Divide County, North Dakota",0.0,0.0,0.0,0.0,0.0,0.0,023,63340,38,0.0,0.0
3802373420,"Sioux Trail township, Divide County, North Dakota",46.0,46.0,0.0,46.0,0.0,0.0,023,73420,38,46.0,0.0
3802373700,"Smoky Butte township, Divide County, North Dakota",2.0,0.0,0.0,0.0,0.0,2.0,023,73700,38,0.0,2.0
3802310780,"Burg township, Divide County, North Dakota",4.0,4.0,0.0,4.0,0.0,0.0,023,10780,38,4.0,0.0
3802314900,"Clinton township, Divide County, North Dakota",0.0,0.0,0.0,0.0,0.0,0.0,023,14900,38,0.0,0.0
3802326340,"Fillmore township, Divide County, North Dakota",36.0,36.0,0.0,36.0,0.0,0.0,023,26340,38,36.0,0.0
3802360700,"Palmer township, Divide County, North Dakota",20.0,20.0,0.0,13.0,7.0,0.0,023,60700,38,13.0,7.0
3802336500,"Hayland township, Divide County, North Dakota",8.0,8.0,0.0,8.0,0.0,0.0,023,36500,38,8.0,0.0
3802352260,"Mentor township, Divide County, North Dakota",15.0,15.0,0.0,15.0,0.0,0.0,023,52260,38,15.0,0.0
380231900,"Ambrose township, Divide County, North Dakota",4.0,4.0,0.0,0.0,4.0,0.0,023,1900,38,0.0,4.0
380237940,"Blooming Valley township, Divide County, North Dakota",53.0,46.0,0.0,46.0,0.0,7.0,023,7940,38,46.0,7.0
3802315020,"Coalfield township, Divide County, North Dakota",21.0,21.0,0.0,21.0,0.0,0.0,023,15020,38,21.0,0.0
3802376300,"Stoneview township, Divide County, North Dakota",6.0,6.0,0.0,6.0,0.0,0.0,023,76300,38,6.0,0.0
3802331580,"Gooseneck township, Divide County, North Dakota",17.0,9.0,4.0,5.0,0.0,8.0,023,31580,38,9.0,8.0
3802336300,"Hawkeye township, Divide County, North Dakota",0.0,0.0,0.0,0.0,0.0,0.0,023,36300,38,0.0,0.0
3802380260,"Twin Butte township, Divide County, North Dakota",11.0,11.0,0.0,0.0,11.0,0.0,023,80260,38,0.0,11.0
3802316940,"Crosby city, Divide County, North Dakota",486.0,322.0,12.0,227.0,83.0,164.0,023,16940,38,239.0,247.0
3802317940,"Daneville township, Divide County, North Dakota",22.0,22.0,0.0,22.0,0.0,0.0,023,17940,38,22.0,0.0
3804943820,"Lake George township, McHenry County, North Dakota",16.0,13.0,0.0,13.0,0.0,3.0,049,43820,38,13.0,3.0
3804919020,"Denbigh township, McHenry County, North Dakota",40.0,37.0,0.0,37.0,0.0,3.0,049,19020,38,37.0,3.0
3804932660,"Granville city, McHenry County, North Dakota",122.0,101.0,0.0,90.0,11.0,21.0,049,32660,38,90.0,32.0
3804941420,"Karlsruhe township, McHenry County, North Dakota",2.0,0.0,0.0,0.0,0.0,2.0,049,41420,38,0.0,2.0
3804943860,"Lake Hester township, McHenry County, North Dakota",30.0,11.0,0.0,11.0,0.0,19.0,049,43860,38,11.0,19.0
3804947260,"Little Deep township, McHenry County, North Dakota",12.0,12.0,0.0,12.0,0.0,0.0,049,47260,38,12.0,0.0
3804959180,"Odin township, McHenry County, North Dakota",30.0,6.0,0.0,6.0,0.0,24.0,049,59180,38,6.0,24.0
3804968310,"Rose Hill township, McHenry County, North Dakota",5.0,5.0,0.0,5.0,0.0,0.0,049,68310,38,5.0,0.0
3804975020,"Spring Grove township, McHenry County, North Dakota",24.0,19.0,0.0,19.0,0.0,5.0,049,75020,38,19.0,5.0
380497300,"Bjornson township, McHenry County, North Dakota",17.0,11.0,0.0,11.0,0.0,6.0,049,7300,38,11.0,6.0
3804925620,"Falsen township, McHenry County, North Dakota",0.0,0.0,0.0,0.0,0.0,0.0,049,25620,38,0.0,0.0
3804937260,"Hendrickson township, McHenry County, North Dakota",42.0,42.0,0.0,28.0,14.0,0.0,049,37260,38,28.0,14.0
3804957727,"Northeast McHenry UT, McHenry County, North Dakota",37.0,33.0,0.0,33.0,0.0,4.0,049,57727,38,33.0,4.0
3804971180,"Schiller township, McHenry County, North Dakota",28.0,28.0,2.0,26.0,0.0,0.0,049,71180,38,28.0,0.0
3804982580,"Wagar township, McHenry County, North Dakota",39.0,39.0,0.0,39.0,0.0,0.0,049,82580,38,39.0,0.0
3804930300,"Gilmore township, McHenry County, North Dakota",5.0,5.0,0.0,5.0,0.0,0.0,049,30300,38,5.0,0.0
3804981620,"Velva city, McHenry County, North Dakota",561.0,461.0,6.0,442.0,13.0,100.0,049,81620,38,448.0,113.0
380492220,"Anamoose city, McHenry County, North Dakota",137.0,105.0,7.0,87.0,11.0,32.0,049,2220,38,94.0,43.0
380494460,"Balfour city, McHenry County, North Dakota",13.0,10.0,0.0,8.0,2.0,3.0,049,4460,38,8.0,5.0
380496180,"Bergen city, McHenry County, North Dakota",3.0,3.0,0.0,2.0,1.0,0.0,049,6180,38,2.0,1.0
3804918660,"Deering township, McHenry County, North Dakota",29.0,28.0,0.0,25.0,3.0,1.0,049,18660,38,25.0,4.0
3804922580,"Egg Creek township, McHenry County, North Dakota",29.0,17.0,0.0,10.0,7.0,12.0,049,22580,38,10.0,19.0
3804932700,"Granville township, McHenry County, North Dakota",31.0,23.0,0.0,23.0,0.0,8.0,049,32700,38,23.0,8.0
