geoid,name,total_population_16over,in_labor_force,civilian,civilian_employed,civilian_unemployed,armed_forces,not_in_labor_force,county,county subdivision,state
3504592970,"Shiprock-Sanostee CCD, San Juan County, New Mexico",13195.0,6566.0,6566.0,5556.0,1010.0,0.0,6629.0,045,92970,35
3504590360,"Bloomfield CCD, San Juan County, New Mexico",12600.0,7817.0,7817.0,7021.0,796.0,0.0,4783.0,045,90360,35
3504591290,"Farmington CCD, San Juan County, New Mexico",40064.0,25064.0,24935.0,23110.0,1825.0,129.0,15000.0,045,91290,35
3504592160,"Naschitti CCD, San Juan County, New Mexico",1502.0,483.0,483.0,431.0,52.0,0.0,1019.0,045,92160,35
3504590180,"Aztec CCD, San Juan County, New Mexico",20228.0,12067.0,12044.0,11153.0,891.0,23.0,8161.0,045,90180,35
3503792730,"San Jon CCD, Quay County, New Mexico",349.0,228.0,228.0,228.0,0.0,0.0,121.0,037,92730,35
3503793540,"Tucumcari CCD, Quay County, New Mexico",5228.0,2328.0,2328.0,2211.0,117.0,0.0,2900.0,037,93540,35
3502791500,"Hondo CCD, Lincoln County, New Mexico",1045.0,574.0,574.0,520.0,54.0,0.0,471.0,027,91500,35
3503791830,"Logan-Nara Visa CCD, Quay County, New Mexico",926.0,474.0,474.0,467.0,7.0,0.0,452.0,037,91830,35
3503791530,"House-Forrest CCD, Quay County, New Mexico",228.0,111.0,111.0,109.0,2.0,0.0,117.0,037,91530,35
3502790780,"Corona CCD, Lincoln County, New Mexico",309.0,132.0,132.0,127.0,5.0,0.0,177.0,027,90780,35
3502790510,"Carrizozo CCD, Lincoln County, New Mexico",1069.0,350.0,350.0,334.0,16.0,0.0,719.0,027,90510,35
3502790450,"Capitan CCD, Lincoln County, New Mexico",2404.0,896.0,896.0,896.0,0.0,0.0,1508.0,027,90450,35
3502792700,"Ruidoso CCD, Lincoln County, New Mexico",11512.0,5490.0,5490.0,5180.0,310.0,0.0,6022.0,027,92700,35
3500591410,"Hagerman CCD, Chaves County, New Mexico",1983.0,1164.0,1164.0,1047.0,117.0,0.0,819.0,005,91410,35
3500592280,"Northwest Chaves CCD, Chaves County, New Mexico",2558.0,1503.0,1503.0,1478.0,25.0,0.0,1055.0,005,92280,35
3500593240,"Southwest Chaves CCD, Chaves County, New Mexico",4658.0,2457.0,2445.0,2312.0,133.0,12.0,2201.0,005,93240,35
3500590960,"Dexter CCD, Chaves County, New Mexico",2318.0,1054.0,1054.0,971.0,83.0,0.0,1264.0,005,90960,35
3500593090,"Southeast Chaves CCD, Chaves County, New Mexico",1161.0,760.0,760.0,723.0,37.0,0.0,401.0,005,93090,35
3500592670,"Roswell CCD, Chaves County, New Mexico",37314.0,21544.0,21499.0,20096.0,1403.0,45.0,15770.0,005,92670,35
3500592190,"Northeast Chaves CCD, Chaves County, New Mexico",60.0,32.0,32.0,32.0,0.0,0.0,28.0,005,92190,35
3502591950,"Lovington CCD, Lea County, New Mexico",11142.0,6637.0,6637.0,6153.0,484.0,0.0,4505.0,025,91950,35
3502591620,"Jal CCD, Lea County, New Mexico",1666.0,993.0,993.0,942.0,51.0,0.0,673.0,025,91620,35
3502591470,"Hobbs CCD, Lea County, New Mexico",34591.0,20951.0,20951.0,19764.0,1187.0,0.0,13640.0,025,91470,35
3502591230,"Eunice CCD, Lea County, New Mexico",2319.0,1392.0,1392.0,1307.0,85.0,0.0,927.0,025,91230,35
3502593360,"Tatum CCD, Lea County, New Mexico",893.0,587.0,587.0,506.0,81.0,0.0,306.0,025,93360,35
3504992880,"Santa Fe South CCD, Santa Fe County, New Mexico",35108.0,20261.0,20228.0,19167.0,1061.0,33.0,14847.0,049,92880,35
3504992820,"Santa Fe CCD, Santa Fe County, New Mexico",73427.0,45582.0,45545.0,43075.0,2470.0,37.0,27845.0,049,92820,35
3504992850,"Santa Fe North CCD, Santa Fe County, New Mexico",14156.0,7921.0,7921.0,7388.0,533.0,0.0,6235.0,049,92850,35
3505990660,"Clayton North CCD, Union County, New Mexico",458.0,279.0,279.0,270.0,9.0,0.0,179.0,059,90660,35
3505990690,"Clayton South CCD, Union County, New Mexico",2966.0,1295.0,1295.0,1265.0,30.0,0.0,1671.0,059,90690,35
