geoid,name,total_population_16over,in_labor_force,civilian,civilian_employed,civilian_unemployed,armed_forces,not_in_labor_force,county,county subdivision,state
2816391476,"District 2, Yazoo County, Mississippi",3453.0,1908.0,1908.0,1633.0,275.0,0.0,1545.0,163,91476,28
2816392952,"District 4, Yazoo County, Mississippi",7821.0,2312.0,2312.0,1915.0,397.0,0.0,5509.0,163,92952,28
2815991458,"District 2, Winston County, Mississippi",3115.0,1679.0,1679.0,1593.0,86.0,0.0,1436.0,159,91458,28
2815990720,"District 1, Winston County, Mississippi",2830.0,1526.0,1526.0,1351.0,175.0,0.0,1304.0,159,90720,28
2816390738,"District 1, Yazoo County, Mississippi",4467.0,2293.0,2293.0,2182.0,111.0,0.0,2174.0,163,90738,28
2816392214,"District 3, Yazoo County, Mississippi",3073.0,1577.0,1577.0,1243.0,334.0,0.0,1496.0,163,92214,28
2816393690,"District 5, Yazoo County, Mississippi",2614.0,1155.0,1155.0,805.0,350.0,0.0,1459.0,163,93690,28
2800790036,"District 1, Attala County, Mississippi",3199.0,1794.0,1794.0,1670.0,124.0,0.0,1405.0,007,90036,28
2800790774,"District 2, Attala County, Mississippi",2950.0,1534.0,1534.0,1280.0,254.0,0.0,1416.0,007,90774,28
2800792988,"District 5, Attala County, Mississippi",2549.0,1387.0,1380.0,1228.0,152.0,7.0,1162.0,007,92988,28
2800792250,"District 4, Attala County, Mississippi",2472.0,1184.0,1184.0,1013.0,171.0,0.0,1288.0,007,92250,28
2800791512,"District 3, Attala County, Mississippi",3289.0,1665.0,1665.0,1585.0,80.0,0.0,1624.0,007,91512,28
2800992259,"District 4, Benton County, Mississippi",1436.0,679.0,679.0,629.0,50.0,0.0,757.0,009,92259,28
2800990783,"District 2, Benton County, Mississippi",1192.0,535.0,535.0,479.0,56.0,0.0,657.0,009,90783,28
2800991521,"District 3, Benton County, Mississippi",1251.0,575.0,575.0,532.0,43.0,0.0,676.0,009,91521,28
2800992997,"District 5, Benton County, Mississippi",1470.0,692.0,692.0,630.0,62.0,0.0,778.0,009,92997,28
2803793123,"District 5, Franklin County, Mississippi",1296.0,591.0,591.0,558.0,33.0,0.0,705.0,037,93123,28
2800990045,"District 1, Benton County, Mississippi",1339.0,907.0,907.0,653.0,254.0,0.0,432.0,009,90045,28
2803790171,"District 1, Franklin County, Mississippi",1253.0,707.0,707.0,639.0,68.0,0.0,546.0,037,90171,28
2803790909,"District 2, Franklin County, Mississippi",1105.0,587.0,587.0,528.0,59.0,0.0,518.0,037,90909,28
2803791647,"District 3, Franklin County, Mississippi",982.0,410.0,410.0,358.0,52.0,0.0,572.0,037,91647,28
2803792385,"District 4, Franklin County, Mississippi",1379.0,819.0,819.0,800.0,19.0,0.0,560.0,037,92385,28
2802793078,"District 5, Coahoma County, Mississippi",3721.0,2043.0,2043.0,1761.0,282.0,0.0,1678.0,027,93078,28
2802790126,"District 1, Coahoma County, Mississippi",3578.0,2453.0,2453.0,2196.0,257.0,0.0,1125.0,027,90126,28
2802791602,"District 3, Coahoma County, Mississippi",4202.0,2222.0,2215.0,1613.0,602.0,7.0,1980.0,027,91602,28
2802792340,"District 4, Coahoma County, Mississippi",2515.0,1303.0,1303.0,889.0,414.0,0.0,1212.0,027,92340,28
2802790864,"District 2, Coahoma County, Mississippi",4233.0,2359.0,2359.0,1943.0,416.0,0.0,1874.0,027,90864,28
2806193231,"District 5, Jasper County, Mississippi",2311.0,1058.0,1020.0,985.0,35.0,38.0,1253.0,061,93231,28
2806192493,"District 4, Jasper County, Mississippi",2534.0,1389.0,1389.0,1320.0,69.0,0.0,1145.0,061,92493,28
2806191017,"District 2, Jasper County, Mississippi",2749.0,1469.0,1469.0,1333.0,136.0,0.0,1280.0,061,91017,28
2806190279,"District 1, Jasper County, Mississippi",2581.0,1333.0,1328.0,1265.0,63.0,5.0,1248.0,061,90279,28
2806191755,"District 3, Jasper County, Mississippi",2971.0,1652.0,1652.0,1567.0,85.0,0.0,1319.0,061,91755,28
2806791782,"District 3, Jones County, Mississippi",10527.0,5547.0,5536.0,5255.0,281.0,11.0,4980.0,067,91782,28
2806791044,"District 2, Jones County, Mississippi",11168.0,6586.0,6584.0,6087.0,497.0,2.0,4582.0,067,91044,28
2814791404,"District 2, Walthall County, Mississippi",2001.0,1010.0,1010.0,953.0,57.0,0.0,991.0,147,91404,28
2806792520,"District 4, Jones County, Mississippi",12760.0,6464.0,6464.0,6158.0,306.0,0.0,6296.0,067,92520,28
2806790306,"District 1, Jones County, Mississippi",10376.0,6223.0,6223.0,5512.0,711.0,0.0,4153.0,067,90306,28
2806793258,"District 5, Jones County, Mississippi",7895.0,4361.0,4361.0,3871.0,490.0,0.0,3534.0,067,93258,28
2814790666,"District 1, Walthall County, Mississippi",2228.0,1138.0,1138.0,1065.0,73.0,0.0,1090.0,147,90666,28
2814792142,"District 3, Walthall County, Mississippi",2504.0,1223.0,1223.0,1118.0,105.0,0.0,1281.0,147,92142,28
2814793618,"District 5, Walthall County, Mississippi",2037.0,1028.0,1028.0,942.0,86.0,0.0,1009.0,147,93618,28
2814792880,"District 4, Walthall County, Mississippi",2754.0,1552.0,1552.0,1475.0,77.0,0.0,1202.0,147,92880,28
2809591908,"District 3, Monroe County, Mississippi",5693.0,3088.0,3088.0,2779.0,309.0,0.0,2605.0,095,91908,28
2809592646,"District 4, Monroe County, Mississippi",4817.0,2907.0,2907.0,2751.0,156.0,0.0,1910.0,095,92646,28
2809593384,"District 5, Monroe County, Mississippi",5896.0,3045.0,3045.0,2782.0,263.0,0.0,2851.0,095,93384,28
2809591170,"District 2, Monroe County, Mississippi",6018.0,3166.0,3166.0,2950.0,216.0,0.0,2852.0,095,91170,28
