geoid,name,total_households,total_with_computer,dialup_internet,broadband_internet,computer_no_internet,total_no_computer,county,county subdivision,state,total_with_internet,total_no_internet
0610993080,"Sonora CCD, Tuolumne County, California",7213.0,6091.0,104.0,5339.0,648.0,1122.0,109,93080,06,5443.0,1770.0
0610990835,"East Sonora-Phoenix Lake CCD, Tuolumne County, California",5582.0,4838.0,53.0,4301.0,484.0,744.0,109,90835,06,4354.0,1228.0
0607790900,"Escalon CCD, San Joaquin County, California",4582.0,4067.0,29.0,3551.0,487.0,515.0,077,90900,06,3580.0,1002.0
0607793340,"Thornton CCD, San Joaquin County, California",4223.0,3989.0,44.0,3771.0,174.0,234.0,077,93340,06,3815.0,408.0
0607791630,"Linden-Farmington CCD, San Joaquin County, California",1972.0,1696.0,12.0,1401.0,283.0,276.0,077,91630,06,1413.0,559.0
0607791690,"Lockeford CCD, San Joaquin County, California",4041.0,3496.0,16.0,3056.0,424.0,545.0,077,91690,06,3072.0,969.0
0607791700,"Lodi CCD, San Joaquin County, California",29056.0,25313.0,316.0,22579.0,2418.0,3743.0,077,91700,06,22895.0,6161.0
0607793240,"Stockton CCD, San Joaquin County, California",109440.0,89476.0,846.0,77037.0,11593.0,19964.0,077,93240,06,77883.0,31557.0
0607791870,"Manteca CCD, San Joaquin County, California",31659.0,28758.0,236.0,26434.0,2088.0,2901.0,077,91870,06,26670.0,4989.0
0607792620,"Ripon CCD, San Joaquin County, California",5978.0,5296.0,53.0,4765.0,478.0,682.0,077,92620,06,4818.0,1160.0
0607793400,"Tracy CCD, San Joaquin County, California",32857.0,31257.0,150.0,29515.0,1592.0,1600.0,077,93400,06,29665.0,3192.0
0600593300,"Sutter Creek-Plymouth CCD, Amador County, California",3442.0,2953.0,36.0,2575.0,342.0,489.0,005,93300,06,2611.0,831.0
0600591430,"Jackson CCD, Amador County, California",3202.0,2738.0,12.0,2596.0,130.0,464.0,005,91430,06,2608.0,594.0
0600592470,"Pine Grove-Silver Lake CCD, Amador County, California",4354.0,3776.0,61.0,3453.0,262.0,578.0,005,92470,06,3514.0,840.0
0600591410,"Ione CCD, Amador County, California",3187.0,2848.0,32.0,2549.0,267.0,339.0,005,91410,06,2581.0,606.0
0604790720,"Dos Palos CCD, Merced County, California",2925.0,2439.0,59.0,1664.0,716.0,486.0,047,90720,06,1723.0,1202.0
0604792500,"Planada-Le Grand CCD, Merced County, California",2308.0,1856.0,77.0,1272.0,507.0,452.0,047,92500,06,1349.0,959.0
0604791760,"Los Banos CCD, Merced County, California",12292.0,10707.0,108.0,8466.0,2133.0,1585.0,047,91760,06,8574.0,3718.0
