geoid,name,total,male_total,male_no_schooling,male_nursery_to_4th_grade,male_5th_and_6th_grade,male_7th_and_8th_grade,male_9th_grade,male_10th_grade,male_11th_grade,male_12th_grade_no_diploma,male_high_school_graduate,male_less_than_1_year_college,male_1_or_more_years_college,male_associates_degree,male_bachelors_degree,male_masters_degree,male_professional_school_degree,male_doctorate_degree,female_total,female_no_schooling,female_nursery_to_4th_grade,female_5th_and_6th_grade,female_7th_and_8th_grade,female_9th_grade,female_10th_grade,female_11th_grade,female_12th_grade_no_diploma,female_high_school_graduate,female_less_than_1_year_college,female_1_or_more_years_college,female_associates_degree,female_bachelors_degree,female_masters_degree,female_professional_school_degree,female_doctorate_degree,county,county subdivision,state,total_no_schooling,total_nursery_to_4th_grade,total_5th_and_6th_grade,total_7th_and_8th_grade,total_9th_grade,total_10th_grade,total_11th_grade,total_12th_grade_no_diploma,total_high_school_graduate,total_less_than_1_year_college,total_1_or_more_years_college,total_associates_degree,total_bachelors_degree,total_masters_degree,total_professional_school_degree,total_doctorate_degree,total_less_than_high_scool,male_less_than_high_scool,female_less_than_high_scool,total_some_college,male_some_college,female_some_college,total_masters_or_higher,male_masters_or_higher,female_masters_or_higher,total_bachelors_or_higher,male_bachelors_or_higher,female_bachelors_or_higher
3010193402,"Sunburst CCD, Toole County, Montana",838.0,413.0,0.0,0.0,0.0,44.0,0.0,4.0,13.0,0.0,111.0,33.0,108.0,50.0,43.0,6.0,0.0,1.0,425.0,6.0,0.0,0.0,71.0,3.0,3.0,9.0,5.0,91.0,20.0,101.0,34.0,59.0,20.0,3.0,0.0,101,93402,30,6.0,0.0,0.0,115.0,3.0,7.0,22.0,5.0,202.0,53.0,209.0,84.0,102.0,26.0,3.0,1.0,158.0,61.0,97.0,262.0,141.0,121.0,30.0,7.0,23.0,132.0,50.0,82.0
3003591460,"Glacier National Park CCD, Glacier County, Montana",22.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,035,91460,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,7.0,4.0,3.0
3001991218,"Fort Peck Reservation CCD, Daniels County, Montana",33.0,17.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,019,91218,30,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,3.0,3.0,0.0,0.0,0.0,6.0,0.0,6.0
3003792016,"Lavina CCD, Golden Valley County, Montana",318.0,150.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,1.0,76.0,23.0,7.0,6.0,25.0,5.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,63.0,12.0,29.0,15.0,37.0,5.0,0.0,0.0,037,92016,30,0.0,0.0,0.0,0.0,5.0,3.0,6.0,1.0,139.0,35.0,36.0,21.0,62.0,10.0,0.0,0.0,15.0,8.0,7.0,71.0,30.0,41.0,10.0,5.0,5.0,72.0,30.0,42.0
3003590777,"Cut Bank CCD, Glacier County, Montana",2229.0,976.0,6.0,0.0,0.0,34.0,0.0,6.0,64.0,11.0,274.0,111.0,179.0,68.0,157.0,16.0,50.0,0.0,1253.0,15.0,0.0,0.0,39.0,7.0,63.0,74.0,0.0,369.0,65.0,281.0,97.0,163.0,74.0,6.0,0.0,035,90777,30,21.0,0.0,0.0,73.0,7.0,69.0,138.0,11.0,643.0,176.0,460.0,165.0,320.0,90.0,56.0,0.0,319.0,121.0,198.0,636.0,290.0,346.0,146.0,66.0,80.0,466.0,223.0,243.0
3002590168,"Baker CCD, Fallon County, Montana",1595.0,847.0,0.0,0.0,0.0,26.0,1.0,1.0,1.0,0.0,366.0,38.0,128.0,150.0,80.0,23.0,0.0,33.0,748.0,0.0,0.0,1.0,1.0,0.0,19.0,19.0,4.0,267.0,87.0,146.0,107.0,69.0,11.0,0.0,17.0,025,90168,30,0.0,0.0,1.0,27.0,1.0,20.0,20.0,4.0,633.0,125.0,274.0,257.0,149.0,34.0,0.0,50.0,73.0,29.0,44.0,399.0,166.0,233.0,84.0,56.0,28.0,233.0,136.0,97.0
3002592730,"Plevna CCD, Fallon County, Montana",366.0,175.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,36.0,10.0,43.0,35.0,33.0,5.0,0.0,4.0,191.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,48.0,12.0,64.0,29.0,30.0,3.0,4.0,0.0,025,92730,30,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,84.0,22.0,107.0,64.0,63.0,8.0,4.0,4.0,10.0,9.0,1.0,129.0,53.0,76.0,16.0,9.0,7.0,79.0,42.0,37.0
3003792940,"Ryegate CCD, Golden Valley County, Montana",256.0,135.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,6.0,75.0,0.0,26.0,1.0,19.0,2.0,0.0,2.0,121.0,0.0,0.0,0.0,3.0,9.0,2.0,0.0,0.0,47.0,4.0,16.0,17.0,16.0,7.0,0.0,0.0,037,92940,30,0.0,0.0,0.0,5.0,11.0,2.0,0.0,6.0,122.0,4.0,42.0,18.0,35.0,9.0,0.0,2.0,24.0,10.0,14.0,46.0,26.0,20.0,11.0,4.0,7.0,46.0,23.0,23.0
3004593318,"Stanford CCD, Judith Basin County, Montana",621.0,308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,14.0,60.0,32.0,48.0,29.0,0.0,1.0,313.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,110.0,10.0,59.0,30.0,92.0,8.0,0.0,0.0,045,93318,30,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,234.0,24.0,119.0,62.0,140.0,37.0,0.0,1.0,4.0,0.0,4.0,143.0,74.0,69.0,38.0,30.0,8.0,178.0,78.0,100.0
3004591407,"Geyser CCD, Judith Basin County, Montana",334.0,178.0,0.0,0.0,0.0,8.0,0.0,8.0,5.0,0.0,73.0,2.0,22.0,23.0,31.0,4.0,0.0,2.0,156.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,43.0,19.0,46.0,12.0,23.0,4.0,0.0,0.0,045,91407,30,0.0,0.0,0.0,10.0,0.0,15.0,5.0,0.0,116.0,21.0,68.0,35.0,54.0,8.0,0.0,2.0,30.0,21.0,9.0,89.0,24.0,65.0,10.0,6.0,4.0,64.0,37.0,27.0
