geoid,name,total,county,county subdivision,state
1604393128,"St. Anthony CCD, Fremont County, Idaho",7942.0,043,93128,16
1606593381,"Sugar City CCD, Madison County, Idaho",6119.0,065,93381,16
1607992346,"Mullan CCD, Shoshone County, Idaho",876.0,079,92346,16
1607992392,"Murray CCD, Shoshone County, Idaho",459.0,079,92392,16
1607991794,"Kellogg CCD, Shoshone County, Idaho",6786.0,079,91794,16
1607990230,"Avery-Clarkia CCD, Shoshone County, Idaho",437.0,079,90230,16
1604990644,"Cottonwood CCD, Idaho County, Idaho",2401.0,049,90644,16
1604991334,"Grangeville CCD, Idaho County, Idaho",6026.0,049,91334,16
1604990897,"Elk City CCD, Idaho County, Idaho",2066.0,049,90897,16
1604993013,"Riggins CCD, Idaho County, Idaho",1185.0,049,93013,16
1604992553,"Nez Perce CCD, Idaho County, Idaho",4597.0,049,92553,16
1608193611,"Victor CCD, Teton County, Idaho",5185.0,081,93611,16
1608193473,"Tetonia CCD, Teton County, Idaho",2370.0,081,93473,16
1608190782,"Driggs CCD, Teton County, Idaho",3221.0,081,90782,16
1607791127,"Fort Hall CCD, Power County, Idaho",819.0,077,91127,16
1607793082,"Rockland CCD, Power County, Idaho",767.0,077,93082,16
1607790092,"American Falls CCD, Power County, Idaho",5880.0,077,90092,16
1607790115,"Arbon CCD, Power County, Idaho",201.0,077,90115,16
1608793703,"Weiser CCD, Washington County, Idaho",8189.0,087,93703,16
1608790506,"Cambridge CCD, Washington County, Idaho",943.0,087,90506,16
1608792139,"Midvale CCD, Washington County, Idaho",864.0,087,92139,16
1603190046,"Albion CCD, Cassia County, Idaho",3166.0,031,90046,16
1603190460,"Burley CCD, Cassia County, Idaho",14255.0,031,90460,16
1607191472,"Holbrook CCD, Oneida County, Idaho",373.0,071,91472,16
1607192047,"Malad City CCD, Oneida County, Idaho",3911.0,071,92047,16
1603190759,"Declo CCD, Cassia County, Idaho",3272.0,031,90759,16
1603192645,"Oakley CCD, Cassia County, Idaho",2779.0,031,92645,16
1604590966,"Emmett Valley CCD, Gem County, Idaho",12403.0,045,90966,16
1604590943,"Emmett Bench CCD, Gem County, Idaho",3003.0,045,90943,16
1604593427,"Sweet CCD, Gem County, Idaho",1444.0,045,93427,16
1606392967,"Richfield CCD, Lincoln County, Idaho",1326.0,063,92967,16
1606393243,"Shoshone CCD, Lincoln County, Idaho",3970.0,063,93243,16
1608592001,"McCall CCD, Valley County, Idaho",7760.0,085,92001,16
1608590552,"Cascade CCD, Valley County, Idaho",2303.0,085,90552,16
1608593358,"Stibnite CCD, Valley County, Idaho",41.0,085,93358,16
1604192185,"Mink Creek CCD, Franklin County, Idaho",878.0,041,92185,16
1604190713,"Dayton CCD, Franklin County, Idaho",2949.0,041,90713,16
1600390667,"Council CCD, Adams County, Idaho",2443.0,003,90667,16
1600392484,"New Meadows CCD, Adams County, Idaho",1503.0,003,92484,16
1604192921,"Preston CCD, Franklin County, Idaho",9293.0,041,92921,16
1606991909,"Leland CCD, Nez Perce County, Idaho",314.0,069,91909,16
1606992599,"Nez Perce CCD, Nez Perce County, Idaho",4759.0,069,92599,16
1606991955,"Lewiston CCD, Nez Perce County, Idaho",34941.0,069,91955,16
1605390874,"Eden-Hazelton CCD, Jerome County, Idaho",2328.0,053,90874,16
1605391748,"Jerome CCD, Jerome County, Idaho",19863.0,053,91748,16
1605391587,"Hunt CCD, Jerome County, Idaho",848.0,053,91587,16
1605590621,"Coeur d'Alene CCD, Kootenai County, Idaho",77927.0,055,90621,16
1605592875,"Post Falls-Rathdrum CCD, Kootenai County, Idaho",50970.0,055,92875,16
1605593887,"Worley CCD, Kootenai County, Idaho",2727.0,055,93887,16
1605591426,"Harrison CCD, Kootenai County, Idaho",2936.0,055,91426,16
1605593312,"Spirit Lake-Athol CCD, Kootenai County, Idaho",15568.0,055,93312,16
1606190690,"Craigmont CCD, Lewis County, Idaho",725.0,061,90690,16
1606193864,"Winchester CCD, Lewis County, Idaho",579.0,061,93864,16
1606191771,"Kamiah CCD, Lewis County, Idaho",1753.0,061,91771,16
1606792760,"Paul CCD, Minidoka County, Idaho",3073.0,067,92760,16
1606793105,"Rupert CCD, Minidoka County, Idaho",10104.0,067,93105,16
1606792162,"Minidoka CCD, Minidoka County, Idaho",1315.0,067,92162,16
1606791449,"Heyburn CCD, Minidoka County, Idaho",5956.0,067,91449,16
1608391495,"Hollister CCD, Twin Falls County, Idaho",2361.0,083,91495,16
1608390437,"Buhl CCD, Twin Falls County, Idaho",9453.0,083,90437,16
1608392415,"Murtaugh CCD, Twin Falls County, Idaho",1174.0,083,92415,16
1608393818,"West Salmon Falls CCD, Twin Falls County, Idaho",248.0,083,93818,16
1608391840,"Kimberly CCD, Twin Falls County, Idaho",8590.0,083,91840,16
1608390989,"Filer CCD, Twin Falls County, Idaho",5973.0,083,90989,16
1608393565,"Twin Falls CCD, Twin Falls County, Idaho",54449.0,083,93565,16
1607392369,"Murphy CCD, Owyhee County, Idaho",1566.0,073,92369,16
1601390529,"Carey CCD, Blaine County, Idaho",1158.0,013,90529,16
1607391311,"Grand View CCD, Owyhee County, Idaho",1098.0,073,91311,16
1607392070,"Marsing CCD, Owyhee County, Idaho",3283.0,073,92070,16
